HOG	OG	Gene Tree Parent Clade	aip_longest_isoforms	nvec_longest_isoform	spis_longest_isoform_marker	xenia_longest_isoforms
N0.HOG0000010	OG0000007	n0	XP_020908124.1, XP_020908123.1	XP_001632732.3	XP_022805177.1, XP_022796395.1, XP_022805178.1, XP_022807280.1, XP_022777499.1, XP_022807273.1, XP_022808750.1, XP_022807699.1, XP_022808091.1, XP_022777757.1, XP_022807336.1, XP_022803731.1, XP_022799298.1, XP_022807861.1, XP_022795743.1, XP_022807279.1, XP_022808092.1, XP_022795754.1, XP_022810527.1, XP_022810417.1, XP_022804178.1, XP_022807706.1, XP_022800751.1, XP_022800745.1, XP_022808095.1, XP_022808202.1, XP_022799295.1, XP_022799299.1, XP_022802382.1, XP_022777498.1, XP_022810255.1, XP_022809434.1, XP_022803659.1, XP_022777497.1, XP_022781158.1, XP_022810339.1, XP_022781087.1, XP_022802389.1, XP_022809433.1, XP_022777541.1, XP_022800755.1, XP_022809167.1, XP_022810419.1, XP_022810275.1, XP_022802392.1, XP_022790112.1, XP_022800737.1, XP_022795757.1, XP_022801250.1, XP_022795742.1, XP_022796383.1, XP_022795733.1, XP_022796418.1, XP_022809168.1, XP_022795716.1, XP_022793323.1, XP_022809729.1, XP_022809523.1, XP_022802381.1, XP_022804177.1, XP_022802395.1, XP_022792749.1, XP_022781133.1, XP_022810529.1, XP_022793287.1, XP_022807774.1, XP_022807174.1, XP_022785107.1, XP_022803122.1, XP_022808215.1, XP_022793270.1, XP_022793667.1, XP_022777994.1, XP_022793273.1, XP_022805605.1, XP_022803123.1, XP_022793670.1, XP_022802386.1, XP_022810554.1, XP_022800744.1, XP_022809630.1, XP_022793079.1, XP_022808789.1, XP_022796405.1, XP_022804176.1, XP_022804170.1, XP_022802383.1, XP_022810254.1, XP_022807771.1, XP_022807772.1, XP_022809179.1, XP_022796406.1, XP_022793282.1, XP_022792750.1, XP_022803128.1, XP_022807950.1, XP_022802710.1, XP_022802714.1, XP_022807724.1, XP_022800040.1, XP_022800044.1	
N0.HOG0000011	OG0000008	n0				Xe_007751-T1, Xe_007706-T1, Xe_007632-T1, Xe_007712-T1, Xe_007266-T1, Xe_007260-T1, Xe_007614-T1, Xe_024072-T1, Xe_009096-T1, Xe_007567-T1, Xe_007532-T1, Xe_007615-T1, Xe_007573-T1, Xe_007682-T1, Xe_007750-T1, Xe_007755-T1, Xe_007758-T1, Xe_007561-T1, Xe_028374-T1, Xe_028429-T1, Xe_007545-T1, Xe_007675-T1, Xe_024084-T1, Xe_007212-T1, Xe_007628-T1, Xe_007565-T1, Xe_028587-T1, Xe_007568-T1, Xe_007252-T1, Xe_007744-T1, Xe_007544-T1, Xe_007600-T1, Xe_007681-T1, Xe_007586-T1, Xe_007584-T1, Xe_007583-T1, Xe_007597-T1, Xe_007687-T1, Xe_009117-T1, Xe_007579-T1, Xe_007701-T1, Xe_017249-T1, Xe_017230-T1, Xe_017055-T1, Xe_001604-T1, Xe_017333-T1, Xe_009083-T1, Xe_007259-T1, Xe_007436-T1, Xe_007618-T1, Xe_007683-T1, Xe_007531-T1, Xe_019377-T1, Xe_007616-T1, Xe_007559-T1, Xe_007271-T1, Xe_007287-T1, Xe_007686-T1, Xe_024046-T1, Xe_009104-T1, Xe_009062-T1, Xe_007298-T1, Xe_007564-T1, Xe_024051-T1, Xe_007702-T1, Xe_009646-T1, Xe_007250-T1, Xe_007549-T1, Xe_007635-T1, Xe_007555-T1, Xe_024047-T1, Xe_024054-T1, Xe_007685-T1, Xe_009095-T1, Xe_007550-T1, Xe_028588-T1, Xe_007591-T1, Xe_007512-T1, Xe_007514-T1, Xe_028375-T1, Xe_007679-T1, Xe_007719-T1, Xe_009093-T1, Xe_009069-T1, Xe_009063-T1, Xe_007653-T1, Xe_007730-T1, Xe_007729-T1, Xe_007269-T1, Xe_009120-T1, Xe_024091-T1, Xe_024068-T1, Xe_007659-T1, Xe_007293-T1
N0.HOG0000012	OG0000009	n0			XP_022778281.1	Xe_006757-T1, Xe_007073-T1, Xe_006877-T1, Xe_006867-T1, Xe_028536-T1, Xe_028512-T1, Xe_028532-T1, Xe_028535-T1, Xe_028548-T1, Xe_021764-T1, Xe_017342-T1, Xe_017340-T1, Xe_021582-T1, Xe_028523-T1, Xe_006861-T1, Xe_022062-T1, Xe_012848-T1, Xe_006462-T1, Xe_006685-T1, Xe_006800-T1, Xe_006801-T1, Xe_006805-T1, Xe_006675-T1, Xe_006083-T1, Xe_017354-T1, Xe_007071-T1, Xe_006753-T1, Xe_006906-T1, Xe_007016-T1, Xe_006748-T1, Xe_007013-T1, Xe_017031-T1, Xe_017038-T1, Xe_006751-T1, Xe_006729-T1, Xe_017024-T1, Xe_019528-T1, Xe_018337-T1, Xe_006046-T1, Xe_006062-T1, Xe_006045-T1, Xe_006060-T1, Xe_006128-T1, Xe_006122-T1, Xe_028528-T1, Xe_019769-T1, Xe_019768-T1, Xe_006654-T1, Xe_007100-T1, Xe_004047-T1, Xe_006631-T1, Xe_006839-T1, Xe_006871-T1, Xe_003046-T1, Xe_007101-T1, Xe_007105-T1, Xe_007103-T1, Xe_007098-T1, Xe_007096-T1, Xe_006909-T1, Xe_006577-T1, Xe_007076-T1, Xe_007012-T1, Xe_017016-T1, Xe_006720-T1, Xe_006759-T1, Xe_006721-T1, Xe_006722-T1, Xe_017042-T1, Xe_006807-T1, Xe_006809-T1, Xe_006813-T1, Xe_027839-T1, Xe_006734-T1, Xe_006816-T1, Xe_006731-T1, Xe_007010-T1, Xe_006791-T1, Xe_017029-T1, Xe_006750-T1, Xe_006743-T1, Xe_006282-T1, Xe_006754-T1, Xe_017039-T1, Xe_017034-T1, Xe_006819-T1, Xe_006740-T1, Xe_017014-T1
N0.HOG0000013	OG0000010	n0				Xe_025233-T1, Xe_021091-T1, Xe_022405-T1, Xe_008689-T1, Xe_025625-T1, Xe_008710-T1, Xe_008723-T1, Xe_008722-T1, Xe_006197-T1, Xe_028067-T1, Xe_008718-T1, Xe_015215-T1, Xe_028015-T1, Xe_015226-T1, Xe_015213-T1, Xe_015209-T1, Xe_012691-T1, Xe_006196-T1, Xe_027627-T1, Xe_000604-T1, Xe_008712-T1, Xe_016750-T1, Xe_011086-T1, Xe_025323-T1, Xe_025617-T1, Xe_028796-T1, Xe_025616-T1, Xe_025615-T1, Xe_015216-T1, Xe_015225-T1, Xe_015217-T1, Xe_025624-T1, Xe_025611-T1, Xe_001586-T1, Xe_001923-T1, Xe_001924-T1, Xe_025239-T1, Xe_025234-T1, Xe_025387-T1, Xe_011101-T1, Xe_024985-T1, Xe_015170-T1, Xe_022404-T1, Xe_011153-T1, Xe_025619-T1, Xe_025620-T1, Xe_003201-T1, Xe_011124-T1, Xe_011107-T1, Xe_011159-T1, Xe_025612-T1, Xe_025609-T1, Xe_001587-T1, Xe_025614-T1, Xe_025622-T1, Xe_025623-T1, Xe_004055-T1, Xe_017988-T1, Xe_015173-T1, Xe_008702-T1, Xe_008715-T1, Xe_008698-T1, Xe_008706-T1, Xe_008707-T1, Xe_008705-T1, Xe_008711-T1, Xe_025231-T1, Xe_008697-T1, Xe_008719-T1, Xe_025384-T1, Xe_008709-T1, Xe_025385-T1, Xe_025621-T1, Xe_008684-T1, Xe_008691-T1, Xe_011179-T1, Xe_008701-T1, Xe_004054-T1, Xe_011136-T1, Xe_025250-T1, Xe_001484-T1, Xe_011141-T1, Xe_025610-T1, Xe_015214-T1
N0.HOG0000014	OG0000011	n0	XP_020911832.1		XP_022801878.1	Xe_016888-T1, Xe_016871-T1, Xe_016875-T1, Xe_016853-T1, Xe_016881-T1, Xe_016866-T1, Xe_016864-T1, Xe_016857-T1, Xe_016868-T1, Xe_016849-T1, Xe_016851-T1, Xe_016856-T1, Xe_016867-T1, Xe_016865-T1, Xe_022629-T1, Xe_022493-T1, Xe_016825-T1, Xe_016882-T1, Xe_016870-T1, Xe_016860-T1, Xe_016886-T1, Xe_016869-T1, Xe_016859-T1, Xe_016897-T1, Xe_016878-T1, Xe_016890-T1, Xe_016887-T1, Xe_016885-T1, Xe_016891-T1, Xe_016889-T1, Xe_016861-T1, Xe_016892-T1, Xe_016850-T1, Xe_017123-T1, Xe_016999-T1, Xe_019187-T1, Xe_016880-T1, Xe_016863-T1, Xe_016876-T1, Xe_019183-T1, Xe_019013-T1, Xe_018871-T1, Xe_019029-T1, Xe_019072-T1, Xe_018852-T1, Xe_019214-T1, Xe_017054-T1, Xe_016988-T1, Xe_016977-T1, Xe_022790-T1, Xe_016884-T1, Xe_016923-T1, Xe_016902-T1, Xe_025342-T1, Xe_017121-T1, Xe_022421-T1, Xe_023981-T1, Xe_017002-T1, Xe_022492-T1, Xe_016919-T1, Xe_017135-T1, Xe_016928-T1, Xe_016934-T1, Xe_017142-T1, Xe_017159-T1, Xe_017120-T1, Xe_017066-T1, Xe_017056-T1, Xe_017103-T1, Xe_016949-T1, Xe_016962-T1, Xe_017013-T1, Xe_016974-T1, Xe_016877-T1, Xe_025368-T1, Xe_016935-T1, Xe_016893-T1, Xe_025377-T1
N0.HOG0000015	OG0000012	n0	XP_028517823.1, XP_028518083.1, XP_020917011.1, XP_028515662.1	XP_048590314.1	XP_022778388.1, XP_022803001.1, XP_022777925.1, XP_022777585.1, XP_022808006.1, XP_022809811.1, XP_022785614.1, XP_022788736.1, XP_022801244.1, XP_022796732.1, XP_022796737.1, XP_022809184.1, XP_022802999.1, XP_022778546.1, XP_022807515.1, XP_022810436.1, XP_022777824.1, XP_022809611.1, XP_022778248.1, XP_022805295.1, XP_022808483.1, XP_022808784.1, XP_022778437.1, XP_022796767.1, XP_022777580.1, XP_022809365.1, XP_022777832.1, XP_022810056.1, XP_022809612.1, XP_022810138.1, XP_022807525.1, XP_022796722.1, XP_022807527.1, XP_022790891.1, XP_022803336.1, XP_022803349.1, XP_022803346.1, XP_022808007.1, XP_022803350.1, XP_022808009.1, XP_022801231.1, XP_022788756.1, XP_022808992.1, XP_022801229.1, XP_022809808.1, XP_022809182.1, XP_022807518.1, XP_022803347.1, XP_022809186.1, XP_022810489.1, XP_022803005.1, XP_022796951.1, XP_022808010.1, XP_022796763.1, XP_022796764.1, XP_022796733.1, XP_022778375.1, XP_022777990.1, XP_022808310.1, XP_022803337.1, XP_022796718.1, XP_022777850.1, XP_022809183.1, XP_022807521.1, XP_022785615.1, XP_022790917.1, XP_022796714.1, XP_022784545.1, XP_022807523.1, XP_022808397.1, XP_022793691.1, XP_022810053.1, XP_022810066.1, XP_022808396.1, XP_022808394.1	
N0.HOG0000016	OG0000013	n0			XP_022788864.1, XP_022788385.1, XP_022777696.1, XP_022809166.1	Xe_024146-T1, Xe_003893-T1, Xe_024172-T1, Xe_024387-T1, Xe_024101-T1, Xe_024154-T1, Xe_024313-T1, Xe_024310-T1, Xe_024335-T1, Xe_016667-T1, Xe_024102-T1, Xe_016768-T1, Xe_003894-T1, Xe_003895-T1, Xe_017096-T1, Xe_017101-T1, Xe_028131-T1, Xe_028179-T1, Xe_016832-T1, Xe_016760-T1, Xe_016759-T1, Xe_016761-T1, Xe_017093-T1, Xe_027854-T1, Xe_028215-T1, Xe_016641-T1, Xe_016966-T1, Xe_016706-T1, Xe_016814-T1, Xe_016816-T1, Xe_016689-T1, Xe_016281-T1, Xe_016638-T1, Xe_016815-T1, Xe_016780-T1, Xe_016781-T1, Xe_017130-T1, Xe_028170-T1, Xe_028219-T1, Xe_028149-T1, Xe_028226-T1, Xe_016625-T1, Xe_016755-T1, Xe_028163-T1, Xe_016799-T1, Xe_016686-T1, Xe_017097-T1, Xe_017132-T1, Xe_017129-T1, Xe_017070-T1, Xe_017168-T1, Xe_017126-T1, Xe_017149-T1, Xe_016983-T1, Xe_017005-T1, Xe_017085-T1, Xe_017100-T1, Xe_017094-T1, Xe_017131-T1, Xe_016965-T1, Xe_017092-T1, Xe_016964-T1, Xe_028171-T1, Xe_017095-T1, Xe_028349-T1, Xe_028358-T1, Xe_028142-T1, Xe_016639-T1, Xe_016622-T1, Xe_016765-T1, Xe_017723-T1, Xe_016767-T1, Xe_016766-T1
N0.HOG0000017	OG0000014	n0				Xe_021032-T1, Xe_020999-T1, Xe_020992-T1, Xe_026622-T1, Xe_020997-T1, Xe_021030-T1, Xe_021008-T1, Xe_020987-T1, Xe_021081-T1, Xe_021000-T1, Xe_021071-T1, Xe_021087-T1, Xe_021005-T1, Xe_021040-T1, Xe_021006-T1, Xe_021055-T1, Xe_020982-T1, Xe_021075-T1, Xe_021057-T1, Xe_021052-T1, Xe_021051-T1, Xe_021086-T1, Xe_021082-T1, Xe_021010-T1, Xe_021065-T1, Xe_021089-T1, Xe_021024-T1, Xe_020801-T1, Xe_021088-T1, Xe_021064-T1, Xe_021045-T1, Xe_021004-T1, Xe_021084-T1, Xe_021033-T1, Xe_020799-T1, Xe_021068-T1, Xe_021072-T1, Xe_020989-T1, Xe_021017-T1, Xe_021023-T1, Xe_027418-T1, Xe_028646-T1, Xe_020988-T1, Xe_021039-T1, Xe_021038-T1, Xe_021009-T1, Xe_021063-T1, Xe_021056-T1, Xe_021079-T1, Xe_021077-T1, Xe_020981-T1, Xe_020983-T1, Xe_021011-T1, Xe_021034-T1, Xe_021002-T1, Xe_020795-T1, Xe_021043-T1, Xe_020986-T1, Xe_026623-T1, Xe_023828-T1, Xe_021074-T1, Xe_021013-T1, Xe_020979-T1, Xe_021020-T1, Xe_021042-T1, Xe_021001-T1, Xe_009258-T1, Xe_022615-T1, Xe_021007-T1, Xe_020993-T1, Xe_021022-T1, Xe_021046-T1, Xe_021067-T1, Xe_020800-T1, Xe_021019-T1, Xe_020991-T1, Xe_021012-T1
N0.HOG0000018	OG0000015	n1	XP_020898206.1, XP_028516950.1	XP_001624434.2, XP_032221175.2	XP_022785418.1	Xe_022850-T1, Xe_023018-T1, Xe_022881-T1, Xe_023189-T1, Xe_022996-T1, Xe_022934-T1, Xe_022878-T1, Xe_022848-T1, Xe_023194-T1, Xe_022898-T1, Xe_022999-T1, Xe_022821-T1, Xe_022895-T1, Xe_022941-T1, Xe_022854-T1, Xe_022968-T1, Xe_023036-T1, Xe_023027-T1, Xe_023184-T1, Xe_023039-T1, Xe_022865-T1, Xe_022918-T1, Xe_023009-T1
N0.HOG0000019	OG0000015	n29	XP_020898929.1, XP_020907413.1, XP_020915299.1, XP_020906440.2, XP_020907416.2, XP_020915296.1, XP_028516783.1, XP_020901795.2, XP_020915295.1, XP_020897244.1, XP_020909125.2, XP_020909200.1	XP_048582340.1	XP_022786675.1, XP_022792193.1, XP_022792153.1, XP_022792154.1, XP_022795046.1, XP_022802814.1, XP_022795050.1, XP_022800799.1, XP_022809050.1	Xe_009140-T1, Xe_027744-T1, Xe_027753-T1, Xe_027808-T1, Xe_027812-T1, Xe_027805-T1, Xe_027796-T1, Xe_027746-T1, Xe_027739-T1, Xe_027783-T1, Xe_027790-T1, Xe_027792-T1, Xe_027785-T1
N0.HOG0000020	OG0000015	n63	XP_020901662.1, XP_020906128.1, XP_028514603.1, XP_020899430.1, XP_028514372.1	XP_001632454.3, XP_032236054.2	XP_022784276.1, XP_022778220.1, XP_022791932.1	Xe_027789-T1
N0.HOG0000021	OG0000016	n0				Xe_010791-T1, Xe_010793-T1, Xe_010771-T1, Xe_010254-T1, Xe_010768-T1, Xe_020065-T1, Xe_010759-T1, Xe_020394-T1, Xe_024168-T1, Xe_020417-T1, Xe_026756-T1, Xe_028438-T1, Xe_028320-T1, Xe_028395-T1, Xe_028316-T1, Xe_025912-T1, Xe_028448-T1, Xe_010281-T1, Xe_028368-T1, Xe_010499-T1, Xe_010430-T1, Xe_019469-T1, Xe_010487-T1, Xe_010492-T1, Xe_010608-T1, Xe_010652-T1, Xe_025473-T1, Xe_028634-T1, Xe_010607-T1, Xe_010469-T1, Xe_010895-T1, Xe_010293-T1, Xe_010897-T1, Xe_010900-T1, Xe_000651-T1, Xe_006837-T1, Xe_006838-T1, Xe_006842-T1, Xe_010274-T1, Xe_010749-T1, Xe_010251-T1, Xe_010766-T1, Xe_010898-T1, Xe_010651-T1, Xe_010623-T1, Xe_010626-T1, Xe_028414-T1, Xe_010781-T1, Xe_010267-T1, Xe_008943-T1, Xe_008924-T1, Xe_008927-T1, Xe_010235-T1, Xe_000650-T1, Xe_000632-T1, Xe_006681-T1, Xe_006667-T1, Xe_006661-T1, Xe_028657-T1, Xe_006665-T1, Xe_006677-T1, Xe_006671-T1, Xe_016169-T1, Xe_016173-T1, Xe_010269-T1, Xe_010290-T1, Xe_010266-T1, Xe_010288-T1, Xe_010751-T1, Xe_010276-T1, Xe_010292-T1
N0.HOG0000022	OG0000017	n0				Xe_010444-T1, Xe_023958-T1, Xe_016756-T1, Xe_029112-T1, Xe_028112-T1, Xe_010494-T1, Xe_016693-T1, Xe_016806-T1, Xe_016723-T1, Xe_022602-T1, Xe_016690-T1, Xe_003644-T1, Xe_016656-T1, Xe_006361-T1, Xe_016770-T1, Xe_016671-T1, Xe_016819-T1, Xe_010466-T1, Xe_023938-T1, Xe_005199-T1, Xe_010463-T1, Xe_010422-T1, Xe_010435-T1, Xe_010421-T1, Xe_010478-T1, Xe_025924-T1, Xe_028292-T1, Xe_028278-T1, Xe_025918-T1, Xe_028321-T1, Xe_028396-T1, Xe_010439-T1, Xe_010457-T1, Xe_028437-T1, Xe_010911-T1, Xe_010449-T1, Xe_028454-T1, Xe_025908-T1, Xe_010447-T1, Xe_025911-T1, Xe_010493-T1, Xe_010426-T1, Xe_025914-T1, Xe_010474-T1, Xe_010470-T1, Xe_010448-T1, Xe_010461-T1, Xe_016709-T1, Xe_016827-T1, Xe_016691-T1, Xe_018123-T1, Xe_028260-T1, Xe_027698-T1, Xe_028267-T1, Xe_010425-T1, Xe_028453-T1, Xe_013298-T1, Xe_001588-T1, Xe_028323-T1, Xe_010498-T1, Xe_028244-T1, Xe_028279-T1, Xe_010462-T1, Xe_028238-T1, Xe_029160-T1, Xe_028263-T1, Xe_027720-T1, Xe_028296-T1, Xe_022601-T1, Xe_028920-T1
N0.HOG0000023	OG0000018	n1	XP_020895312.1	XP_001629721.2	XP_022778163.1	Xe_024161-T1
N0.HOG0000024	OG0000018	n5	XP_028515739.1, XP_020892825.1, XP_020903733.1	XP_032220304.2	XP_022801177.1, XP_022810222.1, XP_022778637.1, XP_022810223.1, XP_022808388.1, XP_022778819.1, XP_022777826.1, XP_022777613.1, XP_022777694.1, XP_022777875.1, XP_022808810.1, XP_022809201.1, XP_022809205.1, XP_022805410.1, XP_022808360.1, XP_022809472.1, XP_022809639.1, XP_022808363.1, XP_022801208.1, XP_022808361.1, XP_022807919.1, XP_022809266.1, XP_022786307.1, XP_022809265.1, XP_022801209.1, XP_022801242.1, XP_022806583.1, XP_022807757.1, XP_022810315.1, XP_022808739.1, XP_022805933.1, XP_022801210.1, XP_022807921.1, XP_022807756.1, XP_022808362.1	Xe_024121-T1, Xe_024337-T1, Xe_024359-T1, Xe_024142-T1, Xe_024105-T1, Xe_024390-T1, Xe_024376-T1, Xe_024122-T1, Xe_024150-T1, Xe_024364-T1, Xe_024139-T1, Xe_024399-T1, Xe_024336-T1, Xe_024133-T1, Xe_024298-T1, Xe_024194-T1, Xe_024116-T1, Xe_024160-T1, Xe_024106-T1, Xe_024163-T1, Xe_024361-T1, Xe_024171-T1, Xe_024385-T1
N0.HOG0000025	OG0000018	n66			XP_022805413.1, XP_022784116.1	Xe_001962-T1
N0.HOG0000026	OG0000019	n0			XP_022779777.1, XP_022805838.1, XP_022795217.1, XP_022797471.1, XP_022793627.1, XP_022793623.1, XP_022794694.1, XP_022794682.1, XP_022794701.1, XP_022789605.1, XP_022789580.1, XP_022789577.1, XP_022785008.1, XP_022794702.1, XP_022797483.1, XP_022797504.1, XP_022789603.1, XP_022789820.1, XP_022789556.1, XP_022797716.1, XP_022781248.1, XP_022781310.1, XP_022810182.1, XP_022781306.1, XP_022781307.1, XP_022781305.1, XP_022809096.1, XP_022790899.1, XP_022799588.1, XP_022780804.1, XP_022779453.1, XP_022779475.1, XP_022779426.1, XP_022779476.1, XP_022781138.1, XP_022779374.1, XP_022779477.1, XP_022806160.1, XP_022779455.1, XP_022801619.1, XP_022800414.1, XP_022788739.1, XP_022803497.1, XP_022803478.1, XP_022803492.1, XP_022803493.1, XP_022806748.1, XP_022810108.1, XP_022810109.1, XP_022810001.1, XP_022794707.1, XP_022798793.1, XP_022810098.1, XP_022803193.1, XP_022803194.1, XP_022802251.1, XP_022779780.1, XP_022779790.1, XP_022794715.1, XP_022810487.1, XP_022788324.1, XP_022794282.1, XP_022795847.1, XP_022806911.1, XP_022798794.1, XP_022801384.1, XP_022809627.1, XP_022809628.1	
N0.HOG0000027	OG0000020	n0			XP_022778885.1, XP_022795107.1, XP_022795225.1, XP_022808000.1, XP_022778242.1, XP_022778534.1, XP_022777770.1, XP_022789061.1, XP_022795108.1, XP_022802525.1, XP_022798568.1, XP_022787623.1, XP_022787576.1, XP_022807163.1, XP_022778083.1, XP_022806930.1, XP_022778862.1, XP_022778353.1, XP_022809668.1, XP_022790393.1, XP_022778856.1, XP_022798954.1, XP_022777774.1, XP_022787615.1, XP_022787620.1, XP_022809095.1, XP_022799779.1, XP_022807939.1, XP_022789300.1, XP_022807937.1, XP_022787575.1, XP_022795109.1, XP_022787614.1, XP_022787621.1, XP_022808213.1, XP_022799415.1, XP_022779219.1, XP_022791970.1, XP_022797219.1, XP_022804965.1, XP_022809559.1, XP_022784317.1, XP_022809897.1, XP_022789568.1, XP_022808949.1, XP_022808912.1, XP_022808900.1, XP_022809967.1, XP_022792365.1, XP_022803022.1, XP_022790431.1, XP_022806091.1, XP_022794269.1, XP_022799597.1, XP_022807167.1, XP_022807065.1, XP_022795054.1, XP_022807186.1, XP_022777935.1, XP_022777735.1, XP_022802204.1, XP_022802498.1, XP_022805634.1, XP_022789049.1, XP_022791369.1, XP_022779208.1	Xe_014937-T1
N0.HOG0000028	OG0000021	n0				Xe_020141-T1, Xe_020227-T1, Xe_020137-T1, Xe_020152-T1, Xe_020180-T1, Xe_020254-T1, Xe_020810-T1, Xe_020236-T1, Xe_020211-T1, Xe_020237-T1, Xe_020184-T1, Xe_020813-T1, Xe_024190-T1, Xe_020252-T1, Xe_020207-T1, Xe_024180-T1, Xe_020826-T1, Xe_024174-T1, Xe_020286-T1, Xe_020265-T1, Xe_020292-T1, Xe_020808-T1, Xe_020240-T1, Xe_020247-T1, Xe_020257-T1, Xe_000189-T1, Xe_020307-T1, Xe_020239-T1, Xe_020305-T1, Xe_020245-T1, Xe_020380-T1, Xe_020142-T1, Xe_020189-T1, Xe_020122-T1, Xe_020123-T1, Xe_020160-T1, Xe_020145-T1, Xe_020128-T1, Xe_020215-T1, Xe_020157-T1, Xe_020091-T1, Xe_020306-T1, Xe_000188-T1, Xe_024176-T1, Xe_020155-T1, Xe_020218-T1, Xe_020163-T1, Xe_020216-T1, Xe_020129-T1, Xe_020130-T1, Xe_020199-T1, Xe_020185-T1, Xe_020263-T1, Xe_020811-T1, Xe_020204-T1, Xe_027478-T1, Xe_020802-T1, Xe_020173-T1, Xe_020302-T1, Xe_020234-T1, Xe_020148-T1, Xe_020167-T1, Xe_020221-T1, Xe_020235-T1, Xe_020303-T1, Xe_020188-T1, Xe_020803-T1
N0.HOG0000029	OG0000022	n0				Xe_025530-T1, Xe_026682-T1, Xe_005166-T1, Xe_025850-T1, Xe_007330-T1, Xe_014454-T1, Xe_015142-T1, Xe_006414-T1, Xe_018133-T1, Xe_019304-T1, Xe_023774-T1, Xe_025369-T1, Xe_005167-T1, Xe_026725-T1, Xe_023608-T1, Xe_006588-T1, Xe_005894-T1, Xe_028853-T1, Xe_010982-T1, Xe_025005-T1, Xe_020117-T1, Xe_006058-T1, Xe_024612-T1, Xe_027309-T1, Xe_026403-T1, Xe_026552-T1, Xe_026151-T1, Xe_011084-T1, Xe_025306-T1, Xe_003964-T1, Xe_016914-T1, Xe_025367-T1, Xe_006679-T1, Xe_011022-T1, Xe_025997-T1, Xe_026463-T1, Xe_023607-T1, Xe_006815-T1, Xe_025022-T1, Xe_023885-T1, Xe_017798-T1, Xe_018368-T1, Xe_001392-T1, Xe_001518-T1, Xe_026789-T1, Xe_026512-T1, Xe_026357-T1, Xe_001634-T1, Xe_014516-T1, Xe_023813-T1, Xe_019723-T1, Xe_001637-T1, Xe_026158-T1, Xe_026356-T1, Xe_026785-T1, Xe_006878-T1, Xe_014523-T1, Xe_026769-T1, Xe_017332-T1, Xe_025866-T1, Xe_026770-T1, Xe_028440-T1, Xe_017893-T1, Xe_026341-T1, Xe_015145-T1, Xe_006023-T1, Xe_015321-T1
N0.HOG0000030	OG0000023	n0		XP_032236937.2	XP_022786629.1, XP_022783237.1, XP_022783168.1, XP_022783232.1, XP_022810048.1, XP_022810045.1, XP_022800119.1, XP_022800122.1, XP_022783235.1, XP_022805717.1, XP_022778044.1, XP_022805776.1, XP_022808476.1, XP_022808475.1, XP_022806637.1, XP_022778097.1, XP_022810626.1, XP_022810047.1, XP_022795581.1, XP_022793315.1, XP_022808747.1, XP_022806636.1, XP_022808746.1, XP_022808474.1, XP_022783170.1, XP_022810190.1, XP_022805716.1, XP_022783219.1, XP_022783169.1, XP_022783214.1, XP_022778099.1, XP_022783171.1, XP_022796922.1, XP_022778132.1, XP_022807190.1, XP_022777767.1, XP_022777987.1, XP_022777801.1, XP_022806638.1, XP_022783166.1, XP_022778009.1, XP_022801373.1, XP_022788260.1, XP_022805723.1, XP_022783223.1, XP_022778258.1, XP_022777511.1, XP_022805720.1, XP_022777535.1, XP_022805715.1, XP_022796912.1, XP_022810089.1, XP_022807819.1, XP_022777754.1, XP_022796913.1, XP_022796915.1, XP_022807816.1, XP_022810231.1, XP_022777753.1, XP_022807815.1, XP_022796924.1, XP_022807817.1, XP_022796923.1, XP_022810088.1, XP_022805722.1	
N0.HOG0000031	OG0000024	n0	XP_020914148.1, XP_020912409.1, XP_020917632.2, XP_028517543.1, XP_020916977.2, XP_020894801.1, XP_020916933.2, XP_028517470.1, XP_020898431.1, XP_028512560.1, XP_028517490.1, XP_020905704.1, XP_028513667.1, XP_028517240.1, XP_020907488.1, XP_020892684.1, XP_028517856.1, XP_028517921.1, XP_020896578.1, XP_020912857.1, XP_028517235.1, XP_020904259.2, XP_020908470.1, XP_028518952.1, XP_020914626.1, XP_020896575.1, XP_020911658.1, XP_020916972.1, XP_020896191.1, XP_020904710.1, XP_020906624.1, XP_020913821.1, XP_020917149.1, XP_020905170.1, XP_020911640.1, XP_028517758.1, XP_020898253.1, XP_020906506.1, XP_028518097.1, XP_020900120.1, XP_020904669.1, XP_020910727.1, XP_028517737.1, XP_020917795.1, XP_020913295.1, XP_020908907.1, XP_028517234.1, XP_020901497.2, XP_020911549.1, XP_028516277.1, XP_020896190.1, XP_020912851.1, XP_020912177.1, XP_020913822.1, XP_028514638.1, XP_020912897.1, XP_020916931.1, XP_020916937.1, XP_020898432.1, XP_028517542.1, XP_028515037.1, XP_028516251.1, XP_020894404.2, XP_028518860.1, XP_020897036.1			
