HOG	OG	Gene Tree Parent Clade	aip_longest_isoforms	nvec_longest_isoform	spis_longest_isoform_marker	xenia_longest_isoforms
N2.HOG0009018	OG0008823	n0	XP_020913206.1	XP_032231291.1		
N2.HOG0009019	OG0008824	n0	XP_020913208.1	XP_032238624.2		
N2.HOG0009020	OG0008825	n0	XP_020913215.1	XP_032230890.2		
N2.HOG0009021	OG0008826	n0	XP_020913218.1	XP_032238482.1		
N2.HOG0009022	OG0008827	n0	XP_028518954.1, XP_020913220.1			
N2.HOG0009023	OG0008828	n0	XP_020913222.1	XP_048587730.1		
N2.HOG0009024	OG0008829	n0	XP_020913225.1	XP_048582504.1		
N2.HOG0009025	OG0008830	n0	XP_020913226.1	XP_032236975.2		
N2.HOG0009026	OG0008831	n0	XP_020913227.2	XP_048575975.1		
N2.HOG0009027	OG0008832	n0	XP_028518544.1, XP_020913228.1, XP_028518543.1	XP_048575903.1		
N2.HOG0009028	OG0008833	n0	XP_020913235.1	XP_032228082.2		
N2.HOG0009029	OG0008834	n0	XP_020913236.1	XP_001632104.2		
N2.HOG0009030	OG0008835	n0	XP_020913238.1	XP_032234142.2		
N2.HOG0009031	OG0008836	n0	XP_020913243.1	XP_032236022.2		
N2.HOG0009032	OG0008837	n0	XP_020913246.1	XP_001627903.2		
N2.HOG0009033	OG0008838	n0	XP_020913255.1	XP_001639515.1		
N2.HOG0009034	OG0008839	n0	XP_020913256.1	XP_032242261.2		
N2.HOG0009035	OG0008840	n0	XP_020913258.1	XP_001639533.2		
N2.HOG0009036	OG0008841	n0	XP_020913265.1	XP_001631977.1		
N2.HOG0009037	OG0008842	n0	XP_020913266.1	XP_032238480.1		
N2.HOG0009038	OG0008843	n0	XP_020913279.1	XP_032242360.2		
N2.HOG0009039	OG0008844	n0	XP_020913281.1	XP_001636672.2		
N2.HOG0009040	OG0008845	n0	XP_020913283.1	XP_001623189.1		
N2.HOG0009041	OG0008846	n0	XP_020913284.1	XP_001639605.2		
N2.HOG0009042	OG0008847	n0	XP_020913312.1	XP_032236068.2		
N2.HOG0009043	OG0008848	n0	XP_020913328.1			
N2.HOG0009044	OG0008849	n0	XP_020913335.1	XP_001633530.2		
N2.HOG0009045	OG0008850	n0	XP_020913341.1	XP_001639785.1		
N2.HOG0009046	OG0008851	n0	XP_028512449.1, XP_020913343.1	XP_001639699.1		
N2.HOG0009047	OG0008852	n0	XP_020913348.1	XP_048585222.1		
N2.HOG0009048	OG0008853	n0	XP_020913349.1	XP_032242870.2		
N2.HOG0009049	OG0008854	n0	XP_020913358.1, XP_028512811.1	XP_001639742.1		
N2.HOG0009050	OG0008855	n0	XP_020913364.1	XP_048585616.1		
N2.HOG0009051	OG0008856	n0	XP_020913369.1	XP_032231021.2, XP_001631910.1		
N2.HOG0009052	OG0008857	n0	XP_020913389.1	XP_032221692.1		
N2.HOG0009053	OG0008858	n0	XP_020913409.1	XP_032221684.2		
N2.HOG0009054	OG0008859	n0	XP_020913413.1	XP_048588845.1		
N2.HOG0009055	OG0008860	n0	XP_020913436.1			
N2.HOG0009056	OG0008861	n0	XP_020913455.1	XP_032229160.1		
N2.HOG0009057	OG0008862	n0	XP_020913456.1	XP_032229155.2		
N2.HOG0009058	OG0008863	n0	XP_020913463.1	XP_001625724.2		
N2.HOG0009059	OG0008864	n0	XP_020913464.1	XP_032229090.2		
N2.HOG0009060	OG0008865	n0	XP_020913472.1	XP_032220727.1		
N2.HOG0009061	OG0008866	n0	XP_020913474.1	XP_001620772.2		
N2.HOG0009062	OG0008867	n0	XP_020913475.1	XP_032238838.2		
N2.HOG0009063	OG0008868	n0	XP_020913483.1	XP_048589052.1		
N2.HOG0009064	OG0008869	n0	XP_020913484.1	XP_001638161.2		
N2.HOG0009065	OG0008870	n0	XP_020913486.1	XP_001631420.3		
N2.HOG0009066	OG0008871	n0	XP_020913488.1	XP_001638095.1		
N2.HOG0009067	OG0008872	n0	XP_020913493.1	XP_001630426.1		
N2.HOG0009068	OG0008873	n0	XP_020913495.1	XP_001638088.2		
N2.HOG0009069	OG0008874	n0	XP_020913499.1	XP_001625781.1		
N2.HOG0009070	OG0008875	n0	XP_020913506.1	XP_032218535.1		
N2.HOG0009071	OG0008876	n0	XP_020913507.1	XP_001638160.1		
N2.HOG0009072	OG0008877	n0	XP_020913510.1	XP_048588022.1		
N2.HOG0009073	OG0008878	n0	XP_020913525.1	XP_048588795.1		
N2.HOG0009074	OG0008879	n0	XP_020913526.1	XP_032232537.2		
N2.HOG0009075	OG0008880	n0	XP_020913530.1	XP_032234897.1		
N2.HOG0009076	OG0008881	n0	XP_020913531.1	XP_001632703.1		
N2.HOG0009077	OG0008882	n0	XP_020913532.1	XP_001632004.3		
N2.HOG0009078	OG0008883	n0	XP_020913533.1	XP_001632005.3		
N2.HOG0009079	OG0008884	n0	XP_020913537.1	XP_001632050.1		
N2.HOG0009080	OG0008885	n0	XP_020913538.1	XP_032243270.2		
N2.HOG0009081	OG0008886	n0	XP_020913543.1	XP_032229127.1		
N2.HOG0009082	OG0008887	n0	XP_020913557.1	XP_048588237.1		
N2.HOG0009083	OG0008888	n0	XP_020913567.1	XP_032220195.2		
N2.HOG0009084	OG0008889	n0	XP_020913575.1	XP_048585595.1		
N2.HOG0009085	OG0008890	n0	XP_020913576.1	XP_001641192.1		
N2.HOG0009086	OG0008891	n0	XP_020913586.1	XP_001635819.1		
N2.HOG0009087	OG0008892	n0	XP_020914124.1, XP_020913588.1	XP_048578294.1		
N2.HOG0009088	OG0008893	n0	XP_020913598.1	XP_032219017.2		
N2.HOG0009089	OG0008894	n0	XP_020913604.1	XP_001633568.1		
N2.HOG0009090	OG0008895	n0	XP_020913605.1	XP_032240576.1		
N2.HOG0009091	OG0008896	n0	XP_020913610.1	XP_032219023.1		
N2.HOG0009092	OG0008897	n0	XP_020913611.1	XP_048584436.1		
N2.HOG0009093	OG0008898	n0	XP_020913612.1	XP_048584718.1		
N2.HOG0009094	OG0008899	n0	XP_020913613.1	XP_001640761.2		
N2.HOG0009095	OG0008900	n0	XP_020913623.1	XP_032220724.1		
N2.HOG0009096	OG0008901	n0	XP_020913627.1	XP_032220722.1		
N2.HOG0009097	OG0008902	n0	XP_020913639.1	XP_032220778.2		
N2.HOG0009098	OG0008903	n0	XP_020913649.1	XP_032240512.2		
N2.HOG0009099	OG0008904	n0	XP_028518673.1, XP_020913652.1	XP_032240086.2		
N2.HOG0009100	OG0008905	n0	XP_020913654.1	XP_048585601.1		
N2.HOG0009101	OG0008906	n0	XP_020913655.1	XP_001626340.2		
N2.HOG0009102	OG0008907	n0	XP_020913660.1	XP_001640866.3		
N2.HOG0009103	OG0008908	n0	XP_020913664.1	XP_048589406.1		
N2.HOG0009104	OG0008909	n0	XP_020913670.1	XP_032222708.2		
N2.HOG0009105	OG0008910	n0	XP_020913684.1	XP_032240574.2		
N2.HOG0009106	OG0008911	n0	XP_020913699.1	XP_001627208.2		
N2.HOG0009107	OG0008912	n0	XP_020913702.1	XP_032222319.2		
N2.HOG0009108	OG0008913	n0	XP_028519138.1, XP_028519585.1, XP_020913703.2, XP_028513799.1			
N2.HOG0009109	OG0008914	n0	XP_020913708.1	XP_001634686.2		
N2.HOG0009110	OG0008915	n0	XP_020913722.1			
N2.HOG0009111	OG0008916	n0	XP_020913723.1	XP_001622497.2		
N2.HOG0009112	OG0008917	n0	XP_020913724.1	XP_001622500.2		
N2.HOG0009113	OG0008918	n0	XP_020913728.1	XP_001629391.3		
N2.HOG0009114	OG0008919	n0	XP_020913730.1	XP_032228049.1		
N2.HOG0009115	OG0008920	n0	XP_020913732.1	XP_001636325.1		
N2.HOG0009116	OG0008921	n0	XP_020913744.1	XP_001627220.1		
N2.HOG0009117	OG0008922	n0	XP_020913750.1	XP_032229502.2		
N2.HOG0009118	OG0008923	n0	XP_020913764.1	XP_048587280.1		
N2.HOG0009119	OG0008924	n0	XP_020913774.1	XP_048580697.1		
N2.HOG0009120	OG0008925	n0	XP_020913775.2	XP_048575884.1		
N2.HOG0009121	OG0008926	n0	XP_020913784.1, XP_028518266.1	XP_032225986.2		
N2.HOG0009122	OG0008927	n0	XP_020913785.1	XP_001635343.2		
N2.HOG0009123	OG0008928	n0	XP_020913793.1	XP_032228566.2		
N2.HOG0009124	OG0008929	n0	XP_020914457.1, XP_020913802.1	XP_032218146.2		
N2.HOG0009125	OG0008930	n0	XP_020913804.1	XP_032242887.2		
N2.HOG0009126	OG0008931	n0	XP_020913808.1, XP_020914464.1, XP_020914449.2, XP_020917681.1			
N2.HOG0009127	OG0008932	n0	XP_020913825.1	XP_032236743.2		
N2.HOG0009128	OG0008933	n0	XP_020913827.1	XP_001638583.3		
N2.HOG0009129	OG0008934	n0	XP_020913832.1	XP_001639649.1		
N2.HOG0009130	OG0008935	n0	XP_020913834.1	XP_001641339.1		
N2.HOG0009131	OG0008936	n0	XP_020913836.1	XP_048584692.1		
N2.HOG0009132	OG0008937	n0	XP_020913839.2	XP_032219343.1		
N2.HOG0009133	OG0008938	n0	XP_020913840.1	XP_048584637.1		
N2.HOG0009134	OG0008939	n0	XP_020913843.1	XP_048585414.1		
N2.HOG0009135	OG0008940	n0	XP_020913850.1	XP_001641366.1		
N2.HOG0009136	OG0008941	n0	XP_020913851.1	XP_048580593.1		
N2.HOG0009137	OG0008942	n0	XP_020913852.1	XP_001632528.2		
N2.HOG0009138	OG0008943	n0	XP_020913855.1	XP_001631022.2		
N2.HOG0009139	OG0008944	n0	XP_020913863.1	XP_001626833.2		
N2.HOG0009140	OG0008945	n0	XP_020913871.1	XP_032233235.2		
N2.HOG0009141	OG0008946	n0	XP_020913873.1	XP_032230996.2		
N2.HOG0009142	OG0008947	n0	XP_020913877.1	XP_032240622.2		
N2.HOG0009143	OG0008948	n0	XP_020913878.1	XP_032235608.2		
N2.HOG0009144	OG0008949	n0	XP_020913879.1	XP_048585465.1		
N2.HOG0009145	OG0008950	n0	XP_020913880.1	XP_032220548.2		
N2.HOG0009146	OG0008951	n0	XP_020913886.1	XP_001631005.3		
N2.HOG0009147	OG0008952	n0	XP_020913887.1	XP_001639726.1		
N2.HOG0009148	OG0008953	n0	XP_020913891.1	XP_032222536.2		
N2.HOG0009149	OG0008954	n0	XP_020913892.1	XP_001623378.2		
N2.HOG0009150	OG0008955	n0	XP_020913901.1	XP_032233246.1		
N2.HOG0009151	OG0008956	n0	XP_020913923.2, XP_020913902.1	XP_032222552.2, XP_048584910.1		
N2.HOG0009152	OG0008957	n0	XP_020913906.1	XP_048585186.1, XP_001639684.2		
N2.HOG0009153	OG0008958	n0	XP_020913909.1	XP_001631889.3		
N2.HOG0009154	OG0008959	n0	XP_020913910.1	XP_032222535.2		
N2.HOG0009155	OG0008960	n0	XP_020913914.1	XP_001627535.3		
N2.HOG0009156	OG0008961	n0	XP_020913916.1	XP_032240139.2		
N2.HOG0009157	OG0008962	n0	XP_020913924.1	XP_048584633.1		
N2.HOG0009158	OG0008963	n0	XP_020913926.1	XP_032220506.2		
N2.HOG0009159	OG0008964	n0	XP_020913928.1	XP_032233249.1		
N2.HOG0009160	OG0008965	n0	XP_020913939.1, XP_028515612.1, XP_028518763.1			
N2.HOG0009161	OG0008966	n0	XP_020913993.1, XP_020913955.1	XP_001639870.1		
N2.HOG0009162	OG0008967	n0	XP_020913966.1	XP_001638585.1		
N2.HOG0009163	OG0008968	n0	XP_020913975.1	XP_001630054.2		
N2.HOG0009164	OG0008969	n0	XP_020913982.1	XP_001641745.2		
N2.HOG0009165	OG0008970	n0	XP_020913984.1	XP_001641866.1		
N2.HOG0009166	OG0008971	n0	XP_020913985.1, XP_020913988.2	XP_032242221.2		
N2.HOG0009167	OG0008972	n0	XP_020914001.1	XP_032233348.1		
N2.HOG0009168	OG0008973	n0	XP_020914003.1	XP_001629900.1		
N2.HOG0009169	OG0008974	n0	XP_020914012.1	XP_001632540.2		
N2.HOG0009170	OG0008975	n0	XP_020914013.1	XP_032219900.1		
N2.HOG0009171	OG0008976	n0	XP_020914016.1	XP_001639071.1		
N2.HOG0009172	OG0008977	n0	XP_020914018.2	XP_001639070.2		
N2.HOG0009173	OG0008978	n0	XP_020914026.1	XP_001629240.1		
N2.HOG0009174	OG0008979	n0	XP_020914030.1	XP_001636554.1		
N2.HOG0009175	OG0008980	n0	XP_028516147.1, XP_020914031.1	XP_048589308.1		
N2.HOG0009176	OG0008981	n0	XP_020914040.1	XP_001636556.1		
N2.HOG0009177	OG0008982	n0	XP_020914046.1	XP_032223132.1		
N2.HOG0009178	OG0008983	n0	XP_020914047.1	XP_001636489.1		
N2.HOG0009179	OG0008984	n0	XP_020914049.1			
N2.HOG0009180	OG0008985	n0	XP_020914050.1	XP_032223025.2		
N2.HOG0009181	OG0008986	n0	XP_020914053.1	XP_001629242.1		
N2.HOG0009182	OG0008987	n0	XP_020914056.1, XP_028519372.1	XP_032237852.1		
N2.HOG0009183	OG0008988	n0	XP_020914057.1	XP_001641833.2		
N2.HOG0009184	OG0008989	n0	XP_020914084.1	XP_032242839.2		
N2.HOG0009185	OG0008990	n0	XP_020917173.1, XP_020914104.1	XP_001641524.1		
N2.HOG0009186	OG0008991	n0	XP_020914107.2	XP_032242812.1		
N2.HOG0009187	OG0008992	n0	XP_020914134.1	XP_032235474.2		
N2.HOG0009188	OG0008993	n0	XP_020914135.1	XP_048577824.1		
N2.HOG0009189	OG0008994	n0	XP_020914138.1	XP_048577609.1		
N2.HOG0009190	OG0008995	n0	XP_020914139.1	XP_048577608.1		
N2.HOG0009191	OG0008996	n0	XP_020914140.1	XP_048577944.1		
N2.HOG0009192	OG0008997	n0	XP_020914143.1	XP_001640056.1		
N2.HOG0009193	OG0008998	n0	XP_020914146.1	XP_048577932.1		
N2.HOG0009194	OG0008999	n0	XP_020914150.2	XP_032237001.1		
N2.HOG0009195	OG0009000	n0	XP_020914151.1	XP_001632123.1		
N2.HOG0009196	OG0009001	n0	XP_020914152.1	XP_001638649.2		
N2.HOG0009197	OG0009002	n0	XP_020914153.1	XP_048577577.1		
N2.HOG0009198	OG0009003	n0	XP_020914155.1	XP_048575711.1		
N2.HOG0009199	OG0009004	n0	XP_020914156.1	XP_048576313.1		
N2.HOG0009200	OG0009005	n0	XP_020914157.1	XP_032235340.1		
N2.HOG0009201	OG0009006	n0	XP_020914160.1	XP_032238197.1		
N2.HOG0009202	OG0009007	n0	XP_020914164.1	XP_048580540.1		
N2.HOG0009203	OG0009008	n0	XP_020914168.1	XP_048577316.1		
N2.HOG0009204	OG0009009	n0	XP_020914171.1	XP_048578140.1		
N2.HOG0009205	OG0009010	n0	XP_020914172.1	XP_001637109.1		
N2.HOG0009206	OG0009011	n0	XP_020914173.1	XP_032231996.2		
N2.HOG0009207	OG0009012	n0	XP_020914174.1	XP_032239220.2		
N2.HOG0009208	OG0009013	n0	XP_020914176.1	XP_001640052.3		
N2.HOG0009209	OG0009014	n0	XP_020914181.1	XP_032228975.1		
N2.HOG0009210	OG0009015	n0	XP_020914183.1	XP_001634408.3		
N2.HOG0009211	OG0009016	n0	XP_020914188.1	XP_001629039.2		
N2.HOG0009212	OG0009017	n0	XP_020914191.1	XP_001629014.3		
N2.HOG0009213	OG0009018	n0	XP_020914193.1	XP_032242799.1		
N2.HOG0009214	OG0009019	n0	XP_020914195.1	XP_032220766.2		
N2.HOG0009215	OG0009020	n0	XP_020914199.1	XP_001636071.2		
N2.HOG0009216	OG0009021	n0	XP_020914200.1	XP_032239249.2		
N2.HOG0009217	OG0009022	n0	XP_020914206.1, XP_020914231.1	XP_032220964.2		
N2.HOG0009218	OG0009023	n0	XP_020914207.1	XP_032228957.2		
N2.HOG0009219	OG0009024	n0	XP_020914212.1	XP_032221172.2		
N2.HOG0009220	OG0009025	n0	XP_020914213.1	XP_032235348.1		
N2.HOG0009221	OG0009026	n0	XP_020914215.2	XP_001634004.2		
N2.HOG0009222	OG0009027	n0	XP_020914242.1	XP_048580698.1		
N2.HOG0009223	OG0009028	n0	XP_020914245.1	XP_048575356.1		
N2.HOG0009224	OG0009029	n0	XP_020914246.1	XP_001632111.1		
N2.HOG0009225	OG0009030	n0	XP_020914247.2	XP_032233087.2		
N2.HOG0009226	OG0009031	n0	XP_020914249.1	XP_048577855.1		
N2.HOG0009227	OG0009032	n0	XP_020914252.1	XP_032225701.1		
N2.HOG0009228	OG0009033	n0	XP_020914254.1	XP_001622294.3		
N2.HOG0009229	OG0009034	n0	XP_020914256.1	XP_032225383.2		
N2.HOG0009230	OG0009035	n0	XP_020914257.1	XP_001622483.1		
N2.HOG0009231	OG0009036	n0	XP_020914260.1	XP_001630757.1		
N2.HOG0009232	OG0009037	n0	XP_020914262.1	XP_048577709.1		
N2.HOG0009233	OG0009038	n0	XP_020914271.2	XP_001636963.1		
N2.HOG0009234	OG0009039	n0	XP_020914272.1	XP_001640024.2		
N2.HOG0009235	OG0009040	n0	XP_020914275.1, XP_028518824.1	XP_048575753.1		
N2.HOG0009236	OG0009041	n0	XP_020914277.1	XP_001638910.3		
N2.HOG0009237	OG0009042	n0	XP_020914303.1	XP_001626389.1		
N2.HOG0009238	OG0009043	n0	XP_020914308.1			
N2.HOG0009239	OG0009044	n0	XP_020914311.1	XP_001624062.3		
N2.HOG0009240	OG0009045	n0	XP_020914312.1	XP_048583223.1		
N2.HOG0009241	OG0009046	n0	XP_020914313.1	XP_032236311.1		
N2.HOG0009242	OG0009047	n0	XP_020914315.1	XP_032236339.1		
N2.HOG0009243	OG0009048	n0	XP_020914316.1	XP_001639811.2		
N2.HOG0009244	OG0009049	n0	XP_020914332.1	XP_048583472.1		
N2.HOG0009245	OG0009050	n0	XP_020914340.1	XP_032227778.2		
N2.HOG0009246	OG0009051	n0	XP_020914341.1	XP_032218026.2		
N2.HOG0009247	OG0009052	n0	XP_020914344.1	XP_001623801.2		
N2.HOG0009248	OG0009053	n0	XP_020914350.2	XP_048583474.1		
N2.HOG0009249	OG0009054	n0	XP_020914351.1	XP_048583771.1		
N2.HOG0009250	OG0009055	n0	XP_020914353.1	XP_048584251.1		
N2.HOG0009251	OG0009056	n0	XP_020914357.1	XP_048583757.1		
N2.HOG0009252	OG0009057	n0	XP_020914363.1	XP_048584252.1		
N2.HOG0009253	OG0009058	n0	XP_020914367.1	XP_001626408.1		
N2.HOG0009254	OG0009059	n0	XP_020914368.1	XP_001626394.2		
N2.HOG0009255	OG0009060	n0	XP_020914370.1	XP_032237536.1, XP_048585887.1, XP_048585674.1		
N2.HOG0009256	OG0009061	n0	XP_020914413.1	XP_032239451.1		
N2.HOG0009257	OG0009062	n0	XP_020914418.1	XP_048584168.1		
N2.HOG0009258	OG0009063	n0	XP_020914422.1	XP_001631633.2		
N2.HOG0009259	OG0009064	n0	XP_020914424.1, XP_020914446.1			
N2.HOG0009260	OG0009065	n0	XP_020914428.1	XP_032218605.1		
N2.HOG0009261	OG0009066	n0	XP_020914432.2	XP_048583705.1		
N2.HOG0009262	OG0009067	n0	XP_020914435.1	XP_032220585.1		
N2.HOG0009263	OG0009068	n0	XP_020914439.1	XP_001634171.2		
N2.HOG0009264	OG0009069	n0	XP_020914440.1	XP_001624156.2		
N2.HOG0009265	OG0009070	n0	XP_020914453.1	XP_048583842.1		
N2.HOG0009266	OG0009071	n0	XP_020914455.1	XP_001626706.1		
N2.HOG0009267	OG0009072	n0	XP_020914471.2			
N2.HOG0009268	OG0009073	n0	XP_020914476.1	XP_048583427.1		
N2.HOG0009269	OG0009074	n0	XP_020914477.1	XP_048583434.1		
N2.HOG0009270	OG0009075	n0	XP_020914478.1	XP_032239608.1		
N2.HOG0009271	OG0009076	n0	XP_020914480.1, XP_020914479.1	XP_001637801.1		
N2.HOG0009272	OG0009077	n0	XP_020914484.1	XP_048583375.1		
N2.HOG0009273	OG0009078	n0	XP_020914486.1	XP_001637612.1		
N2.HOG0009274	OG0009079	n0	XP_020914489.1	XP_032217982.1		
N2.HOG0009275	OG0009080	n0	XP_020914491.1	XP_001637683.1		
N2.HOG0009276	OG0009081	n0	XP_020914528.1	XP_001634074.1		
N2.HOG0009277	OG0009082	n0	XP_020914532.1	XP_048585605.1		
N2.HOG0009278	OG0009083	n0	XP_020914533.1	XP_032226048.2		
N2.HOG0009279	OG0009084	n0	XP_020914534.1	XP_001623110.2		
N2.HOG0009280	OG0009085	n0	XP_020914535.1	XP_001623104.1		
N2.HOG0009281	OG0009086	n0	XP_020914536.1	XP_001632939.2		
N2.HOG0009282	OG0009087	n0	XP_020914545.1	XP_001622586.1		
N2.HOG0009283	OG0009088	n0	XP_020914571.1	XP_032227160.2		
N2.HOG0009284	OG0009089	n0	XP_020914599.1	XP_001632897.3		
N2.HOG0009285	OG0009090	n0	XP_020914602.1	XP_001632442.2		
N2.HOG0009286	OG0009091	n0	XP_020914612.1, XP_020916733.1	XP_032218328.2		
N2.HOG0009287	OG0009092	n0	XP_020914633.1	XP_001636681.2		
N2.HOG0009288	OG0009093	n0	XP_020914636.1	XP_001639578.1		
N2.HOG0009289	OG0009094	n0	XP_020914640.1	XP_048581884.1		
N2.HOG0009290	OG0009095	n0	XP_020914657.1	XP_001631355.2		
N2.HOG0009291	OG0009096	n0	XP_020914666.1	XP_001629439.3		
N2.HOG0009292	OG0009097	n0	XP_020914667.1	XP_001629417.3		
N2.HOG0009293	OG0009098	n0	XP_020914668.1	XP_001629438.1		
N2.HOG0009294	OG0009099	n0	XP_020914669.1	XP_001629416.2		
N2.HOG0009295	OG0009100	n0	XP_020914671.1	XP_032228171.2		
N2.HOG0009296	OG0009101	n0	XP_020914672.1	XP_001624952.1		
N2.HOG0009297	OG0009102	n0	XP_020914679.1	XP_001624938.2		
N2.HOG0009298	OG0009103	n0	XP_020914680.1	XP_001631383.3		
N2.HOG0009299	OG0009104	n0	XP_020914682.1	XP_001632707.2		
N2.HOG0009300	OG0009105	n0	XP_020914690.1	XP_048582579.1		
N2.HOG0009301	OG0009106	n0	XP_020914697.2	XP_032223658.1		
N2.HOG0009302	OG0009107	n0	XP_020914722.1	XP_032228114.1		
N2.HOG0009303	OG0009108	n0	XP_020914729.1	XP_032234156.2		
N2.HOG0009304	OG0009109	n0	XP_020914731.1	XP_048582274.1		
N2.HOG0009305	OG0009110	n0	XP_020914740.1	XP_001636229.3		
N2.HOG0009306	OG0009111	n0	XP_020914743.1	XP_001624048.1		
N2.HOG0009307	OG0009112	n0	XP_020914744.1	XP_048582240.1		
N2.HOG0009308	OG0009113	n0	XP_020914748.1	XP_001629437.3		
N2.HOG0009309	OG0009114	n0	XP_020914754.1	XP_032238285.1		
N2.HOG0009310	OG0009115	n0	XP_020914755.1	XP_032234120.2		
N2.HOG0009311	OG0009116	n0	XP_020914760.1	XP_032242314.2		
N2.HOG0009312	OG0009117	n0	XP_020914767.1	XP_048582085.1		
N2.HOG0009313	OG0009118	n0	XP_020914768.1	XP_032220339.2		
N2.HOG0009314	OG0009119	n0	XP_020914771.1	XP_032220060.2		
N2.HOG0009315	OG0009120	n0	XP_020914772.1	XP_048582279.1		
N2.HOG0009316	OG0009121	n0	XP_020914776.1	XP_048582209.1		
N2.HOG0009317	OG0009122	n0	XP_020914780.1	XP_001631752.1		
N2.HOG0009318	OG0009123	n0	XP_020914783.1	XP_001635342.1		
N2.HOG0009319	OG0009124	n0	XP_020914784.1	XP_048582095.1		
N2.HOG0009320	OG0009125	n0	XP_020914785.1	XP_032226633.2		
N2.HOG0009321	OG0009126	n0	XP_020914786.1	XP_001623647.1		
N2.HOG0009322	OG0009127	n0	XP_020914787.1	XP_032234099.2		
N2.HOG0009323	OG0009128	n0	XP_020914792.1	XP_032236509.2		
N2.HOG0009324	OG0009129	n0	XP_020914795.1	XP_001628593.2		
N2.HOG0009325	OG0009130	n0	XP_020914797.1	XP_001639567.1		
N2.HOG0009326	OG0009131	n0	XP_020914800.1	XP_032240568.2		
N2.HOG0009327	OG0009132	n0	XP_020914801.1	XP_032225546.1		
N2.HOG0009328	OG0009133	n0	XP_020914803.1	XP_001631720.1		
N2.HOG0009329	OG0009134	n0	XP_020914805.1	XP_048582995.1		
N2.HOG0009330	OG0009135	n0	XP_020914806.1	XP_032240830.1		
N2.HOG0009331	OG0009136	n0	XP_020914807.1	XP_001636625.1		
N2.HOG0009332	OG0009137	n0	XP_020914813.1	XP_048581873.1		
N2.HOG0009333	OG0009138	n0	XP_020914814.1	XP_001629859.2		
N2.HOG0009334	OG0009139	n0	XP_020914816.1	XP_032234148.1		
N2.HOG0009335	OG0009140	n0	XP_020914817.1	XP_048587060.1		
N2.HOG0009336	OG0009141	n0	XP_020914818.1	XP_001629815.1		
N2.HOG0009337	OG0009142	n0	XP_020914819.1	XP_048582730.1		
N2.HOG0009338	OG0009143	n0	XP_020914821.1	XP_032234122.1		
N2.HOG0009339	OG0009144	n0	XP_020914822.1	XP_001636237.2		
N2.HOG0009340	OG0009145	n0	XP_020914823.1	XP_032242285.1		
N2.HOG0009341	OG0009146	n0	XP_020914828.1	XP_001629407.1		
N2.HOG0009342	OG0009147	n0	XP_020914829.1	XP_048582757.1		
N2.HOG0009343	OG0009148	n0	XP_020914832.1	XP_001627296.3		
N2.HOG0009344	OG0009149	n0	XP_020914833.1	XP_001633194.1		
N2.HOG0009345	OG0009150	n0	XP_020914834.1	XP_048582092.1		
N2.HOG0009346	OG0009151	n0	XP_020914837.1	XP_001625156.2		
N2.HOG0009347	OG0009152	n0	XP_020914838.1	XP_048581854.1		
N2.HOG0009348	OG0009153	n0	XP_020914839.1	XP_032230736.1		
N2.HOG0009349	OG0009154	n0	XP_020914840.1	XP_001633210.2		
N2.HOG0009350	OG0009155	n0	XP_020914842.1	XP_032233558.2		
N2.HOG0009351	OG0009156	n0	XP_020914843.1	XP_048583191.1		
N2.HOG0009352	OG0009157	n0	XP_020914844.1	XP_032242359.2		
N2.HOG0009353	OG0009158	n0	XP_020914845.1	XP_032236173.2		
N2.HOG0009354	OG0009159	n0	XP_020914847.1	XP_032228153.2		
N2.HOG0009355	OG0009160	n0	XP_020914848.1	XP_032238348.2		
N2.HOG0009356	OG0009161	n0	XP_020914851.1	XP_032236041.2		
N2.HOG0009357	OG0009162	n0	XP_020914853.1	XP_032238286.1		
N2.HOG0009358	OG0009163	n0	XP_020914864.1	XP_032242296.1		
N2.HOG0009359	OG0009164	n0	XP_020914866.1	XP_048582963.1		
N2.HOG0009360	OG0009165	n0	XP_020914867.1	XP_032228155.2		
N2.HOG0009361	OG0009166	n0	XP_020914869.1	XP_001628190.3		
N2.HOG0009362	OG0009167	n0	XP_020914876.1	XP_032230888.2		
N2.HOG0009363	OG0009168	n0	XP_020914880.1	XP_032242299.2		
N2.HOG0009364	OG0009169	n0	XP_020914885.1	XP_001629370.2		
N2.HOG0009365	OG0009170	n0	XP_020914888.1	XP_048582658.1, XP_048582222.1		
N2.HOG0009366	OG0009171	n0	XP_020914892.1	XP_048582022.1		
N2.HOG0009367	OG0009172	n0	XP_020914897.1	XP_032241918.1		
N2.HOG0009368	OG0009173	n0	XP_020914912.1	XP_032223599.2		
N2.HOG0009369	OG0009174	n0	XP_020914926.1	XP_001640859.2		
N2.HOG0009370	OG0009175	n0	XP_020914928.1	XP_032221989.2		
N2.HOG0009371	OG0009176	n0	XP_020914931.1	XP_048584609.1		
N2.HOG0009372	OG0009177	n0	XP_020914944.1	XP_032226161.2		
N2.HOG0009373	OG0009178	n0	XP_020914959.1	XP_001623228.2		
N2.HOG0009374	OG0009179	n0	XP_020914980.1	XP_032221906.2		
N2.HOG0009375	OG0009180	n0	XP_020914988.1			
N2.HOG0009376	OG0009181	n0	XP_020914990.1	XP_048587759.1		
N2.HOG0009377	OG0009182	n0	XP_020915005.1	XP_048589223.1		
N2.HOG0009378	OG0009183	n0	XP_020915010.1	XP_032228738.1		
