Orthogroup	spis_longest_isoform_marker	nvec_longest_isoform
OG0009826	XP_022798436.1, XP_022777718.1	XP_032226388.2
OG0009827	XP_022798700.1, XP_022798682.1	XP_032242321.1
OG0009828	XP_022798694.1	XP_048582640.1
OG0009829	XP_022808405.1	XP_032233978.2
OG0009830	XP_022799854.1	XP_048582134.1
OG0009831	XP_022791318.1	XP_001631389.2, XP_032236117.2
OG0009832	XP_022780757.1	XP_048578756.1
OG0009833	XP_022786508.1	XP_048578306.1
OG0009834	XP_022779863.1	XP_048578805.1
OG0009835	XP_022779817.1	XP_048579097.1
OG0009836	XP_022780793.1	XP_048578901.1
OG0009837	XP_022788482.1	XP_001633869.2
OG0009838	XP_022780163.1	XP_032238672.2
OG0009839	XP_022793718.1	XP_032239255.2
OG0009840	XP_022808665.1	XP_048576821.1
OG0009841	XP_022799021.1	XP_032241198.2
OG0009842	XP_022785329.1	XP_048579224.1
OG0009843	XP_022795541.1	XP_048585655.1
OG0009844	XP_022783259.1	XP_048586310.1
OG0009845	XP_022805365.1	XP_048586452.1
OG0009846	XP_022790051.1	XP_001641284.2
OG0009847	XP_022793700.1	XP_048578770.1
OG0009848	XP_022802468.1	XP_001628775.3
OG0009849	XP_022803918.1	XP_048577200.1
OG0009850	XP_022792268.1	XP_048580906.1
OG0009851	XP_022807913.1	XP_001638605.2
OG0009852	XP_022792595.1	XP_001625266.3
OG0009853	XP_022790174.1	XP_032237902.1
OG0009854	XP_022792265.1	XP_001627201.1
OG0009856	XP_022783863.1	XP_048582774.1
OG0009857	XP_022798858.1	XP_048582153.1
OG0009858	XP_022778236.1	XP_032228855.1
OG0009859	XP_022787665.1	XP_048582328.1
OG0009860	XP_022790655.1	XP_032242292.1
OG0009861	XP_022778936.1	XP_048585508.1
OG0009862	XP_022785217.1	XP_032230598.2
OG0009863	XP_022779728.1	XP_048585687.1
OG0009864	XP_022807117.1	XP_001626123.3
OG0009865	XP_022807512.1	XP_032229588.1
OG0009866	XP_022806556.1	XP_001638344.1
OG0009867	XP_022805683.1	XP_032228211.1
OG0009868	XP_022804032.1	XP_032224631.1
OG0009869	XP_022807689.1	XP_032226669.2
OG0009870	XP_022800812.1	XP_048589178.1
OG0009871	XP_022800790.1	XP_032218129.1
OG0009872	XP_022786698.1	XP_048589285.1
OG0009873	XP_022788508.1	XP_032233478.1
OG0009874	XP_022787315.1	XP_032242660.1
OG0009875	XP_022788509.1	XP_032229505.2
OG0009876	XP_022793789.1	XP_032231017.2
OG0009877	XP_022784979.1	XP_032236963.2
OG0009878	XP_022784007.1	XP_048580858.1
OG0009879	XP_022790240.1	XP_048588549.1
OG0009880	XP_022790284.1	XP_048588524.1
OG0009881	XP_022806534.1	XP_048588640.1
OG0009882	XP_022794111.1	XP_032239666.2
OG0009883	XP_022801241.1	XP_048590387.1
OG0009884	XP_022800796.1	XP_048590307.1
OG0009885	XP_022786337.1	XP_032232352.1
OG0009886	XP_022808314.1	XP_048590060.1
OG0009887	XP_022795066.1	XP_001637541.2
OG0009888	XP_022796090.1	XP_048590232.1
OG0009889	XP_022791888.1	XP_032234030.2
OG0009890	XP_022781371.1	XP_001630909.2
OG0009891	XP_022789569.1	XP_001630413.3
OG0009892	XP_022789581.1	XP_048577748.1
OG0009893	XP_022796825.1	XP_048577552.1
OG0009894	XP_022807571.1	XP_048582468.1
OG0009896	XP_022780891.1	XP_001639608.3
OG0009897	XP_022801034.1	XP_032241177.1
OG0009898	XP_022795037.1	XP_048580040.1
OG0009899	XP_022787984.1	XP_048589758.1
OG0009901	XP_022780760.1	XP_048578598.1
OG0009902	XP_022787359.1	XP_048580262.1
OG0009903	XP_022798122.1	XP_001633977.2
OG0009904	XP_022793439.1	XP_001631922.3
OG0009905	XP_022794709.1	XP_001639004.3, XP_032227854.1
OG0009906	XP_022798108.1	XP_048581795.1
OG0009907	XP_022793038.1	XP_032227126.2
OG0009908	XP_022781459.1	XP_001633411.3
OG0009909	XP_022781560.1	XP_032238516.1
OG0009910	XP_022808480.1	XP_032239119.1
OG0009911	XP_022781480.1	XP_048582352.1
OG0009912	XP_022796940.1	XP_032219728.2
OG0009913	XP_022786773.1	XP_001631765.2
OG0009914	XP_022798705.1, XP_022800481.1	XP_048579588.1
OG0009915	XP_022804930.1	XP_032219048.2
OG0009916	XP_022786318.1	XP_001622696.2
OG0009917	XP_022804573.1	XP_048590713.1
OG0009918	XP_022794982.1	XP_001625858.1
OG0009919	XP_022794984.1	XP_032219934.1
OG0009920	XP_022783062.1	XP_032221235.2
OG0009921	XP_022787032.1	XP_048588416.1
OG0009922	XP_022787567.1	XP_032226356.1
OG0009923	XP_022783761.1	XP_032228039.1
OG0009924	XP_022782173.1	XP_032243075.2
OG0009925	XP_022787876.1	XP_048587033.1
OG0009926	XP_022782102.1	XP_032243064.2
OG0009927	XP_022796827.1	XP_032222674.2
OG0009928	XP_022788335.1, XP_022778579.1	XP_048583373.1
OG0009929	XP_022782069.1	XP_032232066.2
OG0009930	XP_022799684.1	XP_032232329.2
OG0009931	XP_022799682.1	XP_032232335.2
OG0009932	XP_022780595.1	XP_048585253.1
OG0009933	XP_022795532.1	XP_048577788.1
OG0009935	XP_022805797.1	XP_032228367.2
OG0009936	XP_022796563.1	XP_032238148.2
OG0009937	XP_022781384.1	XP_048577493.1
OG0009939	XP_022781400.1	XP_048577770.1
OG0009940	XP_022795585.1	XP_048577508.1
OG0009941	XP_022788027.1	XP_032221817.2
OG0009942	XP_022804970.1	XP_048586006.1
OG0009943	XP_022788093.1	XP_001635053.2
OG0009944	XP_022810649.1	XP_048586446.1
OG0009945	XP_022801794.1	XP_048586355.1
OG0009946	XP_022787173.1	XP_032225779.2
OG0009947	XP_022798602.1	XP_032238404.1
OG0009948	XP_022782268.1	XP_048585706.1
OG0009949	XP_022794620.1	XP_032233152.2
OG0009950	XP_022794328.1	XP_032218255.2
OG0009951	XP_022779417.1	XP_048586302.1
OG0009952	XP_022790970.1	XP_048585696.1
OG0009953	XP_022777861.1	XP_048586441.1
OG0009954	XP_022788031.1	XP_032240468.2
OG0009956	XP_022781453.1	XP_048577249.1
OG0009957	XP_022792976.1	XP_001624438.2
OG0009958	XP_022796043.1	XP_001629332.1
OG0009959	XP_022797198.1	XP_048585592.1
OG0009960	XP_022779053.1	XP_048585352.1
OG0009961	XP_022796724.1	XP_048577984.1
OG0009962	XP_022797762.1	XP_001640730.3
OG0009964	XP_022798981.1	XP_032220222.1
OG0009965	XP_022779614.1	XP_032218491.2
OG0009966	XP_022805421.1	XP_032221437.2
OG0009967	XP_022788608.1	XP_048588848.1
OG0009968	XP_022797459.1	XP_048588141.1
OG0009969	XP_022798521.1	XP_048580750.1, XP_048580755.1
OG0009970	XP_022788840.1	XP_001628718.1
OG0009971	XP_022786285.1	XP_001628734.1
OG0009972	XP_022795266.1	XP_048590284.1
OG0009973	XP_022794987.1	XP_048590181.1
OG0009974	XP_022805751.1	XP_001640877.2
OG0009975	XP_022780119.1	XP_048580525.1
OG0009976	XP_022799311.1	XP_001626835.2
OG0009977	XP_022810430.1, XP_022794828.1	XP_001626397.2
OG0009978	XP_022790064.1	XP_001639881.3
OG0009979	XP_022797985.1	XP_032219218.1
OG0009980	XP_022801687.1	XP_048581400.1
OG0009981	XP_022796206.1	XP_032220326.2
OG0009982	XP_022785864.1	XP_032242295.2
OG0009983	XP_022796337.1	XP_048577027.1
OG0009984	XP_022805454.1	XP_032235949.1
OG0009985	XP_022779569.1	XP_048576525.1
OG0009986	XP_022798972.1	XP_032220199.2
OG0009987	XP_022802571.1	XP_048580080.1
OG0009988	XP_022783466.1	XP_001638944.1
OG0009989	XP_022795381.1	XP_001637213.3
OG0009990	XP_022783427.1	XP_048582529.1
OG0009991	XP_022795162.1	XP_032234663.2
OG0009992	XP_022783039.1	XP_048585384.1
OG0009993	XP_022786616.1	XP_048585642.1
OG0009994	XP_022805580.1	XP_032219683.2
OG0009995	XP_022801523.1	XP_048583016.1
OG0009996	XP_022781664.1	XP_048584498.1
OG0009997	XP_022790481.1	XP_001640835.3
OG0009998	XP_022784154.1	XP_048583531.1
OG0009999	XP_022805733.1	XP_032221243.2
OG0010000	XP_022806565.1	XP_048590056.1
OG0010001	XP_022798202.1	XP_048590672.1
OG0010002	XP_022784588.1	XP_032221336.2
OG0010003	XP_022810154.1	XP_032233325.2
OG0010004	XP_022806571.1	XP_001628546.2
OG0010005	XP_022789557.1	XP_032242981.1
OG0010006	XP_022799975.1	XP_048590014.1
OG0010007	XP_022789856.1	XP_032236432.1
OG0010009	XP_022781496.1	XP_048578066.1
OG0010010	XP_022804821.1	XP_048577785.1
OG0010011	XP_022804817.1	XP_048577778.1
OG0010012	XP_022794944.1	XP_048577831.1
OG0010013	XP_022806899.1, XP_022806891.1	XP_032217781.2
OG0010014	XP_022795564.1	XP_032234672.2
OG0010015	XP_022783313.1	XP_001637442.3
OG0010016	XP_022788535.1	XP_001641121.3
OG0010017	XP_022782936.1	XP_048581159.1
OG0010018	XP_022798801.1	XP_032239955.2
OG0010019	XP_022807588.1	XP_001641163.3
OG0010021	XP_022785346.1	XP_048578087.1
OG0010022	XP_022783914.1	XP_001631101.2
OG0010023	XP_022806331.1	XP_048590688.1
OG0010024	XP_022802809.1	XP_048581654.1
OG0010025	XP_022790208.1	XP_001640073.2
OG0010026	XP_022784074.1	XP_048580635.1
OG0010027	XP_022784277.1	XP_048580408.1
OG0010028	XP_022806697.1	XP_048575901.1
OG0010029	XP_022784040.1, XP_022784003.1	XP_048581706.1
OG0010030	XP_022789644.1	XP_032230152.2
OG0010031	XP_022806057.1	XP_048579830.1
OG0010032	XP_022789115.1	XP_048587173.1
OG0010033	XP_022801174.1	XP_032232175.2
OG0010034	XP_022791958.1	XP_048578674.1
OG0010035	XP_022795793.1	XP_001638601.3
OG0010036	XP_022796872.1	XP_032223507.1
OG0010037	XP_022792535.1	XP_001632000.2
OG0010038	XP_022802302.1	XP_048588996.1
OG0010039	XP_022785057.1	XP_048587937.1
OG0010040	XP_022785060.1	XP_048587942.1
OG0010041	XP_022792558.1	XP_032236885.2
OG0010042	XP_022794419.1	XP_048579166.1
OG0010043	XP_022801953.1	XP_001640984.1
OG0010044	XP_022791625.1	XP_048580372.1
OG0010045	XP_022799163.1	XP_001629045.1
OG0010046	XP_022799149.1	XP_032233111.1
OG0010048	XP_022799681.1	XP_001628335.2
OG0010049	XP_022790832.1	XP_032220741.1
OG0010050	XP_022793784.1	XP_048584499.1
OG0010051	XP_022780056.1	XP_001624596.3
OG0010052	XP_022793747.1	XP_001641183.3
OG0010053	XP_022781996.1	XP_048585515.1
OG0010054	XP_022781809.1	XP_048584477.1
OG0010055	XP_022780041.1	XP_048585519.1
OG0010056	XP_022792868.1	XP_032234553.1
OG0010057	XP_022791636.1	XP_048577474.1
OG0010058	XP_022802324.1	XP_048585066.1
OG0010059	XP_022782098.1	XP_001628237.2
OG0010060	XP_022783176.1	XP_001626599.1
OG0010061	XP_022796434.1	XP_048589262.1
OG0010062	XP_022780366.1	XP_048583420.1
OG0010063	XP_022786012.1	XP_001626359.2
OG0010064	XP_022780594.1	XP_048585596.1
OG0010065	XP_022782909.1	XP_048584758.1
OG0010066	XP_022781077.1	XP_048576487.1
OG0010067	XP_022784972.1	XP_048575917.1
OG0010068	XP_022804371.1	XP_032228239.1
OG0010069	XP_022782440.1	XP_032233742.1
OG0010070	XP_022804691.1	XP_001634432.2
OG0010071	XP_022791929.1	XP_032240100.2
OG0010072	XP_022785968.1	XP_048585223.1
OG0010073	XP_022782424.1	XP_048577806.1
OG0010074	XP_022794040.1	XP_048589322.1
OG0010075	XP_022799568.1	XP_032234334.1
OG0010076	XP_022781097.1	XP_048589798.1
OG0010077	XP_022795801.1	XP_032223641.1
OG0010078	XP_022810373.1	XP_048575865.1
OG0010079	XP_022800658.1	XP_048581537.1
OG0010080	XP_022787290.1, XP_022808541.1	XP_048581137.1
OG0010081	XP_022783492.1	XP_048580652.1
OG0010082	XP_022783475.1	XP_001633922.2
OG0010083	XP_022796754.1	XP_001638394.3
OG0010084	XP_022794981.1	XP_048590625.1
OG0010085	XP_022799890.1	XP_048575729.1
OG0010086	XP_022779930.1	XP_032238874.2
OG0010087	XP_022799176.1	XP_001631657.1
OG0010088	XP_022788122.1	XP_032232316.1
OG0010089	XP_022799662.1	XP_048577327.1
OG0010090	XP_022799670.1	XP_048577857.1
OG0010091	XP_022781697.1	XP_001624266.3
OG0010092	XP_022795972.1	XP_048577805.1
OG0010093	XP_022802610.1	XP_032234990.2
OG0010094	XP_022797357.1	XP_032217771.2
OG0010095	XP_022793581.1	XP_032232311.2
OG0010096	XP_022802555.1	XP_048580762.1
OG0010097	XP_022786996.1	XP_032228558.1
OG0010098	XP_022789794.1	XP_032238026.2
OG0010099	XP_022806920.1	XP_032228067.2
OG0010100	XP_022785850.1	XP_032223594.1
OG0010101	XP_022784230.1	XP_048576347.1
OG0010102	XP_022783779.1	XP_001622894.3
OG0010103	XP_022781815.1	XP_048577851.1
OG0010104	XP_022781741.1	XP_048575768.1
OG0010106	XP_022792689.1	XP_032222090.1
OG0010107	XP_022801976.1	XP_032227074.1
OG0010108	XP_022783528.1	XP_001637118.3
OG0010109	XP_022788410.1	XP_032224823.2
OG0010110	XP_022780336.1	XP_032234413.2
OG0010111	XP_022800292.1	XP_032221173.2
OG0010112	XP_022796819.1	XP_048577080.1
OG0010113	XP_022782870.1	XP_032231588.2, XP_048580860.1
OG0010114	XP_022788182.1	XP_032241551.2
OG0010115	XP_022802751.1	XP_048585615.1
OG0010116	XP_022803561.1	XP_048586776.1
OG0010117	XP_022809670.1	XP_032217879.2
OG0010118	XP_022777610.1	XP_048585643.1
OG0010119	XP_022786241.1	XP_032240440.2
OG0010120	XP_022809727.1	XP_032234934.2
OG0010121	XP_022786223.1	XP_032227633.2
OG0010122	XP_022795248.1	XP_048590140.1
OG0010123	XP_022803510.1	XP_048586395.1
OG0010124	XP_022792818.1	XP_032227232.1
OG0010125	XP_022810576.1	XP_032240408.1
OG0010126	XP_022787967.1	XP_032239001.2
OG0010127	XP_022786187.1	XP_048589749.1
OG0010128	XP_022794006.1	XP_032234354.2
OG0010129	XP_022794375.1	XP_048590318.1
OG0010130	XP_022809267.1	XP_001636558.1
OG0010131	XP_022792149.1	XP_048589809.1
OG0010132	XP_022778986.1	XP_001628960.1
OG0010133	XP_022787647.1	XP_048582330.1
OG0010134	XP_022801398.1	XP_032233592.1
OG0010135	XP_022805319.1	XP_032239294.2
OG0010136	XP_022798884.1	XP_048580455.1
OG0010137	XP_022804415.1	XP_048577432.1
OG0010138	XP_022793330.1	XP_032229074.1
OG0010139	XP_022779106.1	XP_048588639.1
OG0010140	XP_022787534.1	XP_032225516.2
OG0010141	XP_022785882.1	XP_032238584.1
OG0010142	XP_022788943.1	XP_048588670.1
OG0010143	XP_022800302.1	XP_001636966.3
OG0010144	XP_022806548.1	XP_001635592.2
OG0010145	XP_022797980.1	XP_032231439.2
OG0010146	XP_022797970.1	XP_048587945.1
OG0010147	XP_022803351.1	XP_032239840.1
OG0010148	XP_022780252.1	XP_048575341.1
OG0010149	XP_022801763.1	XP_048588173.1
OG0010150	XP_022793857.1	XP_032218350.1
OG0010151	XP_022780706.1	XP_032223537.2
OG0010152	XP_022806494.1	XP_001631786.1
OG0010153	XP_022782932.1	XP_001635744.2
OG0010154	XP_022783623.1	XP_048578985.1
OG0010155	XP_022780705.1	XP_032237785.2
OG0010156	XP_022807343.1	XP_048578946.1
OG0010157	XP_022780770.1	XP_032237721.2
OG0010158	XP_022780730.1	XP_032234947.2
OG0010159	XP_022802601.1	XP_048578386.1
OG0010160	XP_022796368.1, XP_022782939.1	XP_032229086.2
OG0010161	XP_022799835.1	XP_048582530.1
OG0010162	XP_022780666.1	XP_048585256.1
OG0010163	XP_022793215.1	XP_032241042.1
OG0010164	XP_022800681.1	XP_048590413.1
OG0010165	XP_022800659.1	XP_048590320.1
OG0010166	XP_022805997.1	XP_048580816.1
OG0010167	XP_022782361.1	XP_048577548.1
OG0010168	XP_022802964.1	XP_048575420.1
OG0010169	XP_022781710.1	XP_032240671.2
OG0010170	XP_022789586.1	XP_032238617.2
OG0010171	XP_022784756.1	XP_001631640.3
OG0010172	XP_022793501.1	XP_032230763.2
OG0010173	XP_022789708.1	XP_032242365.1
OG0010174	XP_022802071.1	XP_048582029.1
OG0010175	XP_022808771.1	XP_032234719.1
OG0010176	XP_022796159.1	XP_032230477.1
OG0010177	XP_022791196.1	XP_048588251.1
OG0010178	XP_022779190.1	XP_032231100.2
OG0010179	XP_022779108.1	XP_032231119.1
OG0010180	XP_022797946.1	XP_048588507.1
OG0010181	XP_022804755.1	XP_048587943.1
OG0010182	XP_022803851.1	XP_048579315.1
OG0010183	XP_022792538.1	XP_032234311.2
OG0010185	XP_022797394.1	XP_032222395.1
OG0010186	XP_022782593.1	XP_032239539.1
OG0010187	XP_022779320.1	XP_001629622.1
OG0010188	XP_022788500.1	XP_032241480.1
OG0010189	XP_022790862.1	XP_001641216.2
OG0010190	XP_022782312.1	XP_048584572.1
OG0010191	XP_022793794.1	XP_032227916.2
OG0010192	XP_022807988.1	XP_032217824.2
OG0010193	XP_022809854.1	XP_001634920.2
OG0010194	XP_022789248.1	XP_032242990.2
OG0010195	XP_022810052.1	XP_032227732.2
OG0010196	XP_022795836.1	XP_048577958.1
OG0010197	XP_022794962.1	XP_001638797.3
OG0010198	XP_022781385.1	XP_048577841.1
OG0010199	XP_022783402.1	XP_032235223.2
OG0010200	XP_022787089.1	XP_048589295.1
OG0010201	XP_022792628.1	XP_001623176.3
OG0010202	XP_022792501.1	XP_001632899.3
OG0010203	XP_022781681.1	XP_048585298.1
OG0010204	XP_022789816.1	XP_032239746.2
OG0010205	XP_022789801.1	XP_048580666.1
OG0010206	XP_022794123.1	XP_048581369.1
OG0010207	XP_022783815.1	XP_048587569.1
OG0010208	XP_022783764.1	XP_032240911.1
OG0010209	XP_022800355.1	XP_001636362.3
OG0010210	XP_022792640.1, XP_022792306.1	XP_032232439.1
OG0010211	XP_022798921.1	XP_032239987.2
OG0010212	XP_022786506.1, XP_022786559.1	XP_001632808.2
OG0010214	XP_022782596.1	XP_001635884.3
OG0010215	XP_022795291.1	XP_001635487.1
OG0010216	XP_022784983.1	XP_048584102.1
OG0010217	XP_022780643.1	XP_032227959.2
OG0010218	XP_022787962.1	XP_001632487.3
OG0010219	XP_022791463.1	XP_048580640.1
OG0010220	XP_022797365.1	XP_032217744.1
OG0010221	XP_022780440.1	XP_048583828.1
OG0010222	XP_022784470.1	XP_048583242.1
OG0010223	XP_022807603.1	XP_048583756.1
OG0010224	XP_022803400.1	XP_048583861.1
OG0010225	XP_022791774.1	XP_048584225.1
OG0010226	XP_022794160.1	XP_001628252.2
OG0010227	XP_022796177.1	XP_048588109.1
OG0010228	XP_022788934.1, XP_022788954.1	XP_001637270.2
OG0010229	XP_022798911.1	XP_001623846.3
OG0010230	XP_022784715.1	XP_032221939.1
OG0010231	XP_022799372.1	XP_001626799.1
OG0010232	XP_022781288.1	XP_048589298.1
OG0010233	XP_022783393.1	XP_032223089.2
OG0010234	XP_022788214.1	XP_001641840.2
OG0010235	XP_022788216.1	XP_048589171.1
OG0010236	XP_022781252.1	XP_032223008.2
OG0010237	XP_022781304.1	XP_048589297.1
OG0010238	XP_022793385.1	XP_032221199.2, XP_001634364.3
OG0010239	XP_022784949.1	XP_048575661.1
OG0010240	XP_022800265.1	XP_032236959.2
OG0010241	XP_022788568.1	XP_032218241.1
OG0010242	XP_022793408.1	XP_001641487.3
OG0010243	XP_022807532.1	XP_048581179.1
OG0010244	XP_022794728.1	XP_032236378.1
OG0010245	XP_022785563.1	XP_048577370.1
OG0010246	XP_022783315.1	XP_032238176.2
OG0010247	XP_022798600.1	XP_048586548.1
OG0010248	XP_022784294.1	XP_001636145.2
OG0010249	XP_022788075.1	XP_032237107.1
OG0010250	XP_022800561.1	XP_048581881.1
OG0010251	XP_022803699.1	XP_032220436.2
OG0010252	XP_022801600.1	XP_032237812.2
OG0010253	XP_022782846.1	XP_048587533.1
OG0010254	XP_022786796.1	XP_001627278.1
OG0010256	XP_022805519.1	XP_032219376.2
OG0010257	XP_022801453.1	XP_032236902.2
OG0010258	XP_022806910.1	XP_048580645.1
OG0010259	XP_022800286.1	XP_032221187.2
OG0010260	XP_022785212.1	XP_048587415.1
OG0010261	XP_022810261.1	XP_048586686.1
OG0010262	XP_022782769.1	XP_048587506.1
OG0010263	XP_022786620.1	XP_032229098.1
OG0010264	XP_022792231.1	XP_048578531.1
OG0010265	XP_022795477.1	XP_048587429.1
OG0010266	XP_022799136.1	XP_048575309.1
OG0010267	XP_022805582.1	XP_001632077.2
OG0010268	XP_022788441.1	XP_048583362.1
OG0010269	XP_022791460.1	XP_032219776.2
OG0010270	XP_022807631.1, XP_022807627.1	XP_048587771.1
OG0010271	XP_022790021.1	XP_048576939.1
OG0010272	XP_022794186.1	XP_001627003.2
OG0010274	XP_022780809.1	XP_048578501.1
OG0010275	XP_022797722.1	XP_048584293.1
OG0010276	XP_022806281.1	XP_001632631.1
OG0010277	XP_022780971.1	XP_032234594.2
OG0010278	XP_022795310.1	XP_032220055.2
OG0010279	XP_022793359.1	XP_032235565.2
OG0010280	XP_022789130.1	XP_048579558.1
OG0010281	XP_022793386.1	XP_032232599.2
OG0010282	XP_022782797.1	XP_001635340.3
OG0010283	XP_022803539.1	XP_032221277.2
OG0010284	XP_022779563.1	XP_048586926.1
OG0010286	XP_022796056.1	XP_048580013.1
OG0010287	XP_022785719.1	XP_048585374.1
OG0010288	XP_022780258.1, XP_022799238.1	XP_048585373.1
OG0010289	XP_022792557.1	XP_032237278.2
OG0010290	XP_022800955.1	XP_032223093.1
OG0010291	XP_022798309.1	XP_032237484.2
OG0010292	XP_022787464.1	XP_048580364.1
OG0010293	XP_022803536.1	XP_032242023.1
OG0010295	XP_022784546.1	XP_001630287.2
OG0010296	XP_022799287.1	XP_048584398.1
OG0010297	XP_022796559.1	XP_001638219.1
OG0010298	XP_022807961.1, XP_022778403.1	XP_001634609.3
OG0010299	XP_022799802.1	XP_048577047.1
OG0010300	XP_022786492.1	XP_048578461.1
OG0010301	XP_022792252.1	XP_001630477.1
OG0010302	XP_022790482.1	XP_001632410.2
OG0010303	XP_022804164.1	XP_048580301.1
OG0010304	XP_022803288.1	XP_032231350.2
OG0010305	XP_022786207.1	XP_001634696.1
OG0010306	XP_022794191.1	XP_032220298.1
OG0010307	XP_022796571.1	XP_048576521.1
OG0010308	XP_022779652.1	XP_048576967.1
OG0010309	XP_022783385.1	XP_048577448.1
OG0010310	XP_022789610.1, XP_022802744.1	XP_048578480.1
OG0010311	XP_022799605.1	XP_048578832.1
OG0010312	XP_022793004.1	XP_032225234.2
OG0010313	XP_022779134.1	XP_048588114.1
OG0010314	XP_022779142.1	XP_001626154.2
OG0010315	XP_022796403.1	XP_048588663.1
OG0010316	XP_022798288.1	XP_048588180.1
OG0010317	XP_022788665.1	XP_001624315.3
OG0010318	XP_022785095.1	XP_048588615.1
OG0010319	XP_022796421.1	XP_048588167.1
OG0010320	XP_022797113.1	XP_048588335.1
OG0010321	XP_022797581.1	XP_048588762.1
OG0010322	XP_022798931.1	XP_048578296.1
OG0010323	XP_022790829.1, XP_022790830.1	XP_001627244.2
OG0010324	XP_022801260.1	XP_032219206.2
OG0010325	XP_022779796.1	XP_032242042.1
OG0010326	XP_022785273.1	XP_032235729.1
OG0010327	XP_022807105.1	XP_048583515.1
OG0010328	XP_022802203.1	XP_032230241.2
OG0010329	XP_022801314.1	XP_001626776.2
OG0010330	XP_022794212.1, XP_022810568.1	XP_032226751.1
OG0010331	XP_022809091.1	XP_001630995.3
OG0010332	XP_022780285.1	XP_048576065.1
OG0010333	XP_022791637.1	XP_032231526.1
OG0010334	XP_022808231.1	XP_032240819.2
OG0010335	XP_022792939.1	XP_032227756.1
OG0010336	XP_022786011.1	XP_032229697.2
OG0010337	XP_022782438.1	XP_032237877.2
OG0010338	XP_022792644.1	XP_032220981.2
OG0010339	XP_022792627.1	XP_001632934.1
OG0010340	XP_022801682.1	XP_048580494.1
OG0010341	XP_022790121.1	XP_001642052.1
OG0010342	XP_022782333.1	XP_001627587.3
OG0010343	XP_022782376.1	XP_001627588.3
OG0010345	XP_022793183.1	XP_001630441.1
OG0010346	XP_022792555.1	XP_001621979.2
OG0010347	XP_022798310.1	XP_032241048.1
OG0010348	XP_022797777.1	XP_032240947.2
OG0010349	XP_022791567.1	XP_032226913.2
OG0010350	XP_022791569.1	XP_032226916.2
OG0010351	XP_022788858.1	XP_032219094.2
OG0010352	XP_022796133.1	XP_048580409.1
OG0010354	XP_022789836.1	XP_032228834.1
OG0010356	XP_022805748.1	XP_032222089.1
OG0010357	XP_022806796.1	XP_048581538.1
OG0010358	XP_022805652.1	XP_032238547.2
OG0010359	XP_022795155.1	XP_048588487.1
OG0010360	XP_022783933.1	XP_001633405.1
OG0010361	XP_022790663.1	XP_048582939.1
OG0010362	XP_022798466.1, XP_022799224.1	XP_032238505.2
OG0010363	XP_022792837.1	XP_032241648.1
OG0010364	XP_022789469.1	XP_048586108.1
OG0010365	XP_022810327.1	XP_032232497.2
OG0010366	XP_022794334.1	XP_032221809.1
OG0010367	XP_022800824.1	XP_048586114.1
OG0010368	XP_022784400.1	XP_048586588.1
OG0010369	XP_022801805.1	XP_048584337.1
OG0010370	XP_022793412.1	XP_032235021.1
OG0010371	XP_022802428.1	XP_048582633.1
OG0010372	XP_022785781.1	XP_001631371.3
OG0010373	XP_022796192.1	XP_048582857.1
OG0010374	XP_022796211.1	XP_048582668.1
OG0010375	XP_022780525.1	XP_048583098.1
OG0010376	XP_022798255.1	XP_048589152.1
OG0010377	XP_022798267.1	XP_032237549.2
OG0010378	XP_022793489.1	XP_032237951.2
OG0010379	XP_022781231.1	XP_048589410.1
OG0010380	XP_022786116.1	XP_048578780.1
OG0010381	XP_022779942.1	XP_001630356.1
OG0010382	XP_022807139.1	XP_048582215.1, XP_032224529.1
OG0010383	XP_022792503.1	XP_032237913.2
OG0010384	XP_022787919.1	XP_048589411.1
OG0010385	XP_022785972.1	XP_048589203.1
OG0010386	XP_022786507.1	XP_048589831.1
OG0010387	XP_022792618.1	XP_032219321.1
OG0010389	XP_022801835.1, XP_022801080.1	XP_032234331.1
OG0010390	XP_022795394.1	XP_032231089.2
OG0010391	XP_022784027.1, XP_022790963.1	XP_048588410.1
OG0010392	XP_022786303.1	XP_032218999.1
OG0010393	XP_022804708.1	XP_048583868.1
OG0010394	XP_022798503.1, XP_022798486.1	XP_032220504.2
OG0010395	XP_022792208.1	XP_032234769.2
OG0010397	XP_022785002.1	XP_032240551.1
OG0010398	XP_022789155.1	XP_048587078.1
OG0010400	XP_022788292.1, XP_022788291.1	XP_048579414.1
OG0010401	XP_022794971.1	XP_032228961.2
OG0010402	XP_022781415.1	XP_001634136.1
OG0010403	XP_022797108.1	XP_048589715.1
OG0010404	XP_022782117.1	XP_001637172.2
OG0010405	XP_022789913.1	XP_048590435.1
OG0010406	XP_022803140.1	XP_048587301.1
OG0010407	XP_022804078.1	XP_048589282.1
OG0010408	XP_022804267.1	XP_032233174.2
OG0010409	XP_022800578.1	XP_048579722.1
OG0010410	XP_022809828.1	XP_048579733.1
OG0010411	XP_022794806.1	XP_032220254.1
OG0010412	XP_022798050.1	XP_001627970.1
OG0010413	XP_022783792.1	XP_001639258.2
OG0010414	XP_022782111.1	XP_032241537.2
OG0010415	XP_022779696.1	XP_032232083.2
OG0010416	XP_022795337.1	XP_032222996.1
OG0010417	XP_022795862.1	XP_048589852.1
OG0010418	XP_022785749.1	XP_048589345.1
OG0010419	XP_022787917.1	XP_032223114.2
