Orthogroup	spis_longest_isoform_marker	xenia_longest_isoforms
OG0007830	XP_022786165.1	Xe_008727-T1
OG0007831	XP_022782800.1	Xe_007478-T1
OG0007832	XP_022790160.1	Xe_007787-T1
OG0007833	XP_022782803.1	Xe_007786-T1
OG0007834	XP_022782804.1	Xe_002618-T1
OG0007835	XP_022793448.1	Xe_004491-T1
OG0007836	XP_022793442.1	Xe_004505-T2
OG0007837	XP_022805630.1	Xe_004419-T1
OG0007838	XP_022808433.1	Xe_008205-T1
OG0007840	XP_022804449.1	Xe_006647-T1
OG0007842	XP_022802699.1	Xe_005329-T1
OG0007843	XP_022802683.1	Xe_005330-T1
OG0007844	XP_022805481.1	Xe_005250-T1
OG0007845	XP_022804462.1	Xe_006687-T1
OG0007846	XP_022791714.1	Xe_007095-T1
OG0007847	XP_022804454.1	Xe_007094-T1
OG0007848	XP_022802685.1	Xe_005529-T1
OG0007849	XP_022802703.1	Xe_005727-T1
OG0007851	XP_022802684.1	Xe_005729-T1
OG0007852	XP_022799621.1	Xe_008140-T1
OG0007853	XP_022802700.1	Xe_005728-T1
OG0007854	XP_022781031.1	Xe_005289-T1
OG0007855	XP_022778268.1	Xe_003084-T1
OG0007856	XP_022794948.1	Xe_010400-T1
OG0007857	XP_022783045.1	Xe_010518-T1
OG0007858	XP_022794923.1	Xe_011440-T1
OG0007859	XP_022794955.1	Xe_010401-T1
OG0007861	XP_022784064.1	Xe_002259-T1
OG0007862	XP_022784075.1	Xe_002260-T1
OG0007863	XP_022795308.1	Xe_010889-T1
OG0007864	XP_022801114.1	Xe_014606-T1
OG0007865	XP_022797122.1	Xe_014687-T1
OG0007866	XP_022788619.1	Xe_015613-T1
OG0007867	XP_022788626.1	Xe_014548-T1
OG0007868	XP_022798210.1	Xe_014153-T1
OG0007869	XP_022801796.1	Xe_014104-T1
OG0007870	XP_022802136.1	Xe_015054-T1
OG0007871	XP_022801781.1	Xe_014105-T2
OG0007872	XP_022790486.1	Xe_015480-T1
OG0007873	XP_022797590.1	Xe_014252-T1
OG0007874	XP_022798290.1	Xe_015476-T1
OG0007875	XP_022797723.1	Xe_014253-T1
OG0007876	XP_022796420.1	Xe_014695-T1
OG0007877	XP_022796170.1	Xe_014761-T2
OG0007878	XP_022796171.1	Xe_014781-T1
OG0007879	XP_022788622.1	Xe_015517-T1
OG0007880	XP_022788664.1	Xe_014890-T1
OG0007881	XP_022779206.1	Xe_015002-T1
OG0007882	XP_022801109.1	Xe_015498-T1
OG0007883	XP_022790288.1	Xe_014192-T1
OG0007884	XP_022805902.1	Xe_015904-T1
OG0007885	XP_022805901.1	Xe_016208-T1
OG0007886	XP_022804761.1	Xe_013927-T1
OG0007887	XP_022805903.1	Xe_015905-T1
OG0007888	XP_022790298.1	Xe_014464-T1
OG0007889	XP_022791200.1	Xe_014668-T1
OG0007890	XP_022791206.1	Xe_014667-T1
OG0007891	XP_022790497.1	Xe_015479-T1
OG0007892	XP_022801127.1	Xe_014769-T1
OG0007893	XP_022798055.1	Xe_014152-T1
OG0007894	XP_022798300.1	Xe_014664-T1
OG0007896	XP_022789742.1	Xe_022267-T2
OG0007897	XP_022790267.1	Xe_014889-T1
OG0007898	XP_022788587.1	Xe_014887-T1
OG0007899	XP_022801116.1	Xe_014598-T1
OG0007900	XP_022779145.1	Xe_014275-T1
OG0007901	XP_022779189.1	Xe_015424-T1
OG0007902	XP_022779146.1	Xe_029009-T2
OG0007903	XP_022779149.1	Xe_014273-T1
OG0007904	XP_022800095.1	Xe_013682-T1
OG0007905	XP_022786026.1	Xe_013233-T1
OG0007906	XP_022801265.1	Xe_021702-T1
OG0007907	XP_022783105.1	Xe_000795-T1
OG0007908	XP_022779799.1	Xe_000538-T1
OG0007909	XP_022786617.1	Xe_001193-T1
OG0007910	XP_022787866.1	Xe_002960-T1
OG0007911	XP_022783362.1	Xe_011513-T1
OG0007912	XP_022784926.1	Xe_002947-T1
OG0007913	XP_022784905.1	Xe_002948-T1
OG0007914	XP_022801313.1	Xe_014649-T1
OG0007915	XP_022798243.1	Xe_014398-T1
OG0007916	XP_022801293.1	Xe_014968-T1
OG0007917	XP_022809268.1	Xe_016150-T1
OG0007918	XP_022801323.1	Xe_014970-T1
OG0007919	XP_022783711.1	Xe_013226-T1
OG0007920	XP_022793475.1	Xe_014694-T1
OG0007921	XP_022787149.1	Xe_014723-T1
OG0007922	XP_022786994.1	Xe_016164-T1
OG0007923	XP_022804775.1	Xe_013244-T1
OG0007924	XP_022784625.1	Xe_013871-T1
OG0007925	XP_022784627.1	Xe_013826-T1
OG0007926	XP_022805834.1	Xe_014490-T1
OG0007927	XP_022804771.1	Xe_013946-T1
OG0007928	XP_022792011.1	Xe_013230-T1
OG0007929	XP_022802647.1	Xe_013139-T1
OG0007930	XP_022800261.1	Xe_025273-T1
OG0007932	XP_022782336.1	Xe_018705-T1
OG0007933	XP_022799190.1	Xe_012646-T1
OG0007934	XP_022802665.1	Xe_018619-T1
OG0007935	XP_022790161.1	Xe_008071-T1
OG0007936	XP_022790127.1	Xe_008069-T1
OG0007937	XP_022790128.1	Xe_008070-T1
OG0007938	XP_022793659.1	Xe_021983-T1
OG0007939	XP_022798031.1	Xe_004474-T1
OG0007940	XP_022798014.1	Xe_004487-T1
OG0007941	XP_022798015.1	Xe_004621-T1
OG0007942	XP_022809336.1	Xe_004944-T1
OG0007943	XP_022786786.1	Xe_020754-T1
OG0007944	XP_022805708.1	Xe_011686-T1
OG0007947	XP_022797398.1	Xe_009660-T1
OG0007948	XP_022793651.1	Xe_021559-T1
OG0007949	XP_022793664.1	Xe_015810-T1
OG0007950	XP_022786774.1	Xe_020040-T1
OG0007951	XP_022808234.1	Xe_008293-T1
OG0007952	XP_022806780.1	Xe_007804-T1
OG0007953	XP_022797107.1	Xe_015707-T1
OG0007954	XP_022781580.1	Xe_013770-T1
OG0007955	XP_022781610.1	Xe_014052-T1
OG0007956	XP_022787822.1	Xe_002645-T1
OG0007957	XP_022788143.1	Xe_002632-T1
OG0007958	XP_022788144.1	Xe_002635-T1
OG0007960	XP_022788652.1	Xe_011321-T1
OG0007962	XP_022781205.1	Xe_011282-T1
OG0007964	XP_022801273.1	Xe_013976-T2
OG0007965	XP_022801277.1	Xe_013998-T1
OG0007966	XP_022786320.1	Xe_002682-T1
OG0007967	XP_022792943.1	Xe_013974-T1
OG0007970	XP_022795101.1	Xe_002540-T1
OG0007971	XP_022780502.1	Xe_004940-T1
OG0007972	XP_022804372.1	Xe_021736-T1
OG0007973	XP_022792678.1	Xe_021941-T1
OG0007974	XP_022801714.1	Xe_022294-T2
OG0007975	XP_022804346.1	Xe_021737-T1
OG0007976	XP_022790122.1	Xe_022331-T1
OG0007977	XP_022790065.1	Xe_022382-T1
OG0007979	XP_022787509.1	Xe_021843-T1
OG0007980	XP_022797167.1	Xe_014814-T1
OG0007981	XP_022782423.1	Xe_021544-T1
OG0007982	XP_022782428.1	Xe_021908-T1
OG0007983	XP_022782425.1	Xe_022089-T1
OG0007984	XP_022787521.1	Xe_021844-T1
OG0007986	XP_022798251.1	Xe_014684-T1
OG0007987	XP_022792432.1	Xe_004692-T1
OG0007989	XP_022782416.1	Xe_021097-T1
OG0007990	XP_022782447.1	Xe_021915-T1
OG0007993	XP_022795161.1	Xe_004266-T1
OG0007994	XP_022799623.1	Xe_013223-T1
OG0007995	XP_022791125.1	Xe_014064-T1
OG0007996	XP_022792794.1	Xe_014011-T1
OG0007997	XP_022792530.1	Xe_014621-T1
OG0007998	XP_022792428.1	Xe_014482-T1
OG0007999	XP_022792439.1	Xe_014481-T1
OG0008000	XP_022792540.1	Xe_014346-T1
OG0008001	XP_022791169.1	Xe_014066-T1
OG0008002	XP_022797514.1	Xe_003589-T1
OG0008003	XP_022801795.1	Xe_014156-T1
OG0008004	XP_022791251.1	Xe_014308-T1
OG0008005	XP_022800910.1	Xe_014533-T1
OG0008006	XP_022784285.1	Xe_003910-T1
OG0008007	XP_022792522.1	Xe_014745-T1
OG0008008	XP_022791252.1	Xe_014309-T1
OG0008009	XP_022792478.1	Xe_014069-T1
OG0008010	XP_022792488.1	Xe_014038-T1
OG0008012	XP_022805269.1	Xe_014753-T1
OG0008013	XP_022791566.1	Xe_014757-T1
OG0008015	XP_022791548.1	Xe_014762-T1
OG0008016	XP_022791549.1	Xe_014758-T1
OG0008017	XP_022790965.1	Xe_014212-T1
OG0008018	XP_022791507.1	Xe_014065-T1
OG0008019	XP_022784994.1	Xe_005927-T1
OG0008020	XP_022785066.1	Xe_014241-T1
OG0008021	XP_022790597.1	Xe_014703-T1
OG0008022	XP_022809099.1	Xe_014354-T1
OG0008023	XP_022798224.1	Xe_014734-T1
OG0008024	XP_022792453.1	Xe_014483-T1
OG0008025	XP_022791236.1	Xe_014155-T1
OG0008026	XP_022802313.1	Xe_004680-T1
OG0008027	XP_022801428.1	Xe_014997-T1
OG0008028	XP_022790985.1	Xe_014468-T1
OG0008029	XP_022807289.1	Xe_004681-T1
OG0008030	XP_022788881.1	Xe_002749-T1
OG0008032	XP_022798230.1	Xe_002769-T1
OG0008033	XP_022798231.1	Xe_002768-T1
OG0008034	XP_022789860.1	Xe_012861-T1
OG0008035	XP_022801276.1	Xe_013997-T1
OG0008037	XP_022792966.1	Xe_013607-T1
OG0008038	XP_022785961.1	Xe_013231-T1
OG0008039	XP_022785954.1	Xe_013711-T1
OG0008040	XP_022805743.1	Xe_013022-T1
OG0008041	XP_022785880.1	Xe_013225-T1
OG0008042	XP_022795166.1	Xe_004271-T1
OG0008043	XP_022785879.1	Xe_013070-T1
OG0008044	XP_022785969.1	Xe_013810-T1
OG0008048	XP_022786134.1	Xe_008658-T1
OG0008049	XP_022786145.1	Xe_008642-T1
OG0008050	XP_022784264.1	Xe_001241-T1
OG0008051	XP_022802747.1	Xe_003434-T1
OG0008052	XP_022787146.1	Xe_012188-T1
OG0008053	XP_022786034.1	Xe_015884-T1
OG0008054	XP_022787990.1	Xe_014933-T1
OG0008055	XP_022786043.1	Xe_016116-T1
OG0008056	XP_022795913.1	Xe_014378-T1
OG0008058	XP_022784615.1	Xe_013894-T1
OG0008059	XP_022783984.1	Xe_003265-T1
OG0008060	XP_022783942.1	Xe_004877-T1
OG0008061	XP_022792132.1	Xe_004636-T1
OG0008062	XP_022805614.1	Xe_004448-T1
OG0008063	XP_022783935.1	Xe_004858-T1
OG0008065	XP_022789471.1	Xe_029081-T1
OG0008066	XP_022795167.1	Xe_004272-T1
OG0008067	XP_022781046.1	Xe_004273-T1
OG0008070	XP_022791146.1	Xe_012153-T1
OG0008071	XP_022778023.1	Xe_011891-T1
OG0008072	XP_022782231.1	Xe_011838-T1
OG0008073	XP_022779449.1	Xe_011717-T1
OG0008074	XP_022779452.1	Xe_000842-T2
OG0008075	XP_022780624.1	Xe_011990-T1
OG0008076	XP_022784370.1	Xe_012212-T1
OG0008077	XP_022790324.1	Xe_012316-T1
OG0008078	XP_022792840.1	Xe_000975-T1
OG0008079	XP_022777713.1	Xe_011819-T1
OG0008080	XP_022777641.1	Xe_012345-T1
OG0008081	XP_022777650.1	Xe_011820-T1
OG0008082	XP_022777658.1	Xe_011821-T1
OG0008083	XP_022807304.1	Xe_004682-T1
OG0008084	XP_022799069.1	Xe_011808-T1
OG0008085	XP_022786239.1	Xe_011965-T1
OG0008087	XP_022796544.1	Xe_003925-T1
OG0008089	XP_022804038.1	Xe_011804-T1
OG0008090	XP_022804027.1	Xe_028942-T1
OG0008091	XP_022784347.1	Xe_012215-T1
OG0008092	XP_022789407.1	Xe_011881-T1
OG0008093	XP_022789447.1	Xe_011764-T1
OG0008094	XP_022787162.1	Xe_011776-T1
OG0008095	XP_022777668.1	Xe_012037-T1
OG0008096	XP_022788908.1	Xe_011912-T1
OG0008097	XP_022796874.1	Xe_011909-T1
OG0008098	XP_022789416.1	Xe_012131-T1
OG0008099	XP_022807175.1	Xe_012132-T1
OG0008100	XP_022803488.1	Xe_012307-T1
OG0008101	XP_022777470.1	Xe_012079-T1
OG0008102	XP_022803489.1	Xe_012298-T1
OG0008103	XP_022777630.1	Xe_011814-T1
OG0008104	XP_022791145.1	Xe_011767-T1
OG0008105	XP_022789449.1	Xe_011765-T1
OG0008107	XP_022784406.1	Xe_012214-T1
OG0008108	XP_022784307.1	Xe_012217-T1
OG0008109	XP_022788015.1	Xe_012018-T1
OG0008110	XP_022783254.1	Xe_011784-T1
OG0008111	XP_022787152.1	Xe_011778-T1
OG0008112	XP_022787198.1	Xe_011775-T1
OG0008113	XP_022791183.1	Xe_011957-T1
OG0008114	XP_022791153.1	Xe_011768-T1
OG0008115	XP_022794331.1	Xe_012318-T1
OG0008116	XP_022796906.1	Xe_012443-T1
OG0008117	XP_022802784.1	Xe_012170-T1
OG0008118	XP_022789465.1	Xe_011998-T1
OG0008119	XP_022788909.1	Xe_011711-T1
OG0008121	XP_022782276.1	Xe_011817-T1
OG0008122	XP_022784350.1	Xe_000294-T1
OG0008123	XP_022782247.1	Xe_012352-T1
OG0008124	XP_022789420.1	Xe_011997-T1
OG0008125	XP_022784404.1	Xe_012210-T1
OG0008126	XP_022801815.1	Xe_004056-T1
OG0008127	XP_022784301.1	Xe_028948-T1
OG0008128	XP_022810488.1	Xe_011853-T1
OG0008129	XP_022789470.1	Xe_011880-T1
OG0008130	XP_022809354.1	Xe_003961-T1
OG0008131	XP_022794353.1	Xe_012317-T1
OG0008132	XP_022784348.1	Xe_012216-T1
OG0008133	XP_022804037.1	Xe_011805-T1
OG0008134	XP_022800828.1	Xe_011829-T1
OG0008136	XP_022787172.1	Xe_012228-T1
OG0008137	XP_022787219.1	Xe_012312-T1
OG0008138	XP_022787213.1	Xe_014259-T1
OG0008139	XP_022787150.1	Xe_012311-T1
OG0008140	XP_022787194.1	Xe_012229-T1
OG0008141	XP_022801804.1	Xe_003801-T1
OG0008142	XP_022805589.1	Xe_003357-T1
OG0008143	XP_022786573.1	Xe_008135-T1
OG0008144	XP_022801810.1	Xe_003782-T1
OG0008145	XP_022801813.1	Xe_003797-T1
OG0008146	XP_022801809.1	Xe_003783-T1
OG0008149	XP_022797513.1	Xe_003588-T1
OG0008150	XP_022809637.1	Xe_002537-T1
OG0008151	XP_022796025.1	Xe_011384-T1
OG0008152	XP_022792793.1	Xe_012484-T1
OG0008153	XP_022797742.1	Xe_003376-T1
OG0008155	XP_022783099.1	Xe_000507-T1
OG0008156	XP_022781492.1	Xe_000387-T1
OG0008158	XP_022787033.1	Xe_000408-T1
OG0008159	XP_022797542.1	Xe_003586-T2
OG0008160	XP_022799231.1	Xe_014782-T1
OG0008162	XP_022805277.1	Xe_014239-T1
OG0008163	XP_022805280.1	Xe_014268-T1
OG0008164	XP_022797510.1	Xe_003587-T2
OG0008165	XP_022808071.1	Xe_008082-T1
OG0008166	XP_022786403.1	Xe_007977-T1
OG0008167	XP_022808068.1	Xe_008880-T1
OG0008168	XP_022786869.1	Xe_007996-T1
OG0008169	XP_022808066.1	Xe_008794-T1
OG0008170	XP_022799859.1	Xe_021692-T1
OG0008171	XP_022792287.1	Xe_021902-T1
OG0008172	XP_022803845.1	Xe_003637-T1
OG0008173	XP_022800505.1	Xe_005055-T1
OG0008177	XP_022792073.1	Xe_020274-T1
OG0008178	XP_022787611.1	Xe_004496-T1
OG0008179	XP_022794250.1	Xe_004395-T1
OG0008180	XP_022808680.1	Xe_004921-T1
OG0008181	XP_022785815.1	Xe_004930-T1
OG0008182	XP_022793436.1	Xe_004489-T1
OG0008183	XP_022798678.1	Xe_019282-T1
OG0008184	XP_022780878.1	Xe_006293-T1
OG0008185	XP_022794257.1	Xe_004471-T1
OG0008187	XP_022780894.1	Xe_020590-T1
OG0008188	XP_022790747.1	Xe_020916-T1
OG0008190	XP_022808685.1	Xe_004424-T1
OG0008191	XP_022780524.1	Xe_005143-T1
OG0008192	XP_022798129.1	Xe_019850-T1
OG0008193	XP_022798111.1	Xe_009367-T1
OG0008194	XP_022793443.1	Xe_004450-T1
OG0008195	XP_022803527.1	Xe_014101-T1
OG0008196	XP_022781258.1	Xe_016187-T1
OG0008197	XP_022798112.1	Xe_000183-T1
OG0008198	XP_022804682.1	Xe_005011-T1
OG0008199	XP_022798896.1	Xe_014803-T1
OG0008200	XP_022794293.1	Xe_004470-T1
OG0008201	XP_022800662.1	Xe_015898-T1
OG0008202	XP_022787572.1	Xe_004495-T1
OG0008203	XP_022787233.1	Xe_015829-T1
OG0008204	XP_022808617.1	Xe_004904-T1
OG0008206	XP_022796444.1	Xe_014680-T1
OG0008207	XP_022802202.1	Xe_008474-T1
OG0008208	XP_022786210.1	Xe_008363-T1
OG0008209	XP_022786188.1	Xe_008151-T1
OG0008210	XP_022792240.1	Xe_008666-T1
OG0008212	XP_022802210.1	Xe_008463-T1
OG0008213	XP_022806349.1	Xe_008529-T1
OG0008214	XP_022800508.1	Xe_016023-T1
OG0008216	XP_022802208.1	Xe_008103-T1
OG0008217	XP_022797126.1	Xe_022227-T1
OG0008218	XP_022779889.1	Xe_008099-T1
OG0008219	XP_022786198.1	Xe_008391-T1
OG0008220	XP_022793483.1	Xe_012654-T1
OG0008221	XP_022793504.1	Xe_012987-T1
OG0008222	XP_022794014.1	Xe_015518-T1
OG0008223	XP_022793534.1	Xe_012895-T1
OG0008224	XP_022793513.1	Xe_012902-T1
OG0008225	XP_022793535.1	Xe_012896-T1
OG0008226	XP_022804076.1	Xe_014428-T1
OG0008227	XP_022778349.1	Xe_011490-T1
OG0008228	XP_022808428.1	Xe_008120-T1
OG0008229	XP_022786184.1	Xe_008437-T1
OG0008230	XP_022786148.1	Xe_008639-T1
OG0008231	XP_022787691.1	Xe_016467-T1
OG0008232	XP_022792224.1	Xe_008117-T1
OG0008233	XP_022786195.1	Xe_008136-T1
OG0008234	XP_022786117.1	Xe_008388-T1
OG0008235	XP_022802377.1	Xe_004799-T1
OG0008236	XP_022797114.1	Xe_015854-T1
OG0008237	XP_022790634.1	Xe_004988-T1
OG0008238	XP_022781557.1	Xe_005102-T1
OG0008239	XP_022777550.1	Xe_012811-T1
OG0008240	XP_022786486.1	Xe_015147-T1
OG0008241	XP_022806086.1	Xe_014246-T1
OG0008242	XP_022796448.1	Xe_014707-T1
OG0008243	XP_022806392.1	Xe_015719-T1
OG0008244	XP_022796442.1	Xe_014191-T1
OG0008245	XP_022806552.1	Xe_014247-T1
OG0008246	XP_022781227.1	Xe_016127-T1
OG0008247	XP_022787650.1	Xe_016110-T1
OG0008248	XP_022787928.1	Xe_014630-T1
OG0008249	XP_022797132.1	Xe_015850-T1
OG0008251	XP_022804697.1	Xe_021749-T1
OG0008252	XP_022799652.1	Xe_011374-T1
OG0008253	XP_022781353.1	Xe_011646-T1
OG0008254	XP_022799668.1	Xe_011391-T1
OG0008257	XP_022799590.1	Xe_021779-T1
OG0008258	XP_022807031.1	Xe_014100-T1
OG0008259	XP_022792741.1	Xe_010147-T1
OG0008260	XP_022785416.1	Xe_011482-T1
OG0008261	XP_022804075.1	Xe_014930-T1
OG0008262	XP_022800453.1	Xe_015420-T1
OG0008263	XP_022806054.1	Xe_014248-T1
OG0008264	XP_022783359.1	Xe_015716-T1
OG0008265	XP_022783331.1	Xe_014333-T1
OG0008266	XP_022800442.1	Xe_012725-T1
OG0008267	XP_022807026.1	Xe_014719-T1
OG0008268	XP_022806453.1	Xe_016202-T1
OG0008269	XP_022801176.1	Xe_015897-T1
OG0008270	XP_022792151.1	Xe_029013-T1
OG0008271	XP_022805772.1	Xe_016207-T1
OG0008272	XP_022800325.1	Xe_015704-T1
OG0008273	XP_022795361.1	Xe_014385-T1
OG0008274	XP_022795346.1	Xe_014373-T1
OG0008275	XP_022788154.1	Xe_002439-T1
OG0008276	XP_022797151.1	Xe_015853-T1
OG0008277	XP_022788157.1	Xe_002437-T1
OG0008278	XP_022797117.1	Xe_015851-T1
OG0008279	XP_022806694.1	Xe_005525-T1
OG0008280	XP_022779839.1	Xe_008624-T1
OG0008281	XP_022799612.1	Xe_008102-T1
OG0008282	XP_022786202.1	Xe_008133-T1
OG0008283	XP_022783319.1	Xe_012082-T2
OG0008284	XP_022805684.1	Xe_012088-T1
OG0008285	XP_022794254.1	Xe_004536-T1
OG0008286	XP_022782021.1	Xe_011685-T1
OG0008287	XP_022805489.1	Xe_011458-T1
OG0008288	XP_022782041.1	Xe_011684-T1
OG0008289	XP_022805490.1	Xe_011456-T1
OG0008290	XP_022805491.1	Xe_011455-T1
OG0008291	XP_022805488.1	Xe_011651-T1
OG0008292	XP_022805486.1	Xe_011457-T1
OG0008293	XP_022783373.1	Xe_011302-T1
OG0008294	XP_022797140.1	Xe_015941-T1
OG0008295	XP_022797141.1	Xe_015940-T1
OG0008296	XP_022788255.1	Xe_015101-T1
OG0008297	XP_022781207.1	Xe_014926-T1
OG0008298	XP_022801845.1	Xe_008280-T1
OG0008299	XP_022801849.1	Xe_005497-T1
OG0008300	XP_022786874.1	Xe_007442-T1
OG0008301	XP_022804981.1	Xe_008257-T1
OG0008302	XP_022786873.1	Xe_000284-T1
OG0008303	XP_022785766.1	Xe_004444-T2
OG0008304	XP_022795823.1	Xe_021533-T1
OG0008305	XP_022795859.1	Xe_021549-T1
OG0008307	XP_022792084.1	Xe_005117-T1
OG0008308	XP_022792077.1	Xe_005088-T1
OG0008309	XP_022800471.1	Xe_015415-T1
OG0008310	XP_022801061.1	Xe_015416-T1
OG0008311	XP_022788321.1	Xe_021359-T1
OG0008312	XP_022788336.1	Xe_021391-T1
OG0008313	XP_022788287.1	Xe_021360-T1
OG0008314	XP_022788323.1	Xe_021361-T1
OG0008315	XP_022801923.1	Xe_016206-T1
OG0008316	XP_022795865.1	Xe_010950-T1
OG0008318	XP_022789397.1	Xe_011690-T1
OG0008319	XP_022783189.1	Xe_010637-T1
OG0008321	XP_022794969.1	Xe_011475-T1
OG0008322	XP_022785510.1	Xe_010946-T1
OG0008323	XP_022794926.1	Xe_010409-T1
OG0008324	XP_022795856.1	Xe_010948-T1
OG0008325	XP_022794961.1	Xe_010402-T1
OG0008326	XP_022794960.1	Xe_010405-T1
OG0008327	XP_022789408.1	Xe_011630-T1
OG0008328	XP_022789502.1	Xe_010573-T1
OG0008329	XP_022785523.1	Xe_011409-T1
OG0008330	XP_022783565.1	Xe_010922-T1
OG0008331	XP_022785527.1	Xe_010945-T1
OG0008332	XP_022795736.1	Xe_010954-T1
OG0008333	XP_022785525.1	Xe_011408-T1
OG0008334	XP_022782277.1	Xe_010718-T1
OG0008335	XP_022785518.1	Xe_011283-T1
OG0008336	XP_022789847.1	Xe_011369-T1
OG0008337	XP_022796524.1	Xe_026165-T1
OG0008338	XP_022789547.1	Xe_021640-T1
OG0008339	XP_022804016.1	Xe_021682-T1
OG0008340	XP_022804014.1	Xe_021680-T1
OG0008342	XP_022804004.1	Xe_021894-T1
OG0008343	XP_022804015.1	Xe_021681-T1
OG0008344	XP_022782120.1	Xe_010092-T1
OG0008345	XP_022782177.1	Xe_000360-T1
OG0008346	XP_022782132.1	Xe_000358-T1
OG0008347	XP_022782055.1	Xe_000373-T1
OG0008348	XP_022808165.1	Xe_002793-T1, Xe_002792-T1
OG0008349	XP_022784732.1	Xe_002837-T1
OG0008350	XP_022789876.1	Xe_002581-T1
OG0008351	XP_022788878.1	Xe_002420-T1
OG0008352	XP_022809592.1	Xe_002585-T1
OG0008353	XP_022789872.1	Xe_002665-T1
OG0008354	XP_022804936.1	Xe_000350-T1
OG0008355	XP_022789914.1	Xe_002575-T1
OG0008357	XP_022803141.1	Xe_008341-T1
OG0008358	XP_022790577.1	Xe_008813-T1
OG0008359	XP_022803153.1	Xe_008814-T1
OG0008360	XP_022786338.1	Xe_002790-T1
OG0008361	XP_022795012.1	Xe_002716-T1
OG0008362	XP_022794999.1	Xe_002717-T1
OG0008363	XP_022803763.1	Xe_003055-T1
OG0008365	XP_022789974.1	Xe_005376-T1
OG0008366	XP_022793714.1	Xe_005647-T1
OG0008367	XP_022787768.1	Xe_005225-T1
OG0008368	XP_022790002.1	Xe_006317-T1
OG0008369	XP_022781064.1	Xe_007093-T1
OG0008370	XP_022804274.1	Xe_004822-T1
OG0008371	XP_022779555.1	Xe_005328-T1
OG0008373	XP_022796357.1	Xe_002488-T1
OG0008374	XP_022796367.1	Xe_006120-T1
OG0008376	XP_022800281.1	Xe_016537-T1
OG0008378	XP_022780220.1	Xe_018348-T1
OG0008379	XP_022780221.1	Xe_018331-T1
OG0008380	XP_022801007.1	Xe_008458-T1
OG0008381	XP_022782875.1	Xe_013813-T1
OG0008382	XP_022782867.1	Xe_013073-T1
OG0008383	XP_022801936.1	Xe_022067-T1
OG0008384	XP_022794441.1	Xe_010126-T1
OG0008385	XP_022803844.1	Xe_009520-T1
OG0008386	XP_022792892.1	Xe_009765-T1
OG0008387	XP_022802593.1	Xe_000347-T1
OG0008388	XP_022787442.1	Xe_021543-T1
OG0008389	XP_022782355.1	Xe_017415-T1
OG0008390	XP_022782352.1	Xe_017362-T1
OG0008391	XP_022797591.1	Xe_005746-T1
OG0008392	XP_022785335.1	Xe_005784-T1
OG0008393	XP_022793701.1	Xe_005367-T1
OG0008394	XP_022806109.1	Xe_007089-T1
OG0008395	XP_022806118.1	Xe_007088-T1
OG0008398	XP_022794799.1	Xe_007118-T1
OG0008399	XP_022805959.1	Xe_005506-T1
OG0008400	XP_022794768.1	Xe_007114-T1
OG0008401	XP_022805327.1	Xe_006694-T1
OG0008402	XP_022797611.1	Xe_004743-T1
OG0008403	XP_022805196.1	Xe_006693-T1
OG0008404	XP_022805781.1	Xe_007112-T1
OG0008405	XP_022790035.1	Xe_006274-T1
OG0008406	XP_022805922.1	Xe_005505-T1
OG0008407	XP_022806114.1	Xe_007087-T1
OG0008408	XP_022796590.1	Xe_025044-T1
OG0008409	XP_022794781.1	Xe_005511-T1
OG0008410	XP_022805847.1	Xe_005504-T1
OG0008412	XP_022783838.1	Xe_008631-T1
OG0008413	XP_022783823.1	Xe_008973-T2
OG0008414	XP_022783795.1	Xe_008887-T1
OG0008415	XP_022800081.1	Xe_013661-T1
OG0008416	XP_022800497.1	Xe_015665-T1
OG0008417	XP_022800105.1	Xe_013660-T1
OG0008418	XP_022810337.1	Xe_000926-T1
OG0008419	XP_022781949.1	Xe_024454-T1
OG0008420	XP_022801480.1	Xe_016044-T1
OG0008421	XP_022784101.1	Xe_018780-T1
OG0008422	XP_022784127.1	Xe_029018-T1
OG0008423	XP_022784166.1	Xe_015199-T1
OG0008424	XP_022778355.1	Xe_016618-T1
OG0008425	XP_022795894.1	Xe_016047-T1
OG0008426	XP_022790453.1	Xe_018587-T1
OG0008427	XP_022780646.1	Xe_018029-T1
OG0008428	XP_022790427.1	Xe_004870-T1
OG0008429	XP_022799138.1	Xe_018781-T1
OG0008430	XP_022795465.1	Xe_018751-T1
OG0008431	XP_022795452.1	Xe_012863-T1
OG0008432	XP_022802504.1	Xe_000809-T1
OG0008433	XP_022782166.1	Xe_000762-T1
OG0008434	XP_022788879.1	Xe_014624-T1
OG0008435	XP_022787965.1	Xe_015706-T1
OG0008436	XP_022788869.1	Xe_014625-T1
OG0008437	XP_022801368.1	Xe_016045-T1
OG0008438	XP_022787938.1	Xe_015969-T1
OG0008439	XP_022808937.1	Xe_015370-T1
OG0008440	XP_022787726.1	Xe_016468-T1
OG0008442	XP_022786071.1	Xe_014421-T1
OG0008443	XP_022787434.1	Xe_014424-T1
OG0008444	XP_022788829.1	Xe_014545-T1
OG0008445	XP_022787918.1	Xe_015996-T1
OG0008446	XP_022794018.1	Xe_014678-T1
OG0008447	XP_022803967.1	Xe_014422-T1
OG0008448	XP_022799667.1	Xe_011474-T1
OG0008450	XP_022788366.1	Xe_012634-T1
OG0008451	XP_022788365.1	Xe_012617-T1
