Orthogroup	spis_longest_isoform_marker	aip_longest_isoforms
OG0011143	XP_022801407.1	XP_020893584.1
OG0011144	XP_022780945.1	XP_020893597.2
OG0011145	XP_022790692.1	XP_020893607.1
OG0011146	XP_022803058.1	XP_020893611.1
OG0011147	XP_022780867.1	XP_020893615.1
OG0011148	XP_022779989.1	XP_020893639.1
OG0011149	XP_022781808.1	XP_020893658.1
OG0011150	XP_022781747.1	XP_020893664.1
OG0011151	XP_022779804.1	XP_020893686.1
OG0011152	XP_022779771.1	XP_020893690.1
OG0011153	XP_022795178.1	XP_020893698.1
OG0011154	XP_022803189.1	XP_020893700.1
OG0011155	XP_022792445.1	XP_020893705.1
OG0011156	XP_022792456.1	XP_020893709.1
OG0011157	XP_022797058.1	XP_020893712.1
OG0011158	XP_022779750.1	XP_020893726.1
OG0011159	XP_022802408.1	XP_020893764.1
OG0011160	XP_022798396.1	XP_020893793.1
OG0011161	XP_022789718.1	XP_020893808.1
OG0011162	XP_022802402.1	XP_020893817.1
OG0011163	XP_022786816.1	XP_020893826.1
OG0011164	XP_022785823.1	XP_020893836.1
OG0011165	XP_022802401.1	XP_020893843.1
OG0011166	XP_022798445.1	XP_020893854.1
OG0011167	XP_022786512.1	XP_020893880.1
OG0011168	XP_022786564.1	XP_020893890.1
OG0011171	XP_022799751.1	XP_020893905.1
OG0011174	XP_022789637.1	XP_020893932.1
OG0011175	XP_022802424.1	XP_020893934.1
OG0011176	XP_022789645.1	XP_020893942.1
OG0011179	XP_022790296.1	XP_020893963.1
OG0011180	XP_022786498.1	XP_020893968.2
OG0011181	XP_022788839.1	XP_020893992.1
OG0011182	XP_022782421.1	XP_020894013.1, XP_020894009.1
OG0011183	XP_022802934.1	XP_020894020.1
OG0011184	XP_022802958.1	XP_020894021.1
OG0011185	XP_022802953.1	XP_020894022.1
OG0011186	XP_022802959.1	XP_020894033.1
OG0011187	XP_022780165.1	XP_020894055.1
OG0011188	XP_022794370.1	XP_020894060.1
OG0011191	XP_022788462.1	XP_020894087.1
OG0011193	XP_022806658.1	XP_020894126.1
OG0011194	XP_022796345.1	XP_020894132.1
OG0011195	XP_022806657.1	XP_020894138.1
OG0011196	XP_022791702.1	XP_020894142.1
OG0011197	XP_022796332.1	XP_020894144.1
OG0011198	XP_022789674.1	XP_020894152.1
OG0011199	XP_022786733.1	XP_020894163.1
OG0011200	XP_022797983.1	XP_020894185.1
OG0011201	XP_022795843.1	XP_020894198.1
OG0011203	XP_022789270.1	XP_020894222.1
OG0011204	XP_022800477.1	XP_020894234.1
OG0011205	XP_022791859.1	XP_020894240.1
OG0011207	XP_022798360.1	XP_020894251.1
OG0011208	XP_022785342.1	XP_020894252.1
OG0011209	XP_022793400.1, XP_022783739.1	XP_020894254.1
OG0011210	XP_022798081.1	XP_020894262.1
OG0011211	XP_022790941.1	XP_020894288.1
OG0011212	XP_022808264.1	XP_020894290.1
OG0011213	XP_022790959.1	XP_020894294.1
OG0011214	XP_022791014.1	XP_020894298.1
OG0011215	XP_022803784.1	XP_020894300.1
OG0011216	XP_022808254.1	XP_020894303.1
OG0011217	XP_022790947.1	XP_020894330.1
OG0011218	XP_022792307.1	XP_020894344.2
OG0011219	XP_022791005.1	XP_020894345.1
OG0011220	XP_022803222.1	XP_020894360.2
OG0011221	XP_022793709.1	XP_020894367.1
OG0011222	XP_022803921.1	XP_020894373.1
OG0011223	XP_022796528.1	XP_020894375.1
OG0011224	XP_022805964.1	XP_020894384.1
OG0011225	XP_022790022.1	XP_020894386.1
OG0011226	XP_022807599.1	XP_020894405.1
OG0011228	XP_022793721.1	XP_020894412.1
OG0011229	XP_022793699.1	XP_020894413.1
OG0011230	XP_022794068.1	XP_020894432.1
OG0011231	XP_022792317.1	XP_020894461.1
OG0011232	XP_022783900.1	XP_020894469.1
OG0011233	XP_022792319.1	XP_020894486.1
OG0011235	XP_022801392.1	XP_020894528.1
OG0011236	XP_022794246.1	XP_020894538.1
OG0011238	XP_022790676.1	XP_020894565.1
OG0011239	XP_022789763.1	XP_020894567.1
OG0011240	XP_022797575.1	XP_020894572.1
OG0011241	XP_022793432.1	XP_020894573.1
OG0011242	XP_022799122.1	XP_020894581.1
OG0011243	XP_022808695.1	XP_020894583.1
OG0011244	XP_022808706.1	XP_020894584.1
OG0011245	XP_022806383.1	XP_020894587.2
OG0011246	XP_022790722.1	XP_020894599.1
OG0011247	XP_022793428.1	XP_020894602.1
OG0011248	XP_022807917.1	XP_020894610.1
OG0011249	XP_022796222.1	XP_020894617.1
OG0011250	XP_022808804.1	XP_020894621.1
OG0011251	XP_022786819.1	XP_020894625.1
OG0011252	XP_022789750.1	XP_020894629.1
OG0011254	XP_022802101.1	XP_020894645.1
OG0011255	XP_022780848.1	XP_020894651.1, XP_028513274.1
OG0011256	XP_022789757.1	XP_020894670.1
OG0011257	XP_022785785.1	XP_020894690.1
OG0011258	XP_022785792.1	XP_020894691.1
OG0011259	XP_022801017.1	XP_020894692.2
OG0011260	XP_022788874.1	XP_020894702.1
OG0011261	XP_022790410.1	XP_020894717.1
OG0011262	XP_022790864.1	XP_020894730.1
OG0011263	XP_022778741.1	XP_020894737.1
OG0011264	XP_022782179.1	XP_020894741.2
OG0011265	XP_022783119.1, XP_022795498.1	XP_020894781.1
OG0011266	XP_022792520.1	XP_020894784.1
OG0011267	XP_022800694.1, XP_022800705.1	XP_020894785.1
OG0011269	XP_022804935.1	XP_020894807.1
OG0011270	XP_022809550.1	XP_020894814.1
OG0011273	XP_022807124.1	XP_020894832.1
OG0011274	XP_022804132.1	XP_020894834.1
OG0011275	XP_022807127.1	XP_020894839.1
OG0011276	XP_022784356.1	XP_020894878.1
OG0011277	XP_022802781.1	XP_020894879.1
OG0011278	XP_022788052.1	XP_020894898.1
OG0011280	XP_022807677.1	XP_020894905.1
OG0011281	XP_022803089.1	XP_020894908.1
OG0011283	XP_022784943.1	XP_020894917.1
OG0011284	XP_022782431.1	XP_020894925.1
OG0011285	XP_022786722.1	XP_020894937.1
OG0011286	XP_022791064.1	XP_020894949.1
OG0011287	XP_022782243.1	XP_020894956.1
OG0011292	XP_022786947.1	XP_020895028.1
OG0011294	XP_022805138.1	XP_020895041.1
OG0011296	XP_022801704.1	XP_020895049.1
OG0011297	XP_022800593.1	XP_020895059.1
OG0011298	XP_022797215.1	XP_020895063.1
OG0011299	XP_022779303.1	XP_020895074.1
OG0011301	XP_022787338.1	XP_020895088.1
OG0011302	XP_022779237.1	XP_020895089.1
OG0011303	XP_022779304.1	XP_020895097.1
OG0011304	XP_022805109.1	XP_020895112.1
OG0011305	XP_022791821.1	XP_020895115.1, XP_020898722.1
OG0011307	XP_022787312.1	XP_020895135.1
OG0011308	XP_022800620.1	XP_020895139.2
OG0011309	XP_022800613.1	XP_020895140.1
OG0011310	XP_022797264.1	XP_020895143.1
OG0011312	XP_022788634.1	XP_020895181.1
OG0011313	XP_022793638.1	XP_020895199.1
OG0011314	XP_022801132.1	XP_020895219.1
OG0011315	XP_022796401.1	XP_020895221.1
OG0011316	XP_022788624.1	XP_020895242.1
OG0011317	XP_022800871.1	XP_020895266.1
OG0011318	XP_022800869.1	XP_020895270.1
OG0011319	XP_022800870.1	XP_020895273.1
OG0011320	XP_022778411.1	XP_020895278.1
OG0011323	XP_022797438.1	XP_020895317.1
OG0011324	XP_022806827.1	XP_020895373.1
OG0011325	XP_022780174.1	XP_020895376.1
OG0011326	XP_022784788.1	XP_020895385.1
OG0011328	XP_022806563.1	XP_020895419.1
OG0011329	XP_022800781.1	XP_020895443.1
OG0011330	XP_022804593.1	XP_020895447.1
OG0011331	XP_022789912.1	XP_020895454.1
OG0011333	XP_022794748.1, XP_022789124.1	XP_020895460.1
OG0011334	XP_022804509.1	XP_020895466.1
OG0011337	XP_022802945.1	XP_020895517.1
OG0011338	XP_022802946.1	XP_020895518.1
OG0011339	XP_022801224.1	XP_020895528.1
OG0011340	XP_022784061.1	XP_020895534.2
OG0011341	XP_022802904.1	XP_020895539.1
OG0011342	XP_022783708.1	XP_020895542.2
OG0011345	XP_022791912.1	XP_020895555.1
OG0011346	XP_022791922.1	XP_020895559.2
OG0011348	XP_022797772.1	XP_020895570.1
OG0011349	XP_022783677.1	XP_020895572.2
OG0011350	XP_022786018.1	XP_020895573.1
OG0011351	XP_022784623.1	XP_020895596.1
OG0011352	XP_022788518.1	XP_020895638.1
OG0011353	XP_022781398.1	XP_020895647.1
OG0011356	XP_022788148.1	XP_020895721.1
OG0011357	XP_022780523.1	XP_020895722.1
OG0011358	XP_022797938.1	XP_020895726.1
OG0011359	XP_022777910.1	XP_020895727.1
OG0011360	XP_022780539.1	XP_020895739.1
OG0011361	XP_022780511.1	XP_020895740.1
OG0011362	XP_022780537.1	XP_020895743.1
OG0011363	XP_022780477.1	XP_020895747.1
OG0011364	XP_022802949.1	XP_020895772.1
OG0011365	XP_022786101.1	XP_020895808.2
OG0011366	XP_022782657.1	XP_020895812.1
OG0011367	XP_022785327.1	XP_020895830.1
OG0011368	XP_022785289.1	XP_020895844.1
OG0011369	XP_022782160.1	XP_020895845.1
OG0011370	XP_022786234.1	XP_020895864.1
OG0011371	XP_022787311.1	XP_020895870.1
OG0011372	XP_022788044.1	XP_020895873.1
OG0011373	XP_022787047.1	XP_020895875.1
OG0011374	XP_022802004.1	XP_020895894.1
OG0011375	XP_022797862.1	XP_020895900.1
OG0011376	XP_022800263.1	XP_020895912.1
OG0011377	XP_022802738.1	XP_020895916.1
OG0011380	XP_022804675.1	XP_020895982.1
OG0011381	XP_022780484.1	XP_020895984.1
OG0011382	XP_022780485.1	XP_020895986.1
OG0011384	XP_022787664.1	XP_020896062.1
OG0011385	XP_022793455.1	XP_020896083.1
OG0011386	XP_022803231.1	XP_020896092.1
OG0011387	XP_022808183.1	XP_020896102.1
OG0011389	XP_022781488.1	XP_020896120.1
OG0011390	XP_022782619.1	XP_020896131.1
OG0011392	XP_022791853.1	XP_020896154.1
OG0011393	XP_022787820.1	XP_020896192.2
OG0011394	XP_022795000.1	XP_020896216.1
OG0011395	XP_022783246.1	XP_020896230.1
OG0011396	XP_022786599.1	XP_020896232.1
OG0011397	XP_022787585.1	XP_020896280.1
OG0011398	XP_022782171.1	XP_020896283.1
OG0011399	XP_022804397.1	XP_020896284.1
OG0011401	XP_022798657.1	XP_020896309.2
OG0011402	XP_022787885.1	XP_020896335.1
OG0011403	XP_022808247.1	XP_020896344.1
OG0011404	XP_022806517.1	XP_020896363.1
OG0011406	XP_022802502.1	XP_020896389.1
OG0011408	XP_022789668.1	XP_020896404.1
OG0011409	XP_022790415.1	XP_020896437.1
OG0011411	XP_022804875.1	XP_020896465.1, XP_020915135.2
OG0011412	XP_022789717.1	XP_020896468.1
OG0011414	XP_022791115.1	XP_020896484.1
OG0011415	XP_022788949.1	XP_020896493.1
OG0011416	XP_022785181.1	XP_020896499.1
OG0011417	XP_022792014.1	XP_020896500.1
OG0011418	XP_022787496.1	XP_020896502.1
OG0011419	XP_022788936.1	XP_020896513.2
OG0011420	XP_022787068.1	XP_020896514.1
OG0011421	XP_022788930.1	XP_020896535.1
OG0011422	XP_022783192.1	XP_020896538.2
OG0011423	XP_022788316.1	XP_020896541.1
OG0011425	XP_022791998.1	XP_020896545.1
OG0011428	XP_022799694.1	XP_020896573.1
OG0011429	XP_022785001.1	XP_020896595.1
OG0011430	XP_022802223.1, XP_022810107.1	XP_020896597.1
OG0011431	XP_022784711.1	XP_020896606.1
OG0011432	XP_022779827.1	XP_020896608.1
OG0011433	XP_022782018.1	XP_020896622.1
OG0011434	XP_022798825.1	XP_020896649.1
OG0011435	XP_022800071.1	XP_020896651.2
OG0011436	XP_022799399.1	XP_020896661.1
OG0011437	XP_022797049.1	XP_020896684.1
OG0011438	XP_022781436.1	XP_020896687.1
OG0011439	XP_022784303.1	XP_020896761.1
OG0011440	XP_022800809.1	XP_020896763.1
OG0011441	XP_022788000.1	XP_020896771.1
OG0011442	XP_022779055.1	XP_020896780.1
OG0011443	XP_022792402.1	XP_020906586.1, XP_020896800.1
OG0011444	XP_022801609.1	XP_020896815.1
OG0011445	XP_022803299.1	XP_020896819.1
OG0011446	XP_022791013.1	XP_020896824.1
OG0011447	XP_022777920.1	XP_020896835.1
OG0011448	XP_022794368.1	XP_020896837.1
OG0011449	XP_022785175.1	XP_020896840.1
OG0011450	XP_022796517.1	XP_020896845.1
OG0011451	XP_022799078.1	XP_020896846.1
OG0011452	XP_022803604.1	XP_020896863.2
OG0011453	XP_022782197.1	XP_020896871.1
OG0011454	XP_022788043.1	XP_020896880.1
OG0011455	XP_022801101.1	XP_020896883.1
OG0011456	XP_022800444.1	XP_020896891.2
OG0011457	XP_022789906.1	XP_020896906.1
OG0011460	XP_022787151.1	XP_020896956.1
OG0011461	XP_022800446.1	XP_020896993.1
OG0011462	XP_022797624.1	XP_020912147.1, XP_020897025.1
OG0011463	XP_022795718.1	XP_020897031.1
OG0011464	XP_022784235.1	XP_020897035.1
OG0011465	XP_022792693.1	XP_020897053.1
OG0011466	XP_022791879.1	XP_020897054.1
OG0011467	XP_022793614.1	XP_020897077.1
OG0011468	XP_022791962.1	XP_020897085.1
OG0011469	XP_022783727.1	XP_020897101.1
OG0011470	XP_022797019.1	XP_020897105.1
OG0011471	XP_022787048.1	XP_020897148.1
OG0011472	XP_022780123.1	XP_020897157.1
OG0011473	XP_022800974.1	XP_020897160.1
OG0011474	XP_022793995.1	XP_020897162.1
OG0011475	XP_022780129.1	XP_020897167.1
OG0011476	XP_022780141.1	XP_020897168.1
OG0011477	XP_022789548.1	XP_020897171.1
OG0011479	XP_022806227.1	XP_020897187.1
OG0011480	XP_022788778.1	XP_020897191.1
OG0011481	XP_022789813.1	XP_020897193.1
OG0011482	XP_022793944.1	XP_020897198.1
OG0011484	XP_022798488.1	XP_020898264.1, XP_020897209.1
OG0011485	XP_022798282.1	XP_020897224.1
OG0011487	XP_022802145.1	XP_020897231.1
OG0011488	XP_022797469.1	XP_020897233.1
OG0011492	XP_022796962.1	XP_020897274.1
OG0011493	XP_022795269.1	XP_020897286.1
OG0011494	XP_022787785.1	XP_020897294.1
OG0011495	XP_022802950.1	XP_020897302.1
OG0011496	XP_022786284.1	XP_020897307.1
OG0011497	XP_022787719.1	XP_020897314.2
OG0011501	XP_022802914.1	XP_020897349.1
OG0011502	XP_022797773.1	XP_020897354.1
OG0011503	XP_022783700.1	XP_020897387.1
OG0011504	XP_022781183.1	XP_020897398.1
OG0011505	XP_022780170.1	XP_020897404.1
OG0011506	XP_022785415.1	XP_020897411.1
OG0011507	XP_022779102.1	XP_020897436.1
OG0011508	XP_022780341.1	XP_020897441.1
OG0011509	XP_022787147.1, XP_022810578.1	XP_020897464.1
OG0011510	XP_022791053.1	XP_020897479.1
OG0011511	XP_022797051.1	XP_020897483.1
OG0011512	XP_022792373.1	XP_020897501.1
OG0011516	XP_022806713.1	XP_020897549.1
OG0011517	XP_022799874.1	XP_020897568.1
OG0011518	XP_022807746.1	XP_020897572.1
OG0011519	XP_022801713.1	XP_020897578.1
OG0011520	XP_022790347.1	XP_020897579.1
OG0011521	XP_022804093.1	XP_020897581.2
OG0011522	XP_022785852.1	XP_020897610.1
OG0011524	XP_022796223.1	XP_020897617.1
OG0011525	XP_022796229.1	XP_020897620.1
OG0011526	XP_022795561.1	XP_020916240.1, XP_020897626.1
OG0011527	XP_022807941.1	XP_020897636.1
OG0011528	XP_022794279.1	XP_020897640.1
OG0011529	XP_022798400.1	XP_020897660.1
OG0011530	XP_022790733.1	XP_020897667.1
OG0011532	XP_022809092.1	XP_020897726.1
OG0011533	XP_022788480.1	XP_020897730.1
OG0011534	XP_022796569.1	XP_020897735.1
OG0011535	XP_022790047.1	XP_020897738.1
OG0011536	XP_022785472.1	XP_020897756.1
OG0011537	XP_022800076.1	XP_020897764.1
OG0011538	XP_022791096.1	XP_020897772.1
OG0011539	XP_022790046.1	XP_020897783.1
OG0011540	XP_022805793.1	XP_020897784.1
OG0011542	XP_022777899.1	XP_020897816.1
OG0011545	XP_022798961.1	XP_020897835.2
OG0011546	XP_022794786.1	XP_020897859.1
OG0011547	XP_022790057.1	XP_020897875.1
OG0011548	XP_022796944.1	XP_020897883.1
OG0011549	XP_022802343.1	XP_020897884.1
OG0011550	XP_022783291.1	XP_020897894.1
OG0011552	XP_022796932.1	XP_020897914.2
OG0011553	XP_022802435.1	XP_020897927.2
OG0011554	XP_022805107.1	XP_020897933.1
OG0011557	XP_022799251.1	XP_020897952.1
OG0011558	XP_022804109.1	XP_020897975.1
OG0011559	XP_022795685.1	XP_020897981.1
OG0011560	XP_022805232.1	XP_020897982.1
OG0011561	XP_022804107.1	XP_020897986.1
OG0011562	XP_022808635.1	XP_020897993.1
OG0011564	XP_022809308.1	XP_020898006.1
OG0011565	XP_022807393.1	XP_020898008.1
OG0011566	XP_022790162.1	XP_020898021.1
OG0011568	XP_022808731.1	XP_020898039.2, XP_028518132.1
OG0011569	XP_022801237.1	XP_020898059.1
OG0011570	XP_022800359.1	XP_020898061.1
OG0011571	XP_022801519.1	XP_020898062.1
OG0011572	XP_022807389.1	XP_020898065.1
OG0011573	XP_022805131.1	XP_020898074.1
OG0011574	XP_022795357.1	XP_020898079.1
OG0011575	XP_022779439.1	XP_020898114.1
OG0011576	XP_022804295.1, XP_022804286.1	XP_020898121.1
OG0011578	XP_022783701.1	XP_020898148.1
OG0011579	XP_022784658.1	XP_020898159.1
OG0011580	XP_022789399.1	XP_020898167.1
OG0011581	XP_022785946.1	XP_020898173.2
OG0011582	XP_022803812.1	XP_020898190.1
OG0011583	XP_022790513.1	XP_020898193.2
OG0011584	XP_022790515.1	XP_020898194.1
OG0011585	XP_022785975.1	XP_020898216.1
OG0011586	XP_022781577.1	XP_020898229.1
OG0011587	XP_022810164.1, XP_022797535.1	XP_020898262.1
OG0011588	XP_022797729.1	XP_020898289.1
OG0011590	XP_022805400.1	XP_020898339.1
OG0011592	XP_022781857.1	XP_020898350.1
OG0011593	XP_022804710.1	XP_020898373.1
OG0011595	XP_022804711.1	XP_020898459.1
OG0011596	XP_022805021.1	XP_020898463.1
OG0011597	XP_022797814.1	XP_020898476.1
OG0011598	XP_022785761.1	XP_020898489.1
OG0011600	XP_022807907.1	XP_020898502.1
OG0011601	XP_022804830.1	XP_020898560.1
OG0011603	XP_022802032.1	XP_020898593.2, XP_020916293.1
OG0011605	XP_022779541.1	XP_020898622.1
OG0011606	XP_022792507.1	XP_020898646.1
OG0011607	XP_022798715.1	XP_020898648.1
OG0011608	XP_022798792.1	XP_020898660.1
OG0011609	XP_022798797.1	XP_020898667.1
OG0011610	XP_022778658.1	XP_020903538.1, XP_020898683.1
OG0011612	XP_022785127.1	XP_020898698.1
OG0011613	XP_022805338.1	XP_020898712.1
OG0011614	XP_022803993.1	XP_020898724.1
OG0011615	XP_022782601.1	XP_020898725.1
OG0011617	XP_022795833.1	XP_020898763.2
OG0011620	XP_022800486.1	XP_020898793.1
OG0011621	XP_022805331.1	XP_020898794.1
OG0011622	XP_022787272.1	XP_020898797.1
OG0011626	XP_022785594.1	XP_020898813.1
OG0011627	XP_022789266.1	XP_020898814.1
OG0011628	XP_022785597.1	XP_020898815.1
OG0011629	XP_022782736.1	XP_020898818.1
OG0011630	XP_022782694.1	XP_020898819.1
OG0011631	XP_022806332.1	XP_020898829.1
OG0011632	XP_022806337.1	XP_020898850.1
OG0011633	XP_022809078.1	XP_020898855.1
OG0011634	XP_022797668.1	XP_020898866.1
OG0011635	XP_022799177.1	XP_020898887.1
OG0011636	XP_022802817.1	XP_020898890.1
OG0011637	XP_022784052.1	XP_020898904.1
OG0011638	XP_022795418.1	XP_020898906.1
OG0011640	XP_022795043.1	XP_020898932.1
OG0011641	XP_022783632.1	XP_020898947.1
OG0011642	XP_022802889.1	XP_020898948.1
OG0011644	XP_022784092.1	XP_020898964.2
OG0011645	XP_022789116.1	XP_020898968.1
OG0011646	XP_022800182.1	XP_020898975.1
OG0011647	XP_022796771.1	XP_020899041.1
OG0011648	XP_022796772.1	XP_020899043.1
OG0011649	XP_022797724.1	XP_020899062.1
OG0011651	XP_022786167.1	XP_020899075.1
OG0011655	XP_022797896.1	XP_020899120.1
OG0011656	XP_022801181.1	XP_020899132.1
OG0011657	XP_022794591.1	XP_020899140.1
OG0011658	XP_022806799.1	XP_020899142.1
OG0011659	XP_022784032.1	XP_020899155.1
OG0011660	XP_022784035.1	XP_020899161.1
OG0011661	XP_022784089.1	XP_020899184.1
OG0011662	XP_022778593.1	XP_020899190.1
OG0011663	XP_022797705.1	XP_020899196.1
OG0011666	XP_022792398.1	XP_020899221.1
OG0011667	XP_022785087.1	XP_020899249.1
OG0011669	XP_022792464.1	XP_020899267.2
OG0011670	XP_022792541.1	XP_020899269.1
OG0011671	XP_022792527.1	XP_020899273.1
OG0011672	XP_022792559.1	XP_020899275.1
OG0011673	XP_022792979.1	XP_020899287.1
OG0011674	XP_022796646.1	XP_020899291.1
OG0011675	XP_022797202.1	XP_020899292.1
OG0011676	XP_022779013.1	XP_020899309.1
OG0011677	XP_022797175.1	XP_020899314.2
OG0011678	XP_022790771.1	XP_020899322.1
OG0011679	XP_022797418.1	XP_020899323.1
OG0011680	XP_022794432.1	XP_020899327.1
OG0011681	XP_022791603.1	XP_020899340.1
OG0011682	XP_022778440.1	XP_020916944.2, XP_020899350.1
OG0011683	XP_022797552.1	XP_020899353.1
OG0011684	XP_022785915.1	XP_020899361.1
OG0011685	XP_022797585.1	XP_020899372.1
OG0011686	XP_022797565.1	XP_020899375.1, XP_020899374.2
OG0011687	XP_022784121.1	XP_020899380.1
OG0011688	XP_022778900.1	XP_020899386.1
OG0011689	XP_022799155.1	XP_020899391.1
OG0011690	XP_022788452.1	XP_020899392.1
OG0011691	XP_022788424.1	XP_020899395.1
OG0011692	XP_022784094.1	XP_020899406.1
OG0011694	XP_022781814.1	XP_020899414.2
OG0011696	XP_022799671.1	XP_020899429.1
OG0011698	XP_022806699.1	XP_020899471.1
OG0011699	XP_022780061.1	XP_020899491.1
OG0011700	XP_022790809.1	XP_020899497.1
OG0011701	XP_022781687.1	XP_020899504.1
OG0011702	XP_022779962.1	XP_028519616.1, XP_020899519.1
OG0011703	XP_022780048.1	XP_020899527.1
OG0011704	XP_022790867.1	XP_020899547.1
OG0011705	XP_022779971.1	XP_020899552.1
OG0011706	XP_022780063.1	XP_020899567.1
OG0011707	XP_022778561.1	XP_020899572.1
OG0011708	XP_022781692.1	XP_020899596.1
OG0011709	XP_022784939.1	XP_020899604.1
OG0011710	XP_022778134.1	XP_020899607.1
OG0011712	XP_022800216.1	XP_020899633.1
OG0011713	XP_022782372.1	XP_020899638.1
OG0011714	XP_022793276.1, XP_022791179.1	XP_020899640.2
OG0011715	XP_022779238.1	XP_020899654.1
OG0011716	XP_022782609.1	XP_020899659.1
OG0011717	XP_022779328.1	XP_020899660.1
OG0011718	XP_022793147.1	XP_020899666.1
OG0011719	XP_022779239.1	XP_020899669.1
OG0011720	XP_022779302.1	XP_020899675.1
OG0011721	XP_022782582.1	XP_020899685.1
OG0011722	XP_022780631.1	XP_020899703.1
OG0011723	XP_022802410.1	XP_020899709.1
OG0011724	XP_022790752.1	XP_020899738.1
OG0011725	XP_022802411.1	XP_020899744.1
OG0011726	XP_022802333.1	XP_020899767.1
OG0011727	XP_022788246.1	XP_020899786.1
OG0011729	XP_022780313.1	XP_020899806.1
OG0011730	XP_022796429.1	XP_020899807.1
OG0011732	XP_022780472.1	XP_020899832.1
OG0011733	XP_022799872.1	XP_020899853.2
OG0011735	XP_022779500.1	XP_020899863.1
OG0011736	XP_022780271.1	XP_020899875.1
OG0011738	XP_022792684.1	XP_020899885.1
OG0011739	XP_022796619.1	XP_020899893.1
OG0011741	XP_022792690.1	XP_020899926.1
OG0011742	XP_022792687.1	XP_020899932.1
OG0011744	XP_022784694.1	XP_020899968.1
OG0011745	XP_022783697.1	XP_020899998.1
OG0011746	XP_022779621.1	XP_020900005.1
OG0011747	XP_022779517.1	XP_020900007.1
OG0011748	XP_022786690.1	XP_020900025.1
OG0011749	XP_022806415.1, XP_022810378.1	XP_020900041.1
OG0011750	XP_022779585.1	XP_020900070.1
OG0011751	XP_022779591.1	XP_020900074.1
OG0011753	XP_022786744.1	XP_020900078.1
OG0011754	XP_022781500.1	XP_020900079.1
OG0011755	XP_022799396.1	XP_020900083.1
OG0011756	XP_022782343.1	XP_020900084.1
OG0011758	XP_022783317.1	XP_020900119.1
OG0011759	XP_022782456.1	XP_020900130.1
OG0011760	XP_022807142.1	XP_020900138.1
OG0011761	XP_022782033.1	XP_020900146.1
OG0011762	XP_022804359.1	XP_020900152.1
OG0011763	XP_022787143.1	XP_020900167.1
OG0011764	XP_022801677.1	XP_020900170.1
OG0011765	XP_022801657.1	XP_020900175.1
OG0011766	XP_022781969.1	XP_020900187.1
OG0011767	XP_022782054.1	XP_020900190.1
OG0011768	XP_022790987.1	XP_020900205.1
OG0011769	XP_022797172.1	XP_020900246.1
OG0011770	XP_022779438.1	XP_020900257.2
OG0011771	XP_022782955.1	XP_020900292.1
OG0011772	XP_022795756.1	XP_020900299.1
OG0011773	XP_022779876.1	XP_020900307.1
OG0011774	XP_022782865.1	XP_020900308.1
OG0011776	XP_022784016.1	XP_020900339.1
OG0011778	XP_022801158.1	XP_020900341.1
OG0011779	XP_022784561.1	XP_020900363.2
OG0011780	XP_022807797.1	XP_020900365.1
OG0011781	XP_022794004.1	XP_020900367.1
OG0011782	XP_022783637.1	XP_020900383.1
OG0011783	XP_022783605.1	XP_020900384.1
OG0011784	XP_022783610.1	XP_020900385.1
OG0011785	XP_022783642.1	XP_020900388.1
OG0011786	XP_022786545.1	XP_020900395.1
OG0011787	XP_022783583.1	XP_020900396.1
OG0011788	XP_022796137.1	XP_020900397.1
OG0011789	XP_022788783.1	XP_020900421.1
OG0011790	XP_022783460.1	XP_020900454.1
OG0011791	XP_022806873.1	XP_020900457.1
OG0011793	XP_022795105.1	XP_020900478.1
OG0011795	XP_022784077.1	XP_020900489.2
OG0011796	XP_022795421.1	XP_020900528.1
OG0011797	XP_022799156.1	XP_020900532.1
OG0011798	XP_022785699.1	XP_020900546.1
OG0011799	XP_022784208.1	XP_020900573.1
OG0011801	XP_022802617.1	XP_020900586.1
OG0011802	XP_022779937.1	XP_020900591.1
OG0011803	XP_022801351.1	XP_020900634.1
OG0011805	XP_022782386.1	XP_020900647.1
OG0011806	XP_022803991.1	XP_020900648.1
OG0011808	XP_022791828.1	XP_020900673.1
OG0011809	XP_022798816.1	XP_020900687.2
OG0011810	XP_022799458.1	XP_020900692.1
OG0011811	XP_022785930.1	XP_020900693.1
OG0011812	XP_022808057.1	XP_020900726.1
OG0011813	XP_022798207.1	XP_020900737.2
OG0011815	XP_022789494.1	XP_020900752.1
OG0011817	XP_022790239.1	XP_020900757.1
OG0011818	XP_022782551.1	XP_020900769.1
OG0011819	XP_022782494.1	XP_020900775.1
OG0011820	XP_022799648.1	XP_020900792.1
OG0011821	XP_022788794.1	XP_020900794.1
OG0011822	XP_022778784.1	XP_020900822.1
OG0011823	XP_022800300.1	XP_020900834.1
OG0011825	XP_022793588.1	XP_020900855.1
OG0011826	XP_022804116.1	XP_020900857.1
OG0011827	XP_022791496.1	XP_020900862.1
OG0011828	XP_022794543.1	XP_020900863.1
OG0011829	XP_022791487.1	XP_020900871.1
OG0011830	XP_022790201.1	XP_020900884.1
OG0011831	XP_022781654.1	XP_020900892.1
OG0011832	XP_022809409.1	XP_020900898.1
OG0011833	XP_022789168.1	XP_020900915.1
OG0011834	XP_022779997.1	XP_020900937.1
OG0011835	XP_022809009.1	XP_020900956.1
OG0011836	XP_022802574.1	XP_020900967.1
OG0011837	XP_022778606.1	XP_020900968.1
