gene.ID	PFAM	gene_name	total.UMIs	X..UMIs	median.fc	tf	cell_type
Spis_XP_022806964_1	PLAT/PLAT/PLAT/PLAT/PLAT/PLAT/PLAT/PLAT/PLAT/PLAT/PLAT/PLAT/PLAT/Arm/	lipoxygenase_homology_domains_1	4	0.46	2.29	no	neuron_13
Spis_XP_022808701_1	CAP_GLY/	CAP_Gly_domain_containing_linker_protein_family_member_4	5	1.27	2.29	no	neuron_13
Spis_XP_022781854_1	CH/GAS2/	growth_arrest_specific_2_like_2	5	0.22	2.28	no	neuron_13
Spis_XP_022779203_1	WW/	centrosomal_protein_164	3	0.32	2.27	no	neuron_13
Spis_XP_022782156_1	PapD-like/	sperm_associated_antigen_17	4	0.31	2.27	no	neuron_13
Spis_XP_022788204_1		uncharacterized protein LOC111328098 isoform X2	3	0.57	2.27	no	neuron_13
Spis_XP_022802614_1	SET/Rubis-subs-bind/	SET.HG7.3:SETD3	3	0.73	2.27	no	neuron_13
Spis_XP_022789810_1	PH/PH/PH/PH/	actin_filament_associated_protein_1	5	0.19	2.26	no	neuron_13
Spis_XP_022794937_1		apical_junction_component_1_homolog	6	0.25	2.26	no	neuron_13
Spis_XP_022796091_1	TIP120/	cullin_associated_and_neddylation_dissociated_1	3	0.41	2.26	no	neuron_13
Spis_XP_022802289_1	Pep_M12B_propep/Reprolysin/ADAM_CR_2/TSP_1/ADAM_spacer1/TSP1_ADAMTS/TSP1_ADAMTS/	ADAM_metallopeptidase_with_thrombospondin_type_1_motif_12	3	0.24	2.26	no	neuron_13
Spis_XP_022779583_1	Snf7/	charged_multivesicular_body_protein_1A	4	0.44	2.25	no	neuron_13
Spis_XP_022786407_1	Pkinase/	Pkinase.HG36.1:MAP2K7	4	0.4	2.25	no	neuron_13
Spis_XP_022802146_1	NACHT/	NLR_family_pyrin_domain_containing_12	3	0.67	2.25	no	neuron_13
Spis_XP_022803094_1	CaKB/	calcium-activated potassium channel subunit beta-4-like	4	0.48	2.25	no	neuron_13
Spis_XP_022807668_1	zf-C3HC4_2/zf-TRAF/	TNF_receptor_associated_factor_6	7	0.22	2.25	no	neuron_13
Spis_XP_022810237_1	KIAA1430/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/	annexin_A6	3	0.29	2.25	no	neuron_13
Spis_XP_022785127_1	bZIP_2/	bZIP.DBP/HLF/TEF	3	0.64	2.24	yes	neuron_13
Spis_XP_022787257_1	F5_F8_type_C/	carboxypeptidase_X_M14_family_member_2	3	0.81	2.23	no	neuron_13
Spis_XP_022795037_1		cilia_and_flagella_associated_protein_221	3	0.62	2.22	no	neuron_13
Spis_XP_022795408_1	Sulfatase/	arylsulfatase_B	4	1.04	2.21	no	neuron_13
Spis_XP_022779978_1	Ets/	Ets.AC020909/EHF/ELF3/ELF5/SPI1/SPIB/SPIC	16	0.19	2.2	yes	neuron_13
Spis_XP_022785402_1	EF-hand_7/EF-hand_7/EF-hand_7/EF-hand_7/	calmodulin_3	5	0.22	2.2	no	neuron_13
Spis_XP_022798027_1	WD40/WD40/WD40/WD40/	eukaryotic_translation_initiation_factor_3_subunit_I	3	0.3	2.2	no	neuron_13
Spis_XP_022778186_1	Alpha_adaptinC2/Alpha_adaptin_C/	adaptor_related_protein_complex_2_subunit_alpha_1	3	0.29	2.19	no	neuron_13
Spis_XP_022780208_1	Peptidase_M16/Peptidase_M16_C/	pitrilysin_metallopeptidase_1	3	0.56	2.19	no	neuron_13
Spis_XP_022791451_1	Ank_2/Ion_trans/	ion-NaKCa.HG17.1:like:TRPV1/TRPV2/TRPV3/TRPV4/TRPV5/TRPV6:likeclu:0	3	0.4	2.19	no	neuron_13
Spis_XP_022794076_1	OTU/	OTU_deubiquitinase_6B	3	0.56	2.19	no	neuron_13
Spis9998_1			3	0.25	2.18	no	neuron_13
Spis_XP_022784007_1	Glyco_hydro_38N/Alpha-mann_mid/Glyco_hydro_38C/	mannosidase_alpha_class_2A_member_2	3	0.32	2.18	no	neuron_13
Spis_XP_022784082_1	PUB/UBX/	UBX_domain_protein_6	3	0.54	2.18	no	neuron_13
Spis_XP_022788130_1	bZIP_2/	bZIP.like:DBP/HLF/NFIL3/TEF	4	0.38	2.18	yes	neuron_13
Spis_XP_022800695_1	HMG_box/HMG_box/	HMGbox_Sox.like:SSRP1	6	0.17	2.18	yes	neuron_13
Spis_XP_022778472_1	N_Asn_amidohyd/	N_terminal_asparagine_amidase	4	0.39	2.17	no	neuron_13
Spis_XP_022784808_1	Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Laminin_G_2/Laminin_G_2/EGF/Cadherin_C/	Laminin.HG11.1:NA	7	0.15	2.17	no	neuron_13
Spis_XP_022785784_1	Hist_deacetyl/	Hist_deacetyl.HG1.2:HDAC1/HDAC2	3	0.31	2.17	no	neuron_13
Spis_XP_022789033_1	7tm_2/	GPCR-secretin.HG1.3:like:ADGRD1/ADGRD2/ADGRE1/ADGRE2/ADGRE3/ADGRE5/ADGRL1/ADGRL2/ADGRL3/ADGRL4/CELSR1/CELSR2/CELSR3:likeclu:5/14/35/44/45/46/47/72/73	3	0.56	2.17	no	neuron_13
Spis_XP_022789778_1	Cyclin_N/	cyclin_L1	4	0.19	2.17	no	neuron_13
Spis_XP_022794888_1	Creatinase_N/Creatinase_N_2/Peptidase_M24/Peptidase_M24_C/	X_prolyl_aminopeptidase_1	3	0.6	2.17	no	neuron_13
Spis_XP_022807540_1	Nckap1/	NCK_associated_protein_1	3	0.54	2.17	no	neuron_13
Spis_XP_022777816_1	ig/I-set/	Down syndrome cell adhesion molecule-like protein Dscam2	3	0.54	2.16	no	neuron_13
Spis_XP_022779949_1	CD20/	CD20.HG1.11:FAM189A1/FAM189A2/FAM189B	3	0.52	2.16	no	neuron_13
Spis_XP_022782430_1	CRAL_TRIO_2/Spectrin/Spectrin/Spectrin/Spectrin/RhoGEF/RhoGEF/SH3_2/I-set/fn3/Pkinase/	fibronectin.HG28.1:KALRN	9	0.14	2.16	no	neuron_13
Spis_XP_022787856_1	eIF3g/RRM_1/	RRM.HG46.0:EIF3G	3	0.53	2.16	no	neuron_13
Spis_XP_022790906_1	CLTH/	macrophage_erythroblast_attacher	3	0.56	2.16	no	neuron_13
Spis_XP_022791135_1	DSL/EGF/EGF/EGF/EGF/EGF/EGF/hEGF/EGF/EGF/EGF/EGF/EGF/EGF/hEGF/EGF/EGF/EGF/EGF/EGF/	DSL.HG1.0:DLL1/DLL4/JAG1/JAG2	3	0.38	2.16	no	neuron_13
Spis_XP_022794408_1	HNH_3/zf-MYND/	zinc_finger_MYND_type_containing_19	3	0.36	2.16	no	neuron_13
Spis_XP_022796642_1	Got1/	SFT2_domain_containing_2	3	0.51	2.16	no	neuron_13
Spis_XP_022802894_1	MFS_1/	major_facilitator_superfamily_domain_containing_10	3	0.36	2.16	no	neuron_13
Spis13633_1	RVT_1/		4	0.21	2.15	no	neuron_13
Spis_XP_022783331_1	LisH_2/	OFD1_centriole_and_centriolar_satellite_protein	3	0.46	2.15	no	neuron_13
Spis_XP_022783831_1	RabGAP-TBC/WD40_2/	TBC1_domain_family_member_2B	3	0.29	2.15	no	neuron_13
Spis_XP_022779129_1	Nop52/	ribosomal_RNA_processing_1	5	0.65	2.14	no	neuron_13
Spis_XP_022786337_1	CARD/PDZ/PDZ/PDZ_6/PDZ/SH3_2/Guanylate_kin/	Guanylate_kin.HG2.0:AL358113/DLG5/TJP1/TJP2/TJP3	4	0.25	2.14	no	neuron_13
Spis_XP_022789647_1	Ion_trans/	ion-NaKCa.HG28.0:NA	3	0.52	2.14	no	neuron_13
Spis_XP_022789831_1	ubiquitin/Arm/Arm/	uncharacterized protein LOC111329397	3	0.48	2.14	no	neuron_13
Spis_XP_022795721_1	DOCK_N/DOCK-C2/DHR-2/	dedicator_of_cytokinesis_1	3	0.27	2.14	no	neuron_13
Spis_XP_022803394_1	Ras/	RAP1B_member_of_RAS_oncogene_family	4	0.2	2.14	no	neuron_13
Spis_XP_022809269_1	CAP_GLY/	CAP_Gly_domain_containing_linker_protein_2	5	0.74	2.14	no	neuron_13
Spis23008_1			2	2.41	2.13	no	neuron_13
Spis23046_1	Histone/	H2B_clustered_histone_1	2	2.86	2.13	no	neuron_13
Spis23098_1	RVT_1/		2	2.56	2.13	no	neuron_13
Spis24101_1	CHAT/	tetratricopeptide_repeat_domain_28	2	1.16	2.13	no	neuron_13
Spis25558_1			2	0.36	2.13	no	neuron_13
Spis_XP_022777430_1	Ig_3/I-set/Pkinase_Tyr/	NCam.HG6.0:NA	2	0.89	2.13	no	neuron_13
Spis_XP_022778214_1	Pkinase_Tyr/	Pkinase.HG47.0:NA	2	1.38	2.13	no	neuron_13
Spis_XP_022778784_1		cytochrome_c_oxidase_assembly_factor_COX19	2	1.31	2.13	no	neuron_13
Spis_XP_022779108_1	RFX_DNA_binding/	RFX.RFX4/RFX6/RFX8	2	1.72	2.13	yes	neuron_13
Spis_XP_022779562_1	7tm_1/	GPCR-rhodopsin.HG103.0:NA	3	8.33	2.13	no	neuron_13
Spis_XP_022779659_1	MRPL52/	mitochondrial_ribosomal_protein_L52	3	1.6	2.13	no	neuron_13
Spis_XP_022780103_1	PCI/RPN5_C/	proteasome_26S_subunit_non_ATPase_12	3	0.42	2.13	no	neuron_13
Spis_XP_022780435_1	Transcrip_act/	golgin_RAB6_interacting	2	0.86	2.13	no	neuron_13
Spis_XP_022780707_1		calponin homology domain-containing protein DDB_G0272472-like	3	10	2.13	no	neuron_13
Spis_XP_022780708_1		calponin homology domain-containing protein DDB_G0272472-like	2	5.88	2.13	no	neuron_13
Spis_XP_022781346_1	Fibrinogen_C/ANF_receptor/7tm_3/	GPCR-glutamate.HG2.13:like:GABBR1/GABBR2:likeclu:17/23	3	1.4	2.13	no	neuron_13
Spis_XP_022782420_1	EF-hand_5/EF-hand_5/	uncharacterized protein LOC111323358	2	2.56	2.13	no	neuron_13
Spis_XP_022782776_1	TSNAXIP1_N/	chromosome_6_open_reading_frame_118	3	1.88	2.13	no	neuron_13
Spis_XP_022784031_1		uncharacterized protein LOC111324685 isoform X2	2	1.5	2.13	no	neuron_13
Spis_XP_022785658_1		uncharacterized protein LOC111326003	3	23.08	2.13	no	neuron_13
Spis_XP_022786616_1	CoA_trans/CoA_trans/	3_oxoacid_CoA_transferase_1	2	1.2	2.13	no	neuron_13
Spis_XP_022786876_1		uncharacterized protein LOC111327053	3	2.46	2.13	no	neuron_13
Spis_XP_022787648_1	LRR_8/	protein_phosphatase_1_regulatory_subunit_42	2	0.99	2.13	no	neuron_13
Spis_XP_022788279_1	EF-hand_7/	EF_hand_domain_family_member_B	2	1.69	2.13	no	neuron_13
Spis_XP_022789914_1	Miff/	uncharacterized protein LOC111329467	2	1.02	2.13	no	neuron_13
Spis_XP_022790141_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG2.15:GABRB1/GABRB2/GABRB3/GABRD/GABRP/GABRQ/GABRR1/GABRR2/GABRR3	2	0.96	2.13	no	neuron_13
Spis_XP_022790410_1	DUF4532/	testis_expressed_52	2	3.23	2.13	no	neuron_13
Spis_XP_022790411_1	Ku_N/Ku/Ku_C/	X_ray_repair_cross_complementing_6	2	1.02	2.13	no	neuron_13
Spis_XP_022790994_1	TNF/	TNF_superfamily_member_14	2	3.92	2.13	no	neuron_13
Spis_XP_022791110_1	zf-C3HC4_2/DTC/	deltex_E3_ubiquitin_ligase_3L	3	2.27	2.13	no	neuron_13
Spis_XP_022791384_1	DED/	uncharacterized protein LOC111330733	2	1.43	2.13	no	neuron_13
Spis_XP_022792379_1	CAF1/CAF1/zf-CCCH/	target_of_EGR1_exonuclease	3	3.37	2.13	no	neuron_13
Spis_XP_022792879_1	7tm_1/	GPCR-rhodopsin.HG8.16:like:ADORA2B:likeclu:11	3	13.04	2.13	no	neuron_13
Spis_XP_022793005_1	EGF_CA/	heart_development_protein_with_EGF_like_domains_1	3	10.34	2.13	no	neuron_13
Spis_XP_022793126_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG2.26:like:GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ/GABRR1/GABRR2/GABRR3:likeclu:14/15	2	1.43	2.13	no	neuron_13
Spis_XP_022793809_1	Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Laminin_G_2/	Laminin.HG11.1:NA	2	1.67	2.13	no	neuron_13
Spis_XP_022793867_1		uncharacterized protein LOC111332718 isoform X1	2	2.78	2.13	no	neuron_13
Spis_XP_022794285_1	GTP_EFTU/GTP_EFTU_D2/	eukaryotic_elongation_factor_selenocysteine_tRNA_specific	3	1.55	2.13	no	neuron_13
Spis_XP_022795369_1	Peptidase_C1/	uncharacterized protein LOC111333967	2	16.67	2.13	no	neuron_13
Spis_XP_022795740_1		uncharacterized protein LOC111334299	2	1.09	2.13	no	neuron_13
Spis_XP_022796849_1	MBOAT/	diacylglycerol_O_acyltransferase_1	3	0.42	2.13	no	neuron_13
Spis_XP_022797002_1		stabilizer_of_axonemal_microtubules_1	2	1.08	2.13	no	neuron_13
Spis_XP_022798355_1	Pep_M12B_propep/Reprolysin/ADAM_CR_2/TSP_1/ADAM_spacer1/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/	ADAM_metallopeptidase_with_thrombospondin_type_1_motif_6	2	0.56	2.13	no	neuron_13
Spis_XP_022798806_1	Glyco_transf_18/Glyco_transf_18/	alpha_1_6_mannosylglycoprotein_6_beta_N_acetylglucosaminyltransferase	3	0.22	2.13	no	neuron_13
Spis_XP_022798837_1		calcineurin_like_phosphoesterase_domain_containing_1	3	3.41	2.13	no	neuron_13
Spis_XP_022799658_1	Aldo_ket_red/	aldo_keto_reductase_family_1_member_B	3	0.4	2.13	no	neuron_13
Spis_XP_022799977_1	SMP_LBD/C2/C2/C2/	Synaptotagmin.HG7.1:ESYT1/ESYT2/ESYT3	2	3.03	2.13	no	neuron_13
Spis_XP_022800112_1		uncharacterized protein LOC111337975	2	2.6	2.13	no	neuron_13
Spis_XP_022800340_1	CUB/CUB/CUB/CUB/	cubilin	2	0.93	2.13	no	neuron_13
Spis_XP_022800411_1		uncharacterized protein LOC111338235	3	7.89	2.13	no	neuron_13
Spis_XP_022800711_1	7tm_1/	GPCR-rhodopsin.HG1.37:like:GPR26/GPR45/GPR63/GPR78/GPR101/GPR135/GPR161:likeclu:11/12/19/42/53	2	2.3	2.13	no	neuron_13
Spis_XP_022800768_1	Kinesin/	kinesin_family_member_17	2	2.7	2.13	no	neuron_13
Spis_XP_022800865_1	DUF4614/	chromosome_19_open_reading_frame_44	2	1.31	2.13	no	neuron_13
Spis_XP_022801041_1	SNAP/	coagulation_factor_VIII_associated_1	3	2.7	2.13	no	neuron_13
Spis_XP_022801610_1	Dpy-30/	dpy_30_histone_methyltransferase_complex_regulatory_subunit	3	1.57	2.13	no	neuron_13
Spis_XP_022801653_1	Acid_PPase/	magnesium_dependent_phosphatase_1	2	1.1	2.13	no	neuron_13
Spis_XP_022801657_1	zf-RING_UBOX/zf-B_box/SPRY/SPRY/	tripartite_motif_containing_9	2	4.88	2.13	no	neuron_13
Spis_XP_022801686_1	Arrestin_N/Arrestin_C/	arrestin_domain_containing_3	2	1.06	2.13	no	neuron_13
Spis_XP_022801755_1	CDC27/	DNA_polymerase_delta_3_accessory_subunit	4	1.06	2.13	no	neuron_13
Spis_XP_022802019_1	MORN/MORN/MORN/	MORN_repeat_containing_5	2	1.89	2.13	no	neuron_13
Spis_XP_022802326_1	Death/NB-ARC/	LOW QUALITY PROTEIN: uncharacterized protein LOC111339865	3	2.11	2.13	no	neuron_13
Spis_XP_022802652_1	ASC/	epithelial-Na.HG2.13:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5:likeclu:3/8	3	3.61	2.13	no	neuron_13
Spis_XP_022802935_1	Macro/Macro/Macro/PARP/	poly_ADP_ribose_polymerase_family_member_14	3	1.91	2.13	no	neuron_13
Spis_XP_022802976_1	ECSIT/ECSIT_C/ECSIT_C/	ECSIT_signaling_integrator	3	3.7	2.13	no	neuron_13
Spis_XP_022803097_1	F5_F8_type_C/REJ/GPS/PLAT/PKD_channel/	polycystin_1_like_2_gene_pseudogene_	2	2.82	2.13	no	neuron_13
Spis_XP_022803464_1	Aminotran_1_2/	tyrosine_aminotransferase	2	1.4	2.13	no	neuron_13
Spis_XP_022803943_1	CUB/CUB/CUB/	cubilin	2	2.53	2.13	no	neuron_13
Spis_XP_022804280_1	RRM_1/RRM_1/RRM_1/RRM_1/PABP/	RRM.HG4.13:PABPC1/PABPC1L/PABPC1L2A/PABPC1L2B/PABPC3/PABPC4/PABPC4L/PABPC5	13	0.13	2.13	no	neuron_13
Spis_XP_022804678_1	MBT/MBT/MBT/zf-C2HC/zf-C2HC/SAM_1/	zf-C2H2.L3MBTL1/L3MBTL4	3	0.42	2.13	yes	neuron_13
Spis_XP_022804922_1	RBP_receptor/	stimulated by retinoic acid gene 6 protein-like	2	2.44	2.13	no	neuron_13
Spis_XP_022805896_1	HSP70/HSP70/	heat_shock_protein_family_A_Hsp70_member_8	2	1.07	2.13	no	neuron_13
Spis_XP_022806177_1		armadillo_repeat_containing_9	2	4.44	2.13	no	neuron_13
Spis_XP_022806242_1		LOW QUALITY PROTEIN: uncharacterized protein LOC111343344	2	3.85	2.13	no	neuron_13
Spis_XP_022806589_1	PDCD9/PDCD9/	mitochondrial_ribosomal_protein_L37	2	1.28	2.13	no	neuron_13
Spis_XP_022807221_1		KIAA1328	3	2.19	2.13	no	neuron_13
Spis_XP_022808363_1	EGF/EGF_CA/Gly_rich/	heart_development_protein_with_EGF_like_domains_1	3	2.03	2.13	no	neuron_13
Spis_XP_022809474_1	Ima1_N/	transmembrane_protein_201	2	1.01	2.13	no	neuron_13
Spis_XP_022809625_1	EGF_3/EGF_3/EGF_CA/EGF_CA/EGF_MSP1_1/Fibrinogen_C/	angiopoietin_like_3	3	2.54	2.13	no	neuron_13
Spis_XP_022797679_1	MCC-bdg_PDZ/MCC-bdg_PDZ/	MCC_regulator_of_WNT_signaling_pathway	4	0.16	2.12	no	neuron_13
Spis_XP_022799162_1	BAR/RhoGAP/	Rho_GTPase_activating_protein_44	3	0.41	2.12	no	neuron_13
Spis_XP_022805415_1	Sas10_Utp3/	neuroguidin	3	0.5	2.12	no	neuron_13
Spis_XP_022782563_1	14-3-3/	tyrosine_3_monooxygenase_tryptophan_5_monooxygenase_activation_protein_beta	4	0.26	2.11	no	neuron_13
Spis_XP_022785816_1	CDP-OH_P_transf/	CDP_diacylglycerol_inositol_3_phosphatidyltransferase	2	0.82	2.11	no	neuron_13
Spis_XP_022789859_1		coiled-coil domain-containing protein 181-like	3	0.36	2.11	no	neuron_13
Spis_XP_022790462_1	Fuz_longin_1/Fuz_longin_2/Fuz_longin_3/	HPS1_biogenesis_of_lysosomal_organelles_complex_3_subunit_1	2	1.03	2.11	no	neuron_13
Spis_XP_022791714_1	DEAD/Helicase_C/	DEAD.HG26.2:like:DDX27:likeclu:0	5	0.37	2.11	no	neuron_13
Spis_XP_022781210_1	MBT/MBT/MBT/MBT/SLED/SAM_1/	MBT.HG1.6:L3MBTL2/MBTD1	6	0.17	2.1	no	neuron_13
Spis_XP_022782187_1	Fibrinogen_C/	uncharacterized protein LOC111323150	3	1.79	2.1	no	neuron_13
Spis_XP_022789610_1		neuron_navigator_3	3	0.44	2.1	no	neuron_13
Spis_XP_022790593_1		coiled_coil_domain_containing_151	3	0.4	2.1	no	neuron_13
Spis_XP_022798082_1	Ufd2P_core/UQ_con/	baculoviral_IAP_repeat_containing_6	4	0.19	2.1	no	neuron_13
Spis_XP_022803441_1	EPL1/	enhancer_of_polycomb_homolog_1	5	0.74	2.1	no	neuron_13
Spis_XP_022780880_1	Cupin_8/JHD/zf-CXXC/PHD_4/F-box/LRR_6/	zf-CXXC.FBXL19/KDM2A/KDM2B	3	0.43	2.09	yes	neuron_13
Spis_XP_022785796_1	EF-hand_5/EF-hand_7/DUSP/UCH/	ubiquitin_specific_peptidase_32	4	0.35	2.09	no	neuron_13
Spis_XP_022797141_1	PB1/ZZ/UBA_5/	sequestosome_1	4	0.11	2.09	no	neuron_13
Spis_XP_022808351_1	KH_1/KH_1/SAM_1/	KH.HG14.0:BICC1	6	0.2	2.09	no	neuron_13
Spis_XP_022783498_1	F5_F8_type_C/	contactin_associated_protein_family_member_3	3	0.51	2.08	no	neuron_13
Spis_XP_022783832_1		proline-rich transmembrane protein 4-like	2	0.71	2.08	no	neuron_13
Spis_XP_022784643_1		centrosomal_protein_83	3	0.42	2.08	no	neuron_13
Spis_XP_022790193_1	MATH/UCH/USP7_ICP0_bdg/USP7_C2/	ubiquitin_specific_peptidase_7	4	0.34	2.08	no	neuron_13
Spis_XP_022795308_1	Thiolase_N/Thiolase_C/	acetyl_CoA_acetyltransferase_1	4	0.81	2.08	no	neuron_13
Spis_XP_022795822_1	Ank_2/Ank_2/Ank_2/LRR_8/Roc/COR/Pkinase_Tyr/	Pkinase.HG91.1:NA	3	0.22	2.08	no	neuron_13
Spis_XP_022797545_1	PAS/PAS_11/HIF-1a_CTAD/	hypoxia_inducible_factor_1_subunit_alpha	27	0.11	2.08	no	neuron_13
Spis_XP_022805892_1	FKBP_N_2/TPR_1/	FKBP_prolyl_isomerase_5	3	1.12	2.08	no	neuron_13
Spis_XP_022786909_1	DED/	uncharacterized protein LOC111327075	2	0.41	2.07	no	neuron_13
Spis_XP_022790452_1		dynein_axonemal_intermediate_chain_2	2	0.63	2.07	no	neuron_13
Spis_XP_022793474_1	Laminin_G_3/	Laminin.HG25.0:CLSTN1	10	0.12	2.07	no	neuron_13
Spis_XP_022795522_1	Aldedh/	aldehyde_dehydrogenase_2_family_member	2	0.82	2.07	no	neuron_13
Spis_XP_022801277_1	Arf/	ADP_ribosylation_factor_like_GTPase_3	5	0.65	2.07	no	neuron_13
Spis_XP_022803516_1	Peptidase_A22B/	histocompatibility_minor_13	4	0.19	2.07	no	neuron_13
Spis23273_1	Laminin_G_3/	Laminin.HG28.0:NA	2	0.44	2.06	no	neuron_13
Spis_XP_022781363_1	Pkinase/Pkinase_C/Pkinase/	Pkinase.HG98.2:RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA6	5	0.21	2.06	no	neuron_13
Spis_XP_022784089_1	MFS_1_like/	major_facilitator_superfamily_domain_containing_6	2	1.02	2.06	no	neuron_13
Spis_XP_022785217_1	Cohesin_HEAT/Nipped-B_C/	NIPBL_cohesin_loading_factor	3	0.42	2.06	no	neuron_13
Spis_XP_022798228_1	Ion_trans/BK_channel_a/	ion-NaKCa.HG24.0:KCNMA1/KCNU1	2	0.64	2.06	no	neuron_13
Spis_XP_022779719_1	UQ_con/	ubiquitin_conjugating_enzyme_E2_U	2	0.82	2.05	no	neuron_13
Spis_XP_022789857_1	Ssu72/	SSU72_homolog_RNA_polymerase_II_CTD_phosphatase	3	0.23	2.05	no	neuron_13
Spis_XP_022796294_1	SH3_9/SH3_9/SH3_9/	SH3_domain_containing_kinase_binding_protein_1	3	0.38	2.05	no	neuron_13
Spis_XP_022800066_1	PEPCK_N/PEPCK_GTP/	phosphoenolpyruvate_carboxykinase_2_mitochondrial	5	0.14	2.05	no	neuron_13
Spis_XP_022800946_1	Ank_2/	notch-regulated ankyrin repeat-containing protein A-like	2	0.62	2.05	no	neuron_13
Spis_XP_022786340_1	S8_pro-domain/Peptidase_S8/P_proprotein/	proprotein_convertase_subtilisin_kexin_type_5	6	0.23	2.04	no	neuron_13
Spis_XP_022786718_1		uncharacterized protein LOC111326901, partial	2	0.2	2.04	no	neuron_13
Spis_XP_022787946_1	RabGAP-TBC/	TBC1_domain_family_member_19	3	0.25	2.04	no	neuron_13
Spis_XP_022791917_1		uncharacterized protein LOC111331130	3	1.28	2.04	no	neuron_13
Spis_XP_022794975_1	Serinc/	serine_incorporator_1	4	0.2	2.04	no	neuron_13
Spis_XP_022795198_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG1.3:AC243734/AC254952/CHRFAM7A/CHRNA1/CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNB1/CHRNB2/CHRNB3/CHRNB4/CHRND/CHRNE/CHRNG	4	0.19	2.04	no	neuron_13
Spis_XP_022796943_1	Ras/	RAP1A_member_of_RAS_oncogene_family	4	0.62	2.04	no	neuron_13
Spis_XP_022807126_1	DUF4586/	chromosome_4_open_reading_frame_47	2	0.75	2.04	no	neuron_13
Spis_XP_022789490_1	Tetraspanin/	tetraspanin_33	3	0.33	2.03	no	neuron_13
Spis_XP_022789568_1	TPR_12/TPR_12/TPR_12/CHAT/	tetratricopeptide_repeat_domain_28	2	0.76	2.03	no	neuron_13
Spis_XP_022796109_1	FERM_N/FERM_M/FERM_C/FA/	FERM_M.HG1.7:EPB41/EPB41L2/EPB41L3	3	0.23	2.03	no	neuron_13
Spis_XP_022799915_1	Pellino/	pellino_E3_ubiquitin_protein_ligase_family_member_2	3	0.37	2.03	no	neuron_13
Spis_XP_022800222_1		protein DEFECTIVE IN EXINE FORMATION 1-like isoform X2	2	0.75	2.03	no	neuron_13
Spis_XP_022801174_1	GRAM/	GRAM_domain_containing_4	2	0.51	2.03	no	neuron_13
Spis_XP_022802957_1	bZIP_2/	bZIP.CREBL2	3	0.29	2.03	yes	neuron_13
Spis_XP_022780326_1	IRK/IRK_C/	ion-inrect-K.HG1.0:KCNJ1/KCNJ10/KCNJ11/KCNJ12/KCNJ13/KCNJ14/KCNJ15/KCNJ16/KCNJ18/KCNJ2/KCNJ3/KCNJ4/KCNJ5/KCNJ6/KCNJ8/KCNJ9	2	0.52	2.02	no	neuron_13
Spis_XP_022781096_1		uncharacterized protein LOC111322291	2	0.64	2.02	no	neuron_13
Spis_XP_022782560_1	Trypsin_2/	uncharacterized protein LOC111323468 isoform X2	3	0.96	2.02	no	neuron_13
Spis_XP_022784256_1	LSM/	LSM.HG4.0:SNRPF	3	0.92	2.02	no	neuron_13
Spis_XP_022786560_1	RRM_1/	RRM.HG6.1:like:ELAVL1/ELAVL2/ELAVL3/ELAVL4:likeclu:6	2	0.71	2.02	no	neuron_13
Spis_XP_022798085_1	Complex1_LYR/	LYR_motif_containing_4	3	0.99	2.02	no	neuron_13
Spis_XP_022803788_1	GBP/	atlastin_GTPase_2	2	0.79	2.02	no	neuron_13
Spis_XP_022777764_1		uncharacterized protein LOC111319214 isoform X3	2	0.62	2.01	no	neuron_13
Spis_XP_022787680_1	ShK/	uncharacterized protein LOC111327703	2	0.17	2.01	no	neuron_13
Spis_XP_022788773_1	RhoGEF/	pleckstrin_homology_and_RhoGEF_domain_containing_G5	4	0.25	2.01	no	neuron_13
Spis_XP_022791530_1		centrobin_centriole_duplication_and_spindle_assembly_protein	3	0.82	2.01	no	neuron_13
Spis_XP_022794859_1	PHD/zf-MYND/	PHD.HG7.1:like:MTF2/PHF1/PHF19:likeclu:2	8	0.14	2.01	no	neuron_13
