aip_LOC	aip_cluster	nvec	nvec_cluster	spis	spis_cell_type	xenia	xenia_cluster
LOC110254803	NA	XP_032219945.1	NA	XP_022787373.1	NA	Xe_014504	NA
LOC110254828	NA	XP_048589348.1	NA	XP_022798258.1	NA	Xe_015873	NA
LOC110254834	NA	XP_001641783.2	NA	XP_022806289.1	NA	Xe_014784	NA
LOC110254836	NA	XP_032237859.2	NA	XP_022778117.1	NA	Xe_015948	NA
LOC110254838	NA	XP_032223170.2	NA	XP_022806287.1	NA	Xe_015022	NA
LOC110254841	NA	XP_032237865.2	NA	XP_022788242.1	NA	Xe_015950	NA
LOC110254847	NA	XP_001633423.2	NA	XP_022787687.1	NA	Xe_000268	NA
LOC110254850	NA	XP_001624285.1	NA	XP_022789611.1	NA	Xe_008284	NA
LOC110254855	NA	XP_001639308.1	NA	XP_022808232.1	gland_2	Xe_007823	1, 4, 7
LOC110254857	NA	XP_048587162.1	NA	XP_022797650.1	NA	Xe_007864	NA
LOC110254863	NA	XP_032242460.2	NA	XP_022777704.1	NA	Xe_008570	NA
LOC110254865	NA	XP_001639256.1	NA	XP_022808230.1	NA	Xe_007824	NA
LOC110254872	NA	XP_001636368.2	NA	XP_022790551.1	NA	Xe_007927	NA
LOC110254877	NA	XP_048587216.1	NA	XP_022789657.1	NA	Xe_008200	NA
LOC110254880	NA	XP_032220052.2	NA	XP_022804989.1	NA	Xe_008273	NA
LOC110254889	NA	XP_001623964.3	NA	XP_022787896.1	NA	Xe_007485	NA
LOC110254895	NA	XP_001629610.1	NA	XP_022789165.1	NA	Xe_007798	NA
LOC110254901	NA	XP_048580253.1	NA	XP_022788751.1	NA	Xe_009703	NA
LOC110254905	NA	XP_032235539.1	NA	XP_022787884.1	NA	Xe_008274	NA
LOC110254906	NA	XP_001630974.1	NA	XP_022787897.1	NA	Xe_007868	NA
LOC110254907	NA	XP_048587384.1	NA	XP_022802342.1	NA	Xe_007831	2
LOC110254908	9	XP_001625396.1	NA	XP_022808911.1	NA	Xe_008826	2, 12, 14
LOC110254909	NA	XP_001625397.1	NA	XP_022808915.1	NA	Xe_008276	NA
LOC110254923	NA	XP_032218211.2	NA	XP_022792155.1	NA	Xe_014737	NA
LOC110254935	NA	XP_048583379.1	NA	XP_022785211.1	NA	Xe_002165	NA
LOC110254937	NA	XP_001634161.1	NA	XP_022780223.1	NA	Xe_002364	NA
LOC110254942	NA	XP_048583383.1	NA	XP_022785238.1	NA	Xe_001307	NA
LOC110254943	NA	XP_032227678.2	NA	XP_022794159.1	NA	Xe_002159	16
LOC110254956	NA	XP_048583969.1	NA	XP_022799522.1	NA	Xe_003110	NA
LOC110254959	NA	XP_032239432.1	NA	XP_022790338.1	NA	Xe_001950	NA
LOC110254962	NA	XP_001624514.2	NA	XP_022784851.1	neuron_13	Xe_002164	3, 5, 6, 9, 13
LOC110254989	NA	XP_032221354.1	NA	XP_022798658.1	NA	Xe_000925	NA
LOC110254992	NA	XP_048589244.1	NA	XP_022801078.1	NA	Xe_015842	NA
LOC110254994	NA	XP_048589544.1	NA	XP_022794028.1	NA	Xe_014729	NA
LOC110254998	NA	XP_001636562.2	NA	XP_022801081.1	NA	Xe_015100	NA
LOC110254999	NA	XP_001636547.2	NA	XP_022792188.1	NA	Xe_016086	NA
LOC110255000	NA	XP_001636485.1	NA	XP_022792189.1	NA	Xe_016087	14
LOC110255001	NA	XP_048579621.1	NA	XP_022798532.1	NA	Xe_009982	NA
LOC110255006	NA	XP_001636497.3	NA	XP_022787983.1	NA	Xe_015984	NA
LOC110255009	NA	XP_048589643.1	NA	XP_022801075.1	NA	Xe_014846	NA
LOC110255010	NA	XP_001624855.2	NA	XP_022801072.1	NA	Xe_014847	NA
LOC110255011	NA	XP_001629335.3	NA	XP_022791515.1	NA	Xe_025191	7
LOC110255018	NA	XP_001636578.2	NA	XP_022781309.1	NA	Xe_015362	NA
LOC110255019	NA	XP_032237798.1	NA	XP_022801086.1	NA	Xe_011520	NA
LOC110255023	NA	XP_001628088.2	NA	XP_022794026.1	NA	Xe_012572	NA
LOC110255026	NA	XP_001629486.2	NA	XP_022787352.1	NA	Xe_000883	NA
LOC110255042	NA	XP_032239055.1	NA	XP_022783411.1	NA	Xe_013347	NA
LOC110255062	NA	XP_032222791.1	NA	XP_022808211.1	NA	Xe_001049	NA
LOC114574193	13	XP_048580821.1	NA	XP_022787020.1	neuron_8, neuron_9	Xe_000745	NA
LOC110255065	NA	XP_032232192.2	NA	XP_022793290.1	gland_2	Xe_000581	NA
LOC110255066	NA	XP_032243154.2	NA	XP_022787030.1	NA	Xe_001078	NA
LOC110255067	NA	XP_048587868.1	NA	XP_022787034.1	NA	Xe_000748	NA
LOC110255068	NA	XP_048587869.1	NA	XP_022798193.1	NA	Xe_009701	NA
LOC110255069	NA	XP_048585821.1	NA	XP_022791049.1	NA	Xe_001123	11
LOC110255073	NA	XP_048581112.1	NA	XP_022793327.1	NA	Xe_000543	NA
LOC110255072	NA	XP_032242658.2	NA	XP_022787267.1	NA	Xe_009756	NA
LOC110255077	NA	XP_001632685.1	NA	XP_022798574.1	neuron_12	Xe_000685	2, 13, 15
LOC110255080	NA	XP_001632649.1	NA	XP_022779078.1	NA	Xe_000991	NA
LOC110255081	NA	XP_048581145.1	NA	XP_022799244.1	NA	Xe_000462	NA
LOC110255085	NA	XP_001637209.1	NA	XP_022792435.1	NA	Xe_010171	NA
LOC110255099	NA	XP_001636042.2	NA	XP_022793311.1	NA	Xe_001384	NA
LOC110255096	NA	XP_032241161.1	NA	XP_022791506.1	NA	Xe_000586	NA
LOC110255108	NA	XP_001639122.2	NA	XP_022798285.1	NA	Xe_014379	NA
LOC110255107	NA	XP_032227769.2	NA	XP_022791525.1	germline_sperm	Xe_000470	10, 16
LOC110255113	NA	XP_001641634.1	NA	XP_022791512.1	NA	Xe_009990	NA
LOC110255116	NA	XP_032221182.2	NA	XP_022804386.1	NA	Xe_010052	NA
LOC110255119	NA	XP_032221333.1	NA	XP_022795553.1	NA	Xe_000817	NA
LOC110255121	NA	XP_032232073.2	NA	XP_022779811.1	NA	Xe_000769	NA
LOC110255126	NA	XP_001636433.2	NA	XP_022779794.1	NA	Xe_000367	10
LOC110255129	NA	XP_001628146.2	NA	XP_022779787.1	NA	Xe_000840	NA
LOC110255131	NA	XP_001638957.3	NA	XP_022799941.1	NA	Xe_000927	16
LOC110255132	NA	XP_001639030.2	NA	XP_022799943.1	NA	Xe_000851	NA
LOC110255133	NA	XP_032219689.2	NA	XP_022799940.1	NA	Xe_000563	NA
LOC110255135	NA	XP_032230078.1	NA	XP_022793297.1	NA	Xe_000570	3, 9
LOC110255138	NA	XP_048587907.1	NA	XP_022783136.1	NA	Xe_000794	NA
LOC110255140	NA	XP_032218741.2	NA	XP_022783078.1	NA	Xe_001158	NA
LOC110255141	NA	XP_032218745.2	NA	XP_022783121.1	NA	Xe_001154	NA
LOC114574333	NA	XP_001638711.2	NA	XP_022782994.1	NA	Xe_011209	NA
LOC110255032	NA	XP_032237820.2	NA	XP_022800927.1	NA	Xe_015007	NA
LOC110255079	NA	XP_048583200.1	NA	XP_022792433.1	NA	Xe_010172	NA
LOC110255102	NA	XP_032234707.1	NA	XP_022798555.1	NA	Xe_000671	NA
LOC110255103	NA	XP_048585575.1	NA	XP_022804253.1	NA	Xe_000526	2
LOC110254778	NA	XP_032233474.1	NA	XP_022787539.1	NA	Xe_021179	NA
LOC110255154	NA	XP_032218743.2	NA	XP_022783079.1	neuron_10	Xe_001159	NA
LOC110255162	NA	XP_048584347.1	NA	XP_022798176.1	NA	Xe_010053	NA
LOC110231151	NA	XP_048584388.1	NA	XP_022779808.1	NA	Xe_000781	NA
LOC110255127	NA	XP_048581354.1	NA	XP_022783058.1	NA	Xe_000756	NA
LOC110231153	NA	XP_032243131.2	NA	XP_022800146.1	NA	Xe_000504	NA
LOC110231262	NA	XP_001637903.2	NA	XP_022782511.1	NA	Xe_009782	NA
LOC110231289	NA	XP_001638916.3	NA	XP_022810348.1	NA	Xe_012515	NA
LOC110231265	NA	XP_032237103.2	NA	XP_022784396.1	NA	Xe_012249	NA
LOC110231345	NA	XP_032237086.2	NA	XP_022806826.1	NA	Xe_002405	NA
LOC110231356	NA	XP_001633505.2	NA	XP_022792479.1	NA	Xe_022312	NA
LOC110231336	NA	XP_048590067.1	NA	XP_022805157.1	NA	Xe_002500	NA
LOC110231468	NA	XP_001641440.1	NA	XP_022807245.1	NA	Xe_010122	NA
LOC110231488	NA	XP_032221924.2	NA	XP_022810310.1	germline_sperm	Xe_013096	NA
LOC114574379	NA	XP_032223638.2	NA	XP_022805071.1	NA	Xe_013204	NA
LOC110231505	NA	XP_032222610.2	NA	XP_022799096.1	NA	Xe_013606	NA
LOC110231465	NA	XP_032222850.1	NA	XP_022807247.1	NA	Xe_010123	3, 9, 15
LOC110231467	NA	XP_032222773.1	NA	XP_022807252.1	NA	Xe_028917	NA
LOC110231478	NA	XP_032219089.1	NA	XP_022806566.1	NA	Xe_002370	NA
LOC110231674	NA	XP_048586756.1	NA	XP_022801666.1	NA	Xe_011946	NA
LOC110231678	NA	XP_048584845.1	NA	XP_022782878.1	NA	Xe_013266	NA
LOC114574389	NA	XP_001635052.3	ectoderm.embryonic, endomesoderm.embryonic	XP_022802049.1	NA	Xe_000969	10
LOC110231707	NA	XP_001626461.1	NA	XP_022793357.1	NA	Xe_007806	NA
LOC110231757	NA	XP_032223310.2	NA	XP_022792585.1	neuron_2, neuron_3, neuron_4, neuron_5, neuron_13, gland_8	Xe_021658	NA
LOC114574411	NA	XP_032238168.1	NA	XP_022796702.1	NA	Xe_011620	NA
LOC110231689	1	XP_048583213.1	NA	XP_022803542.1	NA	Xe_003573	10, 16
LOC110231837	NA	XP_001625627.3	NA	XP_022795605.1	NA	Xe_011439	NA
LOC110231905	NA	XP_032232507.2	NA	XP_022800204.1	NA	Xe_011930	NA
LOC110231900	NA	XP_001638843.1	NA	XP_022792826.1	NA	Xe_012142	NA
LOC110231904	NA	XP_048586266.1	NA	XP_022792811.1	NA	Xe_011831	NA
LOC110231912	3	XP_032232499.1	NA	XP_022779483.1	neuron_4, neuron_5	Xe_011953	NA
LOC110231898	NA	XP_048585862.1	NA	XP_022803286.1	NA	Xe_012099	NA
LOC114574426	NA	XP_032224946.2	NA	XP_022790150.1	NA	Xe_007395	NA
LOC110231952	NA	XP_048587109.1	NA	XP_022782810.1	NA	Xe_007463	15
LOC110231954	NA	XP_048586821.1	NA	XP_022782817.1	NA	Xe_007500	NA
LOC110231955	NA	XP_032241891.1	NA	XP_022795315.1	NA	Xe_007844	NA
LOC110232022	NA	XP_048578693.1	NA	XP_022789489.1	cnidocyte	Xe_008517	11
LOC110232027	NA	XP_001631797.2	NA	XP_022802727.1	NA	Xe_008429	NA
LOC110232021	NA	XP_048578743.1	NA	XP_022792213.1	NA	Xe_008141	NA
LOC110232043	NA	XP_032237782.2	cnidocyte	XP_022789491.1	cnidocyte	Xe_008472	11
LOC110232044	NA	XP_048578999.1	cnidocyte	XP_022789497.1	NA	Xe_008473	11
LOC110232109	NA	XP_032222162.1	NA	XP_022799020.1	NA	Xe_000869	NA
LOC110232097	NA	XP_048580361.1	NA	XP_022799042.1	NA	Xe_000888	16
LOC110232183	NA	XP_048577163.1	NA	XP_022802157.1	NA	Xe_006992	NA
LOC110232188	NA	XP_032226483.2	NA	XP_022794217.1	NA	Xe_006696	NA
LOC110232189	NA	XP_048576908.1	NA	XP_022794220.1	NA	Xe_002307	NA
LOC110232209	NA	XP_032229467.1	NA	XP_022803290.1	germline_sperm	Xe_006862	NA
LOC110232239	7, 11, 15	XP_001640987.1	NA	XP_022788269.1	NA	Xe_021863	13, 15
LOC110232238	13	XP_048580181.1	NA	XP_022800618.1	NA	Xe_022040	10
LOC110232345	NA	XP_032222753.2	NA	XP_022798352.1	NA	Xe_021556	6
LOC110232361	13	XP_032218250.1	NA	XP_022790761.1	NA	Xe_021952	5
LOC110232376	NA	XP_032241390.1	NA	XP_022788333.1	NA	Xe_021578	10
LOC110232422	NA	XP_032219182.2	NA	XP_022799786.1	NA	Xe_006290	NA
LOC110232507	NA	XP_032240119.2	NA	XP_022802906.1	NA	Xe_013176	NA
LOC110232531	5, 7, 11	XP_048584523.1	NA	XP_022795721.1	Immune_1, neuron_13	Xe_013863	NA
LOC110232543	NA	XP_048590389.1	NA	XP_022806768.1	NA	Xe_002392	10
LOC110232553	NA	XP_032232796.2	NA	XP_022806207.1	NA	Xe_002872	NA
LOC110232579	NA	XP_048582009.1	NA	XP_022806762.1	NA	Xe_010182	NA
LOC110232609	NA	XP_032239169.2	NA	XP_022787625.1	NA	Xe_005123	16
LOC110232607	NA	XP_048582408.1	NA	XP_022807999.1	NA	Xe_004385	NA
LOC110232648	NA	XP_001625973.2	NA	XP_022781279.1	NA	Xe_009790	10, 15
LOC110232717	NA	XP_048582640.1	NA	XP_022798694.1	NA	Xe_019442	NA
LOC110232891	NA	XP_032233978.2	NA	XP_022808405.1	NA	Xe_004374	NA
LOC110232905	NA	XP_048582134.1	NA	XP_022799854.1	NA	Xe_000212	NA
LOC110232988	NA	XP_048578756.1	NA	XP_022780757.1	NA	Xe_008603	NA
LOC114574511	NA	XP_048578306.1	NA	XP_022786508.1	NA	Xe_008477	NA
LOC110233072	NA	XP_048578805.1	NA	XP_022779863.1	NA	Xe_008379	12, 15
LOC110233073	NA	XP_048579097.1	NA	XP_022779817.1	NA	Xe_008500	15
LOC110233077	NA	XP_048578901.1	NA	XP_022780793.1	NA	Xe_008455	NA
LOC110233208	12	XP_001633869.2	cnidocyte, gland.mucous	XP_022788482.1	gland_10	Xe_021710	NA
LOC110233163	NA	XP_032238672.2	NA	XP_022780163.1	neuron_13	Xe_012985	NA
LOC110233219	NA	XP_032239255.2	NA	XP_022793718.1	NA	Xe_007109	NA
LOC110233232	NA	XP_048576821.1	NA	XP_022808665.1	NA	Xe_005357	NA
LOC110233300	NA	XP_032241198.2	NA	XP_022799021.1	NA	Xe_010175	NA
LOC110233301	NA	XP_048579224.1	NA	XP_022785329.1	NA	Xe_021281	NA
LOC110233355	NA	XP_048585655.1	NA	XP_022795541.1	NA	Xe_011830	NA
LOC110233371	NA	XP_048586310.1	NA	XP_022783259.1	NA	Xe_011822	NA
LOC110233338	NA	XP_048586452.1	NA	XP_022805365.1	NA	Xe_012152	NA
LOC114574541	NA	XP_001641284.2	NA	XP_022790051.1	NA	Xe_017535	NA
LOC110233424	NA	XP_048578770.1	NA	XP_022793700.1	NA	Xe_005496	14
LOC110233465	NA	XP_001628775.3	NA	XP_022802468.1	NA	Xe_005581	NA
LOC110233439	NA	XP_048577200.1	NA	XP_022803918.1	NA	Xe_005519	NA
LOC110233504	NA	XP_048580906.1	NA	XP_022792268.1	NA	Xe_021644	9, 15
LOC110233525	NA	XP_001638605.2	NA	XP_022807913.1	NA	Xe_029087	10
LOC110233500	NA	XP_001625266.3	NA	XP_022792595.1	NA	Xe_021672	NA
LOC110233537	NA	XP_032237902.1	NA	XP_022790174.1	NA	Xe_022266	NA
LOC110233542	NA	XP_001627201.1	NA	XP_022792265.1	NA	Xe_022336	16
LOC110233577	NA	XP_048582774.1	NA	XP_022783863.1	NA	Xe_019810	NA
LOC110233680	NA	XP_048582153.1	NA	XP_022798858.1	NA	Xe_004408	NA
LOC110233458	NA	XP_032228855.1	NA	XP_022778236.1	NA	Xe_004983	NA
LOC110233676	NA	XP_048582328.1	NA	XP_022787665.1	NA	Xe_000184	NA
LOC110233718	NA	XP_032242292.1	NA	XP_022790655.1	NA	Xe_004886	NA
LOC110233763	NA	XP_048585508.1	NA	XP_022778936.1	NA	Xe_013532	NA
LOC110233804	NA	XP_032230598.2	NA	XP_022785217.1	neuron_13	Xe_001157	NA
LOC110233805	NA	XP_048585687.1	NA	XP_022779728.1	NA	Xe_001202	NA
LOC110233869	NA	XP_001626123.3	NA	XP_022807117.1	NA	Xe_002597	NA
LOC110233871	NA	XP_032229588.1	NA	XP_022807512.1	NA	Xe_002738	NA
LOC110233831	NA	XP_001638344.1	NA	XP_022806556.1	NA	Xe_002713	NA
LOC110233919	NA	XP_032228211.1	NA	XP_022805683.1	NA	Xe_012095	15
LOC110233883	NA	XP_032224631.1	NA	XP_022804032.1	NA	Xe_028950	NA
LOC110234032	NA	XP_048589178.1	NA	XP_022800812.1	NA	Xe_005423	NA
LOC110234018	NA	XP_032218129.1	NA	XP_022800790.1	neuron_10	Xe_015606	NA
LOC110234012	NA	XP_048589285.1	NA	XP_022786698.1	NA	Xe_015968	NA
LOC110234075	NA	XP_032233478.1	NA	XP_022788508.1	NA	Xe_001116	NA
LOC110234112	NA	XP_032242660.1	NA	XP_022787315.1	NA	Xe_008582	NA
LOC110234074	NA	XP_032229505.2	NA	XP_022788509.1	NA	Xe_001117	10
LOC110234228	NA	XP_032231017.2	NA	XP_022793789.1	NA	Xe_026011	NA
LOC110234135	NA	XP_032236963.2	NA	XP_022784979.1	NA	Xe_018728	NA
LOC110234138	NA	XP_048580858.1	NA	XP_022784007.1	neuron_13	Xe_020660	14
LOC110234186	NA	XP_048588549.1	NA	XP_022790240.1	NA	Xe_015758	NA
LOC110234185	NA	XP_048588524.1	NA	XP_022790284.1	NA	Xe_014414	NA
LOC110234175	NA	XP_048588640.1	NA	XP_022806534.1	digestive_filaments	Xe_015579	NA
LOC110234285	NA	XP_032239666.2	NA	XP_022794111.1	neuron_10	Xe_012667	NA
LOC110234394	9	XP_048590387.1	cnidocyte	XP_022801241.1	NA	Xe_002884	NA
LOC110234460	NA	XP_048590307.1	NA	XP_022800796.1	NA	Xe_002579	2
LOC110234433	NA	XP_032232352.1	NA	XP_022786337.1	neuron_13	Xe_002789	NA
LOC110234434	NA	XP_048590060.1	NA	XP_022808314.1	NA	Xe_002890	NA
LOC110234369	NA	XP_001637541.2	NA	XP_022795066.1	NA	Xe_002763	NA
LOC110234475	NA	XP_048590232.1	NA	XP_022796090.1	NA	Xe_002379	NA
LOC110234551	NA	XP_032234030.2	NA	XP_022791888.1	NA	Xe_008030	NA
LOC110234583	11	XP_001630909.2	NA	XP_022781371.1	NA	Xe_011040	NA
LOC110234656	NA	XP_001630413.3	NA	XP_022789569.1	NA	Xe_010658	2, 12, 16
LOC110234657	NA	XP_048577748.1	NA	XP_022789581.1	NA	Xe_010657	8
LOC110234661	NA	XP_048577552.1	NA	XP_022796825.1	NA	Xe_019786	NA
LOC110234686	NA	XP_048582468.1	NA	XP_022807571.1	NA	Xe_022049	NA
LOC110234712	NA	XP_001639608.3	NA	XP_022780891.1	NA	Xe_004812	NA
LOC110234772	NA	XP_032241177.1	NA	XP_022801034.1	NA	Xe_009433	NA
LOC110234787	NA	XP_048580040.1	NA	XP_022795037.1	neuron_13	Xe_010066	NA
LOC110234806	NA	XP_048589758.1	NA	XP_022787984.1	NA	Xe_015720	NA
LOC110234874	NA	XP_048578598.1	NA	XP_022780760.1	NA	Xe_003085	NA
LOC110234904	NA	XP_048580262.1	NA	XP_022787359.1	NA	Xe_025090	NA
LOC110234917	NA	XP_001633977.2	NA	XP_022798122.1	NA	Xe_011398	10
LOC110234924	NA	XP_001631922.3	NA	XP_022793439.1	germline_sperm	Xe_004517	NA
LOC110234940	NA	XP_048581795.1	NA	XP_022798108.1	NA	Xe_021264	NA
LOC110234954	NA	XP_032227126.2	NA	XP_022793038.1	NA	Xe_005052	NA
LOC110234975	NA	XP_001633411.3	NA	XP_022781459.1	NA	Xe_005087	NA
LOC110234988	NA	XP_032238516.1	NA	XP_022781560.1	NA	Xe_005098	NA
LOC114574651	NA	XP_032239119.1	NA	XP_022808480.1	NA	Xe_004698	NA
LOC110234976	NA	XP_048582352.1	NA	XP_022781480.1	neuron_3, neuron_13	Xe_005096	16
LOC110234973	NA	XP_032219728.2	NA	XP_022796940.1	NA	Xe_001048	NA
LOC110235010	NA	XP_001631765.2	ectoderm.embryonic	XP_022786773.1	germline_sperm, mitotic_host_cells	Xe_019333	NA
LOC110235059	NA	XP_032219048.2	NA	XP_022804930.1	NA	Xe_002756	11
LOC110235053	NA	XP_001622696.2	NA	XP_022786318.1	NA	Xe_002842	1, 4, 7
LOC110235122	NA	XP_048590713.1	NA	XP_022804573.1	germline_sperm	Xe_002598	12
LOC110235117	NA	XP_001625858.1	NA	XP_022794982.1	NA	Xe_002718	NA
LOC110235126	NA	XP_032219934.1	NA	XP_022794984.1	NA	Xe_002720	NA
LOC110235155	NA	XP_032221235.2	NA	XP_022783062.1	NA	Xe_001065	NA
LOC110234847	NA	XP_048588416.1	NA	XP_022787032.1	NA	Xe_001072	NA
LOC110235178	NA	XP_032226356.1	NA	XP_022787567.1	NA	Xe_011306	NA
LOC110235286	NA	XP_032228039.1	NA	XP_022783761.1	neuron_1, neuron_3, neuron_4, neuron_5, neuron_13	Xe_008012	NA
LOC110235234	NA	XP_048587033.1	NA	XP_022787876.1	NA	Xe_008774	NA
LOC110235023	NA	XP_032243064.2	NA	XP_022782102.1	NA	Xe_000989	NA
LOC110235319	NA	XP_032222674.2	NA	XP_022796827.1	NA	Xe_019836	7, 14
LOC110234799	NA	XP_032232066.2	NA	XP_022782069.1	NA	Xe_001161	NA
LOC110235437	10, 16	XP_032232329.2	NA	XP_022799684.1	NA	Xe_002468	NA
LOC110235463	NA	XP_032232335.2	NA	XP_022799682.1	neuron_10	Xe_002465	NA
LOC110235491	NA	XP_048585253.1	NA	XP_022780595.1	NA	Xe_023560	2, 12
LOC110235535	NA	XP_032228367.2	NA	XP_022805797.1	NA	Xe_005685	NA
LOC110235551	NA	XP_032238148.2	NA	XP_022796563.1	NA	Xe_011424	NA
LOC110235559	NA	XP_048577493.1	NA	XP_022781384.1	NA	Xe_011335	NA
LOC114574144	NA	XP_048577770.1	NA	XP_022781400.1	NA	Xe_010523	NA
LOC110235569	NA	XP_048577508.1	NA	XP_022795585.1	NA	Xe_011433	NA
LOC110235595	NA	XP_032221817.2	NA	XP_022788027.1	NA	Xe_012506	8, 10
LOC110235761	NA	XP_048586006.1	NA	XP_022804970.1	NA	Xe_011792	NA
LOC110235681	NA	XP_001635053.2	NA	XP_022788093.1	NA	Xe_012468	10
LOC110235639	NA	XP_048586446.1	NA	XP_022810649.1	NA	Xe_004050	10
LOC110235732	NA	XP_048586355.1	NA	XP_022801794.1	NA	Xe_012233	10
LOC110235688	NA	XP_032225779.2	NA	XP_022787173.1	NA	Xe_012197	NA
LOC110235691	NA	XP_032238404.1	NA	XP_022798602.1	NA	Xe_012191	NA
LOC110235805	NA	XP_048585706.1	ectoderm.embryonic	XP_022782268.1	NA	Xe_011836	16
LOC110235690	NA	XP_032233152.2	NA	XP_022794620.1	NA	Xe_022083	NA
LOC110235718	NA	XP_032218255.2	NA	XP_022794328.1	NA	Xe_009989	NA
LOC110235609	NA	XP_048586302.1	NA	XP_022779417.1	NA	Xe_011922	NA
LOC110235798	NA	XP_048585696.1	NA	XP_022790970.1	NA	Xe_012353	15
LOC110235810	NA	XP_048586441.1	NA	XP_022777861.1	NA	Xe_012232	NA
LOC110235826	NA	XP_032240468.2	NA	XP_022788031.1	NA	Xe_012126	NA
LOC110235892	NA	XP_048577249.1	NA	XP_022781453.1	NA	Xe_010923	NA
LOC110235899	NA	XP_001624438.2	NA	XP_022792976.1	NA	Xe_013115	NA
LOC114574741	NA	XP_001629332.1	NA	XP_022796043.1	NA	Xe_022142	NA
LOC110235906	NA	XP_048585592.1	NA	XP_022797198.1	NA	Xe_013221	NA
LOC110235914	NA	XP_048585352.1	NA	XP_022779053.1	NA	Xe_013782	NA
LOC110235882	NA	XP_048577984.1	NA	XP_022796724.1	NA	Xe_008456	NA
LOC110235910	NA	XP_001640730.3	NA	XP_022797762.1	NA	Xe_013830	NA
LOC110236007	NA	XP_032220222.1	NA	XP_022798981.1	NA	Xe_005361	NA
LOC110236015	NA	XP_032218491.2	NA	XP_022779614.1	NA	Xe_014264	NA
LOC110239836	NA	XP_032221437.2	NA	XP_022805421.1	mitotic_host_cells	Xe_012326	NA
LOC110236094	NA	XP_048588848.1	NA	XP_022788608.1	NA	Xe_014801	NA
LOC110236080	NA	XP_048588141.1	NA	XP_022797459.1	NA	Xe_014733	NA
LOC110236162	NA	XP_001628718.1	NA	XP_022788840.1	neuron_10, neuron_12	Xe_002681	1, 4, 7
LOC110236153	10, 16	XP_001628734.1	NA	XP_022786285.1	NA	Xe_002815	4, 7
LOC110236157	NA	XP_048590284.1	NA	XP_022795266.1	NA	Xe_002799	6, 13
LOC110236167	NA	XP_048590181.1	NA	XP_022794987.1	germline_sperm, neuron_13	Xe_002812	NA
LOC110236233	NA	XP_001640877.2	NA	XP_022805751.1	NA	Xe_013990	NA
LOC110236318	NA	XP_048580525.1	NA	XP_022780119.1	NA	Xe_028970	NA
LOC110236265	NA	XP_001626835.2	NA	XP_022799311.1	NA	Xe_003063	3, 6, 13
LOC110236408	NA	XP_001639881.3	NA	XP_022790064.1	neuron_10	Xe_021694	NA
LOC110236390	NA	XP_032219218.1	NA	XP_022797985.1	NA	Xe_022263	NA
LOC110236386	NA	XP_048581400.1	NA	XP_022801687.1	NA	Xe_022291	NA
LOC110236434	NA	XP_032220326.2	NA	XP_022796206.1	NA	Xe_000223	NA
LOC110236486	NA	XP_032242295.2	NA	XP_022785864.1	NA	Xe_004649	NA
LOC110236594	NA	XP_048577027.1	NA	XP_022796337.1	NA	Xe_006119	NA
LOC110236622	NA	XP_032235949.1	NA	XP_022805454.1	NA	Xe_005355	NA
LOC110236658	NA	XP_048576525.1	NA	XP_022779569.1	NA	Xe_005649	NA
LOC110236598	NA	XP_032220199.2	NA	XP_022798972.1	NA	Xe_006928	NA
LOC110236684	NA	XP_048580080.1	NA	XP_022802571.1	NA	Xe_000464	NA
LOC110236778	NA	XP_001638944.1	NA	XP_022783466.1	NA	Xe_004041	5
LOC110236788	NA	XP_001637213.3	NA	XP_022795381.1	NA	Xe_022318	NA
LOC110236779	13	XP_048582529.1	NA	XP_022783427.1	gastrodermis_musclelike	Xe_004044	NA
LOC110240752	NA	XP_032234663.2	NA	XP_022795162.1	NA	Xe_003370	10
LOC110236814	NA	XP_048585384.1	NA	XP_022783039.1	neuron_10	Xe_000393	14
LOC110236818	NA	XP_048585642.1	NA	XP_022786616.1	neuron_13	Xe_001231	NA
LOC110240860	NA	XP_032219683.2	NA	XP_022805580.1	digestive_filaments	Xe_003604	10
LOC110236907	NA	XP_048583016.1	NA	XP_022801523.1	NA	Xe_004033	NA
LOC110236979	NA	XP_048584498.1	NA	XP_022781664.1	NA	Xe_013522	14
LOC110236958	NA	XP_001640835.3	NA	XP_022790481.1	NA	Xe_013162	NA
LOC110237009	NA	XP_048583531.1	NA	XP_022784154.1	NA	Xe_003017	NA
LOC110237086	NA	XP_032221243.2	NA	XP_022805733.1	NA	Xe_003239	NA
LOC110236942	NA	XP_048590056.1	NA	XP_022806565.1	NA	Xe_002369	NA
LOC110237127	NA	XP_048590672.1	NA	XP_022798202.1	NA	Xe_002487	10
LOC110241254	NA	XP_032221336.2	NA	XP_022784588.1	NA	Xe_003915	10
LOC110237004	NA	XP_032233325.2	NA	XP_022810154.1	NA	Xe_002846	NA
LOC110237168	NA	XP_001628546.2	NA	XP_022806571.1	NA	Xe_002953	NA
LOC110237206	NA	XP_032242981.1	NA	XP_022789557.1	NA	Xe_012645	NA
LOC110237115	NA	XP_048590014.1	NA	XP_022799975.1	NA	Xe_002520	10
LOC110237244	NA	XP_032236432.1	NA	XP_022789856.1	NA	Xe_012913	NA
LOC110237303	NA	XP_048578066.1	NA	XP_022781496.1	NA	Xe_011636	NA
LOC110237305	NA	XP_048577785.1	NA	XP_022804821.1	NA	Xe_011033	15
