Orthogroup	aip_longest_isoforms	nvec_longest_isoform
OG0011687	XP_020899380.1	XP_032242756.1
OG0011688	XP_020899386.1	XP_001636986.3
OG0011689	XP_020899391.1	XP_001629044.2
OG0011690	XP_020899392.1	XP_001627570.1
OG0011691	XP_020899395.1	XP_048575586.1
OG0011694	XP_020899414.2	XP_001640343.3
OG0011695	XP_020899426.1, XP_028513447.1	XP_032222447.2
OG0011696	XP_020899429.1	XP_032232348.2
OG0011698	XP_020899471.1	XP_001630147.2
OG0011699	XP_020899491.1	XP_001629206.3
OG0011700	XP_020899497.1	XP_001631908.2
OG0011701	XP_020899504.1	XP_048584476.1
OG0011703	XP_020899527.1	XP_001624732.3
OG0011704	XP_020899547.1	XP_032229808.1
OG0011705	XP_020899552.1	XP_032236710.2
OG0011706	XP_020899567.1	XP_001640789.1
OG0011707	XP_020899572.1	XP_001627430.2
OG0011708	XP_020899596.1	XP_032236717.2
OG0011709	XP_020899604.1	XP_032222099.2
OG0011710	XP_020899607.1	XP_048586350.1
OG0011711	XP_020899628.1, XP_020911382.1	XP_032240449.2
OG0011712	XP_020899633.1	XP_048586714.1
OG0011713	XP_020899638.1	XP_032233091.2
OG0011715	XP_020899654.1	XP_032238543.1
OG0011716	XP_020899659.1	XP_001629619.2
OG0011717	XP_020899660.1	XP_048579629.1
OG0011718	XP_020899666.1	XP_032233160.1
OG0011719	XP_020899669.1	XP_001640919.2
OG0011720	XP_020899675.1	XP_001640920.3
OG0011721	XP_020899685.1	XP_032240356.1
OG0011722	XP_020899703.1	XP_032234488.2
OG0011723	XP_020899709.1	XP_032233578.2
OG0011724	XP_020899738.1	XP_001631972.1
OG0011725	XP_020899744.1	XP_032220453.2
OG0011726	XP_020899767.1	XP_032239982.1
OG0011729	XP_020899806.1	XP_001640371.2
OG0011730	XP_020899807.1	XP_048589333.1
OG0011732	XP_020899832.1	XP_032218118.1
OG0011733	XP_020899853.2	XP_048575822.1
OG0011735	XP_020899863.1	XP_001628796.3
OG0011736	XP_020899875.1	XP_048575723.1
OG0011737	XP_020903115.1, XP_020899881.1	XP_001635240.2
OG0011738	XP_020899885.1	XP_032221868.2
OG0011739	XP_020899893.1	XP_032229790.2
OG0011741	XP_020899926.1	XP_001640881.1
OG0011742	XP_020899932.1	XP_001640777.2
OG0011744	XP_020899968.1	XP_048585301.1
OG0011745	XP_020899998.1	XP_032222034.2
OG0011746	XP_020900005.1	XP_032218410.2
OG0011747	XP_020900007.1	XP_001639368.2
OG0011748	XP_020900025.1	XP_032232687.2
OG0011750	XP_020900070.1	XP_001639369.1
OG0011751	XP_020900074.1	XP_032231911.2
OG0011752	XP_020900075.1	XP_032235971.1
OG0011753	XP_020900078.1	XP_048576901.1
OG0011754	XP_020900079.1	XP_001639449.1
OG0011755	XP_020900083.1	XP_001633608.2
OG0011756	XP_020900084.1	XP_032227856.1
OG0011758	XP_020900119.1	XP_032230583.2
OG0011759	XP_020900130.1	XP_032233744.2
OG0011760	XP_020900138.1	XP_032219308.2
OG0011762	XP_020900152.1	XP_001640200.3
OG0011763	XP_020900167.1	XP_001638917.1
OG0011764	XP_020900170.1	XP_032238366.1
OG0011765	XP_020900175.1	XP_048586453.1
OG0011766	XP_020900187.1	XP_001640041.1
OG0011767	XP_020900190.1	XP_001638896.1
OG0011768	XP_020900205.1	XP_001632306.2
OG0011769	XP_020900246.1	XP_048585230.1
OG0011770	XP_020900257.2	XP_032222710.2
OG0011771	XP_020900292.1	XP_048577578.1
OG0011772	XP_020900299.1	XP_048577864.1
OG0011773	XP_020900307.1	XP_001633520.1
OG0011774	XP_020900308.1	XP_032235388.1
OG0011776	XP_020900339.1	XP_048577051.1
OG0011777	XP_020900340.1	XP_001638994.1
OG0011779	XP_020900363.2	XP_032219710.2
OG0011780	XP_020900365.1	XP_048589325.1
OG0011781	XP_020900367.1	XP_032237436.1
OG0011782	XP_020900383.1	XP_048583998.1
OG0011783	XP_020900384.1	XP_032220770.2
OG0011784	XP_020900385.1	XP_001638139.1
OG0011785	XP_020900388.1	XP_001639942.2
OG0011786	XP_020900395.1	XP_032239045.2
OG0011787	XP_020900396.1	XP_032237855.2
OG0011788	XP_020900397.1	XP_001630549.3
OG0011789	XP_020900421.1	XP_032233761.2
OG0011790	XP_020900454.1	XP_048589721.1
OG0011791	XP_020900457.1	XP_001628910.1
OG0011793	XP_020900478.1	XP_048590418.1
OG0011794	XP_020900487.1	XP_048590385.1
OG0011795	XP_020900489.2	XP_032220912.2
OG0011796	XP_020900528.1	XP_032234409.2
OG0011797	XP_020900532.1	XP_001634704.1
OG0011798	XP_020900546.1	XP_001630088.2
OG0011800	XP_020914425.2, XP_020900585.1	XP_032238433.1
OG0011801	XP_020900586.1	XP_048578632.1
OG0011802	XP_020900591.1	XP_001622638.1
OG0011803	XP_020900634.1	XP_001636904.3
OG0011804	XP_020900637.1	XP_001636953.2
OG0011805	XP_020900647.1	XP_001636954.2
OG0011806	XP_020900648.1	XP_032242676.2
OG0011808	XP_020900673.1	XP_001625034.2
OG0011809	XP_020900687.2	XP_048579973.1
OG0011810	XP_020900692.1	XP_048580374.1
OG0011811	XP_020900693.1	XP_001635867.2
OG0011812	XP_020900726.1	XP_032229920.2
OG0011813	XP_020900737.2	XP_032240203.1
OG0011815	XP_020900752.1	XP_001628109.2
OG0011817	XP_020900757.1	XP_001630767.1
OG0011818	XP_020900769.1	XP_032242490.2
OG0011819	XP_020900775.1	XP_048577723.1
OG0011820	XP_020900792.1	XP_048577354.1
OG0011821	XP_020900794.1	XP_048578164.1
OG0011822	XP_020900822.1	XP_048579148.1
OG0011823	XP_020900834.1	XP_001636912.2
OG0011825	XP_020900855.1	XP_001628291.2
OG0011826	XP_020900857.1	XP_001624858.1
OG0011827	XP_020900862.1	XP_032217767.1
OG0011828	XP_020900863.1	XP_032232965.2
OG0011829	XP_020900871.1	XP_048584284.1
OG0011830	XP_020900884.1	XP_048575647.1
OG0011831	XP_020900892.1	XP_032233278.1
OG0011832	XP_020900898.1	XP_032228844.1
OG0011833	XP_020900915.1	XP_032238947.2
OG0011834	XP_020900937.1	XP_032221391.1
OG0011835	XP_020900956.1	XP_032232369.2
OG0011836	XP_020900967.1	XP_001633559.2
OG0011837	XP_020900968.1	XP_001640172.3
OG0011838	XP_020900972.1	XP_001629908.2
OG0011840	XP_020900975.1	XP_032234170.1
OG0011841	XP_020900978.1	XP_001627193.1
OG0011842	XP_020900988.1	XP_032238207.1
OG0011843	XP_020900994.1	XP_001637108.2
OG0011844	XP_020900999.1	XP_001632994.3
OG0011845	XP_020901037.1	XP_048583432.1
OG0011846	XP_020901071.1	XP_001640481.2
OG0011847	XP_020901098.1	XP_048587213.1
OG0011848	XP_020901099.1	XP_032220140.2
OG0011850	XP_020901124.1	XP_032229683.2
OG0011851	XP_020901138.1	XP_032234597.2
OG0011852	XP_020901158.1	XP_001636422.1
OG0011853	XP_020901165.1	XP_032221356.2
OG0011854	XP_020901171.1	XP_032219507.2
OG0011856	XP_020901178.2	XP_001624097.3
OG0011857	XP_020901184.2	XP_032243033.1
OG0011858	XP_020901210.1	XP_001640451.1
OG0011859	XP_020901213.1	XP_032221473.1
OG0011860	XP_020901216.1	XP_032221960.2
OG0011861	XP_020901219.1	XP_032233105.2
OG0011862	XP_020901244.1	XP_048589706.1
OG0011863	XP_020901248.1	XP_001629801.2
OG0011865	XP_020901314.1	XP_001639233.2
OG0011866	XP_020901335.1	XP_048575651.1
OG0011867	XP_020901336.1	XP_048575926.1
OG0011868	XP_020901349.1	XP_001640327.1
OG0011869	XP_020901355.1	XP_032242802.1
OG0011870	XP_020901358.1	XP_032221050.1
OG0011871	XP_020901360.2	XP_048575620.1
OG0011872	XP_020901365.1	XP_048576209.1
OG0011873	XP_020901376.1	XP_048575404.1
OG0011874	XP_020901383.1	XP_048576292.1
OG0011875	XP_020901400.1	XP_001637060.3
OG0011876	XP_020901403.1	XP_048575363.1
OG0011877	XP_020901408.1	XP_032230368.2
OG0011878	XP_020901411.1	XP_001640114.1
OG0011879	XP_020901415.1	XP_048576049.1
OG0011880	XP_020901420.1	XP_001625551.2
OG0011881	XP_020901422.1	XP_048575880.1
OG0011882	XP_020901435.1	XP_048576119.1
OG0011883	XP_020901436.1	XP_032235073.1
OG0011884	XP_020901453.1	XP_001624819.2
OG0011885	XP_020901460.2	XP_032242892.2
OG0011886	XP_020901468.1	XP_001624830.3
OG0011887	XP_020901471.1	XP_048575641.1
OG0011888	XP_020901477.1	XP_032228793.2
OG0011889	XP_020901480.1	XP_032235116.2
OG0011890	XP_020901495.1	XP_048576348.1
OG0011891	XP_020901501.1	XP_001636960.1
OG0011892	XP_020901503.1	XP_048578088.1
OG0011893	XP_020901537.1	XP_032221135.2
OG0011894	XP_020901539.2	XP_048576057.1
OG0011895	XP_020901542.1	XP_048581321.1
OG0011896	XP_020901545.1	XP_032221133.1
OG0011897	XP_020901571.2	XP_032240627.2
OG0011898	XP_020901574.1	XP_032220208.2
OG0011899	XP_020901588.1	XP_001627013.1
OG0011900	XP_020901590.1	XP_032220212.1
OG0011901	XP_020901602.1	XP_048576599.1
OG0011902	XP_020901608.1	XP_001638329.2
OG0011903	XP_020901611.1	XP_032234203.2, XP_048581603.1
OG0011904	XP_020901636.1	XP_032223313.2
OG0011905	XP_020901645.2	XP_048581327.1
OG0011906	XP_020901648.1	XP_032223453.1
OG0011907	XP_020901651.1	XP_001629216.2
OG0011908	XP_020901676.1	XP_001625007.3
OG0011909	XP_020901677.1	XP_032220875.2
OG0011910	XP_020901688.1	XP_032233204.1
OG0011911	XP_020901690.1	XP_032232041.2
OG0011912	XP_020901721.1	XP_032226927.2
OG0011913	XP_020901726.1	XP_001640240.2
OG0011914	XP_020901734.1	XP_048578988.1
OG0011915	XP_020901735.1	XP_048578692.1
OG0011916	XP_020901739.1	XP_032233309.2
OG0011917	XP_020901746.1	XP_048578442.1
OG0011918	XP_020901761.1	XP_048578271.1
OG0011920	XP_020901770.1	XP_048578342.1
OG0011921	XP_020901790.1	XP_032235444.2
OG0011923	XP_020901802.1, XP_020901801.1	XP_001625689.2
OG0011925	XP_020901805.1	XP_032219622.1
OG0011926	XP_020901827.1	XP_032235176.2
OG0011928	XP_020901843.1	XP_001635121.1
OG0011929	XP_020901850.1	XP_032240403.2
OG0011930	XP_020901853.1	XP_032221831.1
OG0011931	XP_020901876.2	XP_032229771.2
OG0011932	XP_020901892.1	XP_032225115.2
OG0011933	XP_020901895.1	XP_032217856.2
OG0011934	XP_020901909.1	XP_001635071.1
OG0011935	XP_020901916.1	XP_048586666.1
OG0011936	XP_020901920.1, XP_020905642.1	XP_048586096.1
OG0011937	XP_020901922.1	XP_048585937.1
OG0011938	XP_020901956.1	XP_032228504.1
OG0011939	XP_020901960.1	XP_032228653.2
OG0011940	XP_020901963.1	XP_032228493.2
OG0011941	XP_020901965.1	XP_001625367.1
OG0011942	XP_020901968.1	XP_001635074.1
OG0011943	XP_020901978.1	XP_032238929.2
OG0011944	XP_020901990.1	XP_048589186.1
OG0011945	XP_020901997.1	XP_001633783.2
OG0011946	XP_020901998.1	XP_001627503.2
OG0011947	XP_020902009.1	XP_032223004.2
OG0011948	XP_020902013.1	XP_001641686.2
OG0011949	XP_020902020.1	XP_001641741.1
OG0011950	XP_020902026.1	XP_001633828.3
OG0011951	XP_020902029.1	XP_048589675.1
OG0011952	XP_020902035.1	XP_032238980.1
OG0011953	XP_020902049.1	XP_048589190.1
OG0011954	XP_020902058.1	XP_032238987.2
OG0011955	XP_020902068.1	XP_032234350.1
OG0011956	XP_020902100.2	XP_001641811.3
OG0011957	XP_020902106.1	XP_032218573.2
OG0011960	XP_028515357.1, XP_020902115.2	XP_032240539.1
OG0011961	XP_020902133.1	XP_001628938.2
OG0011962	XP_020902142.1	XP_048584501.1
OG0011963	XP_020902143.1	XP_048584503.1
OG0011964	XP_020902193.1	XP_032236793.1
OG0011965	XP_020902194.1	XP_001633949.3
OG0011966	XP_020902197.1	XP_001629421.2
OG0011967	XP_020902202.1	XP_001629443.1
OG0011968	XP_020902204.1	XP_048582332.1
OG0011969	XP_020902205.1	XP_001629406.2
OG0011971	XP_020902224.1	XP_032220414.1, XP_048577014.1
OG0011972	XP_020902249.1	XP_032229408.1
OG0011973	XP_020902253.1, XP_020902252.1	XP_001633141.3
OG0011974	XP_020902254.1	XP_032225703.1
OG0011975	XP_020902256.1	XP_001630390.1
OG0011976	XP_020902259.1	XP_001628098.1
OG0011977	XP_020902278.1	XP_048577688.1
OG0011978	XP_020902290.2	XP_001625662.2
OG0011979	XP_020902297.1	XP_001625635.2
OG0011981	XP_020902324.1	XP_048577966.1
OG0011982	XP_020902333.1	XP_001634123.3
OG0011983	XP_020902340.1	XP_048577539.1
OG0011984	XP_020902363.1	XP_001630416.2
OG0011985	XP_020902368.1	XP_048576236.1
OG0011986	XP_020902394.1	XP_048588696.1
OG0011987	XP_020902418.1	XP_001622544.2
OG0011988	XP_020902444.1	XP_032241031.2
OG0011989	XP_020902482.1	XP_001634274.2
OG0011992	XP_020902501.1	XP_032229904.2
OG0011993	XP_020902504.1	XP_001638154.2
OG0011994	XP_020902509.1	XP_001638085.2
OG0011995	XP_020902513.2	XP_001629853.2
OG0011996	XP_020903648.1, XP_020902515.2	XP_032243256.2
OG0011997	XP_020902538.1, XP_020902527.1	XP_048580833.1
OG0011998	XP_020902542.1	XP_032222145.1
OG0011999	XP_020902566.1	XP_032226583.2
OG0012000	XP_020902583.1	XP_032240952.1
OG0012001	XP_020902588.1	XP_001627750.2
OG0012002	XP_020902589.1	XP_001626272.2
OG0012003	XP_020902590.1	XP_001635607.2
OG0012004	XP_020902596.1	XP_001635606.1
OG0012005	XP_020902603.1	XP_032228510.2
OG0012006	XP_020902606.1	XP_001634129.2
OG0012007	XP_020902629.1	XP_032225451.2
OG0012008	XP_020902634.1	XP_001634524.1
OG0012009	XP_020902638.1	XP_001625734.2
OG0012010	XP_020902639.2	XP_032241071.2
OG0012011	XP_020902640.1	XP_048588884.1
OG0012013	XP_020902649.2, XP_028515506.1	XP_032232543.2
OG0012014	XP_020902652.1	XP_001622613.3
OG0012015	XP_020902673.1	XP_001633706.2
OG0012016	XP_028515529.1, XP_020902676.1	XP_032232639.2
OG0012017	XP_020902678.1	XP_048578529.1
OG0012018	XP_020902682.1	XP_048578752.1
OG0012019	XP_020902690.1	XP_001628862.1
OG0012020	XP_020902691.1	XP_032232944.1
OG0012021	XP_020902695.1	XP_032223541.2
OG0012022	XP_020902717.1	XP_048578818.1
OG0012024	XP_020902732.1	XP_048578746.1
OG0012026	XP_020902756.1, XP_020902819.1	XP_001626643.2
OG0012027	XP_020902757.1	XP_048578315.1
OG0012028	XP_020902796.1	XP_001630169.2
OG0012029	XP_020902804.1	XP_001631782.3
OG0012030	XP_020902810.1	XP_001623256.3
OG0012031	XP_020902827.1	XP_001623782.3
OG0012032	XP_020902848.1	XP_048582407.1
OG0012033	XP_020902858.1	XP_032221392.1
OG0012034	XP_020902871.1	XP_032233619.1
OG0012035	XP_020902886.1	XP_001622460.2
OG0012036	XP_020902891.1	XP_001632149.2
OG0012037	XP_020902893.1	XP_032223573.1
OG0012038	XP_020902894.1	XP_001633409.1
OG0012039	XP_020902899.1	XP_032236018.2
OG0012040	XP_020902900.1	XP_001633242.1
OG0012041	XP_020902905.1	XP_001624117.1
OG0012042	XP_020902939.1, XP_020903994.2	XP_048576074.1
OG0012043	XP_020902962.1	XP_001637935.2
OG0012045	XP_020902979.1	XP_032236653.1
OG0012046	XP_020902988.1	XP_032227080.1
OG0012047	XP_020903000.1	XP_001625862.3
OG0012048	XP_020903004.1	XP_048580730.1
OG0012049	XP_020903009.1	XP_048576211.1
OG0012050	XP_020903024.2	XP_048580936.1
OG0012051	XP_020903054.1	XP_001631094.2
OG0012052	XP_020903058.1	XP_032225836.1
OG0012054	XP_020903068.1	XP_032220266.2
OG0012055	XP_020903074.1	XP_001624634.3
OG0012056	XP_020903077.1	XP_032238770.1
OG0012058	XP_020903082.1	XP_032220291.1
OG0012059	XP_020903083.1	XP_032220267.1
OG0012060	XP_020903086.1	XP_032218427.2
OG0012061	XP_020903087.1	XP_048576430.1
OG0012062	XP_020903093.1	XP_001639320.1
OG0012063	XP_020903097.1	XP_048576924.1
OG0012064	XP_020903126.1	XP_001626510.1
OG0012066	XP_020903143.1	XP_032218050.1
OG0012067	XP_020903147.1	XP_001626390.2
OG0012068	XP_020903154.1	XP_032218068.2
OG0012069	XP_020903155.1	XP_048584009.1
OG0012070	XP_020903177.1	XP_001622209.3
OG0012071	XP_020903184.2	XP_048576225.1
OG0012072	XP_020903205.1	XP_048578277.1
OG0012073	XP_020903224.1	XP_032235881.2
OG0012074	XP_020903227.1	XP_032237762.1
OG0012075	XP_020903228.1	XP_048578656.1
OG0012076	XP_020903236.1	XP_001632810.2
OG0012077	XP_020903243.2	XP_032242448.2
OG0012078	XP_020903245.1	XP_001622643.3
OG0012079	XP_020903264.1	XP_048584387.1
OG0012080	XP_020903274.1	XP_032241597.2
OG0012081	XP_020903315.1	XP_001631692.3
OG0012082	XP_020903320.1	XP_001634445.1
OG0012083	XP_020903341.1	XP_001629587.3
OG0012084	XP_020903351.1	XP_001633560.1
OG0012085	XP_020903354.1	XP_001627205.1
OG0012086	XP_020903378.1	XP_032218348.2
OG0012087	XP_020903397.1	XP_001640959.1
OG0012088	XP_020903400.1	XP_048579585.1
OG0012089	XP_020903452.1	XP_032223457.1
OG0012091	XP_020903472.1	XP_032234682.1
OG0012092	XP_020903481.1	XP_001630296.1
OG0012093	XP_020903483.1	XP_001630330.1
OG0012094	XP_020903484.1	XP_001630329.2
OG0012095	XP_020903529.1	XP_001641714.2
OG0012097	XP_020903549.1	XP_032219566.1
OG0012098	XP_020903593.1	XP_032237665.2
OG0012099	XP_020903598.1	XP_032234864.1
OG0012100	XP_020903601.1	XP_032227929.2
OG0012101	XP_020903613.1	XP_032241036.2
OG0012102	XP_020903627.1	XP_032227927.2
OG0012103	XP_020903657.1	XP_048588665.1
OG0012104	XP_020903664.1	XP_032231125.2
OG0012105	XP_020903691.1	XP_048588650.1
OG0012106	XP_020903699.1	XP_032231430.2
OG0012107	XP_020903702.1	XP_001637294.3
OG0012108	XP_020903704.1	XP_048588314.1
OG0012109	XP_020903746.2	XP_048585080.1
OG0012110	XP_020903779.1	XP_001630968.2
OG0012112	XP_020903808.1	XP_001639695.2
OG0012113	XP_020903812.1	XP_048585528.1
OG0012114	XP_020903813.1	XP_032222715.2
OG0012115	XP_020903827.1	XP_001639694.3
OG0012116	XP_020903828.1	XP_001639693.3
OG0012121	XP_020903905.1	XP_001635619.2
OG0012122	XP_020903915.1	XP_001627211.2
OG0012123	XP_020903927.1	XP_032223463.1
OG0012124	XP_020903936.1	XP_032219283.1
OG0012125	XP_020903948.2	XP_032239089.1
OG0012126	XP_020903958.1	XP_032242905.1
OG0012127	XP_020903962.1	XP_048580486.1
OG0012129	XP_020903984.1	XP_001621638.2
OG0012130	XP_020903999.1	XP_032224690.2
OG0012132	XP_020904037.1	XP_001638720.2
OG0012133	XP_020904052.1	XP_048580168.1
OG0012134	XP_020904058.1	XP_032237700.1
OG0012135	XP_020904103.1	XP_032228965.1
OG0012136	XP_020904124.1	XP_001638215.1
OG0012137	XP_020904141.1	XP_032228911.2
OG0012138	XP_020904150.1	XP_001637378.3
OG0012139	XP_020904155.1	XP_032228910.2
OG0012140	XP_020904157.1	XP_032238002.1
OG0012141	XP_020904168.1	XP_048588763.1
OG0012142	XP_020904179.2	XP_048589350.1
OG0012143	XP_020904184.1	XP_032235225.2
OG0012144	XP_020904186.1	XP_032235252.2
OG0012145	XP_020904194.1	XP_001636570.1
OG0012146	XP_020904213.1	XP_001639067.1
OG0012147	XP_020904214.2	XP_032237811.1
OG0012148	XP_020904242.1	XP_032218670.1
OG0012149	XP_020904264.2	XP_048588750.1
OG0012150	XP_020904268.1	XP_001637816.3
OG0012151	XP_020904273.1	XP_048576037.1
OG0012152	XP_020904280.1	XP_048575649.1
OG0012153	XP_020904284.1	XP_001632984.1
OG0012156	XP_020904303.1	XP_001623181.2
OG0012157	XP_020904307.2	XP_001639648.1
OG0012158	XP_020904311.1	XP_001639735.2
OG0012159	XP_020904315.1	XP_001631917.3
OG0012160	XP_020904319.1	XP_001628014.2
OG0012161	XP_020904322.1	XP_001635245.2
OG0012162	XP_020904329.1	XP_032220550.1
OG0012163	XP_020904331.1	XP_032236748.1
OG0012164	XP_020904333.1	XP_001631916.2
OG0012165	XP_020904349.1	XP_001631646.1
OG0012166	XP_020904364.1	XP_032230482.2
OG0012167	XP_020904373.1	XP_032240909.1
OG0012168	XP_020904374.1	XP_001632001.3
OG0012169	XP_020904377.1	XP_001636306.2
OG0012170	XP_020904388.1	XP_001636360.2
OG0012171	XP_020904397.1	XP_048580428.1, XP_048580427.1
OG0012173	XP_020904418.2	XP_001626890.3
OG0012174	XP_020904430.1	XP_001628976.1
OG0012175	XP_020904434.1	XP_048578295.1
OG0012176	XP_020904441.1	XP_001630486.3
OG0012177	XP_020904443.1	XP_032234982.2
OG0012178	XP_020904458.1	XP_001630468.3
OG0012180	XP_020904473.1	XP_032236587.2
OG0012181	XP_020904485.1	XP_001635763.2
OG0012183	XP_020904537.1	XP_001637847.1
OG0012184	XP_028513726.1, XP_020904571.1	XP_032240861.2
OG0012185	XP_020904577.1	XP_001634358.2
OG0012186	XP_020904585.1	XP_001636349.1
OG0012187	XP_020904625.1	XP_001638986.1
OG0012188	XP_020904635.1	XP_001637756.2
OG0012189	XP_020904638.1	XP_048584028.1
OG0012190	XP_020904641.1	XP_001624781.2
OG0012191	XP_020904642.1	XP_048583602.1
OG0012192	XP_020904654.1	XP_032236995.2
OG0012193	XP_020904663.1	XP_032228890.1
OG0012194	XP_020904679.1	XP_032232815.1
OG0012195	XP_020904685.1	XP_032232817.1
OG0012196	XP_020904707.1	XP_032235244.2
OG0012197	XP_020904728.1	XP_048586814.1
OG0012198	XP_020904741.1	XP_001637482.1
OG0012199	XP_020904775.1	XP_032218033.1
OG0012200	XP_020904782.1	XP_001626498.3
OG0012201	XP_020904784.1	XP_032241963.2
OG0012202	XP_020904794.1, XP_028514045.1	XP_048583456.1
OG0012203	XP_020904801.2	XP_048584243.1
OG0012204	XP_020904803.1	XP_032226214.2
OG0012205	XP_020904806.1	XP_032218024.2
OG0012207	XP_020904818.1	XP_032228537.1
OG0012208	XP_020904822.1	XP_001623724.2
OG0012209	XP_020904829.1	XP_032237271.2
OG0012211	XP_020904848.1	XP_001629694.2
OG0012212	XP_020904865.1	XP_032217986.1
OG0012213	XP_020904880.1	XP_001629285.1
OG0012214	XP_020904882.1	XP_001632371.1
OG0012215	XP_020904884.2	XP_048583913.1
OG0012216	XP_020904887.1	XP_048583993.1
OG0012217	XP_020904891.1	XP_032225478.2
OG0012218	XP_020904922.1	XP_032236317.1
OG0012219	XP_020904936.2	XP_032243211.2
OG0012220	XP_020904944.1	XP_001638102.2
OG0012221	XP_020904945.1	XP_048588922.1
OG0012222	XP_020904961.1	XP_001624736.2
OG0012223	XP_020904974.2	XP_001640094.1
OG0012224	XP_020904980.1	XP_048586919.1
OG0012225	XP_020904995.1	XP_048578565.1
OG0012228	XP_020905029.1	XP_032226832.2
OG0012229	XP_020905032.1	XP_001639751.2
OG0012230	XP_020917643.1, XP_020905033.1	XP_048580024.1
OG0012231	XP_020905087.1	XP_032239118.1
OG0012232	XP_020905095.1, XP_020912020.1	XP_048582587.1
OG0012233	XP_020905124.1	XP_001635866.2
OG0012234	XP_020905133.1	XP_001634159.2
OG0012235	XP_020905140.1	XP_048580124.1
OG0012237	XP_020905177.1	XP_032236362.1
OG0012238	XP_020905179.1	XP_032236332.1
OG0012239	XP_020905185.1	XP_032223096.1
OG0012240	XP_020905204.1	XP_032223032.2
OG0012241	XP_020905208.1	XP_001627461.2
OG0012242	XP_020905209.1	XP_048589718.1
OG0012243	XP_020905229.1	XP_032223251.2
OG0012244	XP_020905237.1	XP_032233522.1
OG0012245	XP_020905238.1	XP_048589554.1
OG0012246	XP_020905239.1	XP_032230995.2
OG0012247	XP_020905242.1	XP_001629260.1
OG0012248	XP_020914043.1, XP_020905245.1	XP_001641763.3
OG0012249	XP_020905254.1	XP_032226743.2
OG0012250	XP_020905255.1	XP_032226744.1
OG0012251	XP_020905256.1	XP_032242171.2
OG0012252	XP_020905258.1	XP_032236363.1
OG0012253	XP_020905262.1	XP_032223013.1
OG0012254	XP_020905269.1	XP_001626796.3
OG0012255	XP_020905274.1	XP_001627441.3
OG0012256	XP_020905287.1	XP_001627459.2
OG0012257	XP_020905291.1	XP_032242139.1
OG0012258	XP_020905297.1	XP_001627457.3
OG0012259	XP_020905326.2	XP_032236373.2
OG0012260	XP_020905354.1	XP_032218812.2
OG0012261	XP_020905373.1	XP_048576248.1
OG0012262	XP_020905401.1	XP_032218955.2
OG0012263	XP_020905407.1	XP_001628397.2
OG0012266	XP_020905436.1	XP_032240272.2
OG0012267	XP_020905442.1	XP_032233594.2
OG0012268	XP_020905485.1	XP_001632452.3
OG0012269	XP_020905491.1	XP_032236470.2
OG0012270	XP_020905494.1	XP_048581659.1
OG0012271	XP_028517160.1, XP_020905513.1	XP_048580884.1
OG0012273	XP_020905536.1	XP_032236357.2
OG0012275	XP_020905543.1	XP_001636637.3
OG0012277	XP_020905564.1	XP_048577720.1
OG0012278	XP_020905565.1	XP_048577566.1
OG0012279	XP_020905571.1	XP_001633135.1
OG0012280	XP_020905588.1	XP_048586608.1
OG0012281	XP_020905593.1	XP_048582266.1
OG0012282	XP_020905595.1	XP_048586605.1
OG0012283	XP_020905613.1	XP_032231231.2
OG0012284	XP_020905616.1	XP_032237154.1
OG0012285	XP_020905651.1	XP_001640623.3
OG0012286	XP_020905652.1	XP_032235874.1
OG0012288	XP_020905668.2	XP_032230360.1
OG0012289	XP_020905691.1	XP_048585682.1
OG0012290	XP_020905693.1	XP_001640627.2
OG0012291	XP_020905700.1	XP_032237055.2
OG0012293	XP_020905742.1	XP_048577178.1
OG0012294	XP_020905753.1	XP_032230549.2
OG0012295	XP_020905757.1	XP_001629151.1
OG0012296	XP_020905758.1	XP_032219153.1
OG0012297	XP_020905764.1	XP_032232608.1
OG0012298	XP_020905765.2	XP_032239248.2
OG0012299	XP_020905766.1	XP_032237532.1
OG0012300	XP_020905772.1	XP_001631332.1
OG0012301	XP_020905776.1	XP_032236048.1
OG0012302	XP_020905803.1	XP_001639532.3
OG0012303	XP_020905855.1	XP_001635396.2
OG0012304	XP_020905856.1	XP_001639242.1
OG0012305	XP_020905858.1	XP_032229675.1
OG0012306	XP_020905864.2	XP_032239209.2
OG0012307	XP_020905919.1	XP_032218302.2
OG0012308	XP_020905954.1	XP_032218233.1
OG0012309	XP_020905970.1	XP_032240338.2
OG0012310	XP_020905988.1, XP_020905991.1	XP_048588902.1
OG0012311	XP_020906013.1	XP_032240313.2
OG0012312	XP_020906014.1	XP_032239534.2
OG0012313	XP_020906020.1	XP_032233661.2
OG0012314	XP_020906031.1	XP_001629665.2
OG0012315	XP_020906063.2	XP_048589538.1
OG0012316	XP_020906084.1	XP_001624322.2
OG0012317	XP_020906087.1	XP_048588425.1
OG0012318	XP_020906093.1	XP_032243274.2
OG0012319	XP_020906102.1	XP_001635527.2
OG0012320	XP_020906111.1	XP_032227450.2
OG0012321	XP_020906125.1	XP_001639837.3
OG0012322	XP_020906129.1	XP_032220993.2
OG0012323	XP_020906157.1	XP_048587891.1
OG0012324	XP_020906163.1	XP_032243065.2
OG0012325	XP_020906165.2	XP_032217788.1
OG0012326	XP_020906176.1	XP_001635106.2
OG0012327	XP_020906181.1	XP_048586647.1
OG0012328	XP_020906182.1	XP_048586098.1
