Orthogroup	aip_longest_isoforms	xenia_longest_isoforms
OG0008283	XP_020910295.1	Xe_012082-T2
OG0008284	XP_020910298.1	Xe_012088-T1
OG0008285	XP_020910300.1	Xe_004536-T1
OG0008286	XP_020910327.1	Xe_011685-T1
OG0008287	XP_020910329.1	Xe_011458-T1
OG0008288	XP_020910330.1	Xe_011684-T1
OG0008289	XP_020910342.1	Xe_011456-T1
OG0008290	XP_020910349.1	Xe_011455-T1
OG0008291	XP_020910353.2	Xe_011651-T1
OG0008292	XP_020910358.1	Xe_011457-T1
OG0008293	XP_020910359.1	Xe_011302-T1
OG0008294	XP_020910376.1	Xe_015941-T1
OG0008295	XP_020910383.1	Xe_015940-T1
OG0008296	XP_020910399.2	Xe_015101-T1
OG0008297	XP_020910402.1	Xe_014926-T1
OG0008298	XP_020910410.1	Xe_008280-T1
OG0008299	XP_020910412.1	Xe_005497-T1
OG0008300	XP_020910419.1	Xe_007442-T1
OG0008301	XP_020910420.1	Xe_008257-T1
OG0008302	XP_020910422.1	Xe_000284-T1
OG0008303	XP_020910437.1	Xe_004444-T2
OG0008304	XP_020910447.1	Xe_021533-T1
OG0008305	XP_020910450.1	Xe_021549-T1
OG0008307	XP_020910468.1	Xe_005117-T1
OG0008308	XP_020910470.1	Xe_005088-T1
OG0008309	XP_020910475.1	Xe_015415-T1
OG0008310	XP_020910485.1	Xe_015416-T1
OG0008311	XP_020910501.1	Xe_021359-T1
OG0008312	XP_020910502.1	Xe_021391-T1
OG0008313	XP_020910503.1	Xe_021360-T1
OG0008314	XP_020910504.1	Xe_021361-T1
OG0008315	XP_020910506.1	Xe_016206-T1
OG0008316	XP_020910518.1	Xe_010950-T1
OG0008318	XP_020910550.1	Xe_011690-T1
OG0008319	XP_020910561.1	Xe_010637-T1
OG0008321	XP_020910585.1	Xe_011475-T1
OG0008322	XP_020910586.1	Xe_010946-T1
OG0008323	XP_020910588.1	Xe_010409-T1
OG0008324	XP_020910591.1	Xe_010948-T1
OG0008325	XP_020910595.1	Xe_010402-T1
OG0008326	XP_020910596.1	Xe_010405-T1
OG0008327	XP_020910597.1	Xe_011630-T1
OG0008328	XP_020910598.2	Xe_010573-T1
OG0008329	XP_020910599.1	Xe_011409-T1
OG0008330	XP_020910603.1	Xe_010922-T1
OG0008331	XP_020910613.1	Xe_010945-T1
OG0008332	XP_020910615.1	Xe_010954-T1
OG0008333	XP_020910616.1	Xe_011408-T1
OG0008334	XP_020910620.1	Xe_010718-T1
OG0008335	XP_020910624.1	Xe_011283-T1
OG0008336	XP_020910631.1	Xe_011369-T1
OG0008337	XP_028517270.1, XP_020910637.1	Xe_026165-T1
OG0008338	XP_020910640.1	Xe_021640-T1
OG0008339	XP_020910642.1	Xe_021682-T1
OG0008340	XP_020910643.1	Xe_021680-T1
OG0008342	XP_020910647.1	Xe_021894-T1
OG0008343	XP_020910648.1	Xe_021681-T1
OG0008344	XP_020910652.1	Xe_010092-T1
OG0008345	XP_020910659.1	Xe_000360-T1
OG0008346	XP_020910661.1	Xe_000358-T1
OG0008347	XP_020910667.1	Xe_000373-T1
OG0008348	XP_020910669.1	Xe_002793-T1, Xe_002792-T1
OG0008349	XP_020910675.1	Xe_002837-T1
OG0008350	XP_020910677.1	Xe_002581-T1
OG0008351	XP_020910679.1	Xe_002420-T1
OG0008352	XP_020910681.1	Xe_002585-T1
OG0008353	XP_020910685.1	Xe_002665-T1
OG0008354	XP_020910687.2	Xe_000350-T1
OG0008355	XP_020910688.1	Xe_002575-T1
OG0008357	XP_020910711.1	Xe_008341-T1
OG0008358	XP_020910716.1	Xe_008813-T1
OG0008359	XP_020910724.1	Xe_008814-T1
OG0008360	XP_020910731.1	Xe_002790-T1
OG0008361	XP_020910736.1	Xe_002716-T1
OG0008362	XP_020910740.1	Xe_002717-T1
OG0008363	XP_020910747.1	Xe_003055-T1
OG0008365	XP_020910774.1	Xe_005376-T1
OG0008366	XP_020910779.1	Xe_005647-T1
OG0008367	XP_020910780.1	Xe_005225-T1
OG0008368	XP_020910785.1	Xe_006317-T1
OG0008369	XP_020910788.1	Xe_007093-T1
OG0008370	XP_020910794.1	Xe_004822-T1
OG0008371	XP_020910799.2	Xe_005328-T1
OG0008373	XP_020910843.1	Xe_002488-T1
OG0008374	XP_020910844.1	Xe_006120-T1
OG0008376	XP_020910868.1	Xe_016537-T1
OG0008378	XP_020910872.1	Xe_018348-T1
OG0008379	XP_020910873.1	Xe_018331-T1
OG0008380	XP_020910895.1	Xe_008458-T1
OG0008381	XP_020910905.1	Xe_013813-T1
OG0008382	XP_020910909.1	Xe_013073-T1
OG0008383	XP_020910927.1	Xe_022067-T1
OG0008384	XP_020910936.1	Xe_010126-T1
OG0008385	XP_020910939.1	Xe_009520-T1
OG0008386	XP_020910946.1	Xe_009765-T1
OG0008387	XP_020910949.1	Xe_000347-T1
OG0008388	XP_020910950.1	Xe_021543-T1
OG0008389	XP_020910969.1	Xe_017415-T1
OG0008390	XP_020910973.1	Xe_017362-T1
OG0008391	XP_020910978.1	Xe_005746-T1
OG0008392	XP_020910979.1	Xe_005784-T1
OG0008393	XP_020910981.1	Xe_005367-T1
OG0008394	XP_020910987.1	Xe_007089-T1
OG0008395	XP_020910990.1	Xe_007088-T1
OG0008397	XP_020911002.1, XP_020911005.1	Xe_016132-T1
OG0008398	XP_020911006.1	Xe_007118-T1
OG0008399	XP_020911007.1	Xe_005506-T1
OG0008400	XP_020911010.1	Xe_007114-T1
OG0008401	XP_020911013.1	Xe_006694-T1
OG0008402	XP_020911015.1	Xe_004743-T1
OG0008403	XP_020911020.1	Xe_006693-T1
OG0008404	XP_020911042.2	Xe_007112-T1
OG0008405	XP_020911043.1	Xe_006274-T1
OG0008406	XP_020911046.1	Xe_005505-T1
OG0008407	XP_020911048.1	Xe_007087-T1
OG0008408	XP_020911049.1	Xe_025044-T1
OG0008409	XP_020911052.1	Xe_005511-T1
OG0008410	XP_020911060.1	Xe_005504-T1
OG0008412	XP_020911070.1	Xe_008631-T1
OG0008413	XP_020911071.1	Xe_008973-T2
OG0008414	XP_020911074.1	Xe_008887-T1
OG0008415	XP_020911078.1	Xe_013661-T1
OG0008416	XP_020911080.2	Xe_015665-T1
OG0008417	XP_020911081.1	Xe_013660-T1
OG0008418	XP_020911086.1	Xe_000926-T1
OG0008419	XP_020911097.1	Xe_024454-T1
OG0008420	XP_020911114.1	Xe_016044-T1
OG0008421	XP_020911115.1	Xe_018780-T1
OG0008422	XP_020911116.1	Xe_029018-T1
OG0008423	XP_020911117.1	Xe_015199-T1
OG0008424	XP_020911121.1	Xe_016618-T1
OG0008425	XP_020911126.1	Xe_016047-T1
OG0008426	XP_020911128.1	Xe_018587-T1
OG0008427	XP_020911129.1	Xe_018029-T1
OG0008428	XP_020911132.1	Xe_004870-T1
OG0008429	XP_020911134.1	Xe_018781-T1
OG0008430	XP_020911139.1	Xe_018751-T1
OG0008431	XP_020911141.2	Xe_012863-T1
OG0008432	XP_020911146.1	Xe_000809-T1
OG0008433	XP_020911148.1	Xe_000762-T1
OG0008434	XP_020911158.1	Xe_014624-T1
OG0008435	XP_020911160.1	Xe_015706-T1
OG0008436	XP_020911163.1	Xe_014625-T1
OG0008437	XP_020911165.1	Xe_016045-T1
OG0008438	XP_020911166.1	Xe_015969-T1
OG0008439	XP_020911173.1	Xe_015370-T1
OG0008440	XP_020911179.1	Xe_016468-T1
OG0008442	XP_020911185.1	Xe_014421-T1
OG0008443	XP_020911187.1	Xe_014424-T1
OG0008444	XP_020911193.1	Xe_014545-T1
OG0008445	XP_020911194.1	Xe_015996-T1
OG0008446	XP_020911198.1	Xe_014678-T1
OG0008447	XP_020911207.1	Xe_014422-T1
OG0008448	XP_020911220.1	Xe_011474-T1
OG0008450	XP_020911236.1	Xe_012634-T1
OG0008451	XP_020911237.1	Xe_012617-T1
OG0008453	XP_020911248.1	Xe_008106-T1
OG0008454	XP_020911252.1	Xe_010174-T1
OG0008455	XP_020911262.1	Xe_022181-T1
OG0008456	XP_020911270.1	Xe_008218-T1
OG0008457	XP_020911271.1	Xe_008219-T1
OG0008458	XP_020911272.1	Xe_019871-T1
OG0008459	XP_020911279.2	Xe_009622-T1
OG0008460	XP_020911281.1	Xe_022214-T1
OG0008461	XP_020911285.1	Xe_009715-T1
OG0008462	XP_020911287.1	Xe_009145-T1
OG0008463	XP_020911288.1	Xe_025203-T1
OG0008464	XP_020911289.1	Xe_009623-T1
OG0008465	XP_020911290.1	Xe_009624-T1
OG0008466	XP_020911292.1	Xe_024938-T1
OG0008468	XP_020911296.1	Xe_009523-T1
OG0008469	XP_020911297.2	Xe_013503-T1
OG0008471	XP_020911306.1	Xe_010384-T1
OG0008472	XP_020911316.1	Xe_009522-T1
OG0008473	XP_020911325.1	Xe_021858-T1
OG0008474	XP_020911332.1	Xe_009807-T1
OG0008475	XP_020911333.1	Xe_009941-T1
OG0008476	XP_020911335.1	Xe_000425-T1
OG0008477	XP_020911337.1	Xe_009938-T1
OG0008478	XP_020911338.1	Xe_000876-T1
OG0008479	XP_020911343.1	Xe_008147-T1
OG0008481	XP_020911348.1	Xe_008145-T1
OG0008482	XP_020911350.1	Xe_008370-T1
OG0008483	XP_020911354.1	Xe_008617-T1
OG0008484	XP_020911355.1	Xe_021170-T1
OG0008485	XP_020911357.1	Xe_012276-T1
OG0008486	XP_020911359.1	Xe_015821-T1
OG0008487	XP_020911370.1	Xe_011882-T1
OG0008488	XP_020911371.1	Xe_012222-T1
OG0008489	XP_020911383.2	Xe_002766-T1
OG0008490	XP_020911399.1	Xe_014502-T1
OG0008491	XP_020911416.1	Xe_000784-T1
OG0008492	XP_020911417.1	Xe_001106-T1
OG0008493	XP_020911419.1	Xe_001109-T1
OG0008494	XP_020911422.1	Xe_000987-T1
OG0008495	XP_020911429.1	Xe_000532-T1
OG0008496	XP_020911440.1	Xe_000803-T1
OG0008497	XP_020911448.2	Xe_000805-T1
OG0008498	XP_020911459.2	Xe_000986-T1
OG0008499	XP_020911460.1	Xe_018470-T1
OG0008500	XP_020911462.1	Xe_000947-T1
OG0008501	XP_020911465.1	Xe_002141-T1
OG0008503	XP_020911481.1	Xe_028801-T1
OG0008505	XP_020911505.1	Xe_008325-T1
OG0008507	XP_020911552.1	Xe_002883-T1
OG0008508	XP_020911569.2	Xe_002528-T1
OG0008509	XP_020911571.1	Xe_002483-T1
OG0008510	XP_020911574.1	Xe_002461-T1
OG0008511	XP_020911604.1	Xe_002450-T1
OG0008512	XP_020911615.1	Xe_002397-T1
OG0008513	XP_020911622.1	Xe_002774-T1
OG0008514	XP_020911623.1	Xe_002775-T1
OG0008515	XP_020911633.1	Xe_002759-T1
OG0008516	XP_020911634.2	Xe_002507-T1
OG0008517	XP_020911636.1	Xe_003631-T1
OG0008518	XP_020911639.2	Xe_002522-T1
OG0008519	XP_020911645.1	Xe_002390-T1
OG0008520	XP_020911653.1	Xe_002442-T1
OG0008521	XP_020911661.1	Xe_002530-T1
OG0008522	XP_020911662.1	Xe_002556-T1
OG0008523	XP_020911668.1	Xe_014980-T1
OG0008524	XP_020911671.1	Xe_014981-T1
OG0008525	XP_020911672.1	Xe_014304-T1
OG0008526	XP_020911673.1	Xe_015987-T1
OG0008527	XP_020911674.1	Xe_023052-T1
OG0008528	XP_020911675.1	Xe_015737-T1
OG0008529	XP_020911676.1	Xe_014303-T1
OG0008530	XP_020911677.1	Xe_014302-T1
OG0008531	XP_020911678.1	Xe_016089-T1
OG0008532	XP_020911689.1	Xe_014094-T1
OG0008533	XP_020911691.1	Xe_014301-T1
OG0008534	XP_020911697.2	Xe_016157-T1
OG0008536	XP_020911708.1	Xe_015734-T1
OG0008537	XP_020911712.2	Xe_014901-T1
OG0008538	XP_020911715.1	Xe_016126-T1
OG0008539	XP_020911717.1	Xe_023243-T1
OG0008540	XP_020911719.1	Xe_016131-T1
OG0008541	XP_020911720.1	Xe_016198-T1
OG0008542	XP_020911721.1	Xe_016196-T1
OG0008543	XP_020911722.1	Xe_014098-T1
OG0008544	XP_020911723.1	Xe_014143-T1
OG0008545	XP_020911725.1	Xe_014113-T1
OG0008546	XP_020911726.1	Xe_014112-T1
OG0008547	XP_020911728.1	Xe_014082-T2
OG0008548	XP_020911730.1	Xe_015692-T1
OG0008549	XP_020911731.1	Xe_014093-T1
OG0008550	XP_020911736.2	Xe_016151-T1
OG0008551	XP_020911737.1	Xe_016195-T1
OG0008552	XP_020911739.1	Xe_014983-T2
OG0008553	XP_020911743.1	Xe_014999-T1
OG0008554	XP_020911744.1	Xe_016137-T1
OG0008555	XP_020911745.1	Xe_016138-T1
OG0008556	XP_020911750.1	Xe_016154-T1
OG0008557	XP_020911752.1	Xe_016071-T1
OG0008558	XP_020911756.1	Xe_016199-T1
OG0008559	XP_020911757.1	Xe_015773-T1
OG0008560	XP_020911759.1	Xe_015939-T1
OG0008561	XP_020911760.1	Xe_015938-T1
OG0008562	XP_020911767.1	Xe_014306-T1
OG0008563	XP_020911770.1	Xe_002385-T1
OG0008564	XP_020911773.2	Xe_014938-T1
OG0008565	XP_020911790.1	Xe_022307-T1
OG0008566	XP_020911796.1	Xe_029088-T1
OG0008567	XP_020911803.2	Xe_000993-T1
OG0008569	XP_020911814.1	Xe_017552-T1
OG0008570	XP_020911826.1	Xe_020777-T1
OG0008571	XP_020911833.1	Xe_008178-T1
OG0008572	XP_020911835.1	Xe_014728-T1
OG0008573	XP_020911842.1	Xe_021798-T1
OG0008574	XP_020911844.1	Xe_021906-T1
OG0008575	XP_020911850.1	Xe_021909-T1
OG0008576	XP_020911851.1	Xe_021904-T1
OG0008577	XP_020911852.1	Xe_021903-T1
OG0008578	XP_020911853.1	Xe_021905-T1
OG0008581	XP_020911877.1	Xe_010003-T1
OG0008582	XP_020911878.1	Xe_009683-T1
OG0008583	XP_020911879.1	Xe_010002-T1
OG0008584	XP_020911882.1	Xe_021425-T1
OG0008585	XP_020911883.1	Xe_021373-T1
OG0008586	XP_020911885.1	Xe_021827-T1
OG0008587	XP_020911893.1	Xe_021424-T1
OG0008588	XP_020911894.1	Xe_021372-T1
OG0008589	XP_020911898.1	Xe_021546-T1
OG0008590	XP_020911930.1	Xe_009682-T1
OG0008591	XP_020911934.1	Xe_021423-T1
OG0008592	XP_020911945.1	Xe_001379-T1
OG0008594	XP_020911964.2	Xe_002470-T1
OG0008595	XP_020911965.1	Xe_002701-T1
OG0008596	XP_020911966.1	Xe_002469-T1
OG0008597	XP_020911967.1	Xe_002705-T1
OG0008598	XP_020911968.1	Xe_002704-T1
OG0008599	XP_020911969.1	Xe_002702-T1
OG0008600	XP_020911970.1	Xe_002703-T1
OG0008602	XP_020911986.1	Xe_021687-T1
OG0008603	XP_020911988.1	Xe_021686-T1
OG0008604	XP_020912022.2	Xe_020048-T1
OG0008605	XP_020912024.1	Xe_005044-T1
OG0008607	XP_020912031.1	Xe_022003-T1
OG0008608	XP_020912036.1	Xe_006338-T1
OG0008609	XP_020912037.1	Xe_005672-T1
OG0008610	XP_020912086.1, XP_020912043.1	Xe_005579-T1
OG0008611	XP_020912051.1	Xe_005220-T1
OG0008612	XP_020912054.1	Xe_006068-T1
OG0008613	XP_020912064.1	Xe_005219-T1
OG0008614	XP_020912067.1	Xe_006066-T1
OG0008615	XP_020912079.2	Xe_013531-T1
OG0008616	XP_020912082.1	Xe_005333-T1
OG0008617	XP_020912083.1	Xe_006508-T1
OG0008618	XP_020912084.1	Xe_006359-T1
OG0008619	XP_020912089.1	Xe_006285-T1
OG0008620	XP_020912115.1	Xe_003459-T1
OG0008621	XP_020912116.1	Xe_003471-T1
OG0008623	XP_020912146.1	Xe_020759-T1
OG0008625	XP_020912154.1	Xe_002183-T1
OG0008627	XP_020912157.1	Xe_001888-T1
OG0008628	XP_020912165.1	Xe_011218-T1
OG0008629	XP_020912166.1	Xe_011216-T2
OG0008630	XP_020912168.1	Xe_011217-T2
OG0008631	XP_020912174.1	Xe_001118-T1
OG0008632	XP_020912180.1	Xe_008223-T1
OG0008633	XP_020912181.1	Xe_008202-T1
OG0008634	XP_020912190.1	Xe_010577-T1
OG0008635	XP_020912191.1	Xe_011296-T1
OG0008636	XP_020912193.1	Xe_010668-T1
OG0008639	XP_020912203.1	Xe_016504-T1
OG0008640	XP_020912206.1	Xe_010670-T1
OG0008641	XP_020912207.1	Xe_011461-T1
OG0008642	XP_020912209.1	Xe_008508-T1
OG0008643	XP_020912217.1	Xe_011365-T1
OG0008644	XP_020912218.1	Xe_028930-T1
OG0008645	XP_020912219.1	Xe_011605-T1
OG0008646	XP_020912225.1	Xe_011254-T1
OG0008647	XP_020912227.1	Xe_010667-T1
OG0008648	XP_020912229.1	Xe_008361-T1
OG0008650	XP_020912239.1	Xe_010669-T1
OG0008651	XP_020912243.1	Xe_011665-T1
OG0008653	XP_020912250.1	Xe_010885-T1
OG0008654	XP_020912252.1	Xe_005323-T1
OG0008655	XP_020912254.1	Xe_010884-T1
OG0008656	XP_020912259.1	Xe_011298-T1
OG0008657	XP_020912262.1	Xe_010666-T1
OG0008658	XP_020912264.1	Xe_003238-T1
OG0008659	XP_020912266.1	Xe_000443-T1
OG0008660	XP_020912268.1	Xe_011272-T1
OG0008661	XP_020912271.1	Xe_011288-T1
OG0008662	XP_020912272.1	Xe_011691-T1
OG0008663	XP_020912273.1	Xe_022093-T1
OG0008664	XP_020912274.2	Xe_003401-T1
OG0008665	XP_020912278.1	Xe_010406-T1
OG0008666	XP_020912279.1	Xe_010544-T1
OG0008667	XP_020912288.1	Xe_011624-T1
OG0008668	XP_020912295.1	Xe_018679-T1
OG0008669	XP_020912296.1	Xe_018676-T1
OG0008672	XP_020912316.1	Xe_002174-T1
OG0008673	XP_020912319.1	Xe_003171-T1
OG0008674	XP_020912323.1	Xe_002175-T1
OG0008675	XP_020912327.1	Xe_004964-T1
OG0008676	XP_020912334.1	Xe_007932-T1
OG0008677	XP_020912336.1	Xe_003396-T1
OG0008678	XP_020912359.1	Xe_004313-T1
OG0008679	XP_020912365.1	Xe_003388-T1
OG0008681	XP_020912379.1	Xe_018652-T1
OG0008682	XP_020912382.1	Xe_018673-T1
OG0008683	XP_020912383.1	Xe_018713-T1
OG0008684	XP_020912386.1	Xe_017695-T1
OG0008685	XP_020912387.1	Xe_003252-T1
OG0008686	XP_020912390.2	Xe_016552-T1
OG0008687	XP_020912392.1	Xe_016848-T1
OG0008688	XP_020912397.1	Xe_016554-T1
OG0008689	XP_020912398.1	Xe_016553-T1
OG0008690	XP_020912402.1	Xe_018443-T1
OG0008691	XP_020912403.1	Xe_017422-T1
OG0008692	XP_020912406.1	Xe_018444-T1
OG0008693	XP_020912410.1	Xe_011304-T1
OG0008694	XP_020912423.1	Xe_018666-T1
OG0008695	XP_020912426.1	Xe_016301-T1
OG0008696	XP_020912437.1	Xe_020550-T1
OG0008697	XP_020912438.1	Xe_029053-T1
OG0008698	XP_020912441.1	Xe_003237-T1
OG0008700	XP_020912448.1	Xe_016558-T1
OG0008701	XP_020912451.1	Xe_020549-T1
OG0008702	XP_020912454.1	Xe_018486-T1
OG0008703	XP_020912456.1	Xe_018435-T1
OG0008704	XP_020912457.1	Xe_016491-T1
OG0008705	XP_020912459.1	Xe_016557-T1
OG0008706	XP_020912463.1	Xe_011472-T1
OG0008707	XP_020912468.1	Xe_011289-T1
OG0008709	XP_020912497.1	Xe_012478-T1
OG0008710	XP_020912501.1	Xe_027998-T1, Xe_009834-T1
OG0008711	XP_020912506.1	Xe_001387-T1
OG0008712	XP_020912507.1	Xe_001386-T1
OG0008714	XP_020912509.1	Xe_001385-T1
OG0008716	XP_020912527.1	Xe_008302-T1
OG0008717	XP_020912529.1	Xe_008285-T1
OG0008718	XP_020912530.1	Xe_007476-T1
OG0008719	XP_020912531.1	Xe_007411-T1
OG0008720	XP_020912532.1	Xe_021741-T1
OG0008721	XP_020912533.1	Xe_008038-T1
OG0008722	XP_020912534.1	Xe_007468-T1
OG0008723	XP_020912535.2	Xe_007416-T1
OG0008724	XP_020912539.1	Xe_008080-T1
OG0008725	XP_020912543.1	Xe_003233-T1
OG0008726	XP_020912571.1	Xe_022032-T1
OG0008727	XP_020912572.1	Xe_015783-T1
OG0008728	XP_020912581.1	Xe_008886-T1
OG0008729	XP_020912603.1	Xe_021796-T1
OG0008730	XP_020912606.1	Xe_012500-T1
OG0008731	XP_020912617.1	Xe_012554-T1
OG0008732	XP_020912621.1	Xe_012553-T1
OG0008733	XP_020912635.1	Xe_002949-T1
OG0008734	XP_020912650.1	Xe_012338-T1
OG0008735	XP_020912652.1	Xe_012336-T1
OG0008736	XP_020912653.1	Xe_014686-T1
OG0008737	XP_020912664.1	Xe_006020-T1
OG0008738	XP_020912666.1	Xe_012799-T1
OG0008739	XP_020912667.1	Xe_013016-T1
OG0008740	XP_020912669.1	Xe_000933-T1
OG0008741	XP_020912670.1	Xe_013880-T1
OG0008742	XP_020912671.1	Xe_013993-T1
OG0008743	XP_020912675.1	Xe_013690-T1
OG0008744	XP_020912683.1	Xe_013593-T1
OG0008745	XP_020912684.1	Xe_013591-T1
OG0008746	XP_020912685.1	Xe_021912-T1
OG0008747	XP_020912707.2	Xe_013188-T1
OG0008748	XP_020912710.1	Xe_013046-T1
OG0008749	XP_020912721.1	Xe_013828-T1
OG0008750	XP_020912758.1	Xe_004608-T1
OG0008751	XP_020912767.1	Xe_016135-T1
OG0008752	XP_020912769.1	Xe_015023-T1
OG0008754	XP_020912787.1	Xe_002767-T1
OG0008755	XP_020912791.1	Xe_002367-T1
OG0008756	XP_020912794.1	Xe_012398-T1
OG0008757	XP_020912797.1	Xe_002562-T1
OG0008759	XP_020912802.1	Xe_002388-T1
OG0008760	XP_020912806.1	Xe_002558-T1
OG0008761	XP_020912825.1	Xe_028955-T1
OG0008762	XP_020912826.1	Xe_002946-T1
OG0008763	XP_020912833.1	Xe_002400-T1
OG0008764	XP_020912836.1	Xe_012087-T1
OG0008765	XP_020912844.1	Xe_011985-T1
OG0008766	XP_020912874.1	Xe_012423-T1
OG0008767	XP_020912880.1	Xe_004956-T1
OG0008768	XP_020912881.1	Xe_005048-T1
OG0008769	XP_020912884.1	Xe_004887-T1
OG0008770	XP_020912887.1	Xe_004611-T1
OG0008771	XP_020912889.1	Xe_004445-T1
OG0008772	XP_020912894.1	Xe_001156-T1
OG0008773	XP_020912910.1	Xe_004616-T1
OG0008774	XP_020912937.1	Xe_004610-T1
OG0008775	XP_020912976.1	Xe_016488-T1
OG0008776	XP_020912985.1	Xe_007819-T1
OG0008777	XP_020913003.1	Xe_009579-T1
OG0008778	XP_020913017.2	Xe_009582-T1
OG0008779	XP_020913029.1	Xe_009840-T1
OG0008780	XP_020913030.1	Xe_009245-T1
OG0008781	XP_020913044.1	Xe_022189-T1
OG0008782	XP_020913050.1	Xe_022137-T1
OG0008783	XP_020913051.1	Xe_000692-T2
OG0008784	XP_020913054.1	Xe_009973-T1
OG0008785	XP_020913055.1	Xe_009970-T1
OG0008786	XP_020913060.1	Xe_013882-T1
OG0008787	XP_020913061.1	Xe_009581-T1
OG0008788	XP_020913062.1	Xe_000838-T1
OG0008789	XP_020913063.1	Xe_021500-T2
OG0008790	XP_020913071.1	Xe_005171-T1
OG0008791	XP_020913076.1	Xe_011876-T1
OG0008792	XP_020913077.1	Xe_000766-T1
OG0008793	XP_020913081.1	Xe_000767-T1
OG0008794	XP_020913083.1	Xe_009598-T1
OG0008795	XP_020913085.1	Xe_009349-T1, Xe_009948-T1
OG0008796	XP_020913089.1	Xe_000691-T1
OG0008797	XP_020913096.2	Xe_009580-T1
OG0008798	XP_020913097.1	Xe_013399-T1
OG0008799	XP_020913100.2	Xe_028914-T1
OG0008800	XP_020913101.1	Xe_009972-T1
OG0008801	XP_020913102.1	Xe_011962-T1
OG0008802	XP_020913104.1	Xe_021501-T1
OG0008803	XP_020913105.1	Xe_004756-T1
OG0008804	XP_020913107.1	Xe_021859-T1
OG0008805	XP_020913108.1	Xe_001245-T1
OG0008806	XP_020913125.2	Xe_011963-T1
OG0008807	XP_020913136.1	Xe_011766-T1
OG0008809	XP_020913153.1	Xe_012350-T1
OG0008810	XP_020913158.1	Xe_020464-T2
OG0008811	XP_020913160.1	Xe_018448-T1
OG0008812	XP_020913163.1	Xe_004486-T1
OG0008813	XP_020913165.1	Xe_004485-T1
OG0008814	XP_020913167.1	Xe_004849-T1
OG0008815	XP_020913170.1	Xe_004852-T1
OG0008816	XP_020913172.1	Xe_000253-T1
OG0008817	XP_020913173.1	Xe_018617-T1
OG0008818	XP_020913177.1	Xe_005090-T1
OG0008819	XP_020913179.1	Xe_005089-T1
OG0008820	XP_020913180.1	Xe_005112-T1
OG0008821	XP_020913184.1	Xe_005057-T1
OG0008822	XP_020913194.1	Xe_000213-T1
OG0008823	XP_020913206.1	Xe_004853-T1
OG0008824	XP_020913208.1	Xe_020463-T1
OG0008825	XP_020913215.1	Xe_004722-T1
OG0008826	XP_020913218.1	Xe_004386-T1
OG0008828	XP_020913222.1	Xe_007974-T1
OG0008829	XP_020913225.1	Xe_005094-T1
OG0008830	XP_020913226.1	Xe_018283-T1
OG0008831	XP_020913227.2	Xe_018792-T1
OG0008833	XP_020913235.1	Xe_000179-T1
OG0008834	XP_020913236.1	Xe_016350-T1
OG0008835	XP_020913238.1	Xe_004659-T1
OG0008836	XP_020913243.1	Xe_004658-T1
OG0008837	XP_020913246.1	Xe_007936-T1
OG0008838	XP_020913255.1	Xe_004425-T1
OG0008839	XP_020913256.1	Xe_005113-T1
OG0008840	XP_020913258.1	Xe_005063-T1
OG0008841	XP_020913265.1	Xe_004847-T1
OG0008842	XP_020913266.1	Xe_004387-T1
OG0008843	XP_020913279.1	Xe_004484-T1
OG0008844	XP_020913281.1	Xe_004482-T1
OG0008845	XP_020913283.1	Xe_013159-T1
OG0008846	XP_020913284.1	Xe_004791-T1
OG0008847	XP_020913312.1	Xe_004912-T1
OG0008849	XP_020913335.1	Xe_020452-T1
OG0008850	XP_020913341.1	Xe_024457-T1
OG0008852	XP_020913348.1	Xe_020655-T1
OG0008853	XP_020913349.1	Xe_021639-T1
OG0008855	XP_020913364.1	Xe_023526-T1
OG0008857	XP_020913389.1	Xe_012168-T1
OG0008858	XP_020913409.1	Xe_012189-T1
OG0008859	XP_020913413.1	Xe_014931-T1
OG0008861	XP_020913455.1	Xe_014216-T1
OG0008862	XP_020913456.1	Xe_014260-T1
OG0008863	XP_020913463.1	Xe_015825-T1
OG0008864	XP_020913464.1	Xe_015826-T2
OG0008865	XP_020913472.1	Xe_002595-T1
OG0008866	XP_020913474.1	Xe_016113-T1
OG0008867	XP_020913475.1	Xe_005230-T1
OG0008868	XP_020913483.1	Xe_014404-T1
OG0008869	XP_020913484.1	Xe_014403-T1
OG0008870	XP_020913486.1	Xe_015943-T1
OG0008871	XP_020913488.1	Xe_014843-T1
OG0008872	XP_020913493.1	Xe_014491-T1
OG0008873	XP_020913495.1	Xe_014604-T1
OG0008874	XP_020913499.1	Xe_014748-T1
OG0008875	XP_020913506.1	Xe_014838-T1
OG0008876	XP_020913507.1	Xe_025195-T1
OG0008877	XP_020913510.1	Xe_014300-T1
OG0008878	XP_020913525.1	Xe_014117-T1
OG0008879	XP_020913526.1	Xe_014115-T1
OG0008880	XP_020913530.1	Xe_014405-T1
OG0008881	XP_020913531.1	Xe_014071-T1
OG0008882	XP_020913532.1	Xe_014544-T1
OG0008883	XP_020913533.1	Xe_014542-T1
OG0008884	XP_020913537.1	Xe_014543-T1
OG0008885	XP_020913538.1	Xe_015608-T1
OG0008886	XP_020913543.1	Xe_014215-T1
OG0008887	XP_020913557.1	Xe_014746-T1
OG0008888	XP_020913567.1	Xe_005260-T1
OG0008889	XP_020913575.1	Xe_006084-T1
