Orthogroup	Duplications (all)	Duplications (50% support)
OG0004189	1	1
OG0004190	3	3
OG0004191	3	3
OG0004192	2	2
OG0004193	4	4
OG0004194	2	2
OG0004195	4	4
OG0004196	2	2
OG0004197	2	2
OG0004198	4	4
OG0004199	4	4
OG0004200	4	4
OG0004201	3	3
OG0004202	4	4
OG0004203	4	4
OG0004204	4	4
OG0004205	4	4
OG0004206	3	3
OG0004207	2	2
OG0004208	4	4
OG0004209	2	2
OG0004210	4	4
OG0004211	3	3
OG0004212	4	4
OG0004213	3	3
OG0004214	4	4
OG0004215	3	3
OG0004216	4	4
OG0004217	4	4
OG0004218	2	2
OG0004219	4	4
OG0004220	2	2
OG0004221	4	4
OG0004222	3	3
OG0004223	3	3
OG0004224	4	4
OG0004225	3	3
OG0004226	3	3
OG0004227	3	3
OG0004228	2	2
OG0004229	3	3
OG0004230	4	4
OG0004231	3	3
OG0004232	1	1
OG0004233	2	2
OG0004234	3	3
OG0004235	2	2
OG0004236	4	4
OG0004237	4	4
OG0004238	4	4
OG0004239	4	4
OG0004240	4	4
OG0004241	4	4
OG0004242	4	4
OG0004243	4	4
OG0004244	4	4
OG0004245	4	4
OG0004246	4	4
OG0004247	4	4
OG0004248	4	4
OG0004249	4	4
OG0004250	4	4
OG0004251	4	4
OG0004252	4	4
OG0004253	4	4
OG0004254	4	4
OG0004255	4	4
OG0004256	4	4
OG0004257	4	4
OG0004258	4	4
OG0004259	3	3
OG0004260	4	4
OG0004261	4	4
OG0004262	3	3
OG0004263	4	4
OG0004264	3	3
OG0004265	4	4
OG0004266	4	4
OG0004267	4	4
OG0004268	4	4
OG0004269	4	4
OG0004270	4	4
OG0004271	4	4
OG0004272	4	4
OG0004273	4	4
OG0004274	4	4
OG0004275	4	4
OG0004276	4	4
OG0004277	4	4
OG0004278	4	4
OG0004279	4	4
OG0004280	4	4
OG0004281	4	4
OG0004282	4	4
OG0004283	4	4
OG0004284	4	4
OG0004285	4	4
OG0004286	4	4
OG0004287	4	4
OG0004288	4	4
OG0004289	4	4
OG0004290	4	4
OG0004291	3	3
OG0004292	4	4
OG0004293	3	3
OG0004294	4	4
OG0004295	4	4
OG0004296	4	4
OG0004297	3	3
OG0004298	4	4
OG0004299	3	3
OG0004300	4	4
OG0004301	4	4
OG0004302	4	4
OG0004303	4	4
OG0004304	3	3
OG0004305	4	4
OG0004306	4	4
OG0004307	4	4
OG0004308	3	3
OG0004309	3	3
OG0004310	4	4
OG0004311	4	4
OG0004312	4	4
OG0004313	4	4
OG0004314	4	4
OG0004315	4	4
OG0004316	4	4
OG0004317	4	4
OG0004318	4	4
OG0004319	4	4
OG0004320	3	3
OG0004321	3	3
OG0004322	4	4
OG0004323	4	4
OG0004324	3	3
OG0004325	4	4
OG0004326	4	4
OG0004327	4	4
OG0004328	4	4
OG0004329	4	4
OG0004330	4	4
OG0004331	4	4
OG0004332	4	4
OG0004333	4	4
OG0004334	4	4
OG0004335	4	4
OG0004336	4	4
OG0004337	4	4
OG0004338	4	4
OG0004339	4	4
OG0004340	4	4
OG0004341	4	4
OG0004342	4	4
OG0004343	4	4
OG0004344	4	4
OG0004345	4	4
OG0004346	4	4
OG0004347	4	4
OG0004348	4	4
OG0004349	4	4
OG0004350	4	4
OG0004351	4	4
OG0004352	4	4
OG0004353	4	4
OG0004354	4	4
OG0004355	4	4
OG0004356	4	4
OG0004357	4	4
OG0004358	4	4
OG0004359	4	4
OG0004360	4	4
OG0004361	4	4
OG0004362	4	4
OG0004363	4	4
OG0004364	4	4
OG0004365	4	4
OG0004366	4	4
OG0004367	4	4
OG0004368	4	4
OG0004369	4	4
OG0004370	4	4
OG0004371	4	4
OG0004372	4	4
OG0004373	4	4
OG0004374	4	4
OG0004375	4	4
OG0004376	4	4
OG0004377	4	4
OG0004378	4	4
OG0004379	4	4
OG0004380	4	4
OG0004381	4	4
OG0004382	4	4
OG0004383	4	4
OG0004384	4	4
OG0004385	4	4
OG0004386	4	4
OG0004387	4	4
OG0004388	4	4
OG0004389	4	4
OG0004390	4	4
OG0004391	4	4
OG0004392	4	4
OG0004393	4	4
OG0004394	4	4
OG0004395	4	4
OG0004396	4	4
OG0004397	4	4
OG0004398	4	4
OG0004399	4	4
OG0004400	4	4
OG0004401	4	4
OG0004402	4	4
OG0004403	4	4
OG0004404	4	4
OG0004405	4	4
OG0004406	4	4
OG0004407	4	4
OG0004408	4	4
OG0004409	4	4
OG0004410	4	4
OG0004411	4	4
OG0004412	4	4
OG0004413	4	4
OG0004414	4	4
OG0004415	4	4
OG0004416	4	4
OG0004417	4	4
OG0004418	4	4
OG0004419	4	4
OG0004420	4	4
OG0004421	4	4
OG0004422	4	4
OG0004423	4	4
OG0004424	4	4
OG0004425	4	4
OG0004426	4	4
OG0004427	4	4
OG0004428	4	4
OG0004429	4	4
OG0004430	4	4
OG0004431	4	4
OG0004432	4	4
OG0004433	4	4
OG0004434	4	4
OG0004435	4	4
OG0004436	4	4
OG0004437	4	4
OG0004438	4	4
OG0004439	0	0
OG0004440	3	3
OG0004441	0	0
OG0004442	0	0
OG0004443	0	0
OG0004444	0	0
OG0004445	0	0
OG0004446	1	1
OG0004447	0	0
OG0004448	0	0
OG0004449	0	0
OG0004450	1	1
OG0004451	0	0
OG0004452	0	0
OG0004453	0	0
OG0004454	0	0
OG0004455	1	1
OG0004456	0	0
OG0004457	0	0
OG0004458	0	0
OG0004459	0	0
OG0004460	0	0
OG0004461	0	0
OG0004462	0	0
OG0004463	0	0
OG0004464	0	0
OG0004465	0	0
OG0004466	0	0
OG0004467	0	0
OG0004468	0	0
OG0004469	0	0
OG0004470	0	0
OG0004471	0	0
OG0004472	0	0
OG0004473	0	0
OG0004474	0	0
OG0004475	0	0
OG0004476	0	0
OG0004477	0	0
OG0004478	0	0
OG0004479	0	0
OG0004480	0	0
OG0004481	0	0
OG0004482	0	0
OG0004483	0	0
OG0004484	0	0
OG0004485	0	0
OG0004486	0	0
OG0004487	1	1
OG0004488	1	1
OG0004489	0	0
OG0004490	0	0
OG0004491	0	0
OG0004492	1	1
OG0004493	0	0
OG0004494	0	0
OG0004495	0	0
OG0004496	0	0
OG0004497	1	1
OG0004498	0	0
OG0004499	0	0
OG0004500	1	1
OG0004501	0	0
OG0004502	0	0
OG0004503	2	2
OG0004504	0	0
OG0004505	1	1
OG0004506	0	0
OG0004507	0	0
OG0004508	0	0
OG0004509	0	0
OG0004510	0	0
OG0004511	3	3
OG0004512	0	0
OG0004513	0	0
OG0004514	0	0
OG0004515	0	0
OG0004516	0	0
OG0004517	0	0
OG0004518	0	0
OG0004519	1	1
OG0004520	0	0
OG0004521	0	0
OG0004522	0	0
OG0004523	0	0
OG0004524	0	0
OG0004525	3	3
OG0004526	0	0
OG0004527	0	0
OG0004528	0	0
OG0004529	0	0
OG0004530	0	0
OG0004531	0	0
OG0004532	0	0
OG0004533	1	1
OG0004534	1	1
OG0004535	0	0
OG0004536	0	0
OG0004537	0	0
OG0004538	0	0
OG0004539	0	0
OG0004540	0	0
OG0004541	0	0
OG0004542	0	0
OG0004543	0	0
OG0004544	0	0
OG0004545	0	0
OG0004546	0	0
OG0004547	0	0
OG0004548	0	0
OG0004549	0	0
OG0004550	0	0
OG0004551	0	0
OG0004552	0	0
OG0004553	0	0
OG0004554	0	0
OG0004555	0	0
OG0004556	1	1
OG0004557	0	0
OG0004558	0	0
OG0004559	3	3
OG0004560	1	1
OG0004561	0	0
OG0004562	0	0
OG0004563	0	0
OG0004564	0	0
OG0004565	0	0
OG0004566	0	0
OG0004567	0	0
OG0004568	0	0
OG0004569	1	1
OG0004570	0	0
OG0004571	0	0
OG0004572	0	0
OG0004573	0	0
OG0004574	0	0
OG0004575	0	0
OG0004576	0	0
OG0004577	0	0
OG0004578	0	0
OG0004579	0	0
OG0004580	0	0
OG0004581	0	0
OG0004582	0	0
OG0004583	0	0
OG0004584	0	0
OG0004585	3	3
OG0004586	0	0
OG0004587	0	0
OG0004588	0	0
OG0004589	0	0
OG0004590	0	0
OG0004591	0	0
OG0004592	0	0
OG0004593	0	0
OG0004594	0	0
OG0004595	0	0
OG0004596	0	0
OG0004597	0	0
OG0004598	0	0
OG0004599	0	0
OG0004600	0	0
OG0004601	1	1
OG0004602	0	0
OG0004603	0	0
OG0004604	0	0
OG0004605	0	0
OG0004606	0	0
OG0004607	3	3
OG0004608	0	0
OG0004609	0	0
OG0004610	0	0
OG0004611	0	0
OG0004612	2	2
OG0004613	0	0
OG0004614	0	0
OG0004615	0	0
OG0004616	1	1
OG0004617	2	2
OG0004618	0	0
OG0004619	0	0
OG0004620	0	0
OG0004621	0	0
OG0004622	0	0
OG0004623	0	0
OG0004624	1	1
OG0004625	0	0
OG0004626	0	0
OG0004627	0	0
OG0004628	0	0
OG0004629	0	0
OG0004630	0	0
OG0004631	0	0
OG0004632	0	0
OG0004633	0	0
OG0004634	0	0
OG0004635	0	0
OG0004636	0	0
OG0004637	0	0
OG0004638	0	0
OG0004639	0	0
OG0004640	0	0
OG0004641	0	0
OG0004642	3	3
OG0004643	0	0
OG0004644	1	1
OG0004645	0	0
OG0004646	0	0
OG0004647	0	0
OG0004648	0	0
OG0004649	0	0
OG0004650	0	0
OG0004651	0	0
OG0004652	0	0
OG0004653	0	0
OG0004654	0	0
OG0004655	0	0
OG0004656	0	0
OG0004657	0	0
OG0004658	1	1
OG0004659	0	0
OG0004660	0	0
OG0004661	0	0
OG0004662	0	0
OG0004663	0	0
OG0004664	0	0
OG0004665	0	0
OG0004666	0	0
OG0004667	0	0
OG0004668	0	0
OG0004669	0	0
OG0004670	0	0
OG0004671	0	0
OG0004672	0	0
OG0004673	0	0
OG0004674	1	1
OG0004675	0	0
OG0004676	0	0
OG0004677	0	0
OG0004678	1	1
OG0004679	0	0
OG0004680	0	0
OG0004681	0	0
OG0004682	0	0
OG0004683	1	1
OG0004684	0	0
OG0004685	0	0
OG0004686	0	0
OG0004687	0	0
OG0004688	0	0
OG0004689	0	0
OG0004690	0	0
OG0004691	0	0
OG0004692	0	0
OG0004693	0	0
OG0004694	0	0
OG0004695	0	0
OG0004696	0	0
OG0004697	0	0
OG0004698	0	0
OG0004699	0	0
OG0004700	0	0
OG0004701	0	0
OG0004702	0	0
OG0004703	0	0
OG0004704	0	0
OG0004705	1	1
OG0004706	1	1
OG0004707	0	0
OG0004708	0	0
OG0004709	0	0
OG0004710	0	0
OG0004711	0	0
OG0004712	0	0
OG0004713	0	0
OG0004714	1	1
OG0004715	0	0
OG0004716	0	0
OG0004717	0	0
OG0004718	0	0
OG0004719	0	0
OG0004720	0	0
OG0004721	0	0
OG0004722	0	0
OG0004723	0	0
OG0004724	0	0
OG0004725	0	0
OG0004726	0	0
OG0004727	0	0
OG0004728	0	0
OG0004729	0	0
OG0004730	0	0
OG0004731	0	0
OG0004732	0	0
OG0004733	0	0
OG0004734	2	2
OG0004735	0	0
OG0004736	0	0
OG0004737	0	0
OG0004738	0	0
OG0004739	0	0
OG0004740	0	0
OG0004741	0	0
OG0004742	0	0
OG0004743	2	2
OG0004744	0	0
OG0004745	0	0
OG0004746	0	0
OG0004747	0	0
OG0004748	1	1
OG0004749	0	0
OG0004750	0	0
OG0004751	0	0
OG0004752	1	1
OG0004753	1	1
OG0004754	1	1
OG0004755	0	0
OG0004756	0	0
OG0004757	0	0
OG0004758	0	0
OG0004759	0	0
OG0004760	0	0
OG0004761	0	0
OG0004762	0	0
OG0004763	0	0
OG0004764	1	1
OG0004765	0	0
OG0004766	0	0
OG0004767	0	0
OG0004768	0	0
OG0004769	1	1
OG0004770	0	0
OG0004771	0	0
OG0004772	0	0
OG0004773	1	1
OG0004774	0	0
OG0004775	0	0
OG0004776	0	0
OG0004777	0	0
OG0004778	0	0
OG0004779	0	0
OG0004780	0	0
OG0004781	0	0
OG0004782	0	0
OG0004783	0	0
OG0004784	0	0
OG0004785	0	0
OG0004786	0	0
OG0004787	0	0
OG0004788	0	0
OG0004789	1	1
OG0004790	2	2
OG0004791	0	0
OG0004792	0	0
OG0004793	0	0
OG0004794	0	0
OG0004795	1	1
OG0004796	0	0
OG0004797	0	0
OG0004798	0	0
OG0004799	0	0
OG0004800	0	0
OG0004801	0	0
OG0004802	0	0
OG0004803	0	0
OG0004804	0	0
OG0004805	0	0
OG0004806	0	0
OG0004807	0	0
OG0004808	0	0
OG0004809	0	0
OG0004810	3	3
OG0004811	0	0
OG0004812	0	0
OG0004813	0	0
OG0004814	0	0
OG0004815	0	0
OG0004816	0	0
OG0004817	0	0
OG0004818	0	0
OG0004819	0	0
OG0004820	3	3
OG0004821	0	0
OG0004822	0	0
OG0004823	1	1
OG0004824	0	0
OG0004825	0	0
OG0004826	0	0
OG0004827	0	0
OG0004828	0	0
OG0004829	0	0
OG0004830	0	0
OG0004831	0	0
OG0004832	0	0
OG0004833	0	0
OG0004834	0	0
OG0004835	0	0
OG0004836	1	1
OG0004837	0	0
OG0004838	0	0
OG0004839	0	0
OG0004840	0	0
OG0004841	0	0
OG0004842	0	0
OG0004843	0	0
OG0004844	0	0
OG0004845	0	0
OG0004846	0	0
OG0004847	0	0
OG0004848	0	0
OG0004849	0	0
OG0004850	0	0
OG0004851	0	0
OG0004852	0	0
OG0004853	0	0
OG0004854	1	1
OG0004855	0	0
OG0004856	0	0
OG0004857	0	0
OG0004858	0	0
OG0004859	0	0
OG0004860	0	0
OG0004861	0	0
OG0004862	0	0
OG0004863	0	0
OG0004864	0	0
OG0004865	0	0
OG0004866	0	0
OG0004867	1	1
OG0004868	3	3
OG0004869	0	0
OG0004870	0	0
OG0004871	1	1
OG0004872	0	0
OG0004873	0	0
OG0004874	0	0
OG0004875	0	0
OG0004876	3	3
OG0004877	0	0
OG0004878	0	0
OG0004879	0	0
OG0004880	0	0
OG0004881	0	0
OG0004882	0	0
OG0004883	0	0
OG0004884	0	0
OG0004885	0	0
OG0004886	0	0
OG0004887	0	0
OG0004888	0	0
OG0004889	0	0
OG0004890	0	0
OG0004891	0	0
OG0004892	0	0
OG0004893	0	0
OG0004894	0	0
OG0004895	0	0
OG0004896	0	0
OG0004897	0	0
OG0004898	0	0
OG0004899	0	0
OG0004900	0	0
OG0004901	0	0
OG0004902	0	0
OG0004903	0	0
OG0004904	0	0
OG0004905	0	0
OG0004906	0	0
OG0004907	1	1
OG0004908	0	0
OG0004909	0	0
OG0004910	0	0
OG0004911	0	0
OG0004912	1	1
OG0004913	0	0
OG0004914	0	0
OG0004915	0	0
OG0004916	0	0
OG0004917	0	0
OG0004918	0	0
OG0004919	0	0
OG0004920	0	0
OG0004921	0	0
OG0004922	0	0
OG0004923	0	0
OG0004924	0	0
OG0004925	0	0
OG0004926	0	0
OG0004927	1	1
OG0004928	0	0
OG0004929	0	0
OG0004930	0	0
OG0004931	0	0
OG0004932	3	3
OG0004933	1	1
OG0004934	0	0
OG0004935	3	3
OG0004936	0	0
OG0004937	0	0
OG0004938	0	0
OG0004939	0	0
OG0004940	0	0
OG0004941	0	0
OG0004942	0	0
OG0004943	0	0
OG0004944	0	0
OG0004945	0	0
OG0004946	1	1
OG0004947	0	0
OG0004948	0	0
OG0004949	0	0
OG0004950	0	0
OG0004951	0	0
OG0004952	0	0
OG0004953	0	0
OG0004954	1	1
OG0004955	3	3
OG0004956	0	0
OG0004957	0	0
OG0004958	0	0
OG0004959	0	0
OG0004960	0	0
OG0004961	0	0
OG0004962	0	0
OG0004963	0	0
OG0004964	0	0
OG0004965	0	0
OG0004966	0	0
OG0004967	0	0
OG0004968	0	0
OG0004969	0	0
OG0004970	0	0
OG0004971	0	0
OG0004972	0	0
OG0004973	0	0
OG0004974	0	0
OG0004975	0	0
OG0004976	1	1
OG0004977	0	0
OG0004978	1	1
OG0004979	0	0
OG0004980	0	0
OG0004981	0	0
OG0004982	0	0
OG0004983	0	0
OG0004984	0	0
OG0004985	1	1
OG0004986	0	0
OG0004987	0	0
OG0004988	0	0
OG0004989	0	0
OG0004990	1	1
OG0004991	0	0
OG0004992	0	0
OG0004993	0	0
OG0004994	0	0
OG0004995	0	0
OG0004996	0	0
OG0004997	0	0
OG0004998	0	0
OG0004999	0	0
OG0005000	0	0
OG0005001	0	0
OG0005002	3	3
OG0005003	0	0
OG0005004	0	0
OG0005005	0	0
OG0005006	0	0
OG0005007	0	0
OG0005008	0	0
OG0005009	0	0
OG0005010	0	0
OG0005011	0	0
OG0005012	0	0
OG0005013	0	0
OG0005014	0	0
OG0005015	0	0
OG0005016	0	0
OG0005017	0	0
OG0005018	0	0
OG0005019	0	0
OG0005020	0	0
OG0005021	0	0
OG0005022	0	0
OG0005023	0	0
OG0005024	0	0
OG0005025	0	0
OG0005026	0	0
OG0005027	0	0
OG0005028	0	0
OG0005029	0	0
OG0005030	0	0
OG0005031	0	0
OG0005032	0	0
OG0005033	0	0
OG0005034	0	0
OG0005035	0	0
OG0005036	0	0
OG0005037	2	2
OG0005038	0	0
OG0005039	0	0
OG0005040	0	0
OG0005041	0	0
OG0005042	1	1
OG0005043	0	0
OG0005044	0	0
OG0005045	0	0
OG0005046	0	0
OG0005047	0	0
OG0005048	0	0
OG0005049	0	0
OG0005050	0	0
OG0005051	0	0
OG0005052	0	0
OG0005053	0	0
OG0005054	0	0
OG0005055	0	0
OG0005056	0	0
OG0005057	0	0
OG0005058	0	0
OG0005059	0	0
OG0005060	0	0
OG0005061	0	0
OG0005062	0	0
OG0005063	3	3
OG0005064	0	0
OG0005065	0	0
OG0005066	0	0
OG0005067	0	0
OG0005068	0	0
OG0005069	0	0
OG0005070	3	3
OG0005071	0	0
OG0005072	0	0
OG0005073	0	0
OG0005074	0	0
OG0005075	0	0
OG0005076	0	0
OG0005077	0	0
OG0005078	0	0
OG0005079	0	0
OG0005080	0	0
OG0005081	0	0
OG0005082	0	0
OG0005083	0	0
OG0005084	0	0
OG0005085	0	0
OG0005086	0	0
OG0005087	0	0
OG0005088	0	0
OG0005089	0	0
OG0005090	0	0
OG0005091	0	0
OG0005092	0	0
OG0005093	1	1
OG0005094	0	0
OG0005095	0	0
OG0005096	0	0
OG0005097	0	0
OG0005098	0	0
OG0005099	0	0
OG0005100	0	0
OG0005101	0	0
OG0005102	0	0
OG0005103	0	0
OG0005104	0	0
OG0005105	0	0
OG0005106	0	0
OG0005107	0	0
OG0005108	0	0
OG0005109	0	0
OG0005110	0	0
OG0005111	1	1
OG0005112	1	1
OG0005113	1	1
OG0005114	1	1
OG0005115	0	0
OG0005116	0	0
OG0005117	0	0
OG0005118	1	1
OG0005119	0	0
OG0005120	0	0
OG0005121	0	0
OG0005122	0	0
OG0005123	0	0
OG0005124	0	0
OG0005125	0	0
OG0005126	0	0
OG0005127	0	0
OG0005128	0	0
OG0005129	0	0
OG0005130	0	0
OG0005131	0	0
OG0005132	1	1
OG0005133	0	0
OG0005134	0	0
OG0005135	0	0
OG0005136	0	0
OG0005137	0	0
OG0005138	0	0
OG0005139	0	0
OG0005140	0	0
OG0005141	0	0
OG0005142	1	1
OG0005143	0	0
OG0005144	0	0
OG0005145	0	0
OG0005146	0	0
OG0005147	0	0
OG0005148	1	1
OG0005149	0	0
OG0005150	0	0
OG0005151	0	0
OG0005152	0	0
OG0005153	0	0
OG0005154	0	0
OG0005155	0	0
OG0005156	0	0
OG0005157	0	0
OG0005158	0	0
OG0005159	0	0
OG0005160	3	3
OG0005161	0	0
OG0005162	0	0
OG0005163	0	0
OG0005164	0	0
OG0005165	2	2
OG0005166	1	1
OG0005167	1	1
OG0005168	0	0
OG0005169	0	0
OG0005170	0	0
OG0005171	0	0
OG0005172	0	0
OG0005173	1	1
OG0005174	1	1
OG0005175	0	0
OG0005176	0	0
OG0005177	0	0
OG0005178	0	0
OG0005179	0	0
OG0005180	0	0
OG0005181	1	1
OG0005182	0	0
OG0005183	1	1
OG0005184	0	0
OG0005185	0	0
OG0005186	0	0
OG0005187	0	0
OG0005188	0	0
OG0005189	0	0
OG0005190	0	0
OG0005191	0	0
OG0005192	0	0
OG0005193	0	0
OG0005194	2	2
OG0005195	0	0
OG0005196	3	3
OG0005197	0	0
OG0005198	0	0
OG0005199	0	0
OG0005200	0	0
OG0005201	0	0
OG0005202	0	0
OG0005203	0	0
OG0005204	0	0
OG0005205	0	0
OG0005206	0	0
OG0005207	0	0
OG0005208	0	0
OG0005209	0	0
OG0005210	0	0
OG0005211	0	0
OG0005212	0	0
OG0005213	0	0
OG0005214	0	0
OG0005215	0	0
OG0005216	0	0
OG0005217	0	0
OG0005218	0	0
OG0005219	0	0
OG0005220	0	0
OG0005221	0	0
OG0005222	0	0
OG0005223	0	0
OG0005224	0	0
OG0005225	0	0
OG0005226	0	0
OG0005227	0	0
OG0005228	0	0
OG0005229	3	3
OG0005230	0	0
OG0005231	0	0
OG0005232	0	0
OG0005233	0	0
OG0005234	0	0
OG0005235	0	0
OG0005236	0	0
OG0005237	0	0
OG0005238	1	1
OG0005239	0	0
OG0005240	0	0
OG0005241	0	0
OG0005242	0	0
OG0005243	0	0
OG0005244	0	0
OG0005245	0	0
OG0005246	0	0
OG0005247	3	3
OG0005248	0	0
OG0005249	1	1
OG0005250	0	0
OG0005251	0	0
OG0005252	0	0
OG0005253	0	0
OG0005254	0	0
OG0005255	0	0
OG0005256	0	0
OG0005257	0	0
OG0005258	0	0
OG0005259	0	0
OG0005260	0	0
OG0005261	0	0
OG0005262	0	0
OG0005263	0	0
OG0005264	0	0
OG0005265	0	0
OG0005266	0	0
OG0005267	0	0
OG0005268	0	0
OG0005269	0	0
OG0005270	0	0
OG0005271	0	0
OG0005272	0	0
OG0005273	0	0
OG0005274	0	0
OG0005275	0	0
OG0005276	0	0
OG0005277	0	0
OG0005278	0	0
OG0005279	0	0
OG0005280	0	0
OG0005281	0	0
OG0005282	0	0
OG0005283	0	0
OG0005284	0	0
OG0005285	0	0
OG0005286	0	0
OG0005287	0	0
OG0005288	0	0
OG0005289	0	0
OG0005290	0	0
OG0005291	0	0
OG0005292	0	0
OG0005293	0	0
OG0005294	0	0
OG0005295	0	0
OG0005296	0	0
OG0005297	1	1
OG0005298	0	0
OG0005299	0	0
OG0005300	1	1
OG0005301	0	0
OG0005302	0	0
OG0005303	0	0
OG0005304	0	0
OG0005305	0	0
OG0005306	0	0
OG0005307	0	0
OG0005308	0	0
OG0005309	0	0
OG0005310	0	0
OG0005311	0	0
OG0005312	0	0
OG0005313	0	0
OG0005314	0	0
OG0005315	0	0
OG0005316	0	0
OG0005317	0	0
OG0005318	0	0
OG0005319	0	0
OG0005320	0	0
OG0005321	1	1
OG0005322	0	0
OG0005323	0	0
OG0005324	0	0
OG0005325	0	0
OG0005326	0	0
OG0005327	0	0
OG0005328	0	0
OG0005329	0	0
OG0005330	0	0
OG0005331	0	0
OG0005332	0	0
OG0005333	0	0
OG0005334	1	1
OG0005335	0	0
OG0005336	0	0
OG0005337	0	0
OG0005338	0	0
OG0005339	0	0
OG0005340	1	1
OG0005341	0	0
OG0005342	0	0
OG0005343	0	0
OG0005344	0	0
OG0005345	0	0
OG0005346	0	0
OG0005347	0	0
OG0005348	0	0
OG0005349	0	0
OG0005350	0	0
OG0005351	0	0
OG0005352	2	2
OG0005353	0	0
OG0005354	0	0
OG0005355	0	0
OG0005356	0	0
OG0005357	3	3
OG0005358	0	0
OG0005359	0	0
OG0005360	0	0
OG0005361	0	0
OG0005362	0	0
OG0005363	0	0
OG0005364	0	0
OG0005365	2	2
OG0005366	0	0
OG0005367	0	0
OG0005368	0	0
OG0005369	0	0
OG0005370	0	0
OG0005371	0	0
OG0005372	0	0
OG0005373	0	0
OG0005374	0	0
OG0005375	0	0
OG0005376	0	0
OG0005377	0	0
OG0005378	0	0
OG0005379	0	0
OG0005380	0	0
OG0005381	0	0
OG0005382	0	0
OG0005383	0	0
OG0005384	0	0
OG0005385	0	0
OG0005386	0	0
OG0005387	1	1
OG0005388	0	0
OG0005389	0	0
OG0005390	0	0
OG0005391	0	0
OG0005392	0	0
OG0005393	0	0
OG0005394	0	0
OG0005395	0	0
OG0005396	0	0
OG0005397	0	0
OG0005398	0	0
OG0005399	0	0
OG0005400	0	0
OG0005401	0	0
OG0005402	0	0
OG0005403	0	0
OG0005404	0	0
OG0005405	0	0
OG0005406	0	0
OG0005407	0	0
OG0005408	0	0
OG0005409	0	0
OG0005410	0	0
OG0005411	0	0
OG0005412	0	0
OG0005413	2	2
OG0005414	0	0
OG0005415	0	0
OG0005416	0	0
OG0005417	0	0
OG0005418	0	0
OG0005419	0	0
OG0005420	0	0
OG0005421	0	0
OG0005422	0	0
OG0005423	0	0
OG0005424	0	0
OG0005425	0	0
OG0005426	0	0
OG0005427	0	0
OG0005428	0	0
OG0005429	0	0
OG0005430	0	0
OG0005431	0	0
OG0005432	0	0
OG0005433	0	0
OG0005434	0	0
OG0005435	1	1
OG0005436	0	0
OG0005437	0	0
OG0005438	0	0
OG0005439	0	0
OG0005440	0	0
OG0005441	0	0
OG0005442	0	0
OG0005443	0	0
OG0005444	0	0
OG0005445	0	0
OG0005446	1	1
OG0005447	0	0
OG0005448	0	0
OG0005449	0	0
OG0005450	0	0
OG0005451	0	0
OG0005452	1	1
OG0005453	0	0
OG0005454	0	0
OG0005455	0	0
OG0005456	0	0
OG0005457	0	0
OG0005458	0	0
OG0005459	2	2
OG0005460	0	0
OG0005461	0	0
OG0005462	0	0
OG0005463	0	0
OG0005464	0	0
OG0005465	0	0
OG0005466	0	0
OG0005467	0	0
OG0005468	0	0
OG0005469	0	0
OG0005470	0	0
OG0005471	0	0
OG0005472	0	0
OG0005473	1	1
OG0005474	1	1
OG0005475	1	1
OG0005476	0	0
OG0005477	1	1
OG0005478	0	0
OG0005479	0	0
OG0005480	0	0
OG0005481	0	0
OG0005482	0	0
OG0005483	0	0
OG0005484	0	0
OG0005485	0	0
OG0005486	0	0
OG0005487	0	0
OG0005488	0	0
OG0005489	0	0
OG0005490	0	0
OG0005491	0	0
OG0005492	0	0
OG0005493	0	0
OG0005494	0	0
OG0005495	0	0
OG0005496	0	0
OG0005497	1	1
OG0005498	2	2
OG0005499	0	0
OG0005500	0	0
OG0005501	0	0
OG0005502	0	0
OG0005503	0	0
OG0005504	0	0
OG0005505	0	0
OG0005506	0	0
OG0005507	0	0
OG0005508	0	0
OG0005509	0	0
OG0005510	0	0
OG0005511	0	0
OG0005512	0	0
OG0005513	0	0
OG0005514	0	0
OG0005515	0	0
OG0005516	0	0
OG0005517	0	0
OG0005518	0	0
OG0005519	0	0
OG0005520	0	0
OG0005521	0	0
OG0005522	0	0
OG0005523	0	0
OG0005524	1	1
OG0005525	0	0
OG0005526	0	0
OG0005527	0	0
OG0005528	0	0
OG0005529	0	0
OG0005530	0	0
OG0005531	0	0
OG0005532	0	0
OG0005533	0	0
OG0005534	0	0
OG0005535	1	1
OG0005536	0	0
OG0005537	0	0
OG0005538	0	0
OG0005539	0	0
OG0005540	0	0
OG0005541	0	0
OG0005542	0	0
OG0005543	0	0
OG0005544	0	0
OG0005545	0	0
OG0005546	0	0
OG0005547	0	0
OG0005548	0	0
OG0005549	1	1
OG0005550	0	0
OG0005551	0	0
OG0005552	0	0
OG0005553	0	0
OG0005554	0	0
OG0005555	0	0
OG0005556	3	3
OG0005557	0	0
OG0005558	0	0
OG0005559	0	0
OG0005560	0	0
OG0005561	1	1
OG0005562	0	0
OG0005563	0	0
OG0005564	0	0
OG0005565	2	2
OG0005566	0	0
OG0005567	0	0
OG0005568	0	0
OG0005569	0	0
OG0005570	0	0
OG0005571	0	0
OG0005572	0	0
OG0005573	0	0
OG0005574	1	1
OG0005575	0	0
OG0005576	0	0
OG0005577	0	0
OG0005578	0	0
OG0005579	2	2
OG0005580	0	0
OG0005581	0	0
OG0005582	0	0
OG0005583	0	0
OG0005584	0	0
OG0005585	1	1
