Master.Protein.Accessions,ID,Expal4.Quality.Tier.Quality.Tier,Expal4.prot.profile.stdev,Expal4.prot.aggv.dist.mean,Expal4.prot.aggv.dist.max,Expal4.prot.nb.feats,Expal4.prot.mean.SPS.MM,Expal4.PCA.Dim.1,Expal4.PCA.Dim.2,Expal4.PCA.Dim.3,Expal4.tSNE.Dim.1,Expal4.tSNE.Dim.2,Expal4.tSNE.2D.p40.Dim.1,Expal4.tSNE.2D.p40.Dim.2,Expal4.tSNE.3D.p40.Dim.1,Expal4.tSNE.3D.p40.Dim.2,Expal4.tSNE.3D.p40.Dim.3,Expal4.umap.Dim.1,Expal4.umap.Dim.2,Expal4.umap.3D.Dim.1,Expal4.umap.3D.Dim.2,Expal4.umap.3D.Dim.3,Expal4.126,Expal4.127N,Expal4.127C,Expal4.130C,Expal4.131N,Expal4.131C,Expal4.132N,Expal4.132C,Expal4.133N,Expal4.133C,Expal4.134N,Expal4.134C,XP,pepSize,XM,geneID,gene_coords,LOC,HumanGene,signalP,Pfam,KEGG,Panther,refseq_desc,AIP,KXJ_pepSize
Slin_CCMP2456.gene4126.mRNA1,Symbiont,tier1,0.061797565,0.10588914477643344,0.14003348331747684,4,76,2.584458028506612,0.6896427281406121,1.166665415,43.89638607963911,39.252189968859284,-72.26452404,49.17749192090477,-95.00039786,-47.01787194,5.6690389063667626,2.4881782432987416,-3.705149857,-0.644696763,1.497292816731873,-4.183508098,0.013898688151128949,0.007087632,0.014279742500728193,0.11588275047044552,0.15970626059205326,0.16291588158702078,0.16297584023792533,0.11807038857916895,0.097393387,0.027243112,0.033601538,0.086944779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4157.mRNA1,Symbiont,tier1,0.082783473,NA,NA,1,80,2.6413704732525747,-0.98984255,-1.131146227,-30.02195636,72.74742157546751,42.89788585122856,106.65488892272504,-84.41953845,44.697738235107934,-86.2389954,-2.61285151,-5.411893473,3.700525252637963,-0.85078893,-4.045608986,0.01928091,0.014165046016855738,0.025139220497651427,0.065134147,0.093733707,0.17703349011569822,0.12707040040711726,0.12051638658216027,0.042644091489714916,0.015585908173601545,0.016615115845051095,0.2830815763525547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4168.mRNA1,Symbiont,tier1,0.082460023,NA,NA,1,80,3.0571179996395665,-0.886612504,-1.379948011,12.513362013340203,88.67341984759929,-28.93642549,132.8981083130459,-118.6794366,-11.05849768,-84.54702657,-0.606154889,-6.606772087,1.7510091723876808,-1.188447075,-5.255615879,0.009021609,0.009479112,0.036485977,0.053624778,0.083918591,0.2025142986364682,0.11056414143597804,0.2094003045443003,0.042818174,0.004861075,0.019639143,0.21767279725017954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4173.mRNA1,Symbiont,tier1,0.064126063,NA,NA,1,70,2.271810000315472,0.43280810086907295,1.0905808646448698,42.05983431522413,32.20631329971061,-68.89027131,39.14562114732392,-92.36944705,-31.04848235,14.969438829479103,1.5494343766787253,-3.986987005,0.4185662120025144,1.596965171407959,-3.853318252,0.018384026289187727,0.020734027986749542,0.016945844,0.10987460270070619,0.16514073393442547,0.11229532631844207,0.19493117007442848,0.061660036,0.094259014,0.018497125136488077,0.034502459637971716,0.15277563406418762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4174.mRNA1,Symbiont,tier1,0.073321193,NA,NA,1,80,2.4197206179290607,-0.522699311,-1.230396222,15.137194125342926,88.89306671262895,-32.7873615,133.43443384950524,-124.8279452,-12.37818404,-84.02032872,-0.322810895,-6.665966909,1.4827730292430097,-1.211244554,-5.380586495,0.015541641392333588,0.020547069,0.046359531,0.055111687,0.081802021,0.16683688325308668,0.080811725,0.25033912838384964,0.051534554,0.017290335,0.047426062696143904,0.16639936147677697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4181.mRNA1,Symbiont,tier2,0.060626152,0.11444798257824994,0.12640190471556326,3,53.333333333333336,2.222370896925569,0.4278006960410864,0.41349383087483493,43.605975189826125,46.50864518774862,-71.31217336,60.01885320162951,-102.2337719,-57.37217729,-5.274028631,2.466362448987354,-3.871459486,-0.858809228,0.9306945219334288,-4.491266267,0.018382994402549476,0.014535688833132037,0.04912123,0.10049857627671362,0.11170682070474876,0.15165607459200717,0.14541957171449615,0.2004155317944165,0.095122271,0.029719311838139872,0.025903084,0.057518845180049155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4185.mRNA1,Symbiont,tier1,0.040181293,0.2143798424823002,0.2143798424823002,2,76.66666666666667,0.5194949123260333,1.0911636466025212,1.2929001790542323,1.727433058934806,15.479588118532574,-20.19003566,14.237326105103282,-30.60435026,-12.50605534,15.778064584226938,0.7567766124753099,-1.193982851,-0.201636818,0.8042043124882898,-1.22572917,0.029500699542578918,0.040900708890836336,0.039404756,0.12936376497083774,0.12071470708314508,0.094593987,0.1531621631879636,0.053811563,0.11810665573020984,0.070265,0.064476853,0.085699143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4193.mRNA1,Symbiont,tier1,0.064313295,0.23591322027689526,0.44623390135245816,8,78,2.522939698474912,-0.212240742,-1.258734986,17.990217306031944,74.933017,-36.42002341,106.44839327655029,-117.991692,-13.4040923,-49.87684867,0.33701022512579115,-5.796705766,1.0782723207729354,-0.251040655,-5.065650409,0.038493352,0.021919090663281012,0.016662587347923835,0.050314698778751846,0.095140763,0.17152512244992743,0.14789548979271933,0.17407817482992385,0.062474768424410736,0.038678694,0.016238807331369277,0.1665784511356925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4196.mRNA1,Symbiont,tier1,0.059964297,0.19020776282117324,0.43187537784218055,11,79.44444444444444,2.506218778518566,0.20060444532053598,0.629012614,24.41588978316765,46.74490627523383,-46.4805972,67.84415442737455,-80.4401851,-25.40079976,-11.46430581,1.2179735305440138,-3.741088659,0.16591451191107343,0.8669026932966553,-3.779630542,0.018238173549398835,0.0096658,0.017801178511439007,0.11246663936897389,0.13234043333769496,0.1523658780214776,0.14898303616421757,0.13516600876318147,0.086721515,0.021084632212694805,0.024729291419804896,0.14043741308077962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4217.mRNA1,Symbiont,tier1,0.06268742,NA,NA,1,70,2.2554039553573713,0.037575636,0.6901579430750686,-6.14616221,55.049091167639425,5.730712287333359,80.41919343893272,-72.23696858,22.538639084611212,-59.0304373,-1.193864197,-4.210468426,2.3085469822171456,-0.016600884,-3.479243169,0.016049222043079035,0.014078376136650528,0.021040340480332063,0.11467262929639338,0.1402811116752385,0.13328247153385595,0.1075863219957742,0.11798672699977422,0.085739534,0.019838918765028416,0.026671082034595225,0.202773265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4219.mRNA1,Symbiont,tier2,0.042106234725251775,0.16251375523652398,0.206265074,3,56.666666666666664,1.3862917273573023,-0.070119147,-0.188504579,7.426606694481078,26.018881324395107,-1.307895019,30.241991062211262,-31.97267043,1.0309593786516926,-4.570103601,0.1638469928442019,-2.178660943,0.504250566,0.47562237850012146,-2.021723512,0.055994491,0.030889567,0.035598423,0.088608359,0.10131431874843728,0.13122916075343824,0.1327528674585475,0.11392714730601908,0.078795753,0.037972084667549234,0.04507952,0.14783830874810514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4220.mRNA1,Symbiont,tier1,0.065952244,NA,NA,1,80,2.434191499169052,-0.058866839,0.026054288,-6.861869319,65.77145827841512,5.2244569890476615,96.77728378285418,-88.07378313,24.355324653000505,-52.56028345,-1.234063684,-4.692355867,2.5962116793340586,0.24235728527631828,-3.96516807,0.019116288428541035,0.008877603,0.019451648531195395,0.097434609,0.11375751109694528,0.13942487942544454,0.14697720906488806,0.12778947143098968,0.080760666,0.013591232110739603,0.024916099,0.20790278263169684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4227.mRNA1,Symbiont,tier1,0.058612621,NA,NA,1,80,2.352285072168959,-0.218631366,0.3523311932942604,16.25277721063216,65.11277132126573,-28.92608073,96.07313624422817,-84.76986698,-18.95839164,-52.14381905,0.394309363,-4.23355388,0.6854001058616683,-0.085031901,-4.008242129,0.014934942633665018,0.017319874007039496,0.026065819,0.11253894759183591,0.11970958543093568,0.13732635176158597,0.11815025232066048,0.17762345809827831,0.067448003,0.034106885,0.025859935572419706,0.14891594510487172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4240.mRNA1,Symbiont,tier2,0.061966222,0.1860829150027786,0.1860829150027786,2,55,2.4854926815175635,-0.355912287,-0.695959695,46.83346303761681,57.33039469983595,-78.80353586,76.75806007411646,-120.0601797,-34.63353958,-0.005564364,2.3442614946356164,-4.74387987,-0.106040987,1.5933003158283174,-4.806864092,0.025178720714645303,0.075122298,0.021502265,0.051598958065816325,0.12424674357345541,0.17171737571306966,0.19243598278470977,0.14649620607460268,0.060788068,0.019721462152521428,0.020337325455316912,0.090854594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4242.mRNA1,Symbiont,tier1,0.043324594,0.2097240747217072,0.2097240747217072,2,80,1.4653138152146101,-0.379623443,-0.838354791,12.697178454453153,11.241276636333746,-2.288911556,26.327141563120396,-26.55973005,-0.040218821,-5.685970396,-0.006618206,-1.866423415,0.31148461647206727,0.066082394,-1.836674569,0.084454213,0.04291448,0.033959105841250496,0.058461125,0.10695611146528584,0.15301099762619985,0.11706458406815778,0.1259642946881543,0.068091988,0.027876465875656675,0.044941898,0.13630473733928672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4247.mRNA1,Symbiont,tier1,0.064186457,0.12879285691353615,0.22351629818558094,10,79.16666666666667,2.814931045191495,0.054715016,0.4006227553719295,36.86257363660296,49.51119128864316,-62.97081878,67.09648755156297,-100.5168373,-41.97027831,-12.84008308,2.0060177842803197,-4.122260186,-0.418743749,0.8099172707438012,-4.556635828,0.016986383,0.006496149,0.018947028041650243,0.10483691618436897,0.12896363422791607,0.1700660294852296,0.15714174519524518,0.15919086619962214,0.077918285,0.019460212958083197,0.019333449112909764,0.12065930263441892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4288.mRNA1,Symbiont,tier2,0.023506996998542036,NA,NA,1,50,0.059103993,0.11019874505658082,0.8105997585512013,0.13601841556520078,-3.211899161,-11.01806817,-6.026524995,5.253011671444566,-9.885333986,18.293267266145936,0.38312814641741877,-0.070642558,-0.374169578,0.4521642249649691,-0.098947321,0.07539837,0.053007641209788355,0.053611592,0.1301522015363606,0.096839486,0.096090871,0.095199915,0.089063482,0.095924859,0.050199279492611694,0.071237657,0.093274646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4292.mRNA1,Symbiont,tier2,0.064103874,NA,NA,1,50,2.437122487140085,0.3584118794833329,-0.010948955,1.0025472633442913,62.21599934230988,7.819209304486916,84.17421147359153,-84.82436714,14.640845803767187,-44.80629204,-0.702594074,-4.569032511,2.058101612476751,0.24293269628720893,-3.935332281,0.018914463563391926,0.006094934,0.015733674,0.089330504,0.11829485192768222,0.1435090464710086,0.1345760802793504,0.14138062755815778,0.094177304,0.01670052,0.028202708,0.19308528531461985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4318.mRNA1,Symbiont,tier1,0.063474555,NA,NA,1,70,2.572806642487308,-0.245150162,-0.505032899,-13.11290336,33.802300077557234,18.919546077075168,45.17623669387788,-38.44309608,23.050661766711453,-24.95201489,-0.708950855,-2.998103544,1.185959409602063,-0.3612837,-3.124950033,0.055808155,0.004793637,0.014035908,0.075258004,0.1202734185223142,0.15207814229457695,0.1284633910322976,0.16000227420844385,0.071024369,0.014046280380666548,0.021910700454906912,0.18230572055772987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene433.mRNA1,Symbiont,tier2,0.065436784,NA,NA,1,50,2.4473004958518607,-0.319950092,-0.567328271,6.870965546868986,78.18743156144758,-16.27916087,117.9610558600377,-106.5720924,2.196176048436959,-66.78534054,-0.290412457,-5.681974716,1.569666792536344,-0.460355738,-4.726820218,0.018529422422183462,0.011540692024912647,0.023731526,0.088137075,0.085825004,0.15703085893902666,0.14182813187818452,0.1732909674696099,0.064396652,0.030425736491021094,0.021028411,0.18423552225444656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4348.mRNA1,Symbiont,tier1,0.05965839,0.1453369363425603,0.20406516587945359,4,77.5,2.586573018642784,-0.095328886,0.207587987,23.93418285601742,42.89019545,-39.98338294,63.55421253149452,-71.70383326,-28.06846701,-19.51130442,1.0690570917273678,-3.669377241,0.091434357,0.36316792974026235,-3.693699738,0.041708125,0.009363801,0.020769900772308354,0.097198809,0.1309020433441854,0.1603103908929838,0.1404732794323535,0.15336596364943506,0.078158334,0.015012243272810996,0.018530788374842802,0.13420632017502307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4375.mRNA1,Symbiont,tier1,0.054689311,0.18445178215205651,0.2565720643723269,3,90,2.0333315260676246,-0.123180357,0.002007696,7.715042199228672,34.68413872513062,-37.05491264,57.737561863511125,-63.93450333,-19.6790521,-15.68794224,0.4629976864579204,-2.963690804,0.45200934,0.29070912775324764,-2.847049061,0.074627802,0.009445989,0.016862496946622722,0.10030456366237762,0.10895612988739614,0.1577126404021152,0.14425488470620365,0.1218249633034646,0.084565182,0.013256699454709924,0.027688,0.14050064898289494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4381.mRNA1,Symbiont,tier1,0.078024993,NA,NA,1,70,2.915949671813003,-0.371104064,-0.216281287,-19.92991888,70.97808512756691,25.773514481805808,100.91689519267148,-84.30206459,35.78404960380512,-69.57409191,-2.111911656,-5.207493779,3.349533550586444,-0.379399937,-4.115372652,0.007030866,0.004342406,0.017716526,0.081068589,0.134016713,0.1445488930171771,0.13114573700709967,0.13189359682372107,0.063452625,0.006828691,0.022372571607229885,0.2555827872982925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4383.mRNA1,Symbiont,tier1,0.052144861,NA,NA,1,70,2.064276570320261,0.080347517,0.7242990610375327,17.498702515010894,36.462735552966464,-16.64898333,46.393195478690714,-66.90526529,-4.13662496,-7.329928993,0.6566629014591658,-3.188115695,0.5544594446385931,0.9951450964201527,-3.049912802,0.029664918137189897,0.017235392727093922,0.019468136,0.1139819947868497,0.13999694079466954,0.1508688524852692,0.13106072611810282,0.10644054701221796,0.077103008,0.031854473,0.045078499875164144,0.1372465108775502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4384.mRNA1,Symbiont,tier1,0.056018193778297636,0.1674514399292169,0.23249714314800837,3,85,2.1307750058704142,0.5096757382736612,0.16103817373167661,3.409307612388395,42.141021187059636,-6.728036629,62.693566893967706,-73.53415753,8.589307592673215,-17.78429356,0.065771493,-3.620372085,1.147809206915304,0.8730568550309847,-3.309611283,0.033431382827953306,0.018810953213502478,0.01773405,0.082929805,0.13505255051874318,0.1371192761165755,0.14930963866874697,0.10660170798925604,0.099316244,0.017407405,0.038439956,0.16384703052300464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4389.mRNA1,Symbiont,tier1,0.052242036,NA,NA,1,80,1.7910791408472007,0.2795813642219342,-0.157669608,-4.111512491,39.94405703378388,-1.31356666,58.03845756570843,-61.62648578,17.040506224483362,-25.78208003,-0.661161849,-3.413948937,1.6176521939587714,0.35731189753505355,-2.872883074,0.034305679,0.023440485031341187,0.029980051059172706,0.081279368,0.11208161513900104,0.12926918435065632,0.13362462202106196,0.11945440048996164,0.092700955,0.027961309271434052,0.037086936,0.17881539364350024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4395.mRNA1,Symbiont,tier1,0.080009392,NA,NA,1,80,3.207481544009719,-0.04285896,-1.230282532,18.096671793750186,87.82410622370138,-36.55959858,131.27023315415792,-122.1970965,-18.54790549,-81.50032606,-0.011744413,-6.67487799,1.196333412802229,-1.099620902,-5.489586602,0.012999320931553027,0.007482497,0.019673253860957394,0.045757907,0.10198616078908404,0.21999977585396985,0.1106415194658148,0.23686511586163134,0.06343275,0.027971694,0.015945826,0.13724417752918666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4403.mRNA1,Symbiont,tier1,0.082501632,NA,NA,1,70,2.019372507166213,2.3084514162054908,-1.220356024,59.22763685316777,62.460763813771045,-101.7030102,83.22541849,-129.6293341,-27.64112566,25.104130284518064,3.040776912,-5.426253038,-0.01153126,2.605973363706946,-4.99979266,0.005644008,0.004488474,0.020667573,0.010635630591038735,0.091916778,0.1763751396610878,0.2829803506405535,0.082019615,0.1321885068517439,0.089624087,0.037720055,0.065739783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4404.mRNA1,Symbiont,tier1,0.062176444,0.2271619610393913,0.33596275065981623,5,78.33333333333333,2.4760994216848244,-0.044725864,-0.021394922,13.543931993463435,54.423362403101514,-24.58480299,77.41703804281764,-96.75942018,-0.728912647,-18.3495724,0.6353625783057577,-4.719462732,1.2392773707202576,1.2157772257661552,-4.177293441,0.022768513,0.011406762846851713,0.025070619207030555,0.086425402,0.12257546874962182,0.15531469671277487,0.17458257612964925,0.11058364747032223,0.074587365,0.022623519285226074,0.025087325946982035,0.16897410257885145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4410.mRNA1,Symbiont,tier1,0.062196322,NA,NA,1,100,2.422148973564656,0.16834362073631137,0.6437787173540259,30.002924717511146,57.57902733610219,-53.2934277,80.50286638827889,-93.15568969,-7.422019326,-7.131157672,1.0385109587042702,-4.425538497,0.7366267765356911,1.321404639927513,-3.974167763,0.013234198403835414,0.011429747496000169,0.023677193641614424,0.1130571728706169,0.12470160124839222,0.15428811397949108,0.17187023660883724,0.10698646330078568,0.089347981,0.011790403,0.027989183055829044,0.15162770538360487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4424.mRNA1,Symbiont,tier1,0.075406234,0.21800997514468556,0.3839637082766743,4,75,2.507788488257642,-0.600988524,-1.180991247,-25.83672818,68.68577828973038,38.61518501062735,103.89211205934338,-81.23433125,48.27444718264439,-74.22524251,-2.378933048,-5.346556977,3.487362339,-0.721641741,-4.040490979,0.020142727,0.021161785,0.028894142378081078,0.052815756,0.099247211,0.15163371143598914,0.13198333086132485,0.1410418877593212,0.05650193,0.015919395,0.021129822,0.25952830090766404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4435.mRNA1,Symbiont,tier1,0.053697292,NA,NA,1,80,1.9437939852377064,0.011381524113475618,0.44620501364374265,-0.423569525,40.93004524,-6.948760675,58.328684676982576,-65.54681412,10.573366865860523,-29.6945516,-0.258545582,-3.377333908,1.3342867924915165,0.5369518188194053,-2.917347462,0.02521011,0.022020002,0.031672799,0.1094165938693689,0.11894227148337569,0.13656969767568672,0.13255533225576674,0.11589154808323614,0.086172774,0.024599619615862656,0.028727110759127213,0.16822214156518245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4437.mRNA1,Symbiont,tier2,0.041413171431553875,NA,NA,1,50,1.2705249244060717,-0.341488527,0.14499414501899618,-4.287248093,32.71553331316382,-0.665162368,48.08418520566042,-51.24808762,9.980656651524642,-18.43933425,-0.31882533,-2.768352654,1.2139099506957125,0.44323904934238456,-2.285110092,0.030210042733991364,0.048268307,0.047526011,0.0966197,0.11400344240269746,0.13273435290265517,0.1182741626235957,0.094422145544419675,0.065891922,0.046679411,0.046857030877045715,0.15851347264590132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4455.mRNA1,Symbiont,tier1,0.06690272,0.2120693555930336,0.34428912934852623,6,82.22222222222223,2.3968111725992225,0.7388102425852574,-0.346899014,44.53796245920863,69.72932685,-77.35311732,96.30521701,-116.7117795,-8.789109266,4.297145042158604,1.800444245352021,-5.487697345,0.9917588329735327,1.8432181112743375,-4.610421779,0.013927793482175628,0.008611901,0.018948815,0.059150657102805336,0.12694856475626726,0.13576121159598054,0.20168198797986267,0.091440273,0.096908736,0.034855596,0.028970795015800042,0.18279366912737066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4462.mRNA1,Symbiont,tier1,0.068643661,NA,NA,1,70,0.7519473154132388,-1.300053215,-1.715993691,-35.30658041,55.328076755387734,48.35289620001881,74.61686355488683,-56.41834993,55.885428107798546,-69.53997306,-2.774994429,-4.274096812,3.4363414171640416,-0.842171787,-3.017005285,0.0846421,0.052051571,0.051161395,0.051770191,0.068998683,0.091866787,0.045988099,0.1467722991459547,0.039932723719234446,0.038998948,0.049260056,0.2785571471638227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4473.mRNA1,Symbiont,tier1,0.050587935,0.22501351608630635,0.28283474728657937,3,80,1.4500882812636082,-0.472838284,-0.432872963,-16.59721219,40.72085125682028,23.023835559426175,57.52036252451654,-47.5209741,34.338889211324734,-38.50296437,-1.385797846,-3.233189243,2.0645345126793124,-0.188898901,-2.55365714,0.073346621,0.036304305,0.02970701,0.080264546,0.11010283019730348,0.11597879078346968,0.12428340793236353,0.099473605,0.071029873,0.02441393,0.03609196,0.1990031206126804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4474.mRNA1,Symbiont,tier1,0.054289469,NA,NA,1,70,2.1207543797163604,-0.044128435,0.8110342459520419,24.5401329,37.182826921965685,-46.15538364,42.607536079763506,-73.55407736,-27.4745167,-5.858133535,1.339446569589687,-3.174648233,-0.052062415,0.9486963035700953,-3.271159705,0.024773119378101678,0.014635148513929351,0.033742614873304336,0.12496071811908689,0.12238872908291676,0.13966013951913375,0.1510630879595953,0.12760105360890356,0.082406006,0.026248102862875423,0.023937700792275526,0.1285835795410164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4476.mRNA1,Symbiont,tier1,0.05560608,0.18143440622522203,0.31758167034105156,7,77.14285714285714,2.224078889673467,-0.025884946,0.072144127,19.631401584006227,42.128112130749514,-32.26307138,58.638059675242935,-72.85602292,-20.31123638,-15.37190121,0.7841483106795106,-3.48096392,0.3960753133973247,0.553172968,-3.435083577,0.035698825,0.019588971382214757,0.017885096,0.099274901,0.11219559986127302,0.15303592833485732,0.14328929080953953,0.14166637569457333,0.079750078,0.018892754942245606,0.033614504,0.14510767323092544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4490.mRNA1,Symbiont,tier1,0.073993674,NA,NA,1,70,2.5800508061759233,-0.500866377,-0.874851694,-25.45508133,68.35357642771412,38.17566751847526,103.32201563638995,-80.72295637,47.186381281936264,-73.80518919,-2.257207145,-5.287478568,3.3755890739363092,-0.664625106,-4.049172024,0.021923164380857552,0.021269306354085155,0.021095202605398967,0.063683553,0.1086851153226892,0.14928367048253452,0.12704417824148648,0.14257988340752412,0.062533382,0.013404238199753265,0.017154445,0.2513438611944456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4491.mRNA1,Symbiont,tier1,0.059425704036453385,0.12187876515233896,0.21292021565188213,9,81.11111111111111,2.4325858135912624,0.6208898031850045,-0.0249958,34.60465222015054,61.36963758004679,-62.60034661,86.144930651926245,-106.1066548,-18.60885035,-8.864650875,1.4180820738199786,-4.807871287,0.553435399,1.2154994101145284,-4.439312273,0.015447527491945993,0.011165659779314035,0.021716255,0.076648439,0.12678671448322879,0.16327250340867652,0.15341981199159943,0.13268555089047854,0.096477193,0.030076894,0.028983420031629268,0.14332003082670566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4493.mRNA1,Symbiont,tier1,0.067227369,0.16778792062999062,0.16778792062999062,2,70,2.736566136,0.46752798282859576,-0.257346675,49.47129716601855,48.27164898964338,-79.77487499,60.646902955132745,-111.9304141,-54.36479267,-0.367702817,2.6427480600513844,-4.370857201,-0.681086114,1.288272862,-4.923692221,0.014177681650804467,0.008699452,0.019741625893048235,0.070933106,0.12339184761849979,0.19371251315083754,0.17779398094701881,0.1733115477457533,0.070496242,0.061457108173525954,0.027598906756944385,0.058685988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4494.mRNA1,Symbiont,tier1,0.066506546,0.16841747563658369,0.3102320814920411,16,82.5,2.760264226765239,-0.407902272,-0.293024072,14.387537323235167,79.77112682408877,-28.68775437,117.87181209611035,-110.8174189,-12.53201692,-66.93918628,-0.049472508,-5.989508836,1.2043041737450588,-0.68081204,-4.893606485,0.021094187682012332,0.009272507,0.023139219850668833,0.08831348,0.11449959473218432,0.1645274442292171,0.11753841811513542,0.19236939155705143,0.058811742,0.024631933537258646,0.019434848290129116,0.1663672325871306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene451.mRNA1,Symbiont,tier1,0.053824581,NA,NA,1,70,2.0627141827086906,0.8355106959463404,-0.130858532,15.383038912479613,34.87013719900867,-24.27675102,47.43058189259544,-58.54746166,-16.02292109,-10.59915284,0.868842257,-3.363388948,0.2344845413387482,0.4638538633645606,-3.437154138,0.029721025326884257,0.026603347705009335,0.012722910385617334,0.074477949,0.12133915482541749,0.1508808656600555,0.12236230890909597,0.15127498525244232,0.10929364291774082,0.025659011909609564,0.04027227,0.13539252849074435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slin_CCMP2456.gene4516.mRNA1,Symbiont,tier1,0.060211533,0.086491914,0.086491914,2,80,2.3695143357119557,0.038251206,0.16404817221426213,8.975512773,54.66125887674038,-18.20135458,79.92610509325536,-84.63344138,0.6376952590268384,-28.66956675,-0.045087063,-4.185471816,1.4395777289120701,0.6025437635069437,-3.748898968,0.014472018985723197,0.014920889,0.022105718844450825,0.097154222,0.12167597275415469,0.1573500747969711,0.1381518235351464,0.126384947,0.078854675,0.025598505540217566,0.028572897427222924,0.17475825436474024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
