Orthogroup	aip_longest_isoforms	nvec_longest_isoform	spis_longest_isoform_marker	xenia_longest_isoforms
OG0024371				Xe_007056-T1
OG0024372				Xe_007057-T1
OG0024373				Xe_007059-T1
OG0024374				Xe_007060-T1
OG0024375				Xe_007062-T1
OG0024376				Xe_007063-T1
OG0024377				Xe_007064-T1
OG0024378				Xe_007085-T1
OG0024379				Xe_007107-T1
OG0024380				Xe_007108-T1
OG0024381				Xe_007111-T1
OG0024382				Xe_007116-T1
OG0024383				Xe_007136-T1
OG0024384				Xe_007183-T1
OG0024385				Xe_007185-T1
OG0024386				Xe_007194-T1
OG0024387				Xe_007217-T1
OG0024388				Xe_007218-T1
OG0024389				Xe_007241-T1
OG0024390				Xe_007243-T1
OG0024391				Xe_007261-T1
OG0024392				Xe_007274-T1
OG0024393				Xe_007308-T1
OG0024394				Xe_007321-T1
OG0024395				Xe_007322-T1
OG0024396				Xe_007355-T1
OG0024397				Xe_007383-T1
OG0024398				Xe_007393-T1
OG0024399				Xe_007394-T1
OG0024400				Xe_007397-T1
OG0024401				Xe_007402-T1
OG0024402				Xe_007413-T1
OG0024403				Xe_007414-T1
OG0024404				Xe_007429-T1
OG0024405				Xe_007432-T1
OG0024406				Xe_007446-T1
OG0024407				Xe_007448-T1
OG0024408				Xe_007472-T1
OG0024409				Xe_007488-T1
OG0024410				Xe_007489-T1
OG0024411				Xe_007495-T1
OG0024412				Xe_007496-T1
OG0024413				Xe_007497-T1
OG0024414				Xe_007499-T1
OG0024415				Xe_007511-T1
OG0024416				Xe_007529-T1
OG0024417				Xe_007537-T1
OG0024418				Xe_007547-T1
OG0024419				Xe_007581-T1
OG0024420				Xe_007582-T1
OG0024421				Xe_007640-T1
OG0024422				Xe_007671-T1
OG0024423				Xe_007674-T1
OG0024424				Xe_007711-T1
OG0024425				Xe_007715-T1
OG0024426				Xe_007739-T1
OG0024427				Xe_007741-T1
OG0024428				Xe_007745-T1
OG0024429				Xe_007749-T1
OG0024430				Xe_007774-T1
OG0024431				Xe_007790-T1
OG0024432				Xe_007791-T1
OG0024433				Xe_007792-T1
OG0024434				Xe_007794-T1
OG0024435				Xe_007796-T1
OG0024436				Xe_007803-T1
OG0024437				Xe_007808-T1
OG0024438				Xe_007809-T1
OG0024439				Xe_007810-T1
OG0024440				Xe_007811-T1
OG0024441				Xe_007813-T1
OG0024442				Xe_007829-T1
OG0024443				Xe_007834-T1
OG0024444				Xe_007835-T1
OG0024445				Xe_007855-T1
OG0024446				Xe_007866-T1
OG0024447				Xe_007867-T1
OG0024448				Xe_007871-T1
OG0024449				Xe_007872-T1
OG0024450				Xe_007873-T1
OG0024451				Xe_007883-T1
OG0024452				Xe_007885-T1
OG0024453				Xe_007897-T1
OG0024454				Xe_007898-T1
OG0024455				Xe_007900-T1
OG0024456				Xe_007903-T1
OG0024457				Xe_007915-T1
OG0024458				Xe_007923-T1
OG0024459				Xe_007929-T1
OG0024460				Xe_007947-T1
OG0024461				Xe_007950-T1
OG0024462				Xe_007951-T1
OG0024463				Xe_007954-T1
OG0024464				Xe_007955-T1
OG0024465				Xe_007957-T1
OG0024466				Xe_007958-T1
OG0024467				Xe_007959-T1
OG0024468				Xe_007966-T1
OG0024469				Xe_007976-T1
OG0024470				Xe_007986-T1
OG0024471				Xe_007987-T1
OG0024472				Xe_007988-T1
OG0024473				Xe_008010-T1
OG0024474				Xe_008028-T1
OG0024475				Xe_008046-T1
OG0024476				Xe_008055-T1
OG0024477				Xe_008056-T1
OG0024478				Xe_008064-T1
OG0024479				Xe_008074-T1
OG0024480				Xe_008075-T1
OG0024481				Xe_008081-T1
OG0024482				Xe_008083-T1
OG0024483				Xe_008086-T1
OG0024484				Xe_008089-T1
OG0024485				Xe_008101-T1
OG0024486				Xe_008104-T1
OG0024487				Xe_008105-T1
OG0024488				Xe_008107-T1
OG0024489				Xe_008129-T1
OG0024490				Xe_008146-T1
OG0024491				Xe_008161-T1
OG0024492				Xe_008162-T1
OG0024493				Xe_008163-T1
OG0024494				Xe_008167-T1
OG0024495				Xe_008168-T1
OG0024496				Xe_008169-T1
OG0024497				Xe_008171-T1
OG0024498				Xe_008179-T1
OG0024499				Xe_008181-T1
OG0024500				Xe_008185-T1
OG0024501				Xe_008186-T1
OG0024502				Xe_008187-T1
OG0024503				Xe_008198-T1
OG0024504				Xe_008201-T1
OG0024505				Xe_008208-T1
OG0024506				Xe_008209-T1
OG0024507				Xe_008215-T1
OG0024508				Xe_008216-T1
OG0024509				Xe_008220-T1
OG0024510				Xe_008221-T1
OG0024511				Xe_008235-T1
OG0024512				Xe_008236-T1
OG0024513				Xe_008237-T1
OG0024514				Xe_008240-T1
OG0024515				Xe_008244-T1
OG0024516				Xe_008245-T1
OG0024517				Xe_008256-T1
OG0024518				Xe_008261-T1
OG0024519				Xe_008262-T1
OG0024520				Xe_008265-T1
OG0024521				Xe_008267-T1
OG0024522				Xe_008275-T1
OG0024523				Xe_008290-T1
OG0024524				Xe_008296-T1
OG0024525				Xe_008309-T1
OG0024526				Xe_008316-T1
OG0024527				Xe_008319-T1
OG0024528				Xe_008323-T1
OG0024529				Xe_008330-T1
OG0024530				Xe_008343-T2
OG0024531				Xe_008349-T1
OG0024532				Xe_008360-T1
OG0024533				Xe_008372-T1
OG0024534				Xe_008376-T1
OG0024535				Xe_008397-T1
OG0024536				Xe_008398-T1
OG0024537				Xe_008407-T1
OG0024538				Xe_008408-T1
OG0024539				Xe_008425-T1
OG0024540				Xe_008432-T1
OG0024541				Xe_008441-T1
OG0024542				Xe_008442-T1
OG0024543				Xe_008443-T1
OG0024544				Xe_008444-T1
OG0024545				Xe_008449-T1
OG0024546				Xe_008450-T1
OG0024547				Xe_008451-T1
OG0024548				Xe_008453-T1
OG0024549				Xe_008459-T1
OG0024550				Xe_008464-T1
OG0024551				Xe_008466-T1
OG0024552				Xe_008467-T1
OG0024553				Xe_008468-T1
OG0024554				Xe_008470-T1
OG0024555				Xe_008471-T1
OG0024556				Xe_008476-T1
OG0024557				Xe_008479-T1
OG0024558				Xe_008480-T1
OG0024559				Xe_008481-T1
OG0024560				Xe_008494-T1
OG0024561				Xe_008496-T1
OG0024562				Xe_008501-T1
OG0024563				Xe_008504-T1
OG0024564				Xe_008518-T1
OG0024565				Xe_008519-T1
OG0024566				Xe_008520-T1
OG0024567				Xe_008521-T1
OG0024568				Xe_008522-T1
OG0024569				Xe_008523-T1
OG0024570				Xe_008524-T1
OG0024571				Xe_008525-T1
OG0024572				Xe_008527-T1
OG0024573				Xe_008528-T1
OG0024574				Xe_008540-T1
OG0024575				Xe_008541-T1
OG0024576				Xe_008552-T1
OG0024577				Xe_008567-T1
OG0024578				Xe_008568-T1
OG0024579				Xe_008571-T1
OG0024580				Xe_008575-T1
OG0024581				Xe_008577-T1
OG0024582				Xe_008578-T1
OG0024583				Xe_008579-T1
OG0024584				Xe_008580-T1
OG0024585				Xe_008587-T1
OG0024586				Xe_008588-T1
OG0024587				Xe_008589-T1
OG0024588				Xe_008592-T1
OG0024589				Xe_008599-T1
OG0024590				Xe_008607-T1
OG0024591				Xe_008611-T1
OG0024592				Xe_008615-T1
OG0024593				Xe_008620-T1
OG0024594				Xe_008621-T1
OG0024595				Xe_008623-T1
OG0024596				Xe_008626-T1
OG0024597				Xe_008630-T1
OG0024598				Xe_008633-T1
OG0024599				Xe_008634-T1
OG0024600				Xe_008635-T1
OG0024601				Xe_008636-T1
OG0024602				Xe_008640-T1
OG0024603				Xe_008644-T1
OG0024604				Xe_008651-T1
OG0024605				Xe_008659-T1
OG0024606				Xe_008744-T1
OG0024607				Xe_008748-T1
OG0024608				Xe_008749-T1
OG0024609				Xe_008758-T1
OG0024610				Xe_008762-T1
OG0024611				Xe_008763-T1
OG0024612				Xe_008765-T1
OG0024613				Xe_008766-T1
OG0024614				Xe_008767-T1
OG0024615				Xe_008770-T1
OG0024616				Xe_008777-T1
OG0024617				Xe_008783-T1
OG0024618				Xe_008795-T1
OG0024619				Xe_008796-T1
OG0024620				Xe_008797-T1
OG0024621				Xe_008807-T1
OG0024622				Xe_008808-T1
OG0024623				Xe_008812-T1
OG0024624				Xe_008815-T1
OG0024625				Xe_008817-T1
OG0024626				Xe_008823-T1
OG0024627				Xe_008824-T1
OG0024628				Xe_008825-T1
OG0024629				Xe_008828-T1
OG0024630				Xe_008831-T1
OG0024631				Xe_008832-T1
OG0024632				Xe_008833-T1
OG0024633				Xe_008835-T1
OG0024634				Xe_008836-T1
OG0024635				Xe_008838-T1
OG0024636				Xe_008841-T1
OG0024637				Xe_008854-T1
OG0024638				Xe_008856-T1
OG0024639				Xe_008860-T1
OG0024640				Xe_008863-T1
OG0024641				Xe_008873-T1
OG0024642				Xe_008883-T1
OG0024643				Xe_008891-T1
OG0024644				Xe_008945-T1
OG0024645				Xe_008947-T1
OG0024646				Xe_008961-T1
OG0024647				Xe_008962-T1
OG0024648				Xe_008965-T1
OG0024649				Xe_008977-T1
OG0024650				Xe_008979-T1
OG0024651				Xe_008981-T1
OG0024652				Xe_008987-T1
OG0024653				Xe_008988-T1
OG0024654				Xe_008997-T1
OG0024655				Xe_009002-T1
OG0024656				Xe_009009-T1
OG0024657				Xe_009036-T1
OG0024658				Xe_009043-T1
OG0024659				Xe_009044-T1
OG0024660				Xe_009051-T1
OG0024661				Xe_009103-T1
OG0024662				Xe_009112-T1
OG0024663				Xe_009124-T1
OG0024664				Xe_009126-T1
OG0024665				Xe_009136-T1
OG0024666				Xe_009148-T1
OG0024667				Xe_009157-T1
OG0024668				Xe_009163-T1
OG0024669				Xe_009176-T1
OG0024670				Xe_009177-T1
OG0024671				Xe_009180-T1
OG0024672				Xe_009185-T1
OG0024673				Xe_009197-T1
OG0024674				Xe_009206-T1
OG0024675				Xe_009217-T1
OG0024676				Xe_009235-T1
OG0024677				Xe_009254-T1
OG0024678				Xe_009255-T1
OG0024679				Xe_009274-T1
OG0024680				Xe_009276-T1
OG0024681				Xe_009286-T1
OG0024682				Xe_009288-T1
OG0024683				Xe_009298-T1
OG0024684				Xe_009301-T1
OG0024685				Xe_009305-T1
OG0024686				Xe_009315-T1
OG0024687				Xe_009318-T1
OG0024688				Xe_009330-T1
OG0024689				Xe_009335-T1
OG0024690				Xe_009362-T1
OG0024691				Xe_009368-T1
OG0024692				Xe_009369-T1
OG0024693				Xe_009370-T1
OG0024694				Xe_009372-T1
OG0024695				Xe_009373-T1
OG0024696				Xe_009374-T1
OG0024697				Xe_009378-T1
OG0024698				Xe_009387-T1
OG0024699				Xe_009429-T1
OG0024700				Xe_009452-T1
OG0024701				Xe_009456-T1
OG0024702				Xe_009478-T1
OG0024703				Xe_009490-T1
OG0024704				Xe_009494-T1
OG0024705				Xe_009506-T1
OG0024706				Xe_009512-T1
OG0024707				Xe_009514-T1
OG0024708				Xe_009516-T1
OG0024709				Xe_009524-T1
OG0024710				Xe_009526-T1
OG0024711				Xe_009528-T1
OG0024712				Xe_009578-T1
OG0024713				Xe_009584-T1
OG0024714				Xe_009588-T1
OG0024715				Xe_009595-T1
OG0024716				Xe_009606-T1
OG0024717				Xe_009618-T2
OG0024718				Xe_009630-T1
OG0024719				Xe_009639-T1
OG0024720				Xe_009641-T1
OG0024721				Xe_009642-T1
OG0024722				Xe_009643-T1
OG0024723				Xe_009650-T1
OG0024724				Xe_009652-T1
OG0024725				Xe_009653-T1
OG0024726				Xe_009656-T1
OG0024727				Xe_009661-T1
OG0024728				Xe_009662-T1
OG0024729				Xe_009677-T1
OG0024730				Xe_009680-T1
OG0024731				Xe_009707-T1
OG0024732				Xe_009710-T1
OG0024733				Xe_009718-T1
OG0024734				Xe_009720-T1
OG0024735				Xe_009732-T1
OG0024736				Xe_009736-T1
OG0024737				Xe_009737-T1
OG0024738				Xe_009749-T1
OG0024739				Xe_009758-T1
OG0024740				Xe_009763-T1
OG0024741				Xe_009766-T1
OG0024742				Xe_009783-T1
OG0024743				Xe_009786-T1
OG0024744				Xe_009789-T1
OG0024745				Xe_009796-T1
OG0024746				Xe_009798-T1
OG0024747				Xe_009805-T1
OG0024748				Xe_009811-T1
OG0024749				Xe_009816-T1
OG0024750				Xe_009828-T1
OG0024751				Xe_009830-T1
OG0024752				Xe_009837-T1
OG0024753				Xe_009839-T1
OG0024754				Xe_009842-T1
OG0024755				Xe_009854-T1
OG0024756				Xe_009866-T1
OG0024757				Xe_009878-T1
OG0024758				Xe_009894-T1
OG0024759				Xe_009897-T1
OG0024760				Xe_009908-T1
OG0024761				Xe_009919-T1
OG0024762				Xe_009921-T1
OG0024763				Xe_009924-T1
OG0024764				Xe_009925-T1
OG0024765				Xe_009926-T1
OG0024766				Xe_009942-T1
OG0024767				Xe_009959-T1
OG0024768				Xe_009968-T1
OG0024769				Xe_009971-T1
OG0024770				Xe_009974-T1
OG0024771				Xe_009975-T1
OG0024772				Xe_009976-T1
OG0024773				Xe_009984-T1
OG0024774				Xe_009986-T1
OG0024775				Xe_009991-T1
OG0024776				Xe_009993-T1
OG0024777				Xe_010007-T1
OG0024778				Xe_010042-T1
OG0024779				Xe_010050-T1
OG0024780				Xe_010051-T1
OG0024781				Xe_010067-T1
OG0024782				Xe_010069-T1
OG0024783				Xe_010070-T1
OG0024784				Xe_010071-T1
OG0024785				Xe_010076-T1
OG0024786				Xe_010077-T1
OG0024787				Xe_010078-T1
OG0024788				Xe_010086-T1
OG0024789				Xe_010087-T1
OG0024790				Xe_010094-T1
OG0024791				Xe_010095-T1
OG0024792				Xe_010117-T1
OG0024793				Xe_010131-T1
OG0024794				Xe_010132-T1
OG0024795				Xe_010139-T1
OG0024796				Xe_010140-T1
OG0024797				Xe_010144-T1
OG0024798				Xe_010146-T1
OG0024799				Xe_010152-T1
OG0024800				Xe_010153-T1
OG0024801				Xe_010177-T1
OG0024802				Xe_010180-T1
OG0024803				Xe_010189-T1
OG0024804				Xe_010194-T1
OG0024805				Xe_010195-T1
OG0024806				Xe_010204-T1
OG0024807				Xe_010212-T1
OG0024808				Xe_010218-T1
OG0024809				Xe_010240-T1
OG0024810				Xe_010241-T1
OG0024811				Xe_010249-T1
OG0024812				Xe_010277-T1
OG0024813				Xe_010284-T1
OG0024814				Xe_010298-T1
OG0024815				Xe_010330-T1
OG0024816				Xe_010362-T1
OG0024817				Xe_010366-T1
OG0024818				Xe_010385-T1
OG0024819				Xe_010391-T1
OG0024820				Xe_010403-T1
OG0024821				Xe_010407-T1
OG0024822				Xe_010408-T1
OG0024823				Xe_010450-T1
OG0024824				Xe_010485-T1
OG0024825				Xe_010500-T1
OG0024826				Xe_010512-T1
OG0024827				Xe_010524-T1
OG0024828				Xe_010526-T1
OG0024829				Xe_010527-T1
OG0024830				Xe_010528-T1
OG0024831				Xe_010540-T1
OG0024832				Xe_010543-T1
OG0024833				Xe_010578-T1
OG0024834				Xe_010579-T1
OG0024835				Xe_010584-T1
OG0024836				Xe_010585-T1
OG0024837				Xe_010596-T1
OG0024838				Xe_010597-T1
OG0024839				Xe_010601-T1
OG0024840				Xe_010602-T1
OG0024841				Xe_010606-T1
OG0024842				Xe_010633-T1
OG0024843				Xe_010665-T1
OG0024844				Xe_010724-T1
OG0024845				Xe_010741-T1
OG0024846				Xe_010743-T1
OG0024847				Xe_010745-T1
OG0024848				Xe_010746-T1
OG0024849				Xe_010750-T1
OG0024850				Xe_010763-T1
OG0024851				Xe_010773-T1
OG0024852				Xe_010778-T1
OG0024853				Xe_010779-T1
OG0024854				Xe_010780-T1
OG0024855				Xe_010798-T1
OG0024856				Xe_010846-T1
OG0024857				Xe_010883-T1
OG0024858				Xe_010886-T1
OG0024859				Xe_010890-T1
OG0024860				Xe_010912-T1
OG0024861				Xe_010914-T1
OG0024862				Xe_010915-T1
OG0024863				Xe_010919-T1
OG0024864				Xe_010924-T1
OG0024865				Xe_010926-T1
OG0024866				Xe_010927-T1
OG0024867				Xe_010929-T1
OG0024868				Xe_010935-T1
OG0024869				Xe_010936-T1
OG0024870				Xe_010937-T1
OG0024871				Xe_010938-T1
OG0024872				Xe_010939-T1
OG0024873				Xe_010941-T1
OG0024874				Xe_010943-T1
OG0024875				Xe_010951-T1
OG0024876				Xe_010952-T1
OG0024877				Xe_010955-T1
OG0024878				Xe_010958-T1
OG0024879				Xe_010963-T1
OG0024880				Xe_011003-T1
OG0024881				Xe_011006-T1
OG0024882				Xe_011009-T1
OG0024883				Xe_011012-T1
OG0024884				Xe_011016-T1
OG0024885				Xe_011030-T1
OG0024886				Xe_011034-T1
OG0024887				Xe_011038-T1
OG0024888				Xe_011041-T1
OG0024889				Xe_011043-T1
OG0024890				Xe_011044-T1
OG0024891				Xe_011047-T1
OG0024892				Xe_011053-T1
OG0024893				Xe_011055-T1
OG0024894				Xe_011056-T1
OG0024895				Xe_011057-T1
OG0024896				Xe_011059-T1
OG0024897				Xe_011073-T1
OG0024898				Xe_011074-T1
OG0024899				Xe_011075-T1
OG0024900				Xe_011090-T1
OG0024901				Xe_011120-T1
OG0024902				Xe_011166-T1
OG0024903				Xe_011186-T1
OG0024904				Xe_011197-T1
OG0024905				Xe_011198-T1
OG0024906				Xe_011211-T1
OG0024907				Xe_011219-T1
OG0024908				Xe_011220-T1
OG0024909				Xe_011221-T1
OG0024910				Xe_011229-T1
OG0024911				Xe_011237-T1
OG0024912				Xe_011239-T1
OG0024913				Xe_011242-T1
OG0024914				Xe_011244-T1
OG0024915				Xe_011249-T1
OG0024916				Xe_011252-T1
OG0024917				Xe_011258-T1
OG0024918				Xe_011262-T1
OG0024919				Xe_011263-T1
OG0024920				Xe_011264-T1
OG0024921				Xe_011265-T1
OG0024922				Xe_011266-T1
OG0024923				Xe_011267-T1
OG0024924				Xe_011268-T1
OG0024925				Xe_011275-T1
OG0024926				Xe_011293-T1
OG0024927				Xe_011294-T1
OG0024928				Xe_011295-T1
OG0024929				Xe_011297-T1
OG0024930				Xe_011303-T1
OG0024931				Xe_011310-T1
OG0024932				Xe_011314-T1
OG0024933				Xe_011319-T1
OG0024934				Xe_011324-T1
OG0024935				Xe_011331-T1
OG0024936				Xe_011332-T1
OG0024937				Xe_011333-T1
OG0024938				Xe_011338-T1
OG0024939				Xe_011366-T1
OG0024940				Xe_011372-T1
OG0024941				Xe_011373-T1
OG0024942				Xe_011376-T2
OG0024943				Xe_011382-T1
OG0024944				Xe_011383-T1
OG0024945				Xe_011387-T1
OG0024946				Xe_011401-T1
OG0024947				Xe_011402-T1
OG0024948				Xe_011403-T1
OG0024949				Xe_011417-T1
OG0024950				Xe_011426-T1
OG0024951				Xe_011434-T1
OG0024952				Xe_011435-T1
OG0024953				Xe_011446-T1
OG0024954				Xe_011447-T1
OG0024955				Xe_011449-T1
OG0024956				Xe_011464-T1
OG0024957				Xe_011469-T1
OG0024958				Xe_011476-T1
OG0024959				Xe_011477-T1
OG0024960				Xe_011478-T1
OG0024961				Xe_011480-T1
OG0024962				Xe_011487-T1
OG0024963				Xe_011489-T1
OG0024964				Xe_011518-T1
OG0024965				Xe_011522-T1
OG0024966				Xe_011525-T1
OG0024967				Xe_011527-T1
OG0024968				Xe_011530-T1
OG0024969				Xe_011553-T1
OG0024970				Xe_011567-T1
OG0024971				Xe_011572-T1
OG0024972				Xe_011582-T1
OG0024973				Xe_011587-T1
OG0024974				Xe_011602-T1
OG0024975				Xe_011603-T1
OG0024976				Xe_011611-T1
OG0024977				Xe_011635-T1
OG0024978				Xe_011637-T1
OG0024979				Xe_011641-T1
OG0024980				Xe_011645-T1
OG0024981				Xe_011650-T1
OG0024982				Xe_011666-T1
OG0024983				Xe_011670-T1
OG0024984				Xe_011689-T1
OG0024985				Xe_011692-T1
OG0024986				Xe_011707-T1
OG0024987				Xe_011708-T1
OG0024988				Xe_011720-T1
OG0024989				Xe_011725-T1
OG0024990				Xe_011727-T1
OG0024991				Xe_011736-T1
OG0024992				Xe_011737-T1
OG0024993				Xe_011739-T1
OG0024994				Xe_011741-T1
OG0024995				Xe_011749-T1
OG0024996				Xe_011761-T1
OG0024997				Xe_011777-T1
OG0024998				Xe_011779-T1
OG0024999				Xe_011782-T1
OG0025000				Xe_011790-T1
OG0025001				Xe_011791-T1
OG0025002				Xe_011793-T1
OG0025003				Xe_011794-T1
OG0025004				Xe_011815-T1
OG0025005				Xe_011823-T1
OG0025006				Xe_011833-T1
OG0025007				Xe_011837-T1
OG0025008				Xe_011840-T1
OG0025009				Xe_011843-T1
OG0025010				Xe_011844-T1
OG0025011				Xe_011846-T1
OG0025012				Xe_011848-T1
OG0025013				Xe_011851-T1
OG0025014				Xe_011869-T1
OG0025015				Xe_011874-T1
OG0025016				Xe_011875-T1
OG0025017				Xe_011879-T1
OG0025018				Xe_011883-T1
OG0025019				Xe_011888-T1
OG0025020				Xe_011892-T1
OG0025021				Xe_011896-T1
OG0025022				Xe_011897-T1
OG0025023				Xe_011913-T1
OG0025024				Xe_011928-T1
OG0025025				Xe_011934-T1
OG0025026				Xe_011935-T1
OG0025027				Xe_011938-T1
OG0025028				Xe_011941-T1
OG0025029				Xe_011949-T1
OG0025030				Xe_011958-T1
OG0025031				Xe_011960-T1
OG0025032				Xe_011964-T1
OG0025033				Xe_011970-T1
OG0025034				Xe_011972-T1
OG0025035				Xe_011977-T1
OG0025036				Xe_011981-T1
OG0025037				Xe_011982-T1
OG0025038				Xe_011983-T1
OG0025039				Xe_011984-T1
OG0025040				Xe_011986-T1
OG0025041				Xe_011994-T1
OG0025042				Xe_011996-T1
OG0025043				Xe_012007-T1
OG0025044				Xe_012010-T1
OG0025045				Xe_012015-T1
OG0025046				Xe_012025-T1
OG0025047				Xe_012027-T1
OG0025048				Xe_012028-T1
OG0025049				Xe_012047-T1
OG0025050				Xe_012051-T1
OG0025051				Xe_012062-T1
OG0025052				Xe_012066-T1
OG0025053				Xe_012086-T1
OG0025054				Xe_012089-T1
OG0025055				Xe_012094-T1
OG0025056				Xe_012098-T1
OG0025057				Xe_012116-T1
OG0025058				Xe_012121-T1
OG0025059				Xe_012128-T1
OG0025060				Xe_012133-T1
OG0025061				Xe_012134-T1
OG0025062				Xe_012135-T1
OG0025063				Xe_012136-T1
OG0025064				Xe_012146-T1
OG0025065				Xe_012156-T1
OG0025066				Xe_012157-T1
OG0025067				Xe_012160-T1
OG0025068				Xe_012161-T1
OG0025069				Xe_012162-T1
OG0025070				Xe_012169-T1
OG0025071				Xe_012173-T1
OG0025072				Xe_012177-T1
OG0025073				Xe_012178-T1
OG0025074				Xe_012186-T1
OG0025075				Xe_012196-T1
OG0025076				Xe_012201-T1
OG0025077				Xe_012204-T1
OG0025078				Xe_012213-T1
OG0025079				Xe_012218-T1
OG0025080				Xe_012238-T1
OG0025081				Xe_012241-T1
OG0025082				Xe_012245-T1
OG0025083				Xe_012255-T1
OG0025084				Xe_012259-T1
OG0025085				Xe_012260-T1
OG0025086				Xe_012265-T1
OG0025087				Xe_012270-T1
OG0025088				Xe_012274-T1
OG0025089				Xe_012277-T1
OG0025090				Xe_012286-T1
OG0025091				Xe_012287-T1
OG0025092				Xe_012293-T1
OG0025093				Xe_012300-T1
OG0025094				Xe_012308-T1
OG0025095				Xe_012319-T1
OG0025096				Xe_012324-T1
OG0025097				Xe_012341-T1
OG0025098				Xe_012364-T1
OG0025099				Xe_012379-T1
OG0025100				Xe_012386-T1
OG0025101				Xe_012392-T1
OG0025102				Xe_012401-T1
OG0025103				Xe_012402-T1
OG0025104				Xe_012403-T1
OG0025105				Xe_012404-T1
OG0025106				Xe_012406-T1
OG0025107				Xe_012407-T1
OG0025108				Xe_012417-T1
OG0025109				Xe_012424-T1
OG0025110				Xe_012425-T1
OG0025111				Xe_012429-T1
OG0025112				Xe_012435-T1
OG0025113				Xe_012441-T1
OG0025114				Xe_012442-T1
OG0025115				Xe_012446-T1
OG0025116				Xe_012447-T1
OG0025117				Xe_012453-T1
OG0025118				Xe_012454-T1
OG0025119				Xe_012463-T1
OG0025120				Xe_012472-T1
OG0025121				Xe_012475-T1
OG0025122				Xe_012476-T1
OG0025123				Xe_012487-T1
OG0025124				Xe_012489-T1
OG0025125				Xe_012491-T1
OG0025126				Xe_012495-T1
OG0025127				Xe_012514-T1
OG0025128				Xe_012516-T1
OG0025129				Xe_012534-T1
OG0025130				Xe_012535-T1
OG0025131				Xe_012559-T1
OG0025132				Xe_012576-T1
OG0025133				Xe_012581-T1
OG0025134				Xe_012582-T1
OG0025135				Xe_012594-T1
OG0025136				Xe_012595-T1
OG0025137				Xe_012602-T1
OG0025138				Xe_012606-T1
OG0025139				Xe_012607-T1
OG0025140				Xe_012625-T1
OG0025141				Xe_012629-T1
OG0025142				Xe_012633-T1
OG0025143				Xe_012635-T1
OG0025144				Xe_012638-T1
OG0025145				Xe_012656-T1
OG0025146				Xe_012661-T1
OG0025147				Xe_012662-T1
OG0025148				Xe_012666-T1
OG0025149				Xe_012669-T1
OG0025150				Xe_012680-T1
OG0025151				Xe_012687-T1
OG0025152				Xe_012692-T1
OG0025153				Xe_012697-T1
OG0025154				Xe_012701-T1
OG0025155				Xe_012704-T1
OG0025156				Xe_012708-T1
OG0025157				Xe_012711-T1
OG0025158				Xe_012724-T1
OG0025159				Xe_012728-T1
OG0025160				Xe_012731-T1
OG0025161				Xe_012742-T1
OG0025162				Xe_012743-T1
OG0025163				Xe_012756-T1
OG0025164				Xe_012758-T1
OG0025165				Xe_012759-T1
OG0025166				Xe_012760-T1
OG0025167				Xe_012767-T1
OG0025168				Xe_012777-T1
OG0025169				Xe_012780-T1
OG0025170				Xe_012782-T1
OG0025171				Xe_012791-T1
OG0025172				Xe_012795-T1
OG0025173				Xe_012809-T1
OG0025174				Xe_012812-T1
OG0025175				Xe_012813-T1
OG0025176				Xe_012827-T1
OG0025177				Xe_012837-T1
OG0025178				Xe_012839-T1
OG0025179				Xe_012854-T1
OG0025180				Xe_012862-T1
OG0025181				Xe_012870-T1
OG0025182				Xe_012897-T1
OG0025183				Xe_012898-T1
OG0025184				Xe_012908-T1
OG0025185				Xe_012914-T1
OG0025186				Xe_012925-T1
OG0025187				Xe_012930-T1
OG0025188				Xe_012934-T1
OG0025189				Xe_012946-T1
OG0025190				Xe_012947-T1
OG0025191				Xe_012953-T1
OG0025192				Xe_012964-T1
OG0025193				Xe_012969-T1
OG0025194				Xe_012973-T1
OG0025195				Xe_012984-T1
OG0025196				Xe_012988-T1
OG0025197				Xe_013002-T1
OG0025198				Xe_013008-T1
OG0025199				Xe_013017-T1
OG0025200				Xe_013018-T1
OG0025201				Xe_013019-T1
OG0025202				Xe_013021-T1
OG0025203				Xe_013028-T1
OG0025204				Xe_013041-T1
OG0025205				Xe_013045-T1
OG0025206				Xe_013057-T1
OG0025207				Xe_013066-T1
OG0025208				Xe_013074-T1
OG0025209				Xe_013093-T1
OG0025210				Xe_013108-T1
OG0025211				Xe_013110-T1
OG0025212				Xe_013113-T1
OG0025213				Xe_013114-T1
OG0025214				Xe_013125-T1
OG0025215				Xe_013130-T1
OG0025216				Xe_013138-T1
OG0025217				Xe_013140-T1
OG0025218				Xe_013147-T1
OG0025219				Xe_013149-T1
OG0025220				Xe_013150-T1
OG0025221				Xe_013174-T1
OG0025222				Xe_013175-T1
OG0025223				Xe_013182-T1
OG0025224				Xe_013187-T1
OG0025225				Xe_013206-T1
OG0025226				Xe_013208-T1
OG0025227				Xe_013209-T1
OG0025228				Xe_013215-T1
OG0025229				Xe_013224-T1
OG0025230				Xe_013243-T1
OG0025231				Xe_013274-T1
OG0025232				Xe_013288-T1
OG0025233				Xe_013289-T1
OG0025234				Xe_013299-T1
OG0025235				Xe_013302-T1
OG0025236				Xe_013312-T1
OG0025237				Xe_013313-T1
OG0025238				Xe_013320-T1
OG0025239				Xe_013321-T1
OG0025240				Xe_013324-T1
OG0025241				Xe_013330-T1
