Orthogroup	Species	nvec_longest_isoform	Orthologs
OG0013533	aip_longest_isoforms	XP_048578508.1	XP_028517098.1
OG0013534	aip_longest_isoforms	XP_032227888.2	XP_028517113.1
OG0013534	spis_longest_isoform_marker	XP_032227888.2	XP_022787815.1
OG0013535	aip_longest_isoforms	XP_032227591.1	XP_028517118.1
OG0013535	spis_longest_isoform_marker	XP_032227591.1	XP_022785996.1
OG0013536	spis_longest_isoform_marker	XP_032227598.1	XP_022793632.1
OG0013536	aip_longest_isoforms	XP_032227598.1	XP_028517122.1
OG0013537	aip_longest_isoforms	XP_001641837.2	XP_028517126.1
OG0013537	spis_longest_isoform_marker	XP_001641837.2	XP_022797919.1
OG0013538	spis_longest_isoform_marker	XP_001636804.1	XP_022806991.1
OG0013538	aip_longest_isoforms	XP_001636804.1	XP_028517155.1
OG0013540	aip_longest_isoforms	XP_032222551.2	XP_028517200.1, XP_028518748.1
OG0013541	spis_longest_isoform_marker	XP_048590484.1	XP_022798197.1
OG0013541	aip_longest_isoforms	XP_048590484.1	XP_028517237.1
OG0013542	spis_longest_isoform_marker	XP_032217757.1	XP_022802315.1
OG0013542	aip_longest_isoforms	XP_032217757.1	XP_028517243.1
OG0013543	spis_longest_isoform_marker	XP_032235720.1	XP_022783925.1
OG0013543	aip_longest_isoforms	XP_032235720.1	XP_028517249.1
OG0013546	aip_longest_isoforms	XP_048582843.1	XP_028517319.1
OG0013546	spis_longest_isoform_marker	XP_048582843.1	XP_022780568.1
OG0013547	aip_longest_isoforms	XP_001633073.3	XP_028517338.1, XP_028517337.1
OG0013548	aip_longest_isoforms	XP_048586246.1	XP_028517349.1
OG0013548	spis_longest_isoform_marker	XP_048586246.1	XP_022787133.1
OG0013549	aip_longest_isoforms	XP_001624982.2	XP_028517350.1
OG0013549	spis_longest_isoform_marker	XP_001624982.2	XP_022784300.1
OG0013550	aip_longest_isoforms	XP_048586458.1	XP_028517364.1
OG0013550	spis_longest_isoform_marker	XP_048586458.1	XP_022777486.1
OG0013551	aip_longest_isoforms	XP_048579371.1, XP_001628804.2	XP_028517368.1
OG0013552	spis_longest_isoform_marker	XP_032232892.2	XP_022802043.1
OG0013552	aip_longest_isoforms	XP_032232892.2	XP_028517369.1
OG0013554	aip_longest_isoforms	XP_001640712.3	XP_028517379.1
OG0013554	spis_longest_isoform_marker	XP_001640712.3	XP_022789450.1
OG0013556	aip_longest_isoforms	XP_048580748.1	XP_028517419.1
OG0013556	spis_longest_isoform_marker	XP_048580748.1	XP_022787071.1
OG0013558	spis_longest_isoform_marker	XP_048582847.1	XP_022787586.1
OG0013558	aip_longest_isoforms	XP_048582847.1	XP_028517438.1
OG0013560	aip_longest_isoforms	XP_048582672.1	XP_028517485.1
OG0013560	spis_longest_isoform_marker	XP_048582672.1	XP_022787598.1
OG0013561	spis_longest_isoform_marker	XP_048578382.1	XP_022802722.1
OG0013561	aip_longest_isoforms	XP_048578382.1	XP_028517493.1
OG0013562	aip_longest_isoforms	XP_048578764.1	XP_028517509.1, XP_028517525.1
OG0013563	aip_longest_isoforms	XP_032234257.2	XP_028518909.1, XP_028517510.1
OG0013564	aip_longest_isoforms	XP_032238972.1	XP_028517512.1
OG0013564	spis_longest_isoform_marker	XP_032238972.1	XP_022798470.1
OG0013565	spis_longest_isoform_marker	XP_048578886.1	XP_022806362.1
OG0013565	aip_longest_isoforms	XP_048578886.1	XP_028517514.1
OG0013566	aip_longest_isoforms	XP_048580790.1	XP_028517541.1
OG0013566	spis_longest_isoform_marker	XP_048580790.1	XP_022778074.1
OG0013567	aip_longest_isoforms	XP_032223086.1	XP_028517602.1
OG0013567	spis_longest_isoform_marker	XP_032223086.1	XP_022806918.1
OG0013568	aip_longest_isoforms	XP_048589776.1	XP_028517610.1
OG0013568	spis_longest_isoform_marker	XP_048589776.1	XP_022806859.1
OG0013569	aip_longest_isoforms	XP_001629951.2	XP_028517620.1
OG0013569	spis_longest_isoform_marker	XP_001629951.2	XP_022806850.1
OG0013570	aip_longest_isoforms	XP_048589946.1, XP_048584632.1	XP_028517636.1
OG0013571	aip_longest_isoforms	XP_032241559.1, XP_032239905.2	XP_028517638.1
OG0013572	spis_longest_isoform_marker	XP_032242214.1	XP_022808664.1
OG0013572	aip_longest_isoforms	XP_032242214.1	XP_028517651.1
OG0013573	spis_longest_isoform_marker	XP_032242154.1	XP_022792152.1
OG0013573	aip_longest_isoforms	XP_032242154.1	XP_028517663.1
OG0013574	aip_longest_isoforms	XP_048586711.1	XP_028517694.1, XP_028517693.1
OG0013575	aip_longest_isoforms	XP_048585535.1	XP_028517721.1
OG0013575	spis_longest_isoform_marker	XP_048585535.1	XP_022785003.1
OG0013576	aip_longest_isoforms	XP_032241853.2	XP_028517740.1
OG0013576	spis_longest_isoform_marker	XP_032241853.2	XP_022792074.1
OG0013578	aip_longest_isoforms	XP_001636263.3	XP_028517761.1
OG0013578	spis_longest_isoform_marker	XP_001636263.3	XP_022788284.1
OG0013579	spis_longest_isoform_marker	XP_048577752.1	XP_022785541.1
OG0013579	aip_longest_isoforms	XP_048577752.1	XP_028517767.1
OG0013581	spis_longest_isoform_marker	XP_001624267.2	XP_022799663.1
OG0013581	aip_longest_isoforms	XP_001624267.2	XP_028517776.1
OG0013582	aip_longest_isoforms	XP_032239376.2	XP_028517800.1
OG0013582	spis_longest_isoform_marker	XP_032239376.2	XP_022782583.1
OG0013584	aip_longest_isoforms	XP_032228608.2	XP_028517810.1
OG0013584	spis_longest_isoform_marker	XP_032228608.2	XP_022789887.1
OG0013585	spis_longest_isoform_marker	XP_048583747.1	XP_022781550.1
OG0013585	aip_longest_isoforms	XP_048583747.1	XP_028517834.1
OG0013586	aip_longest_isoforms	XP_048585100.1	XP_028517835.1
OG0013586	spis_longest_isoform_marker	XP_048585100.1	XP_022780670.1
OG0013587	xenia_longest_isoforms	XP_032237552.1	Xe_006329-T1
OG0013587	aip_longest_isoforms	XP_032237552.1	XP_028517854.1
OG0013588	aip_longest_isoforms	XP_048589376.1	XP_028517890.1
OG0013588	spis_longest_isoform_marker	XP_048589376.1	XP_022787234.1
OG0013589	aip_longest_isoforms	XP_048576970.1	XP_028517902.1
OG0013589	spis_longest_isoform_marker	XP_048576970.1	XP_022806121.1
OG0013590	aip_longest_isoforms	XP_032237651.2	XP_028517977.1
OG0013590	spis_longest_isoform_marker	XP_032237651.2	XP_022781341.1
OG0013591	aip_longest_isoforms	XP_048581724.1	XP_028518026.1
OG0013591	spis_longest_isoform_marker	XP_048581724.1	XP_022782107.1
OG0013592	aip_longest_isoforms	XP_048583634.1	XP_028518041.1, XP_028518042.1
OG0013594	aip_longest_isoforms	XP_048589523.1, XP_048589524.1	XP_028518123.1
OG0013595	aip_longest_isoforms	XP_048581769.1	XP_028518136.1
OG0013595	spis_longest_isoform_marker	XP_048581769.1	XP_022805220.1
OG0013596	aip_longest_isoforms	XP_048585440.1	XP_028518166.1
OG0013596	xenia_longest_isoforms	XP_048585440.1	Xe_024216-T1
OG0013597	xenia_longest_isoforms	XP_032219807.2	Xe_025040-T1
OG0013597	aip_longest_isoforms	XP_032219807.2	XP_028518186.1
OG0013599	aip_longest_isoforms	XP_048576008.1	XP_028518292.1
OG0013599	spis_longest_isoform_marker	XP_048576008.1	XP_022782044.1
OG0013600	aip_longest_isoforms	XP_032231595.2	XP_028518307.1
OG0013600	spis_longest_isoform_marker	XP_032231595.2	XP_022779943.1
OG0013601	xenia_longest_isoforms	XP_032221551.2	Xe_025934-T1
OG0013601	aip_longest_isoforms	XP_032221551.2	XP_028518308.1
OG0013602	aip_longest_isoforms	XP_048587556.1	XP_028518346.1, XP_028518347.1
OG0013603	aip_longest_isoforms	XP_032237936.2	XP_028518388.1
OG0013603	spis_longest_isoform_marker	XP_032237936.2	XP_022798834.1
OG0013604	spis_longest_isoform_marker	XP_032240528.2	XP_022779481.1
OG0013604	aip_longest_isoforms	XP_032240528.2	XP_028518389.1
OG0013605	spis_longest_isoform_marker	XP_032237937.2	XP_022800141.1
OG0013605	aip_longest_isoforms	XP_032237937.2	XP_028518402.1
OG0013606	aip_longest_isoforms	XP_048589032.1	XP_028518419.1
OG0013606	spis_longest_isoform_marker	XP_048589032.1	XP_022793039.1
OG0013608	aip_longest_isoforms	XP_032233452.2	XP_028518496.1
OG0013608	spis_longest_isoform_marker	XP_032233452.2	XP_022791528.1
OG0013609	aip_longest_isoforms	XP_032222733.2	XP_028518500.1
OG0013609	spis_longest_isoform_marker	XP_032222733.2	XP_022782703.1
OG0013610	aip_longest_isoforms	XP_048586753.1	XP_028518503.1
OG0013610	spis_longest_isoform_marker	XP_048586753.1	XP_022801672.1
OG0013611	spis_longest_isoform_marker	XP_048580261.1	XP_022782592.1
OG0013611	aip_longest_isoforms	XP_048580261.1	XP_028518520.1
OG0013612	aip_longest_isoforms	XP_032232518.2	XP_028518524.1
OG0013612	spis_longest_isoform_marker	XP_032232518.2	XP_022777871.1
OG0013613	aip_longest_isoforms	XP_048585649.1	XP_028518533.1
OG0013613	spis_longest_isoform_marker	XP_048585649.1	XP_022788082.1
OG0013614	aip_longest_isoforms	XP_001631335.3	XP_028518552.1
OG0013614	spis_longest_isoform_marker	XP_001631335.3	XP_022808156.1
OG0013616	spis_longest_isoform_marker	XP_048581826.1	XP_022807656.1
OG0013616	aip_longest_isoforms	XP_048581826.1	XP_028518570.1
OG0013617	aip_longest_isoforms	XP_001634750.1	XP_028518581.1
OG0013617	spis_longest_isoform_marker	XP_001634750.1	XP_022781979.1
OG0013618	aip_longest_isoforms	XP_032227933.2, XP_048588760.1	XP_028518620.1
OG0013620	spis_longest_isoform_marker	XP_048588577.1	XP_022790540.1
OG0013620	aip_longest_isoforms	XP_048588577.1	XP_028518631.1
OG0013621	spis_longest_isoform_marker	XP_001635880.2	XP_022797574.1
OG0013621	aip_longest_isoforms	XP_001635880.2	XP_028518640.1
OG0013622	aip_longest_isoforms	XP_048584442.1	XP_028518669.1
OG0013622	spis_longest_isoform_marker	XP_048584442.1	XP_022797008.1
OG0013623	spis_longest_isoform_marker	XP_032222074.1	XP_022794710.1
OG0013623	aip_longest_isoforms	XP_032222074.1	XP_028518675.1
OG0013624	aip_longest_isoforms	XP_048587013.1	XP_028518697.1
OG0013624	spis_longest_isoform_marker	XP_048587013.1	XP_022790136.1
OG0013625	spis_longest_isoform_marker	XP_032233533.1	XP_022793502.1
OG0013625	aip_longest_isoforms	XP_032233533.1	XP_028518699.1
OG0013626	aip_longest_isoforms	XP_001626401.1	XP_028518735.1
OG0013626	spis_longest_isoform_marker	XP_001626401.1	XP_022809142.1
OG0013627	aip_longest_isoforms	XP_001624748.2	XP_028518758.1
OG0013627	spis_longest_isoform_marker	XP_001624748.2	XP_022782872.1
OG0013629	aip_longest_isoforms	XP_048589502.1	XP_028518779.1
OG0013629	xenia_longest_isoforms	XP_048589502.1	Xe_004951-T1
OG0013630	spis_longest_isoform_marker	XP_032219988.2	XP_022783353.1
OG0013630	aip_longest_isoforms	XP_032219988.2	XP_028518782.1
OG0013631	aip_longest_isoforms	XP_048589629.1	XP_028518786.1
OG0013631	spis_longest_isoform_marker	XP_048589629.1	XP_022787225.1
OG0013632	aip_longest_isoforms	XP_032223026.1	XP_028518789.1
OG0013632	spis_longest_isoform_marker	XP_032223026.1	XP_022795903.1
OG0013633	spis_longest_isoform_marker	XP_032242183.2	XP_022787226.1
OG0013633	aip_longest_isoforms	XP_032242183.2	XP_028518791.1
OG0013634	aip_longest_isoforms	XP_032218771.1	XP_028518820.1
OG0013634	xenia_longest_isoforms	XP_032218771.1	Xe_009592-T1
OG0013635	aip_longest_isoforms	XP_001630827.1	XP_028518832.1
OG0013635	spis_longest_isoform_marker	XP_001630827.1	XP_022782820.1
OG0013636	aip_longest_isoforms	XP_032235367.2	XP_028518837.1
OG0013636	spis_longest_isoform_marker	XP_032235367.2	XP_022804814.1
OG0013637	aip_longest_isoforms	XP_048576229.1, XP_048576026.1	XP_028518843.1
OG0013638	aip_longest_isoforms	XP_048584118.1	XP_028518875.1
OG0013638	spis_longest_isoform_marker	XP_048584118.1	XP_022784932.1
OG0013639	aip_longest_isoforms	XP_048583945.1	XP_028518876.1
OG0013639	spis_longest_isoform_marker	XP_048583945.1	XP_022803391.1
OG0013641	spis_longest_isoform_marker	XP_048587862.1	XP_022810000.1
OG0013641	aip_longest_isoforms	XP_048587862.1	XP_028518897.1
OG0013644	aip_longest_isoforms	XP_032243204.2	XP_028518943.1
OG0013644	xenia_longest_isoforms	XP_032243204.2	Xe_014340-T1
OG0013645	spis_longest_isoform_marker	XP_032231013.1	XP_022797093.1
OG0013645	aip_longest_isoforms	XP_032231013.1	XP_028518958.1
OG0013646	spis_longest_isoform_marker	XP_048583025.1	XP_022803523.1
OG0013646	aip_longest_isoforms	XP_048583025.1	XP_028518964.1
OG0013647	spis_longest_isoform_marker	XP_001636181.3	XP_022780946.1
OG0013647	aip_longest_isoforms	XP_001636181.3	XP_028518967.1
OG0013648	aip_longest_isoforms	XP_032228148.2	XP_028518981.1
OG0013648	spis_longest_isoform_marker	XP_032228148.2	XP_022799840.1
OG0013650	spis_longest_isoform_marker	XP_048585781.1	XP_022802037.1
OG0013650	aip_longest_isoforms	XP_048585781.1	XP_028519068.1
OG0013651	spis_longest_isoform_marker	XP_001640566.1	XP_022782255.1
OG0013651	aip_longest_isoforms	XP_001640566.1	XP_028519071.1
OG0013652	aip_longest_isoforms	XP_048587006.1	XP_028519098.1
OG0013652	spis_longest_isoform_marker	XP_048587006.1	XP_022801831.1
OG0013653	aip_longest_isoforms	XP_048585984.1	XP_028519107.1, XP_028519106.1
OG0013654	xenia_longest_isoforms	XP_001635682.2	Xe_010019-T1
OG0013654	aip_longest_isoforms	XP_001635682.2	XP_028519131.1
OG0013655	spis_longest_isoform_marker	XP_032238630.1	XP_022809332.1
OG0013655	aip_longest_isoforms	XP_032238630.1	XP_028519141.1
OG0013656	spis_longest_isoform_marker	XP_032219164.2	XP_022781042.1
OG0013656	aip_longest_isoforms	XP_032219164.2	XP_028519166.1
OG0013657	aip_longest_isoforms	XP_001626027.1	XP_028519174.1
OG0013657	spis_longest_isoform_marker	XP_001626027.1	XP_022779543.1
OG0013658	spis_longest_isoform_marker	XP_001639856.2	XP_022784078.1
OG0013658	aip_longest_isoforms	XP_001639856.2	XP_028519196.1
OG0013659	spis_longest_isoform_marker	XP_001640394.3	XP_022785019.1
OG0013659	aip_longest_isoforms	XP_001640394.3	XP_028519199.1
OG0013660	aip_longest_isoforms	XP_001626972.2	XP_028519217.1
OG0013660	spis_longest_isoform_marker	XP_001626972.2	XP_022786652.1
OG0013662	spis_longest_isoform_marker	XP_001640314.3	XP_022783141.1
OG0013662	aip_longest_isoforms	XP_001640314.3	XP_028519223.1
OG0013663	spis_longest_isoform_marker	XP_048582368.1	XP_022807740.1
OG0013663	aip_longest_isoforms	XP_048582368.1	XP_028519241.1
OG0013664	aip_longest_isoforms	XP_032233972.1	XP_028519272.1
OG0013664	spis_longest_isoform_marker	XP_032233972.1	XP_022793890.1
OG0013665	spis_longest_isoform_marker	XP_032218618.1	XP_022784871.1
OG0013665	aip_longest_isoforms	XP_032218618.1	XP_028519275.1
OG0013666	spis_longest_isoform_marker	XP_032237027.1	XP_022805441.1
OG0013666	aip_longest_isoforms	XP_032237027.1	XP_028519283.1
OG0013667	aip_longest_isoforms	XP_048583849.1	XP_028519290.1
OG0013667	spis_longest_isoform_marker	XP_048583849.1	XP_022787107.1
OG0013668	aip_longest_isoforms	XP_032233393.2	XP_028519313.1
OG0013668	xenia_longest_isoforms	XP_032233393.2	Xe_001902-T1
OG0013669	spis_longest_isoform_marker	XP_048584196.1	XP_022782130.1
OG0013669	aip_longest_isoforms	XP_048584196.1	XP_028519321.1
OG0013670	aip_longest_isoforms	XP_032233404.1	XP_028519328.1
OG0013670	spis_longest_isoform_marker	XP_032233404.1	XP_022795901.1
OG0013671	aip_longest_isoforms	XP_032239643.2	XP_028519334.1
OG0013671	spis_longest_isoform_marker	XP_032239643.2	XP_022789050.1
OG0013672	aip_longest_isoforms	XP_048586845.1	XP_028519345.1
OG0013672	spis_longest_isoform_marker	XP_048586845.1	XP_022780822.1
OG0013673	xenia_longest_isoforms	XP_001630587.1	Xe_018668-T1
OG0013673	aip_longest_isoforms	XP_001630587.1	XP_028519405.1
OG0013674	aip_longest_isoforms	XP_032227997.2	XP_028519433.1
OG0013674	spis_longest_isoform_marker	XP_032227997.2	XP_022790858.1
OG0013675	spis_longest_isoform_marker	XP_048578997.1	XP_022782971.1
OG0013675	aip_longest_isoforms	XP_048578997.1	XP_028519443.1
OG0013676	aip_longest_isoforms	XP_032234760.2	XP_028519444.1
OG0013676	spis_longest_isoform_marker	XP_032234760.2	XP_022780831.1
OG0013677	spis_longest_isoform_marker	XP_001634379.2	XP_022778940.1
OG0013677	aip_longest_isoforms	XP_001634379.2	XP_028519559.1
OG0013678	aip_longest_isoforms	XP_001635638.1	XP_028519584.1
OG0013678	spis_longest_isoform_marker	XP_001635638.1	XP_022787514.1
OG0013679	spis_longest_isoform_marker	XP_032237377.2	XP_022797826.1
OG0013679	aip_longest_isoforms	XP_032237377.2	XP_028519597.1
OG0013680	spis_longest_isoform_marker	XP_032218549.1	XP_022791296.1
OG0013680	aip_longest_isoforms	XP_032218549.1	XP_028519604.1
OG0013681	aip_longest_isoforms	XP_032231530.2	XP_028519663.1
OG0013681	spis_longest_isoform_marker	XP_032231530.2	XP_022788754.1
OG0013682	spis_longest_isoform_marker	XP_048579530.1	XP_022789267.1
OG0013682	aip_longest_isoforms	XP_048579530.1	XP_028519679.1
OG0013683	spis_longest_isoform_marker	XP_032241465.1	XP_022782484.1
OG0013683	aip_longest_isoforms	XP_032241465.1	XP_028519691.1
OG0013684	aip_longest_isoforms	XP_032234904.2	XP_028519700.1
OG0013684	spis_longest_isoform_marker	XP_032234904.2	XP_022793181.1
OG0013685	spis_longest_isoform_marker	XP_048589159.1	XP_022787563.1
OG0013685	aip_longest_isoforms	XP_048589159.1	XP_028519731.1
OG0013686	aip_longest_isoforms	XP_048587456.1	XP_028519754.1
OG0013686	spis_longest_isoform_marker	XP_048587456.1	XP_022789167.1
OG0013689	xenia_longest_isoforms	XP_001622461.1	Xe_005075-T1
OG0013689	spis_longest_isoform_marker	XP_001622461.1	XP_022783865.1
OG0013690	xenia_longest_isoforms	XP_001622751.1	Xe_010572-T1
OG0013690	spis_longest_isoform_marker	XP_001622751.1	XP_022804826.1
OG0013691	xenia_longest_isoforms	XP_001622939.2	Xe_014323-T1
OG0013691	spis_longest_isoform_marker	XP_001622939.2	XP_022791195.1
OG0013694	xenia_longest_isoforms	XP_001624061.3	Xe_005024-T1
OG0013694	spis_longest_isoform_marker	XP_001624061.3	XP_022793096.1
OG0013695	xenia_longest_isoforms	XP_001624113.1	Xe_000182-T1
OG0013695	spis_longest_isoform_marker	XP_001624113.1	XP_022793052.1
OG0013696	xenia_longest_isoforms	XP_001624501.1	Xe_019813-T1
OG0013696	spis_longest_isoform_marker	XP_001624501.1	XP_022781553.1
OG0013698	spis_longest_isoform_marker	XP_001624662.2	XP_022794089.1, XP_022794081.1
OG0013699	spis_longest_isoform_marker	XP_001625040.2	XP_022803356.1
OG0013699	xenia_longest_isoforms	XP_001625040.2	Xe_009430-T1
OG0013700	spis_longest_isoform_marker	XP_001625112.3	XP_022784361.1
OG0013700	xenia_longest_isoforms	XP_001625112.3	Xe_011753-T1
OG0013701	spis_longest_isoform_marker	XP_001625113.2	XP_022784326.1
OG0013701	xenia_longest_isoforms	XP_001625113.2	Xe_012239-T1
OG0013702	spis_longest_isoform_marker	XP_001625424.2	XP_022795006.1, XP_022794992.1
OG0013703	spis_longest_isoform_marker	XP_001625601.3	XP_022781343.1, XP_022777863.1
OG0013704	spis_longest_isoform_marker	XP_001625725.1	XP_022779141.1
OG0013704	xenia_longest_isoforms	XP_001625725.1	Xe_014293-T1
OG0013707	xenia_longest_isoforms	XP_001626141.2	Xe_021945-T1
OG0013707	spis_longest_isoform_marker	XP_001626141.2	XP_022806010.1
OG0013709	spis_longest_isoform_marker	XP_001626334.2, XP_032229804.2	XP_022810429.1
OG0013711	spis_longest_isoform_marker	XP_001626578.2	XP_022789496.1
OG0013711	xenia_longest_isoforms	XP_001626578.2	Xe_001088-T1
OG0013712	xenia_longest_isoforms	XP_001626633.2	Xe_007106-T1
OG0013712	spis_longest_isoform_marker	XP_001626633.2	XP_022786721.1
OG0013713	spis_longest_isoform_marker	XP_001626675.2	XP_022777989.1
OG0013713	xenia_longest_isoforms	XP_001626675.2	Xe_002637-T1
OG0013714	xenia_longest_isoforms	XP_001627458.1	Xe_015959-T1
OG0013714	spis_longest_isoform_marker	XP_001627458.1	XP_022793171.1
OG0013716	xenia_longest_isoforms	XP_001627884.1	Xe_008053-T1
OG0013716	spis_longest_isoform_marker	XP_001627884.1	XP_022783825.1
OG0013717	xenia_longest_isoforms	XP_001628091.3	Xe_014023-T1
OG0013717	spis_longest_isoform_marker	XP_001628091.3	XP_022807598.1
OG0013718	xenia_longest_isoforms	XP_001628298.2	Xe_003360-T1
OG0013718	spis_longest_isoform_marker	XP_001628298.2	XP_022793570.1
OG0013720	spis_longest_isoform_marker	XP_001628811.1	XP_022787217.1
OG0013720	xenia_longest_isoforms	XP_001628811.1	Xe_012005-T1
OG0013721	spis_longest_isoform_marker	XP_001628830.3	XP_022798604.1
OG0013721	xenia_longest_isoforms	XP_001628830.3	Xe_011809-T1
OG0013722	xenia_longest_isoforms	XP_001629714.1	Xe_002257-T1
OG0013722	spis_longest_isoform_marker	XP_001629714.1	XP_022781928.1
OG0013723	spis_longest_isoform_marker	XP_001629837.2	XP_022780560.1
OG0013723	xenia_longest_isoforms	XP_001629837.2	Xe_004906-T1
OG0013725	xenia_longest_isoforms	XP_001629914.1	Xe_022370-T1
OG0013725	spis_longest_isoform_marker	XP_001629914.1	XP_022792647.1
OG0013726	spis_longest_isoform_marker	XP_001630102.2	XP_022782411.1
OG0013726	xenia_longest_isoforms	XP_001630102.2	Xe_018605-T1
OG0013727	xenia_longest_isoforms	XP_001630768.1	Xe_011683-T1
OG0013727	spis_longest_isoform_marker	XP_001630768.1	XP_022782933.1
OG0013728	xenia_longest_isoforms	XP_001631385.1	Xe_004901-T1
OG0013728	spis_longest_isoform_marker	XP_001631385.1	XP_022781554.1
OG0013730	xenia_longest_isoforms	XP_001632349.3	Xe_012078-T1
OG0013730	spis_longest_isoform_marker	XP_001632349.3	XP_022777472.1
OG0013733	spis_longest_isoform_marker	XP_001633081.1	XP_022783994.1
OG0013733	xenia_longest_isoforms	XP_001633081.1	Xe_020063-T1
OG0013736	xenia_longest_isoforms	XP_001633634.2	Xe_006922-T1
OG0013736	spis_longest_isoform_marker	XP_001633634.2	XP_022790019.1
OG0013737	spis_longest_isoform_marker	XP_001633688.1	XP_022798975.1
OG0013737	xenia_longest_isoforms	XP_001633688.1	Xe_015823-T1
OG0013738	spis_longest_isoform_marker	XP_001633930.1	XP_022794285.1
OG0013738	xenia_longest_isoforms	XP_001633930.1	Xe_005047-T1
OG0013739	spis_longest_isoform_marker	XP_001634038.3	XP_022777733.1, XP_022810458.1
OG0013741	spis_longest_isoform_marker	XP_001634155.2	XP_022802406.1
OG0013741	xenia_longest_isoforms	XP_001634155.2	Xe_004493-T1
OG0013742	xenia_longest_isoforms	XP_001634156.3	Xe_004494-T1
OG0013742	spis_longest_isoform_marker	XP_001634156.3	XP_022794247.1
OG0013745	spis_longest_isoform_marker	XP_001634756.1	XP_022791898.1
OG0013745	xenia_longest_isoforms	XP_001634756.1	Xe_013026-T1
OG0013746	xenia_longest_isoforms	XP_001634981.2	Xe_000711-T1
OG0013746	spis_longest_isoform_marker	XP_001634981.2	XP_022788560.1
OG0013747	xenia_longest_isoforms	XP_001635203.1	Xe_028020-T1
OG0013747	spis_longest_isoform_marker	XP_001635203.1	XP_022790851.1
OG0013748	spis_longest_isoform_marker	XP_001635296.1	XP_022790849.1
OG0013748	xenia_longest_isoforms	XP_001635296.1	Xe_028803-T1
OG0013749	xenia_longest_isoforms	XP_001635456.1	Xe_007971-T1
OG0013749	spis_longest_isoform_marker	XP_001635456.1	XP_022806781.1
OG0013750	xenia_longest_isoforms	XP_001635488.2	Xe_007993-T1
OG0013750	spis_longest_isoform_marker	XP_001635488.2	XP_022806795.1
OG0013753	xenia_longest_isoforms	XP_001635837.2	Xe_025039-T1
OG0013753	spis_longest_isoform_marker	XP_001635837.2	XP_022795144.1
OG0013754	xenia_longest_isoforms	XP_001636143.2	Xe_003173-T1
OG0013754	spis_longest_isoform_marker	XP_001636143.2	XP_022789161.1
OG0013755	xenia_longest_isoforms	XP_001636441.3	Xe_003748-T1
OG0013755	spis_longest_isoform_marker	XP_001636441.3	XP_022795165.1
OG0013757	spis_longest_isoform_marker	XP_001636688.1	XP_022805643.1, XP_022805633.1
OG0013758	xenia_longest_isoforms	XP_001636903.3	Xe_018603-T1
OG0013758	spis_longest_isoform_marker	XP_001636903.3	XP_022781761.1
OG0013759	xenia_longest_isoforms	XP_001637014.3	Xe_012905-T2
OG0013759	spis_longest_isoform_marker	XP_001637014.3	XP_022797462.1
OG0013760	spis_longest_isoform_marker	XP_001637822.1	XP_022780228.1
OG0013760	xenia_longest_isoforms	XP_001637822.1	Xe_002920-T1
OG0013761	spis_longest_isoform_marker	XP_001637998.2	XP_022799947.1, XP_022794830.1
OG0013762	xenia_longest_isoforms	XP_001638007.1	Xe_005331-T1
OG0013762	spis_longest_isoform_marker	XP_001638007.1	XP_022802681.1
OG0013763	xenia_longest_isoforms	XP_001638300.2	Xe_000887-T1
OG0013763	spis_longest_isoform_marker	XP_001638300.2	XP_022803462.1
OG0013764	xenia_longest_isoforms	XP_001638433.2	Xe_008193-T1
OG0013764	spis_longest_isoform_marker	XP_001638433.2	XP_022786875.1
OG0013765	xenia_longest_isoforms	XP_001638469.3	Xe_005742-T1
OG0013765	spis_longest_isoform_marker	XP_001638469.3	XP_022803460.1
OG0013768	xenia_longest_isoforms	XP_001638872.2	Xe_000915-T1
OG0013768	spis_longest_isoform_marker	XP_001638872.2	XP_022787467.1
OG0013769	spis_longest_isoform_marker	XP_001638985.2, XP_032230726.1	XP_022802028.1
OG0013771	xenia_longest_isoforms	XP_001639137.2	Xe_016079-T1
OG0013771	spis_longest_isoform_marker	XP_001639137.2	XP_022807555.1
OG0013772	spis_longest_isoform_marker	XP_001639315.2	XP_022795994.1, XP_022785009.1
OG0013773	xenia_longest_isoforms	XP_001639632.2	Xe_004467-T1
OG0013773	spis_longest_isoform_marker	XP_001639632.2	XP_022785786.1
OG0013774	spis_longest_isoform_marker	XP_001640159.2	XP_022805726.1
OG0013774	xenia_longest_isoforms	XP_001640159.2	Xe_004690-T1
OG0013775	spis_longest_isoform_marker	XP_032221470.2, XP_001640496.1	XP_022791584.1
OG0013776	xenia_longest_isoforms	XP_001640588.2	Xe_012202-T1
OG0013776	spis_longest_isoform_marker	XP_001640588.2	XP_022790330.1
OG0013777	spis_longest_isoform_marker	XP_001640703.2	XP_022788999.1
OG0013777	xenia_longest_isoforms	XP_001640703.2	Xe_012397-T1
OG0013778	xenia_longest_isoforms	XP_001640906.1	Xe_001378-T1
OG0013778	spis_longest_isoform_marker	XP_001640906.1	XP_022794670.1
OG0013779	xenia_longest_isoforms	XP_001641040.2	Xe_022183-T1
OG0013779	spis_longest_isoform_marker	XP_001641040.2	XP_022797588.1
OG0013780	xenia_longest_isoforms	XP_001641124.1	Xe_009855-T1
OG0013780	spis_longest_isoform_marker	XP_001641124.1	XP_022785896.1
OG0013781	xenia_longest_isoforms	XP_001641315.3	Xe_013156-T1
OG0013781	spis_longest_isoform_marker	XP_001641315.3	XP_022802894.1
