Orthogroup	Species	xenia_longest_isoforms	Orthologs
OG0009866	aip_longest_isoforms	Xe_002713-T1	XP_028513326.1
OG0009867	spis_longest_isoform_marker	Xe_012095-T2	XP_022805683.1
OG0009867	aip_longest_isoforms	Xe_012095-T2	XP_028513328.1
OG0009867	nvec_longest_isoform	Xe_012095-T2	XP_032228211.1
OG0009868	spis_longest_isoform_marker	Xe_028950-T1	XP_022804032.1
OG0009868	nvec_longest_isoform	Xe_028950-T1	XP_032224631.1
OG0009868	aip_longest_isoforms	Xe_028950-T1	XP_028513329.1
OG0009870	nvec_longest_isoform	Xe_005423-T1	XP_048589178.1
OG0009870	aip_longest_isoforms	Xe_005423-T1	XP_028513344.1
OG0009870	spis_longest_isoform_marker	Xe_005423-T1	XP_022800812.1
OG0009871	spis_longest_isoform_marker	Xe_015606-T1	XP_022800790.1
OG0009871	aip_longest_isoforms	Xe_015606-T1	XP_028513351.1
OG0009871	nvec_longest_isoform	Xe_015606-T1	XP_032218129.1
OG0009872	spis_longest_isoform_marker	Xe_015968-T1	XP_022786698.1
OG0009872	aip_longest_isoforms	Xe_015968-T1	XP_028513354.1
OG0009872	nvec_longest_isoform	Xe_015968-T1	XP_048589285.1
OG0009873	spis_longest_isoform_marker	Xe_001116-T1	XP_022788508.1
OG0009873	aip_longest_isoforms	Xe_001116-T1	XP_028513374.1
OG0009873	nvec_longest_isoform	Xe_001116-T1	XP_032233478.1
OG0009874	spis_longest_isoform_marker	Xe_008582-T1	XP_022787315.1
OG0009874	nvec_longest_isoform	Xe_008582-T1	XP_032242660.1
OG0009874	aip_longest_isoforms	Xe_008582-T1	XP_028513389.1
OG0009875	spis_longest_isoform_marker	Xe_001117-T1	XP_022788509.1
OG0009875	nvec_longest_isoform	Xe_001117-T1	XP_032229505.2
OG0009875	aip_longest_isoforms	Xe_001117-T1	XP_028513390.1
OG0009876	nvec_longest_isoform	Xe_026011-T1	XP_032231017.2
OG0009876	spis_longest_isoform_marker	Xe_026011-T1	XP_022793789.1
OG0009876	aip_longest_isoforms	Xe_026011-T1	XP_028513392.1
OG0009877	spis_longest_isoform_marker	Xe_018728-T1	XP_022784979.1
OG0009877	aip_longest_isoforms	Xe_018728-T1	XP_028513395.1
OG0009877	nvec_longest_isoform	Xe_018728-T1	XP_032236963.2
OG0009878	spis_longest_isoform_marker	Xe_020660-T1	XP_022784007.1
OG0009878	nvec_longest_isoform	Xe_020660-T1	XP_048580858.1
OG0009878	aip_longest_isoforms	Xe_020660-T1	XP_028513396.1
OG0009879	spis_longest_isoform_marker	Xe_015758-T1	XP_022790240.1
OG0009879	nvec_longest_isoform	Xe_015758-T1	XP_048588549.1
OG0009879	aip_longest_isoforms	Xe_015758-T1	XP_028513414.1
OG0009880	aip_longest_isoforms	Xe_014414-T1	XP_028513417.1
OG0009880	nvec_longest_isoform	Xe_014414-T1	XP_048588524.1
OG0009880	spis_longest_isoform_marker	Xe_014414-T1	XP_022790284.1
OG0009881	aip_longest_isoforms	Xe_015579-T1	XP_028513419.1
OG0009881	spis_longest_isoform_marker	Xe_015579-T1	XP_022806534.1
OG0009881	nvec_longest_isoform	Xe_015579-T1	XP_048588640.1
OG0009882	spis_longest_isoform_marker	Xe_012667-T2	XP_022794111.1
OG0009882	nvec_longest_isoform	Xe_012667-T2	XP_032239666.2
OG0009882	aip_longest_isoforms	Xe_012667-T2	XP_028513434.1
OG0009883	spis_longest_isoform_marker	Xe_002884-T1	XP_022801241.1
OG0009883	nvec_longest_isoform	Xe_002884-T1	XP_048590387.1
OG0009883	aip_longest_isoforms	Xe_002884-T1	XP_028513450.1
OG0009884	spis_longest_isoform_marker	Xe_002579-T1	XP_022800796.1
OG0009884	aip_longest_isoforms	Xe_002579-T1	XP_028513456.1
OG0009884	nvec_longest_isoform	Xe_002579-T1	XP_048590307.1
OG0009885	aip_longest_isoforms	Xe_002789-T1	XP_028513466.1
OG0009885	nvec_longest_isoform	Xe_002789-T1	XP_032232352.1
OG0009885	spis_longest_isoform_marker	Xe_002789-T1	XP_022786337.1
OG0009886	spis_longest_isoform_marker	Xe_002890-T1	XP_022808314.1
OG0009886	aip_longest_isoforms	Xe_002890-T1	XP_028513468.1
OG0009886	nvec_longest_isoform	Xe_002890-T1	XP_048590060.1
OG0009887	aip_longest_isoforms	Xe_002763-T1	XP_028513478.1
OG0009887	nvec_longest_isoform	Xe_002763-T1	XP_001637541.2
OG0009887	spis_longest_isoform_marker	Xe_002763-T1	XP_022795066.1
OG0009888	nvec_longest_isoform	Xe_002379-T1	XP_048590232.1
OG0009888	aip_longest_isoforms	Xe_002379-T1	XP_028513482.1
OG0009888	spis_longest_isoform_marker	Xe_002379-T1	XP_022796090.1
OG0009889	aip_longest_isoforms	Xe_008030-T1	XP_028513500.1
OG0009889	nvec_longest_isoform	Xe_008030-T1	XP_032234030.2
OG0009889	spis_longest_isoform_marker	Xe_008030-T1	XP_022791888.1
OG0009890	nvec_longest_isoform	Xe_011040-T1	XP_001630909.2
OG0009890	aip_longest_isoforms	Xe_011040-T1	XP_028513508.1
OG0009890	spis_longest_isoform_marker	Xe_011040-T1	XP_022781371.1
OG0009891	nvec_longest_isoform	Xe_010658-T1	XP_001630413.3
OG0009891	aip_longest_isoforms	Xe_010658-T1	XP_028513518.1
OG0009891	spis_longest_isoform_marker	Xe_010658-T1	XP_022789569.1
OG0009892	aip_longest_isoforms	Xe_010657-T1	XP_028513525.1
OG0009892	spis_longest_isoform_marker	Xe_010657-T1	XP_022789581.1
OG0009892	nvec_longest_isoform	Xe_010657-T1	XP_048577748.1
OG0009893	spis_longest_isoform_marker	Xe_019786-T1	XP_022796825.1
OG0009893	nvec_longest_isoform	Xe_019786-T1	XP_048577552.1
OG0009893	aip_longest_isoforms	Xe_019786-T1	XP_028513527.1
OG0009894	spis_longest_isoform_marker	Xe_022049-T1	XP_022807571.1
OG0009894	nvec_longest_isoform	Xe_022049-T1	XP_048582468.1
OG0009894	aip_longest_isoforms	Xe_022049-T1	XP_028513542.1
OG0009896	spis_longest_isoform_marker	Xe_004812-T1	XP_022780891.1
OG0009896	aip_longest_isoforms	Xe_004812-T1	XP_028513559.1
OG0009896	nvec_longest_isoform	Xe_004812-T1	XP_001639608.3
OG0009897	spis_longest_isoform_marker	Xe_009433-T1	XP_022801034.1
OG0009897	nvec_longest_isoform	Xe_009433-T1	XP_032241177.1
OG0009897	aip_longest_isoforms	Xe_009433-T1	XP_028513564.1
OG0009898	spis_longest_isoform_marker	Xe_010066-T1	XP_022795037.1
OG0009898	nvec_longest_isoform	Xe_010066-T1	XP_048580040.1
OG0009898	aip_longest_isoforms	Xe_010066-T1	XP_028513574.1
OG0009899	spis_longest_isoform_marker	Xe_015720-T1	XP_022787984.1
OG0009899	aip_longest_isoforms	Xe_015720-T1	XP_028513576.1
OG0009899	nvec_longest_isoform	Xe_015720-T1	XP_048589758.1
OG0009901	spis_longest_isoform_marker	Xe_003085-T1	XP_022780760.1
OG0009901	aip_longest_isoforms	Xe_003085-T1	XP_028513598.1
OG0009901	nvec_longest_isoform	Xe_003085-T1	XP_048578598.1
OG0009902	aip_longest_isoforms	Xe_025090-T1	XP_028513608.1
OG0009902	nvec_longest_isoform	Xe_025090-T1	XP_048580262.1
OG0009902	spis_longest_isoform_marker	Xe_025090-T1	XP_022787359.1
OG0009903	spis_longest_isoform_marker	Xe_011398-T1	XP_022798122.1
OG0009903	nvec_longest_isoform	Xe_011398-T1	XP_001633977.2
OG0009903	aip_longest_isoforms	Xe_011398-T1	XP_028513614.1
OG0009904	spis_longest_isoform_marker	Xe_004517-T1	XP_022793439.1
OG0009904	nvec_longest_isoform	Xe_004517-T1	XP_001631922.3
OG0009904	aip_longest_isoforms	Xe_004517-T1	XP_028513621.1
OG0009906	aip_longest_isoforms	Xe_021264-T1	XP_028513623.1
OG0009906	nvec_longest_isoform	Xe_021264-T1	XP_048581795.1
OG0009906	spis_longest_isoform_marker	Xe_021264-T1	XP_022798108.1
OG0009907	aip_longest_isoforms	Xe_005052-T1	XP_028513628.1
OG0009907	spis_longest_isoform_marker	Xe_005052-T1	XP_022793038.1
OG0009907	nvec_longest_isoform	Xe_005052-T1	XP_032227126.2
OG0009908	aip_longest_isoforms	Xe_005087-T1	XP_028513638.1
OG0009908	spis_longest_isoform_marker	Xe_005087-T1	XP_022781459.1
OG0009908	nvec_longest_isoform	Xe_005087-T1	XP_001633411.3
OG0009909	spis_longest_isoform_marker	Xe_005098-T1	XP_022781560.1
OG0009909	nvec_longest_isoform	Xe_005098-T1	XP_032238516.1
OG0009909	aip_longest_isoforms	Xe_005098-T1	XP_028513639.1
OG0009910	nvec_longest_isoform	Xe_004698-T1	XP_032239119.1
OG0009910	aip_longest_isoforms	Xe_004698-T1	XP_028513645.1
OG0009910	spis_longest_isoform_marker	Xe_004698-T1	XP_022808480.1
OG0009911	aip_longest_isoforms	Xe_005096-T1	XP_028513651.1
OG0009911	spis_longest_isoform_marker	Xe_005096-T1	XP_022781480.1
OG0009911	nvec_longest_isoform	Xe_005096-T1	XP_048582352.1
OG0009912	aip_longest_isoforms	Xe_001048-T1	XP_028513654.1
OG0009912	spis_longest_isoform_marker	Xe_001048-T1	XP_022796940.1
OG0009912	nvec_longest_isoform	Xe_001048-T1	XP_032219728.2
OG0009913	spis_longest_isoform_marker	Xe_019333-T1	XP_022786773.1
OG0009913	nvec_longest_isoform	Xe_019333-T1	XP_001631765.2
OG0009913	aip_longest_isoforms	Xe_019333-T1	XP_028513657.1
OG0009915	nvec_longest_isoform	Xe_002756-T1	XP_032219048.2
OG0009915	aip_longest_isoforms	Xe_002756-T1	XP_028513673.1
OG0009915	spis_longest_isoform_marker	Xe_002756-T1	XP_022804930.1
OG0009916	nvec_longest_isoform	Xe_002842-T1	XP_001622696.2
OG0009916	spis_longest_isoform_marker	Xe_002842-T1	XP_022786318.1
OG0009916	aip_longest_isoforms	Xe_002842-T1	XP_028513674.1
OG0009917	nvec_longest_isoform	Xe_002598-T1	XP_048590713.1
OG0009917	spis_longest_isoform_marker	Xe_002598-T1	XP_022804573.1
OG0009917	aip_longest_isoforms	Xe_002598-T1	XP_028513687.1
OG0009918	aip_longest_isoforms	Xe_002718-T2	XP_028513694.1
OG0009918	spis_longest_isoform_marker	Xe_002718-T2	XP_022794982.1
OG0009918	nvec_longest_isoform	Xe_002718-T2	XP_001625858.1
OG0009919	spis_longest_isoform_marker	Xe_002720-T1	XP_022794984.1
OG0009919	aip_longest_isoforms	Xe_002720-T1	XP_028513696.1
OG0009919	nvec_longest_isoform	Xe_002720-T1	XP_032219934.1
OG0009920	aip_longest_isoforms	Xe_001065-T1	XP_028513702.1
OG0009920	nvec_longest_isoform	Xe_001065-T1	XP_032221235.2
OG0009920	spis_longest_isoform_marker	Xe_001065-T1	XP_022783062.1
OG0009921	spis_longest_isoform_marker	Xe_001072-T1	XP_022787032.1
OG0009921	nvec_longest_isoform	Xe_001072-T1	XP_048588416.1
OG0009921	aip_longest_isoforms	Xe_001072-T1	XP_028513706.1
OG0009922	nvec_longest_isoform	Xe_011306-T1	XP_032226356.1
OG0009922	aip_longest_isoforms	Xe_011306-T1	XP_028513709.1
OG0009922	spis_longest_isoform_marker	Xe_011306-T1	XP_022787567.1
OG0009923	spis_longest_isoform_marker	Xe_008012-T1	XP_022783761.1
OG0009923	aip_longest_isoforms	Xe_008012-T1	XP_028513730.1
OG0009923	nvec_longest_isoform	Xe_008012-T1	XP_032228039.1
OG0009925	aip_longest_isoforms	Xe_008774-T1	XP_028513733.1
OG0009925	nvec_longest_isoform	Xe_008774-T1	XP_048587033.1
OG0009925	spis_longest_isoform_marker	Xe_008774-T1	XP_022787876.1
OG0009926	nvec_longest_isoform	Xe_000989-T1	XP_032243064.2
OG0009926	aip_longest_isoforms	Xe_000989-T1	XP_028513752.1
OG0009926	spis_longest_isoform_marker	Xe_000989-T1	XP_022782102.1
OG0009927	nvec_longest_isoform	Xe_019836-T1	XP_032222674.2
OG0009927	aip_longest_isoforms	Xe_019836-T1	XP_028513757.1
OG0009927	spis_longest_isoform_marker	Xe_019836-T1	XP_022796827.1
OG0009929	spis_longest_isoform_marker	Xe_001161-T1	XP_022782069.1
OG0009929	nvec_longest_isoform	Xe_001161-T1	XP_032232066.2
OG0009929	aip_longest_isoforms	Xe_001161-T1	XP_028513789.1
OG0009930	aip_longest_isoforms	Xe_002468-T1	XP_028513798.1
OG0009930	nvec_longest_isoform	Xe_002468-T1	XP_032232329.2
OG0009930	spis_longest_isoform_marker	Xe_002468-T1	XP_022799684.1
OG0009931	nvec_longest_isoform	Xe_002465-T1	XP_032232335.2
OG0009931	aip_longest_isoforms	Xe_002465-T1	XP_028513800.1
OG0009931	spis_longest_isoform_marker	Xe_002465-T1	XP_022799682.1
OG0009932	aip_longest_isoforms	Xe_023560-T1	XP_028513810.1
OG0009932	nvec_longest_isoform	Xe_023560-T1	XP_048585253.1
OG0009932	spis_longest_isoform_marker	Xe_023560-T1	XP_022780595.1
OG0009934	aip_longest_isoforms	Xe_002062-T1, Xe_002060-T1	XP_028513818.1, XP_028513819.1
OG0009935	spis_longest_isoform_marker	Xe_005685-T1	XP_022805797.1
OG0009935	nvec_longest_isoform	Xe_005685-T1	XP_032228367.2
OG0009935	aip_longest_isoforms	Xe_005685-T1	XP_028513821.1
OG0009936	spis_longest_isoform_marker	Xe_011424-T1	XP_022796563.1
OG0009936	aip_longest_isoforms	Xe_011424-T1	XP_028513827.1
OG0009936	nvec_longest_isoform	Xe_011424-T1	XP_032238148.2
OG0009937	spis_longest_isoform_marker	Xe_011335-T1	XP_022781384.1
OG0009937	aip_longest_isoforms	Xe_011335-T1	XP_028513830.1
OG0009937	nvec_longest_isoform	Xe_011335-T1	XP_048577493.1
OG0009939	spis_longest_isoform_marker	Xe_010523-T1	XP_022781400.1
OG0009939	nvec_longest_isoform	Xe_010523-T1	XP_048577770.1
OG0009939	aip_longest_isoforms	Xe_010523-T1	XP_028513833.1
OG0009940	aip_longest_isoforms	Xe_011433-T1	XP_028513835.1
OG0009940	spis_longest_isoform_marker	Xe_011433-T1	XP_022795585.1
OG0009940	nvec_longest_isoform	Xe_011433-T1	XP_048577508.1
OG0009941	spis_longest_isoform_marker	Xe_012506-T1	XP_022788027.1
OG0009941	nvec_longest_isoform	Xe_012506-T1	XP_032221817.2
OG0009941	aip_longest_isoforms	Xe_012506-T1	XP_028513844.1
OG0009942	aip_longest_isoforms	Xe_011792-T1	XP_028513848.1
OG0009942	nvec_longest_isoform	Xe_011792-T1	XP_048586006.1
OG0009942	spis_longest_isoform_marker	Xe_011792-T1	XP_022804970.1
OG0009943	spis_longest_isoform_marker	Xe_012468-T1	XP_022788093.1
OG0009943	aip_longest_isoforms	Xe_012468-T1	XP_028513862.1
OG0009943	nvec_longest_isoform	Xe_012468-T1	XP_001635053.2
OG0009944	nvec_longest_isoform	Xe_004050-T1	XP_048586446.1
OG0009944	aip_longest_isoforms	Xe_004050-T1	XP_028513863.1
OG0009944	spis_longest_isoform_marker	Xe_004050-T1	XP_022810649.1
OG0009945	nvec_longest_isoform	Xe_012233-T1	XP_048586355.1
OG0009945	aip_longest_isoforms	Xe_012233-T1	XP_028513864.1
OG0009945	spis_longest_isoform_marker	Xe_012233-T1	XP_022801794.1
OG0009946	spis_longest_isoform_marker	Xe_012197-T1	XP_022787173.1
OG0009946	aip_longest_isoforms	Xe_012197-T1	XP_028513869.1
OG0009946	nvec_longest_isoform	Xe_012197-T1	XP_032225779.2
OG0009947	nvec_longest_isoform	Xe_012191-T1	XP_032238404.1
OG0009947	aip_longest_isoforms	Xe_012191-T1	XP_028513875.1
OG0009947	spis_longest_isoform_marker	Xe_012191-T1	XP_022798602.1
OG0009948	aip_longest_isoforms	Xe_011836-T1	XP_028513888.1
OG0009948	nvec_longest_isoform	Xe_011836-T1	XP_048585706.1
OG0009948	spis_longest_isoform_marker	Xe_011836-T1	XP_022782268.1
OG0009949	spis_longest_isoform_marker	Xe_022083-T1	XP_022794620.1
OG0009949	aip_longest_isoforms	Xe_022083-T1	XP_028513897.1
OG0009949	nvec_longest_isoform	Xe_022083-T1	XP_032233152.2
OG0009950	spis_longest_isoform_marker	Xe_009989-T1	XP_022794328.1
OG0009950	nvec_longest_isoform	Xe_009989-T1	XP_032218255.2
OG0009950	aip_longest_isoforms	Xe_009989-T1	XP_028513903.1
OG0009951	aip_longest_isoforms	Xe_011922-T1	XP_028513907.1
OG0009951	nvec_longest_isoform	Xe_011922-T1	XP_048586302.1
OG0009951	spis_longest_isoform_marker	Xe_011922-T1	XP_022779417.1
OG0009952	spis_longest_isoform_marker	Xe_012353-T1	XP_022790970.1
OG0009952	nvec_longest_isoform	Xe_012353-T1	XP_048585696.1
OG0009952	aip_longest_isoforms	Xe_012353-T1	XP_028513910.1
OG0009953	spis_longest_isoform_marker	Xe_012232-T1	XP_022777861.1
OG0009953	aip_longest_isoforms	Xe_012232-T1	XP_028513914.1
OG0009953	nvec_longest_isoform	Xe_012232-T1	XP_048586441.1
OG0009954	aip_longest_isoforms	Xe_012126-T1	XP_028513919.1
OG0009954	nvec_longest_isoform	Xe_012126-T1	XP_032240468.2
OG0009954	spis_longest_isoform_marker	Xe_012126-T1	XP_022788031.1
OG0009956	aip_longest_isoforms	Xe_010923-T1	XP_028513932.1
OG0009956	nvec_longest_isoform	Xe_010923-T1	XP_048577249.1
OG0009956	spis_longest_isoform_marker	Xe_010923-T1	XP_022781453.1
OG0009957	spis_longest_isoform_marker	Xe_013115-T1	XP_022792976.1
OG0009957	nvec_longest_isoform	Xe_013115-T1	XP_001624438.2
OG0009957	aip_longest_isoforms	Xe_013115-T1	XP_028513933.1
OG0009958	spis_longest_isoform_marker	Xe_022142-T1	XP_022796043.1
OG0009958	aip_longest_isoforms	Xe_022142-T1	XP_028513934.1
OG0009958	nvec_longest_isoform	Xe_022142-T1	XP_001629332.1
OG0009959	nvec_longest_isoform	Xe_013221-T1	XP_048585592.1
OG0009959	spis_longest_isoform_marker	Xe_013221-T1	XP_022797198.1
OG0009959	aip_longest_isoforms	Xe_013221-T1	XP_028513935.1
OG0009960	nvec_longest_isoform	Xe_013782-T1	XP_048585352.1
OG0009960	aip_longest_isoforms	Xe_013782-T1	XP_028513938.1
OG0009960	spis_longest_isoform_marker	Xe_013782-T1	XP_022779053.1
OG0009961	spis_longest_isoform_marker	Xe_008456-T1	XP_022796724.1
OG0009961	nvec_longest_isoform	Xe_008456-T1	XP_048577984.1
OG0009961	aip_longest_isoforms	Xe_008456-T1	XP_028513939.1
OG0009962	nvec_longest_isoform	Xe_013830-T1	XP_001640730.3
OG0009962	aip_longest_isoforms	Xe_013830-T1	XP_028513954.1
OG0009962	spis_longest_isoform_marker	Xe_013830-T1	XP_022797762.1
OG0009963	aip_longest_isoforms	Xe_026792-T1, Xe_006440-T1, Xe_026978-T1	XP_028513958.1
OG0009964	aip_longest_isoforms	Xe_005361-T1	XP_028513960.1
OG0009964	spis_longest_isoform_marker	Xe_005361-T1	XP_022798981.1
OG0009964	nvec_longest_isoform	Xe_005361-T1	XP_032220222.1
OG0009965	spis_longest_isoform_marker	Xe_014264-T1	XP_022779614.1
OG0009965	nvec_longest_isoform	Xe_014264-T1	XP_032218491.2
OG0009965	aip_longest_isoforms	Xe_014264-T1	XP_028513961.1
OG0009966	spis_longest_isoform_marker	Xe_012326-T1	XP_022805421.1
OG0009966	nvec_longest_isoform	Xe_012326-T1	XP_032221437.2
OG0009966	aip_longest_isoforms	Xe_012326-T1	XP_028513969.1
OG0009967	spis_longest_isoform_marker	Xe_014801-T1	XP_022788608.1
OG0009967	nvec_longest_isoform	Xe_014801-T1	XP_048588848.1
OG0009967	aip_longest_isoforms	Xe_014801-T1	XP_028513977.1
OG0009968	aip_longest_isoforms	Xe_014733-T1	XP_028513985.1
OG0009968	nvec_longest_isoform	Xe_014733-T1	XP_048588141.1
OG0009968	spis_longest_isoform_marker	Xe_014733-T1	XP_022797459.1
OG0009970	aip_longest_isoforms	Xe_002681-T1	XP_028514012.1
OG0009970	nvec_longest_isoform	Xe_002681-T1	XP_001628718.1
OG0009970	spis_longest_isoform_marker	Xe_002681-T1	XP_022788840.1
OG0009971	spis_longest_isoform_marker	Xe_002815-T1	XP_022786285.1
OG0009971	aip_longest_isoforms	Xe_002815-T1	XP_028514016.1
OG0009971	nvec_longest_isoform	Xe_002815-T1	XP_001628734.1
OG0009972	spis_longest_isoform_marker	Xe_002799-T1	XP_022795266.1
OG0009972	aip_longest_isoforms	Xe_002799-T1	XP_028514019.1
OG0009972	nvec_longest_isoform	Xe_002799-T1	XP_048590284.1
OG0009973	aip_longest_isoforms	Xe_002812-T1	XP_028514020.1
OG0009973	nvec_longest_isoform	Xe_002812-T1	XP_048590181.1
OG0009973	spis_longest_isoform_marker	Xe_002812-T1	XP_022794987.1
OG0009974	aip_longest_isoforms	Xe_013990-T1	XP_028514034.1
OG0009974	nvec_longest_isoform	Xe_013990-T1	XP_001640877.2
OG0009974	spis_longest_isoform_marker	Xe_013990-T1	XP_022805751.1
OG0009975	spis_longest_isoform_marker	Xe_028970-T1	XP_022780119.1
OG0009975	aip_longest_isoforms	Xe_028970-T1	XP_028514038.1
OG0009975	nvec_longest_isoform	Xe_028970-T1	XP_048580525.1
OG0009976	aip_longest_isoforms	Xe_003063-T1	XP_028514042.1
OG0009976	nvec_longest_isoform	Xe_003063-T1	XP_001626835.2
OG0009976	spis_longest_isoform_marker	Xe_003063-T1	XP_022799311.1
OG0009978	spis_longest_isoform_marker	Xe_021694-T1	XP_022790064.1
OG0009978	nvec_longest_isoform	Xe_021694-T1	XP_001639881.3
OG0009978	aip_longest_isoforms	Xe_021694-T1	XP_028514075.1
OG0009979	nvec_longest_isoform	Xe_022263-T1	XP_032219218.1
OG0009979	aip_longest_isoforms	Xe_022263-T1	XP_028514080.1
OG0009979	spis_longest_isoform_marker	Xe_022263-T1	XP_022797985.1
OG0009980	aip_longest_isoforms	Xe_022291-T1	XP_028514090.1
OG0009980	spis_longest_isoform_marker	Xe_022291-T1	XP_022801687.1
OG0009980	nvec_longest_isoform	Xe_022291-T1	XP_048581400.1
OG0009981	spis_longest_isoform_marker	Xe_000223-T1	XP_022796206.1
OG0009981	aip_longest_isoforms	Xe_000223-T1	XP_028514095.1
OG0009981	nvec_longest_isoform	Xe_000223-T1	XP_032220326.2
OG0009982	nvec_longest_isoform	Xe_004649-T1	XP_032242295.2
OG0009982	spis_longest_isoform_marker	Xe_004649-T1	XP_022785864.1
OG0009982	aip_longest_isoforms	Xe_004649-T1	XP_028514103.1
OG0009983	aip_longest_isoforms	Xe_006119-T1	XP_028514127.1
OG0009983	spis_longest_isoform_marker	Xe_006119-T1	XP_022796337.1
OG0009983	nvec_longest_isoform	Xe_006119-T1	XP_048577027.1
OG0009984	spis_longest_isoform_marker	Xe_005355-T1	XP_022805454.1
OG0009984	aip_longest_isoforms	Xe_005355-T1	XP_028514136.1
OG0009984	nvec_longest_isoform	Xe_005355-T1	XP_032235949.1
OG0009985	spis_longest_isoform_marker	Xe_005649-T1	XP_022779569.1
OG0009985	aip_longest_isoforms	Xe_005649-T1	XP_028514144.1
OG0009985	nvec_longest_isoform	Xe_005649-T1	XP_048576525.1
OG0009986	spis_longest_isoform_marker	Xe_006928-T1	XP_022798972.1
OG0009986	aip_longest_isoforms	Xe_006928-T1	XP_028514149.1
OG0009986	nvec_longest_isoform	Xe_006928-T1	XP_032220199.2
OG0009987	nvec_longest_isoform	Xe_000464-T1	XP_048580080.1
OG0009987	aip_longest_isoforms	Xe_000464-T1	XP_028514168.1
OG0009987	spis_longest_isoform_marker	Xe_000464-T1	XP_022802571.1
OG0009988	nvec_longest_isoform	Xe_004041-T1	XP_001638944.1
OG0009988	spis_longest_isoform_marker	Xe_004041-T1	XP_022783466.1
OG0009988	aip_longest_isoforms	Xe_004041-T1	XP_028514188.1
OG0009989	nvec_longest_isoform	Xe_022318-T1	XP_001637213.3
OG0009989	aip_longest_isoforms	Xe_022318-T1	XP_028514190.1
OG0009989	spis_longest_isoform_marker	Xe_022318-T1	XP_022795381.1
OG0009990	aip_longest_isoforms	Xe_004044-T1	XP_028514193.1
OG0009990	nvec_longest_isoform	Xe_004044-T1	XP_048582529.1
OG0009990	spis_longest_isoform_marker	Xe_004044-T1	XP_022783427.1
OG0009991	aip_longest_isoforms	Xe_003370-T1	XP_028514201.1
OG0009991	nvec_longest_isoform	Xe_003370-T1	XP_032234663.2
OG0009991	spis_longest_isoform_marker	Xe_003370-T1	XP_022795162.1
OG0009992	aip_longest_isoforms	Xe_000393-T1	XP_028514205.1
OG0009992	nvec_longest_isoform	Xe_000393-T1	XP_048585384.1
OG0009992	spis_longest_isoform_marker	Xe_000393-T1	XP_022783039.1
OG0009993	spis_longest_isoform_marker	Xe_001231-T1	XP_022786616.1
OG0009993	aip_longest_isoforms	Xe_001231-T1	XP_028514207.1
OG0009993	nvec_longest_isoform	Xe_001231-T1	XP_048585642.1
OG0009994	spis_longest_isoform_marker	Xe_003604-T1	XP_022805580.1
OG0009994	nvec_longest_isoform	Xe_003604-T1	XP_032219683.2
OG0009994	aip_longest_isoforms	Xe_003604-T1	XP_028514231.1
OG0009995	nvec_longest_isoform	Xe_004033-T1	XP_048583016.1
OG0009995	aip_longest_isoforms	Xe_004033-T1	XP_028514236.1
OG0009995	spis_longest_isoform_marker	Xe_004033-T1	XP_022801523.1
OG0009996	spis_longest_isoform_marker	Xe_013522-T1	XP_022781664.1
OG0009996	nvec_longest_isoform	Xe_013522-T1	XP_048584498.1
OG0009996	aip_longest_isoforms	Xe_013522-T1	XP_028514248.1
OG0009997	spis_longest_isoform_marker	Xe_013162-T1	XP_022790481.1
OG0009997	aip_longest_isoforms	Xe_013162-T1	XP_028514257.1
OG0009997	nvec_longest_isoform	Xe_013162-T1	XP_001640835.3
OG0009998	aip_longest_isoforms	Xe_003017-T1	XP_028514273.1
OG0009998	nvec_longest_isoform	Xe_003017-T1	XP_048583531.1
OG0009998	spis_longest_isoform_marker	Xe_003017-T1	XP_022784154.1
OG0009999	spis_longest_isoform_marker	Xe_003239-T1	XP_022805733.1
OG0009999	nvec_longest_isoform	Xe_003239-T1	XP_032221243.2
OG0009999	aip_longest_isoforms	Xe_003239-T1	XP_028514316.1
OG0010000	spis_longest_isoform_marker	Xe_002369-T1	XP_022806565.1
OG0010000	nvec_longest_isoform	Xe_002369-T1	XP_048590056.1
OG0010000	aip_longest_isoforms	Xe_002369-T1	XP_028514327.1
OG0010001	nvec_longest_isoform	Xe_002487-T1	XP_048590672.1
OG0010001	aip_longest_isoforms	Xe_002487-T1	XP_028514328.1
OG0010001	spis_longest_isoform_marker	Xe_002487-T1	XP_022798202.1
OG0010002	aip_longest_isoforms	Xe_003915-T1	XP_028514337.1
OG0010002	spis_longest_isoform_marker	Xe_003915-T1	XP_022784588.1
OG0010002	nvec_longest_isoform	Xe_003915-T1	XP_032221336.2
OG0010003	spis_longest_isoform_marker	Xe_002846-T1	XP_022810154.1
OG0010003	nvec_longest_isoform	Xe_002846-T1	XP_032233325.2
OG0010003	aip_longest_isoforms	Xe_002846-T1	XP_028514339.1
OG0010004	spis_longest_isoform_marker	Xe_002953-T1	XP_022806571.1
OG0010004	aip_longest_isoforms	Xe_002953-T1	XP_028514346.1
OG0010004	nvec_longest_isoform	Xe_002953-T1	XP_001628546.2
OG0010005	nvec_longest_isoform	Xe_012645-T1	XP_032242981.1
OG0010005	aip_longest_isoforms	Xe_012645-T1	XP_028514362.1
OG0010005	spis_longest_isoform_marker	Xe_012645-T1	XP_022789557.1
OG0010006	spis_longest_isoform_marker	Xe_002520-T1	XP_022799975.1
OG0010006	nvec_longest_isoform	Xe_002520-T1	XP_048590014.1
