Orthogroup	Species	aip_longest_isoforms	Orthologs
OG0011188	nvec_longest_isoform	XP_020894060.1	XP_032239654.2
OG0011188	spis_longest_isoform_marker	XP_020894060.1	XP_022794370.1
OG0011190	nvec_longest_isoform	XP_020894070.1	XP_048579865.1, XP_048581457.1
OG0011191	spis_longest_isoform_marker	XP_020894087.1	XP_022788462.1
OG0011191	nvec_longest_isoform	XP_020894087.1	XP_001626925.3
OG0011193	spis_longest_isoform_marker	XP_020894126.1	XP_022806658.1
OG0011193	xenia_longest_isoforms	XP_020894126.1	Xe_005608-T1
OG0011194	nvec_longest_isoform	XP_020894132.1	XP_001633625.1
OG0011194	spis_longest_isoform_marker	XP_020894132.1	XP_022796345.1
OG0011195	nvec_longest_isoform	XP_020894138.1	XP_001632620.1
OG0011195	spis_longest_isoform_marker	XP_020894138.1	XP_022806657.1
OG0011196	spis_longest_isoform_marker	XP_020894142.1	XP_022791702.1
OG0011196	nvec_longest_isoform	XP_020894142.1	XP_048576922.1
OG0011197	spis_longest_isoform_marker	XP_020894144.1	XP_022796332.1
OG0011197	nvec_longest_isoform	XP_020894144.1	XP_048576805.1
OG0011198	spis_longest_isoform_marker	XP_020894152.1	XP_022789674.1
OG0011198	nvec_longest_isoform	XP_020894152.1	XP_032228977.1
OG0011199	nvec_longest_isoform	XP_020894163.1	XP_032228372.2
OG0011199	spis_longest_isoform_marker	XP_020894163.1	XP_022786733.1
OG0011200	nvec_longest_isoform	XP_020894185.1	XP_001639900.2
OG0011200	spis_longest_isoform_marker	XP_020894185.1	XP_022797983.1
OG0011201	nvec_longest_isoform	XP_020894198.1	XP_032222920.2
OG0011201	spis_longest_isoform_marker	XP_020894198.1	XP_022795843.1
OG0011202	nvec_longest_isoform	XP_020898756.1, XP_020894213.1	XP_001641112.2
OG0011203	nvec_longest_isoform	XP_020894222.1	XP_001637916.1
OG0011203	spis_longest_isoform_marker	XP_020894222.1	XP_022789270.1
OG0011204	spis_longest_isoform_marker	XP_020894234.1	XP_022800477.1
OG0011204	nvec_longest_isoform	XP_020894234.1	XP_032222343.1
OG0011205	spis_longest_isoform_marker	XP_020894240.1	XP_022791859.1
OG0011205	nvec_longest_isoform	XP_020894240.1	XP_001625178.1
OG0011206	xenia_longest_isoforms	XP_020894246.1	Xe_000432-T1
OG0011206	nvec_longest_isoform	XP_020894246.1	XP_048579868.1
OG0011207	nvec_longest_isoform	XP_020894251.1	XP_032233640.1
OG0011207	spis_longest_isoform_marker	XP_020894251.1	XP_022798360.1
OG0011208	nvec_longest_isoform	XP_020894252.1	XP_001625174.1
OG0011208	spis_longest_isoform_marker	XP_020894252.1	XP_022785342.1
OG0011209	spis_longest_isoform_marker	XP_020894254.1	XP_022793400.1, XP_022783739.1
OG0011210	spis_longest_isoform_marker	XP_020894262.1	XP_022798081.1
OG0011210	nvec_longest_isoform	XP_020894262.1	XP_032238774.2
OG0011211	nvec_longest_isoform	XP_020894288.1	XP_048586509.1
OG0011211	spis_longest_isoform_marker	XP_020894288.1	XP_022790941.1
OG0011212	nvec_longest_isoform	XP_020894290.1	XP_032221706.1
OG0011212	spis_longest_isoform_marker	XP_020894290.1	XP_022808264.1
OG0011213	nvec_longest_isoform	XP_020894294.1	XP_032238374.2
OG0011213	spis_longest_isoform_marker	XP_020894294.1	XP_022790959.1
OG0011214	spis_longest_isoform_marker	XP_020894298.1	XP_022791014.1
OG0011214	xenia_longest_isoforms	XP_020894298.1	Xe_000852-T1
OG0011215	spis_longest_isoform_marker	XP_020894300.1	XP_022803784.1
OG0011215	nvec_longest_isoform	XP_020894300.1	XP_032240446.2
OG0011216	spis_longest_isoform_marker	XP_020894303.1	XP_022808254.1
OG0011216	nvec_longest_isoform	XP_020894303.1	XP_001636169.2
OG0011217	spis_longest_isoform_marker	XP_020894330.1	XP_022790947.1
OG0011217	nvec_longest_isoform	XP_020894330.1	XP_001633291.2
OG0011218	spis_longest_isoform_marker	XP_020894344.2	XP_022792307.1
OG0011218	nvec_longest_isoform	XP_020894344.2	XP_001633064.2
OG0011219	nvec_longest_isoform	XP_020894345.1	XP_032237223.2
OG0011219	spis_longest_isoform_marker	XP_020894345.1	XP_022791005.1
OG0011220	nvec_longest_isoform	XP_020894360.2	XP_032219159.2
OG0011220	spis_longest_isoform_marker	XP_020894360.2	XP_022803222.1
OG0011221	nvec_longest_isoform	XP_020894367.1	XP_048576445.1
OG0011221	spis_longest_isoform_marker	XP_020894367.1	XP_022793709.1
OG0011222	spis_longest_isoform_marker	XP_020894373.1	XP_022803921.1
OG0011222	nvec_longest_isoform	XP_020894373.1	XP_048576619.1
OG0011223	nvec_longest_isoform	XP_020894375.1	XP_048575869.1
OG0011223	spis_longest_isoform_marker	XP_020894375.1	XP_022796528.1
OG0011224	spis_longest_isoform_marker	XP_020894384.1	XP_022805964.1
OG0011224	nvec_longest_isoform	XP_020894384.1	XP_001638039.1
OG0011225	spis_longest_isoform_marker	XP_020894386.1	XP_022790022.1
OG0011225	nvec_longest_isoform	XP_020894386.1	XP_001641406.2
OG0011226	spis_longest_isoform_marker	XP_020894405.1	XP_022807599.1
OG0011226	nvec_longest_isoform	XP_020894405.1	XP_032229470.1
OG0011227	xenia_longest_isoforms	XP_020894409.1	Xe_005520-T1
OG0011227	nvec_longest_isoform	XP_020894409.1	XP_032218435.2
OG0011228	spis_longest_isoform_marker	XP_020894412.1	XP_022793721.1
OG0011228	nvec_longest_isoform	XP_020894412.1	XP_001634017.1
OG0011229	spis_longest_isoform_marker	XP_020894413.1	XP_022793699.1
OG0011229	nvec_longest_isoform	XP_020894413.1	XP_001634057.1
OG0011230	xenia_longest_isoforms	XP_020894432.1	Xe_006331-T1
OG0011230	spis_longest_isoform_marker	XP_020894432.1	XP_022794068.1
OG0011231	spis_longest_isoform_marker	XP_020894461.1	XP_022792317.1
OG0011231	xenia_longest_isoforms	XP_020894461.1	Xe_021642-T1
OG0011232	spis_longest_isoform_marker	XP_020894469.1	XP_022783900.1
OG0011232	nvec_longest_isoform	XP_020894469.1	XP_048580980.1
OG0011233	spis_longest_isoform_marker	XP_020894486.1	XP_022792319.1
OG0011233	nvec_longest_isoform	XP_020894486.1	XP_032237904.2
OG0011234	nvec_longest_isoform	XP_020894491.1	XP_032237893.2
OG0011234	xenia_longest_isoforms	XP_020894491.1	Xe_002190-T1
OG0011235	spis_longest_isoform_marker	XP_020894528.1	XP_022801392.1
OG0011235	nvec_longest_isoform	XP_020894528.1	XP_048582671.1
OG0011236	nvec_longest_isoform	XP_020894538.1	XP_001639561.1
OG0011236	spis_longest_isoform_marker	XP_020894538.1	XP_022794246.1
OG0011238	nvec_longest_isoform	XP_020894565.1	XP_048583109.1
OG0011238	spis_longest_isoform_marker	XP_020894565.1	XP_022790676.1
OG0011239	nvec_longest_isoform	XP_020894567.1	XP_032220441.2
OG0011239	spis_longest_isoform_marker	XP_020894567.1	XP_022789763.1
OG0011240	spis_longest_isoform_marker	XP_020894572.1	XP_022797575.1
OG0011240	nvec_longest_isoform	XP_020894572.1	XP_048582834.1
OG0011241	nvec_longest_isoform	XP_020894573.1	XP_032234146.2
OG0011241	spis_longest_isoform_marker	XP_020894573.1	XP_022793432.1
OG0011242	spis_longest_isoform_marker	XP_020894581.1	XP_022799122.1
OG0011242	nvec_longest_isoform	XP_020894581.1	XP_032236010.2
OG0011243	spis_longest_isoform_marker	XP_020894583.1	XP_022808695.1
OG0011243	nvec_longest_isoform	XP_020894583.1	XP_032236030.2
OG0011244	nvec_longest_isoform	XP_020894584.1	XP_001631379.2
OG0011244	spis_longest_isoform_marker	XP_020894584.1	XP_022808706.1
OG0011245	spis_longest_isoform_marker	XP_020894587.2	XP_022806383.1
OG0011245	nvec_longest_isoform	XP_020894587.2	XP_048582642.1
OG0011246	spis_longest_isoform_marker	XP_020894599.1	XP_022790722.1
OG0011246	nvec_longest_isoform	XP_020894599.1	XP_032233570.1
OG0011247	spis_longest_isoform_marker	XP_020894602.1	XP_022793428.1
OG0011247	nvec_longest_isoform	XP_020894602.1	XP_032225549.2
OG0011248	nvec_longest_isoform	XP_020894610.1	XP_048582491.1
OG0011248	spis_longest_isoform_marker	XP_020894610.1	XP_022807917.1
OG0011249	spis_longest_isoform_marker	XP_020894617.1	XP_022796222.1
OG0011249	nvec_longest_isoform	XP_020894617.1	XP_048582743.1
OG0011250	spis_longest_isoform_marker	XP_020894621.1	XP_022808804.1
OG0011250	nvec_longest_isoform	XP_020894621.1	XP_048581060.1
OG0011251	nvec_longest_isoform	XP_020894625.1	XP_001633418.3
OG0011251	spis_longest_isoform_marker	XP_020894625.1	XP_022786819.1
OG0011252	spis_longest_isoform_marker	XP_020894629.1	XP_022789750.1
OG0011252	nvec_longest_isoform	XP_020894629.1	XP_048582888.1
OG0011253	nvec_longest_isoform	XP_020894634.1	XP_032232123.2
OG0011253	xenia_longest_isoforms	XP_020894634.1	Xe_004740-T1
OG0011254	spis_longest_isoform_marker	XP_020894645.1	XP_022802101.1
OG0011254	nvec_longest_isoform	XP_020894645.1	XP_001642136.2
OG0011255	spis_longest_isoform_marker	XP_020894651.1, XP_028513274.1	XP_022780848.1
OG0011256	spis_longest_isoform_marker	XP_020894670.1	XP_022789757.1
OG0011256	nvec_longest_isoform	XP_020894670.1	XP_032228106.1
OG0011257	spis_longest_isoform_marker	XP_020894690.1	XP_022785785.1
OG0011257	nvec_longest_isoform	XP_020894690.1	XP_032242311.2
OG0011258	spis_longest_isoform_marker	XP_020894691.1	XP_022785792.1
OG0011258	nvec_longest_isoform	XP_020894691.1	XP_001636708.1
OG0011259	nvec_longest_isoform	XP_020894692.2	XP_048583028.1
OG0011259	spis_longest_isoform_marker	XP_020894692.2	XP_022801017.1
OG0011260	spis_longest_isoform_marker	XP_020894702.1	XP_022788874.1
OG0011260	nvec_longest_isoform	XP_020894702.1	XP_048583040.1
OG0011261	nvec_longest_isoform	XP_020894717.1	XP_001641222.1
OG0011261	spis_longest_isoform_marker	XP_020894717.1	XP_022790410.1
OG0011262	spis_longest_isoform_marker	XP_020894730.1	XP_022790864.1
OG0011262	nvec_longest_isoform	XP_020894730.1	XP_001634816.2
OG0011263	spis_longest_isoform_marker	XP_020894737.1	XP_022778741.1
OG0011263	nvec_longest_isoform	XP_020894737.1	XP_032233036.1
OG0011264	nvec_longest_isoform	XP_020894741.2	XP_001636010.2
OG0011264	spis_longest_isoform_marker	XP_020894741.2	XP_022782179.1
OG0011265	spis_longest_isoform_marker	XP_020894781.1	XP_022783119.1, XP_022795498.1
OG0011266	spis_longest_isoform_marker	XP_020894784.1	XP_022792520.1
OG0011266	nvec_longest_isoform	XP_020894784.1	XP_032230905.2
OG0011267	spis_longest_isoform_marker	XP_020894785.1	XP_022800694.1, XP_022800705.1
OG0011269	spis_longest_isoform_marker	XP_020894807.1	XP_022804935.1
OG0011269	nvec_longest_isoform	XP_020894807.1	XP_032235190.1
OG0011270	spis_longest_isoform_marker	XP_020894814.1	XP_022809550.1
OG0011270	nvec_longest_isoform	XP_020894814.1	XP_032228601.2
OG0011271	nvec_longest_isoform	XP_020908468.1, XP_020894829.1	XP_032227480.2
OG0011273	nvec_longest_isoform	XP_020894832.1	XP_048590222.1
OG0011273	spis_longest_isoform_marker	XP_020894832.1	XP_022807124.1
OG0011274	nvec_longest_isoform	XP_020894834.1	XP_032228629.2
OG0011274	spis_longest_isoform_marker	XP_020894834.1	XP_022804132.1
OG0011275	nvec_longest_isoform	XP_020894839.1	XP_001626122.1
OG0011275	spis_longest_isoform_marker	XP_020894839.1	XP_022807127.1
OG0011276	nvec_longest_isoform	XP_020894878.1	XP_048585978.1
OG0011276	spis_longest_isoform_marker	XP_020894878.1	XP_022784356.1
OG0011277	spis_longest_isoform_marker	XP_020894879.1	XP_022802781.1
OG0011277	nvec_longest_isoform	XP_020894879.1	XP_001631210.2
OG0011278	spis_longest_isoform_marker	XP_020894898.1	XP_022788052.1
OG0011278	nvec_longest_isoform	XP_020894898.1	XP_001630230.2
OG0011280	spis_longest_isoform_marker	XP_020894905.1	XP_022807677.1
OG0011280	nvec_longest_isoform	XP_020894905.1	XP_048585870.1
OG0011281	spis_longest_isoform_marker	XP_020894908.1	XP_022803089.1
OG0011281	nvec_longest_isoform	XP_020894908.1	XP_048586550.1
OG0011282	nvec_longest_isoform	XP_020894910.1	XP_032233140.2
OG0011282	xenia_longest_isoforms	XP_020894910.1	Xe_009364-T1
OG0011283	nvec_longest_isoform	XP_020894917.1	XP_032231806.2
OG0011283	spis_longest_isoform_marker	XP_020894917.1	XP_022784943.1
OG0011284	nvec_longest_isoform	XP_020894925.1	XP_032232897.2
OG0011284	spis_longest_isoform_marker	XP_020894925.1	XP_022782431.1
OG0011285	spis_longest_isoform_marker	XP_020894937.1	XP_022786722.1
OG0011285	nvec_longest_isoform	XP_020894937.1	XP_001621766.2
OG0011286	spis_longest_isoform_marker	XP_020894949.1	XP_022791064.1
OG0011286	nvec_longest_isoform	XP_020894949.1	XP_048586057.1
OG0011287	spis_longest_isoform_marker	XP_020894956.1	XP_022782243.1
OG0011287	nvec_longest_isoform	XP_020894956.1	XP_048585873.1
OG0011288	xenia_longest_isoforms	XP_020894960.1	Xe_012180-T1
OG0011288	nvec_longest_isoform	XP_020894960.1	XP_001627800.1
OG0011289	nvec_longest_isoform	XP_020894978.1, XP_020899725.1	XP_032234487.2
OG0011290	nvec_longest_isoform	XP_020895015.1, XP_020894984.1	XP_048589275.1
OG0011291	nvec_longest_isoform	XP_020895003.1	XP_032223037.1
OG0011291	xenia_longest_isoforms	XP_020895003.1	Xe_015688-T1
OG0011292	nvec_longest_isoform	XP_020895028.1	XP_001627437.3
OG0011292	spis_longest_isoform_marker	XP_020895028.1	XP_022786947.1
OG0011293	xenia_longest_isoforms	XP_020895039.1	Xe_025832-T1
OG0011293	nvec_longest_isoform	XP_020895039.1	XP_032235613.2
OG0011294	spis_longest_isoform_marker	XP_020895041.1	XP_022805138.1
OG0011294	nvec_longest_isoform	XP_020895041.1	XP_048589484.1
OG0011295	nvec_longest_isoform	XP_020903067.1, XP_020895043.1	XP_032223198.1
OG0011296	spis_longest_isoform_marker	XP_020895049.1	XP_022801704.1
OG0011296	xenia_longest_isoforms	XP_020895049.1	Xe_019231-T1
OG0011297	nvec_longest_isoform	XP_020895059.1	XP_032241346.2
OG0011297	spis_longest_isoform_marker	XP_020895059.1	XP_022800593.1
OG0011298	spis_longest_isoform_marker	XP_020895063.1	XP_022797215.1
OG0011298	nvec_longest_isoform	XP_020895063.1	XP_032232452.2
OG0011299	nvec_longest_isoform	XP_020895074.1	XP_001625948.3
OG0011299	spis_longest_isoform_marker	XP_020895074.1	XP_022779303.1
OG0011300	nvec_longest_isoform	XP_020895084.1	XP_032229593.2
OG0011300	xenia_longest_isoforms	XP_020895084.1	Xe_022043-T1
OG0011301	nvec_longest_isoform	XP_020895088.1	XP_032229381.2
OG0011301	spis_longest_isoform_marker	XP_020895088.1	XP_022787338.1
OG0011302	spis_longest_isoform_marker	XP_020895089.1	XP_022779237.1
OG0011302	nvec_longest_isoform	XP_020895089.1	XP_032229387.2
OG0011303	nvec_longest_isoform	XP_020895097.1	XP_032229388.1
OG0011303	spis_longest_isoform_marker	XP_020895097.1	XP_022779304.1
OG0011304	nvec_longest_isoform	XP_020895112.1	XP_001637148.2
OG0011304	spis_longest_isoform_marker	XP_020895112.1	XP_022805109.1
OG0011305	spis_longest_isoform_marker	XP_020895115.1, XP_020898722.1	XP_022791821.1
OG0011306	nvec_longest_isoform	XP_020895129.1	XP_048576817.1
OG0011306	xenia_longest_isoforms	XP_020895129.1	Xe_009621-T1
OG0011307	spis_longest_isoform_marker	XP_020895135.1	XP_022787312.1
OG0011307	nvec_longest_isoform	XP_020895135.1	XP_032242510.2
OG0011308	spis_longest_isoform_marker	XP_020895139.2	XP_022800620.1
OG0011308	nvec_longest_isoform	XP_020895139.2	XP_001635940.2
OG0011309	nvec_longest_isoform	XP_020895140.1	XP_048579773.1
OG0011309	spis_longest_isoform_marker	XP_020895140.1	XP_022800613.1
OG0011310	nvec_longest_isoform	XP_020895143.1	XP_032232453.2
OG0011310	spis_longest_isoform_marker	XP_020895143.1	XP_022797264.1
OG0011312	spis_longest_isoform_marker	XP_020895181.1	XP_022788634.1
OG0011312	nvec_longest_isoform	XP_020895181.1	XP_048588302.1
OG0011313	xenia_longest_isoforms	XP_020895199.1	Xe_015701-T1
OG0011313	spis_longest_isoform_marker	XP_020895199.1	XP_022793638.1
OG0011314	spis_longest_isoform_marker	XP_020895219.1	XP_022801132.1
OG0011314	nvec_longest_isoform	XP_020895219.1	XP_032227969.1
OG0011315	nvec_longest_isoform	XP_020895221.1	XP_032227970.1
OG0011315	spis_longest_isoform_marker	XP_020895221.1	XP_022796401.1
OG0011316	nvec_longest_isoform	XP_020895242.1	XP_001632619.2
OG0011316	spis_longest_isoform_marker	XP_020895242.1	XP_022788624.1
OG0011317	spis_longest_isoform_marker	XP_020895266.1	XP_022800871.1
OG0011317	nvec_longest_isoform	XP_020895266.1	XP_001635317.3
OG0011318	spis_longest_isoform_marker	XP_020895270.1	XP_022800869.1
OG0011318	nvec_longest_isoform	XP_020895270.1	XP_032240720.2
OG0011319	spis_longest_isoform_marker	XP_020895273.1	XP_022800870.1
OG0011319	nvec_longest_isoform	XP_020895273.1	XP_032240719.2
OG0011320	nvec_longest_isoform	XP_020895278.1	XP_001635275.3
OG0011320	spis_longest_isoform_marker	XP_020895278.1	XP_022778411.1
OG0011323	nvec_longest_isoform	XP_020895317.1	XP_032239723.2
OG0011323	spis_longest_isoform_marker	XP_020895317.1	XP_022797438.1
OG0011324	nvec_longest_isoform	XP_020895373.1	XP_001622687.2
OG0011324	spis_longest_isoform_marker	XP_020895373.1	XP_022806827.1
OG0011325	spis_longest_isoform_marker	XP_020895376.1	XP_022780174.1
OG0011325	nvec_longest_isoform	XP_020895376.1	XP_032232373.1
OG0011326	nvec_longest_isoform	XP_020895385.1	XP_048590723.1
OG0011326	spis_longest_isoform_marker	XP_020895385.1	XP_022784788.1
OG0011327	nvec_longest_isoform	XP_020895416.1	XP_001626291.2
OG0011327	xenia_longest_isoforms	XP_020895416.1	Xe_021636-T1
OG0011328	nvec_longest_isoform	XP_020895419.1	XP_001638508.3
OG0011328	spis_longest_isoform_marker	XP_020895419.1	XP_022806563.1
OG0011329	spis_longest_isoform_marker	XP_020895443.1	XP_022800781.1
OG0011329	nvec_longest_isoform	XP_020895443.1	XP_048590527.1
OG0011330	nvec_longest_isoform	XP_020895447.1	XP_001622680.2
OG0011330	spis_longest_isoform_marker	XP_020895447.1	XP_022804593.1
OG0011331	spis_longest_isoform_marker	XP_020895454.1	XP_022789912.1
OG0011331	nvec_longest_isoform	XP_020895454.1	XP_048590126.1
OG0011332	nvec_longest_isoform	XP_020895455.1	XP_048590361.1, XP_032227483.2
OG0011333	spis_longest_isoform_marker	XP_020895460.1	XP_022794748.1, XP_022789124.1
OG0011334	spis_longest_isoform_marker	XP_020895466.1	XP_022804509.1
OG0011334	nvec_longest_isoform	XP_020895466.1	XP_001622320.3
OG0011335	xenia_longest_isoforms	XP_020895500.1	Xe_002431-T1
OG0011335	nvec_longest_isoform	XP_020895500.1	XP_001638388.1
OG0011336	nvec_longest_isoform	XP_020895503.2	XP_048583419.1, XP_048589536.1
OG0011337	nvec_longest_isoform	XP_020895517.1	XP_032219059.2
OG0011337	spis_longest_isoform_marker	XP_020895517.1	XP_022802945.1
OG0011338	nvec_longest_isoform	XP_020895518.1	XP_001622321.3
OG0011338	spis_longest_isoform_marker	XP_020895518.1	XP_022802946.1
OG0011339	nvec_longest_isoform	XP_020895528.1	XP_032232764.2
OG0011339	spis_longest_isoform_marker	XP_020895528.1	XP_022801224.1
OG0011340	nvec_longest_isoform	XP_020895534.2	XP_001641900.2
OG0011340	spis_longest_isoform_marker	XP_020895534.2	XP_022784061.1
OG0011341	nvec_longest_isoform	XP_020895539.1	XP_032222601.2
OG0011341	spis_longest_isoform_marker	XP_020895539.1	XP_022802904.1
OG0011342	spis_longest_isoform_marker	XP_020895542.2	XP_022783708.1
OG0011342	nvec_longest_isoform	XP_020895542.2	XP_001629201.2
OG0011344	nvec_longest_isoform	XP_020895549.1	XP_032240124.1
OG0011344	xenia_longest_isoforms	XP_020895549.1	Xe_013514-T1
OG0011345	spis_longest_isoform_marker	XP_020895555.1	XP_022791912.1
OG0011345	nvec_longest_isoform	XP_020895555.1	XP_032236726.2
OG0011346	spis_longest_isoform_marker	XP_020895559.2	XP_022791922.1
OG0011346	nvec_longest_isoform	XP_020895559.2	XP_001641226.1
OG0011347	xenia_longest_isoforms	XP_020895569.1	Xe_001211-T1
OG0011347	nvec_longest_isoform	XP_020895569.1	XP_001623379.2
OG0011348	nvec_longest_isoform	XP_020895570.1	XP_032222465.1
OG0011348	spis_longest_isoform_marker	XP_020895570.1	XP_022797772.1
OG0011349	nvec_longest_isoform	XP_020895572.2	XP_048584484.1
OG0011349	spis_longest_isoform_marker	XP_020895572.2	XP_022783677.1
OG0011350	spis_longest_isoform_marker	XP_020895573.1	XP_022786018.1
OG0011350	nvec_longest_isoform	XP_020895573.1	XP_032220571.2
OG0011351	nvec_longest_isoform	XP_020895596.1	XP_001641202.1
OG0011351	spis_longest_isoform_marker	XP_020895596.1	XP_022784623.1
OG0011352	spis_longest_isoform_marker	XP_020895638.1	XP_022788518.1
OG0011352	nvec_longest_isoform	XP_020895638.1	XP_001634098.2
OG0011353	nvec_longest_isoform	XP_020895647.1	XP_001625637.2
OG0011353	spis_longest_isoform_marker	XP_020895647.1	XP_022781398.1
OG0011354	nvec_longest_isoform	XP_020895690.1	XP_048578091.1, XP_048577924.1
OG0011356	nvec_longest_isoform	XP_020895721.1	XP_048590683.1
OG0011356	spis_longest_isoform_marker	XP_020895721.1	XP_022788148.1
OG0011357	nvec_longest_isoform	XP_020895722.1	XP_048583192.1
OG0011357	spis_longest_isoform_marker	XP_020895722.1	XP_022780523.1
OG0011358	nvec_longest_isoform	XP_020895726.1	XP_048589550.1
OG0011358	spis_longest_isoform_marker	XP_020895726.1	XP_022797938.1
OG0011359	nvec_longest_isoform	XP_020895727.1	XP_032239138.2
OG0011359	spis_longest_isoform_marker	XP_020895727.1	XP_022777910.1
OG0011360	xenia_longest_isoforms	XP_020895739.1	Xe_005135-T2
OG0011360	spis_longest_isoform_marker	XP_020895739.1	XP_022780539.1
OG0011361	nvec_longest_isoform	XP_020895740.1	XP_032239137.1
OG0011361	spis_longest_isoform_marker	XP_020895740.1	XP_022780511.1
OG0011362	spis_longest_isoform_marker	XP_020895743.1	XP_022780537.1
OG0011362	nvec_longest_isoform	XP_020895743.1	XP_048582236.1
OG0011363	nvec_longest_isoform	XP_020895747.1	XP_032232122.2
OG0011363	spis_longest_isoform_marker	XP_020895747.1	XP_022780477.1
OG0011364	nvec_longest_isoform	XP_020895772.1	XP_032236658.1
OG0011364	spis_longest_isoform_marker	XP_020895772.1	XP_022802949.1
OG0011365	spis_longest_isoform_marker	XP_020895808.2	XP_022786101.1
OG0011365	nvec_longest_isoform	XP_020895808.2	XP_001638246.1
OG0011366	spis_longest_isoform_marker	XP_020895812.1	XP_022782657.1
OG0011366	nvec_longest_isoform	XP_020895812.1	XP_032233483.2
OG0011367	spis_longest_isoform_marker	XP_020895830.1	XP_022785327.1
OG0011367	nvec_longest_isoform	XP_020895830.1	XP_001634221.2
OG0011368	nvec_longest_isoform	XP_020895844.1	XP_001634942.1
OG0011368	spis_longest_isoform_marker	XP_020895844.1	XP_022785289.1
OG0011369	nvec_longest_isoform	XP_020895845.1	XP_032230584.1
OG0011369	spis_longest_isoform_marker	XP_020895845.1	XP_022782160.1
OG0011370	spis_longest_isoform_marker	XP_020895864.1	XP_022786234.1
OG0011370	nvec_longest_isoform	XP_020895864.1	XP_001629954.3
OG0011371	spis_longest_isoform_marker	XP_020895870.1	XP_022787311.1
OG0011371	nvec_longest_isoform	XP_020895870.1	XP_032236367.2
OG0011372	nvec_longest_isoform	XP_020895873.1	XP_032234248.2
OG0011372	spis_longest_isoform_marker	XP_020895873.1	XP_022788044.1
OG0011373	spis_longest_isoform_marker	XP_020895875.1	XP_022787047.1
OG0011373	nvec_longest_isoform	XP_020895875.1	XP_001629952.3
OG0011374	spis_longest_isoform_marker	XP_020895894.1	XP_022802004.1
OG0011374	nvec_longest_isoform	XP_020895894.1	XP_001629956.2
OG0011375	nvec_longest_isoform	XP_020895900.1	XP_001638692.3
OG0011375	spis_longest_isoform_marker	XP_020895900.1	XP_022797862.1
OG0011376	spis_longest_isoform_marker	XP_020895912.1	XP_022800263.1
OG0011376	nvec_longest_isoform	XP_020895912.1	XP_001640503.2
OG0011377	spis_longest_isoform_marker	XP_020895916.1	XP_022802738.1
OG0011377	nvec_longest_isoform	XP_020895916.1	XP_048578472.1
OG0011378	nvec_longest_isoform	XP_020895936.1	XP_048587558.1, XP_048575876.1
OG0011379	nvec_longest_isoform	XP_020895951.1	XP_048588369.1, XP_048588364.1
OG0011380	nvec_longest_isoform	XP_020895982.1	XP_032220443.2
OG0011380	spis_longest_isoform_marker	XP_020895982.1	XP_022804675.1
OG0011381	nvec_longest_isoform	XP_020895984.1	XP_032239448.2
OG0011381	spis_longest_isoform_marker	XP_020895984.1	XP_022780484.1
OG0011382	spis_longest_isoform_marker	XP_020895986.1	XP_022780485.1
OG0011382	nvec_longest_isoform	XP_020895986.1	XP_032233997.1
OG0011383	xenia_longest_isoforms	XP_020895999.1	Xe_008023-T1
OG0011383	nvec_longest_isoform	XP_020895999.1	XP_048583641.1
OG0011384	nvec_longest_isoform	XP_020896062.1	XP_032236507.2
OG0011384	spis_longest_isoform_marker	XP_020896062.1	XP_022787664.1
OG0011385	nvec_longest_isoform	XP_020896083.1	XP_001623426.1
OG0011385	spis_longest_isoform_marker	XP_020896083.1	XP_022793455.1
OG0011386	nvec_longest_isoform	XP_020896092.1	XP_032234021.2
OG0011386	spis_longest_isoform_marker	XP_020896092.1	XP_022803231.1
OG0011387	nvec_longest_isoform	XP_020896102.1	XP_032238463.2
OG0011387	spis_longest_isoform_marker	XP_020896102.1	XP_022808183.1
OG0011389	spis_longest_isoform_marker	XP_020896120.1	XP_022781488.1
OG0011389	nvec_longest_isoform	XP_020896120.1	XP_032241877.1
OG0011390	nvec_longest_isoform	XP_020896131.1	XP_048580106.1
OG0011390	spis_longest_isoform_marker	XP_020896131.1	XP_022782619.1
OG0011392	spis_longest_isoform_marker	XP_020896154.1	XP_022791853.1
OG0011392	nvec_longest_isoform	XP_020896154.1	XP_032233891.1
OG0011393	spis_longest_isoform_marker	XP_020896192.2	XP_022787820.1
OG0011393	nvec_longest_isoform	XP_020896192.2	XP_032227863.2
OG0011394	spis_longest_isoform_marker	XP_020896216.1	XP_022795000.1
OG0011394	nvec_longest_isoform	XP_020896216.1	XP_032229269.1
OG0011395	nvec_longest_isoform	XP_020896230.1	XP_001632664.3
OG0011395	spis_longest_isoform_marker	XP_020896230.1	XP_022783246.1
OG0011396	nvec_longest_isoform	XP_020896232.1	XP_048584063.1
OG0011396	spis_longest_isoform_marker	XP_020896232.1	XP_022786599.1
OG0011397	nvec_longest_isoform	XP_020896280.1	XP_001623410.1
OG0011397	spis_longest_isoform_marker	XP_020896280.1	XP_022787585.1
OG0011398	spis_longest_isoform_marker	XP_020896283.1	XP_022782171.1
OG0011398	nvec_longest_isoform	XP_020896283.1	XP_032243061.2
OG0011399	spis_longest_isoform_marker	XP_020896284.1	XP_022804397.1
OG0011399	nvec_longest_isoform	XP_020896284.1	XP_001636403.1
OG0011400	nvec_longest_isoform	XP_020896359.1, XP_020896305.1	XP_048584413.1
OG0011401	spis_longest_isoform_marker	XP_020896309.2	XP_022798657.1
