Orthogroup	nvec_longest_isoform	xenia_longest_isoforms
OG0009115	XP_032234120.2	Xe_004726-T1
OG0009116	XP_032242314.2	Xe_005129-T1
OG0009117	XP_048582085.1	Xe_020608-T1
OG0009118	XP_032220339.2	Xe_011484-T1
OG0009119	XP_032220060.2	Xe_008298-T1
OG0009120	XP_048582279.1	Xe_005064-T1
OG0009121	XP_048582209.1	Xe_009785-T1
OG0009122	XP_001631752.1	Xe_005065-T1
OG0009123	XP_001635342.1	Xe_008333-T1
OG0009124	XP_048582095.1	Xe_004643-T1
OG0009125	XP_032226633.2	Xe_004642-T1
OG0009126	XP_001623647.1	Xe_004641-T1
OG0009127	XP_032234099.2	Xe_020623-T1
OG0009128	XP_032236509.2	Xe_004480-T1
OG0009129	XP_001628593.2	Xe_007879-T1
OG0009130	XP_001639567.1	Xe_004819-T1
OG0009132	XP_032225546.1	Xe_019256-T1
OG0009133	XP_001631720.1	Xe_004724-T1
OG0009134	XP_048582995.1	Xe_005130-T1
OG0009135	XP_032240830.1	Xe_008332-T1
OG0009136	XP_001636625.1	Xe_022289-T1
OG0009137	XP_048581873.1	Xe_019261-T2
OG0009138	XP_001629859.2	Xe_020972-T1
OG0009139	XP_032234148.1	Xe_004920-T1
OG0009140	XP_048587060.1	Xe_008299-T1
OG0009141	XP_001629815.1	Xe_004708-T1
OG0009142	XP_048582730.1	Xe_004780-T1
OG0009143	XP_032234122.1	Xe_004924-T1
OG0009144	XP_001636237.2	Xe_004391-T1
OG0009145	XP_032242285.1	Xe_000237-T1
OG0009146	XP_001629407.1	Xe_004789-T1
OG0009147	XP_048582757.1	Xe_005126-T1
OG0009148	XP_001627296.3	Xe_005039-T1
OG0009149	XP_001633194.1	Xe_005038-T1
OG0009150	XP_048582092.1	Xe_005037-T1
OG0009151	XP_001625156.2	Xe_007904-T1
OG0009152	XP_048581854.1	Xe_001958-T1
OG0009153	XP_032230736.1	Xe_004996-T1
OG0009154	XP_001633210.2	Xe_019339-T1
OG0009155	XP_032233558.2	Xe_004987-T1
OG0009156	XP_048583191.1	Xe_004884-T1
OG0009157	XP_032242359.2	Xe_020592-T1
OG0009158	XP_032236173.2	Xe_020582-T1
OG0009159	XP_032228153.2	Xe_020591-T1
OG0009160	XP_032238348.2	Xe_004913-T1
OG0009161	XP_032236041.2	Xe_004961-T1
OG0009162	XP_032238286.1	Xe_008206-T1
OG0009163	XP_032242296.1	Xe_009754-T1
OG0009164	XP_048582963.1	Xe_016003-T1
OG0009165	XP_032228155.2	Xe_020583-T1
OG0009166	XP_001628190.3	Xe_020970-T1
OG0009167	XP_032230888.2	Xe_004640-T1
OG0009168	XP_032242299.2	Xe_019284-T1
OG0009169	XP_001629370.2	Xe_008259-T1
OG0009171	XP_048582022.1	Xe_005020-T1
OG0009172	XP_032241918.1	Xe_007964-T1
OG0009173	XP_032223599.2	Xe_004532-T1
OG0009174	XP_001640859.2	Xe_026019-T1
OG0009175	XP_032221989.2	Xe_026022-T1
OG0009176	XP_048584609.1	Xe_014465-T1
OG0009177	XP_032226161.2	Xe_022766-T1
OG0009178	XP_001623228.2	Xe_009675-T1
OG0009179	XP_032221906.2	Xe_013035-T1
OG0009181	XP_048587759.1	Xe_008269-T1
OG0009182	XP_048589223.1	Xe_014816-T1
OG0009183	XP_032228738.1	Xe_014738-T1
OG0009185	XP_048589839.1	Xe_015565-T1
OG0009186	XP_001636467.2	Xe_014778-T1
OG0009187	XP_032231941.1	Xe_014024-T1
OG0009188	XP_032238943.2	Xe_014438-T1
OG0009189	XP_032238942.2	Xe_014031-T1
OG0009190	XP_001633811.3	Xe_014437-T1
OG0009191	XP_048589227.1	Xe_015525-T1
OG0009192	XP_048589728.1	Xe_016143-T1
OG0009193	XP_048589851.1	Xe_014391-T1
OG0009194	XP_048589331.1	Xe_014435-T1
OG0009196	XP_001631613.1	Xe_014442-T1
OG0009197	XP_048589221.1	Xe_014443-T1
OG0009198	XP_032223232.1	Xe_014436-T1
OG0009199	XP_032231935.1	Xe_014220-T2
OG0009200	XP_032237867.2	Xe_000825-T1
OG0009201	XP_032237861.2	Xe_014799-T1
OG0009203	XP_032235664.1	Xe_002794-T1
OG0009204	XP_032240752.2	Xe_008026-T1
OG0009205	XP_032235665.1	Xe_014779-T1
OG0009206	XP_032223160.2	Xe_014172-T1
OG0009207	XP_032223155.2	Xe_014176-T1
OG0009208	XP_001633821.2	Xe_014028-T1
OG0009209	XP_032238944.1	Xe_014030-T1
OG0009210	XP_001638856.1	Xe_012482-T1
OG0009211	XP_001625369.3	Xe_011816-T1
OG0009212	XP_032232931.1	Xe_011904-T1
OG0009213	XP_001624481.1	Xe_012481-T1
OG0009214	XP_001624969.3	Xe_012083-T1
OG0009216	XP_001627774.2	Xe_012537-T1
OG0009217	XP_048586701.1	Xe_012271-T1
OG0009218	XP_048585918.1	Xe_012155-T1
OG0009219	XP_001628838.2	Xe_012014-T1
OG0009220	XP_001636176.2	Xe_001083-T1
OG0009221	XP_001625118.2	Xe_011937-T1
OG0009222	XP_032228394.1	Xe_008063-T1
OG0009223	XP_032225264.2	Xe_012486-T1
OG0009224	XP_001623330.3	Xe_008294-T1
OG0009225	XP_032218260.2	Xe_001244-T1
OG0009227	XP_032233627.2	Xe_000920-T1
OG0009228	XP_001633294.1	Xe_012140-T1
OG0009229	XP_001640643.1	Xe_011868-T1
OG0009230	XP_001632346.2	Xe_028946-T1
OG0009231	XP_001638911.3	Xe_005251-T1
OG0009232	XP_032221698.1	Xe_012536-T1
OG0009233	XP_048585657.1	Xe_011852-T2
OG0009234	XP_032221647.2	Xe_011903-T1
OG0009235	XP_048586003.1	Xe_012175-T1
OG0009236	XP_048587187.1	Xe_008300-T1
OG0009237	XP_001628601.2	Xe_012322-T1
OG0009238	XP_048587532.1	Xe_007887-T1
OG0009239	XP_001629389.1	Xe_007886-T1
OG0009241	XP_048586398.1	Xe_012035-T1
OG0009242	XP_048586436.1	Xe_012356-T1
OG0009243	XP_032234521.2	Xe_012440-T1
OG0009245	XP_001632313.1	Xe_011716-T1
OG0009246	XP_001635681.1	Xe_025197-T1, Xe_009230-T1
OG0009247	XP_032240321.2	Xe_021528-T1
OG0009248	XP_001641159.2	Xe_009832-T1
OG0009249	XP_048587085.1	Xe_008329-T1
OG0009250	XP_032240767.2	Xe_007449-T1
OG0009251	XP_032235527.2	Xe_008189-T1
OG0009252	XP_032240022.1	Xe_007949-T1
OG0009254	XP_032220138.1	Xe_008301-T1
OG0009255	XP_048589389.1	Xe_007482-T1
OG0009256	XP_032239897.2	Xe_000551-T1
OG0009257	XP_032238632.1	Xe_013798-T1
OG0009258	XP_032240821.1	Xe_008079-T1
OG0009259	XP_048576818.1	Xe_005224-T1
OG0009261	XP_032230398.2	Xe_007447-T1
OG0009262	XP_001628750.1	Xe_005644-T1
OG0009263	XP_032229450.2	Xe_005592-T1
OG0009264	XP_001628070.3	Xe_015769-T1
OG0009265	XP_001626020.2	Xe_005590-T1
OG0009266	XP_001628749.3	Xe_007869-T1
OG0009267	XP_032229446.1	Xe_005627-T1
OG0009268	XP_001639381.2	Xe_007181-T1
OG0009271	XP_048576542.1	Xe_005626-T1
OG0009272	XP_048576697.1	Xe_005723-T1
OG0009273	XP_032240881.2	Xe_021568-T1
OG0009274	XP_032237537.2	Xe_005724-T1
OG0009275	XP_001623518.2	Xe_005588-T1
OG0009276	XP_001632618.3	Xe_005308-T1
OG0009277	XP_001627956.2	Xe_015542-T1
OG0009278	XP_001632612.2	Xe_005314-T1
OG0009279	XP_001632581.2	Xe_005313-T1
OG0009281	XP_001638467.2	Xe_005612-T1
OG0009282	XP_048576523.1	Xe_005527-T1
OG0009283	XP_001632606.2	Xe_006823-T1
OG0009284	XP_001623517.3	Xe_006695-T1
OG0009285	XP_032220227.1	Xe_005265-T1
OG0009287	XP_001623524.3	Xe_005589-T1
OG0009288	XP_001638516.1	Xe_005740-T1
OG0009289	XP_048577064.1	Xe_005320-T1
OG0009290	XP_001638454.2	Xe_001769-T1
OG0009291	XP_048576509.1	Xe_005739-T1
OG0009292	XP_048576400.1	Xe_005734-T1
OG0009293	XP_032219122.1	Xe_011755-T1
OG0009294	XP_032226144.2	Xe_005701-T1
OG0009295	XP_032230552.1	Xe_028503-T1
OG0009296	XP_001628658.1	Xe_005699-T1
OG0009297	XP_032230553.1	Xe_005743-T1
OG0009298	XP_032230563.1	Xe_028504-T1
OG0009299	XP_001628644.2	Xe_005700-T1
OG0009300	XP_032238784.1	Xe_005245-T1
OG0009301	XP_001627907.1	Xe_007466-T1
OG0009302	XP_032237528.2	Xe_023814-T1
OG0009303	XP_048576524.1	Xe_005276-T1
OG0009304	XP_001640333.1	Xe_016566-T1
OG0009305	XP_032221477.2	Xe_017169-T1
OG0009306	XP_001640489.1	Xe_016483-T1
OG0009307	XP_048576020.1	Xe_018284-T1
OG0009311	XP_001634592.3	Xe_001044-T1
OG0009312	XP_001637383.2	Xe_000622-T1
OG0009313	XP_048584340.1	Xe_000621-T1
OG0009314	XP_001634584.3	Xe_000824-T1
OG0009315	XP_001636357.1	Xe_008263-T1
OG0009316	XP_032243043.2	Xe_000686-T1
OG0009318	XP_032230083.1	Xe_001374-T1
OG0009321	XP_001634611.1	Xe_000572-T1
OG0009322	XP_032241919.1	Xe_007970-T1
OG0009323	XP_048587750.1	Xe_000508-T1
OG0009324	XP_048586777.1	Xe_000394-T1
OG0009325	XP_032230063.1	Xe_001075-T1
OG0009327	XP_001625812.2	Xe_000679-T1
OG0009328	XP_001628159.2	Xe_000521-T1
OG0009329	XP_001629392.2	Xe_007481-T1
OG0009330	XP_001625813.2	Xe_000681-T1
OG0009331	XP_001637192.3	Xe_000463-T1
OG0009332	XP_048581575.1	Xe_000688-T1
OG0009333	XP_032239975.2	Xe_001045-T1
OG0009334	XP_048587194.1	Xe_007912-T2
OG0009335	XP_001633635.2	Xe_021395-T1
OG0009336	XP_032236491.2	Xe_004782-T1
OG0009337	XP_032236494.1	Xe_004447-T1
OG0009338	XP_001633979.2	Xe_004525-T1
OG0009339	XP_048583006.1	Xe_000305-T1
OG0009340	XP_001629744.1	Xe_005018-T1
OG0009341	XP_048587094.1	Xe_007902-T1
OG0009342	XP_001631749.1	Xe_004422-T1
OG0009343	XP_048581887.1	Xe_020780-T1
OG0009344	XP_048583189.1	Xe_005019-T1
OG0009345	XP_001638091.2	Xe_015718-T1
OG0009346	XP_048582326.1	Xe_020776-T1
OG0009348	XP_048582033.1	Xe_004389-T1
OG0009349	XP_048582366.1	Xe_004830-T1
OG0009350	XP_032226375.2	Xe_004931-T1
OG0009351	XP_032236525.2	Xe_004420-T3
OG0009352	XP_048581888.1	Xe_018611-T1, Xe_018614-T1
OG0009353	XP_032236807.1	Xe_004464-T1
OG0009354	XP_032236806.2	Xe_004465-T1
OG0009355	XP_032236783.1	Xe_004526-T1
OG0009358	XP_048584018.1	Xe_002242-T1
OG0009359	XP_048583493.1	Xe_009673-T1
OG0009360	XP_032218556.1	Xe_002330-T1
OG0009361	XP_048583378.1	Xe_002345-T1
OG0009362	XP_032233939.2	Xe_003082-T1
OG0009363	XP_048583570.1	Xe_002089-T1
OG0009364	XP_048583822.1	Xe_002042-T1
OG0009365	XP_001638135.1	Xe_002243-T1
OG0009366	XP_001629302.1	Xe_003166-T1
OG0009367	XP_001630840.2	Xe_002950-T2
OG0009368	XP_001624395.2	Xe_002041-T1
OG0009369	XP_001638191.3	Xe_004859-T1
OG0009370	XP_032226777.2	Xe_002158-T1
OG0009371	XP_048583785.1	Xe_002316-T1
OG0009372	XP_001637470.1	Xe_002181-T1
OG0009373	XP_032239612.2	Xe_002362-T1
OG0009374	XP_032228804.2	Xe_002142-T1
OG0009375	XP_032235417.2	Xe_003104-T1
OG0009376	XP_048583281.1	Xe_001972-T1
OG0009377	XP_032233963.1	Xe_001971-T1
OG0009378	XP_032218218.2	Xe_002071-T1
OG0009379	XP_001630842.3	Xe_002962-T1
OG0009380	XP_048583690.1	Xe_002963-T1
OG0009381	XP_032233423.1	Xe_002074-T1
OG0009382	XP_048583603.1	Xe_002323-T1
OG0009384	XP_032218602.2	Xe_002238-T1
OG0009385	XP_048584113.1	Xe_002073-T1
OG0009387	XP_032237028.1	Xe_002011-T1
OG0009388	XP_048584210.1	Xe_002076-T1
OG0009389	XP_032218214.2	Xe_003177-T1
OG0009390	XP_032218220.2	Xe_002043-T1
OG0009391	XP_032218223.2	Xe_003043-T1
OG0009392	XP_001629688.3	Xe_003042-T1
OG0009393	XP_048583514.1	Xe_003175-T1
OG0009394	XP_048584095.1	Xe_002961-T1
OG0009395	XP_001624611.1	Xe_003079-T1
OG0009396	XP_048584140.1	Xe_002267-T1
OG0009397	XP_001629317.1	Xe_002269-T1
OG0009398	XP_048583577.1	Xe_002236-T1
OG0009399	XP_048583819.1	Xe_002360-T1
OG0009400	XP_001634374.2	Xe_002912-T1
OG0009402	XP_032233940.2	Xe_023240-T1
OG0009403	XP_001637771.3	Xe_003111-T1
OG0009404	XP_048583256.1	Xe_002263-T1
OG0009405	XP_001637832.2	Xe_003106-T1
OG0009406	XP_032230215.2	Xe_002156-T1
OG0009407	XP_032217733.1	Xe_002182-T1
OG0009409	XP_048583613.1	Xe_002911-T1
OG0009410	XP_001630871.2	Xe_028846-T1
OG0009411	XP_001626383.3	Xe_016478-T1
OG0009413	XP_001634775.2	Xe_013928-T1
OG0009414	XP_032226765.2	Xe_028845-T1
OG0009415	XP_032226767.1	Xe_003100-T1
OG0009416	XP_001623760.2	Xe_002291-T1
OG0009417	XP_048586986.1	Xe_008248-T1
OG0009418	XP_032220127.2	Xe_007487-T1
OG0009419	XP_001626469.1	Xe_020551-T1
OG0009421	XP_001626480.1	Xe_009724-T1
OG0009422	XP_048587554.1	Xe_007874-T1
OG0009423	XP_048587029.1	Xe_008072-T2
OG0009424	XP_032232589.2	Xe_008344-T1
OG0009426	XP_032232579.1	Xe_007404-T1
OG0009427	XP_032230271.2	Xe_007992-T1
OG0009428	XP_032230162.1	Xe_008800-T1
OG0009429	XP_001630966.1	Xe_008862-T1
OG0009430	XP_032229682.1	Xe_008974-T1
OG0009431	XP_048586842.1	Xe_008027-T1
OG0009432	XP_001638542.2	Xe_005271-T1
OG0009435	XP_032239295.2	Xe_012561-T1
OG0009436	XP_001641944.2	Xe_012603-T1
OG0009437	XP_001640067.2	Xe_012291-T1
OG0009438	XP_001630138.3	Xe_016490-T1
OG0009439	XP_001630167.1	Xe_014775-T1
OG0009440	XP_001632098.1	Xe_018280-T1
OG0009441	XP_032242726.2	Xe_016384-T1
OG0009442	XP_032242727.1	Xe_016409-T1
OG0009443	XP_048575331.1	Xe_018719-T1
OG0009444	XP_032238603.2	Xe_020497-T1
OG0009445	XP_048576304.1	Xe_018641-T1
OG0009446	XP_001630586.3	Xe_018630-T1
OG0009447	XP_032228023.2	Xe_018479-T1
OG0009448	XP_001632120.1	Xe_025940-T1
OG0009449	XP_048576011.1	Xe_008803-T1
OG0009450	XP_032242630.2	Xe_022079-T1
OG0009451	XP_001632137.3	Xe_018230-T1
OG0009452	XP_032228006.1	Xe_016510-T1
OG0009453	XP_032237316.2	Xe_020501-T1
OG0009454	XP_032233097.1	Xe_017693-T1
OG0009455	XP_001632135.2	Xe_018539-T1
OG0009456	XP_032221099.2	Xe_001331-T1
OG0009457	XP_001639982.3	Xe_024033-T1
OG0009458	XP_001627101.2	Xe_018537-T1
OG0009459	XP_032230685.2	Xe_020785-T2
OG0009460	XP_048581048.1	Xe_020466-T1
OG0009461	XP_001632094.2	Xe_018538-T1
OG0009462	XP_001633527.2	Xe_020465-T1
OG0009463	XP_048575362.1	Xe_018558-T1
OG0009464	XP_032232985.1	Xe_029016-T1
OG0009465	XP_048575666.1	Xe_018480-T1
OG0009466	XP_048581711.1	Xe_020715-T1
OG0009467	XP_048578921.1	Xe_008557-T1
OG0009468	XP_001632763.1	Xe_008593-T1
OG0009469	XP_032226510.2	Xe_008116-T1
OG0009470	XP_001625452.2	Xe_009352-T1
OG0009471	XP_048578691.1	Xe_008533-T1
OG0009472	XP_048581781.1	Xe_007925-T1
OG0009473	XP_001637909.2	Xe_021402-T1
OG0009474	XP_048579605.1	Xe_009817-T1
OG0009475	XP_032223464.2	Xe_012598-T1
OG0009476	XP_001639960.2	Xe_012564-T1
OG0009477	XP_032223344.2	Xe_012600-T1
OG0009478	XP_032220892.2	Xe_012563-T1
OG0009479	XP_032220897.2	Xe_016708-T1
OG0009480	XP_001624118.2	Xe_000175-T1
OG0009481	XP_048582606.1	Xe_004509-T1
OG0009482	XP_001636587.2	Xe_000227-T1
OG0009483	XP_032231307.1	Xe_005006-T1
OG0009484	XP_001624128.1	Xe_004807-T1
OG0009485	XP_048582959.1	Xe_004606-T1
OG0009486	XP_001633975.1	Xe_005053-T1
OG0009487	XP_001642058.2	Xe_012601-T1
OG0009489	XP_032220494.1	Xe_004947-T1
OG0009490	XP_001628178.2	Xe_022132-T1
OG0009491	XP_032223624.2	Xe_004507-T1
OG0009492	XP_001641587.3	Xe_000378-T1
OG0009493	XP_032222827.1	Xe_021561-T1
OG0009494	XP_001639847.2	Xe_021715-T1
OG0009495	XP_032239497.1	Xe_011499-T1
OG0009496	XP_048580663.1	Xe_014735-T1
OG0009497	XP_001628391.2	Xe_021717-T1
OG0009498	XP_032238046.2	Xe_022389-T1
OG0009499	XP_001624080.2	Xe_022264-T1
OG0009500	XP_048580478.1	Xe_021719-T1
OG0009501	XP_048580668.1	Xe_021788-T1
OG0009502	XP_032238097.2	Xe_021631-T1
OG0009503	XP_048580539.1	Xe_021772-T1
OG0009504	XP_032242883.2	Xe_005127-T1
OG0009505	XP_048581580.1	Xe_022311-T1
OG0009506	XP_001625463.2	Xe_022044-T1
OG0009507	XP_001639964.3	Xe_021712-T1
OG0009508	XP_001636998.2	Xe_021678-T1
OG0009509	XP_001637064.2	Xe_021677-T1
OG0009510	XP_001637063.2	Xe_021676-T1
OG0009511	XP_032228417.1	Xe_021487-T1
OG0009512	XP_048581023.1	Xe_021720-T1
OG0009513	XP_032228235.1	Xe_021628-T1
OG0009514	XP_001625002.2	Xe_001724-T1
OG0009515	XP_048580526.1	Xe_021713-T1
OG0009516	XP_048580529.1	Xe_021714-T1
OG0009517	XP_001642071.2	Xe_022295-T1
OG0009518	XP_032222799.2	Xe_021472-T1
OG0009519	XP_001637680.2	Xe_003120-T1
OG0009520	XP_032224514.1	Xe_002128-T1
OG0009521	XP_032239634.2	Xe_002356-T1
OG0009522	XP_048583699.1	Xe_002315-T1
OG0009523	XP_001641025.1	Xe_009357-T1
OG0009524	XP_032233915.1	Xe_002288-T1
OG0009525	XP_032242534.1	Xe_024931-T1
OG0009526	XP_001625325.1	Xe_002524-T2
OG0009527	XP_048581434.1	Xe_012926-T1
OG0009528	XP_048581649.1	Xe_025426-T1
OG0009529	XP_001629549.3	Xe_012761-T1
OG0009530	XP_032227360.2	Xe_012915-T1
OG0009531	XP_001634446.2	Xe_012660-T1
OG0009532	XP_048581075.1	Xe_012936-T1
OG0009533	XP_048577223.1	Xe_001299-T1
OG0009534	XP_032237406.1	Xe_012935-T1
OG0009535	XP_001632958.2	Xe_012910-T1
OG0009536	XP_032230459.2	Xe_012943-T1
OG0009537	XP_001629538.2	Xe_013346-T1
OG0009538	XP_032238072.2	Xe_012735-T1
OG0009539	XP_001634403.1	Xe_012684-T1
OG0009540	XP_032228450.1	Xe_012747-T1
OG0009541	XP_032228451.2	Xe_012571-T1
OG0009542	XP_048581687.1	Xe_012945-T1
OG0009543	XP_001629571.2	Xe_012744-T1
OG0009544	XP_048579664.1	Xe_009350-T1
OG0009545	XP_032233771.2	Xe_012787-T1
OG0009546	XP_048580724.1	Xe_012699-T1
OG0009547	XP_048580474.1	Xe_012788-T1
OG0009548	XP_001622362.1, XP_001641234.1	Xe_014121-T1
OG0009549	XP_048579132.1	Xe_010014-T1
OG0009550	XP_001638629.3	Xe_012636-T1
OG0009551	XP_032226546.2	Xe_019347-T1
OG0009553	XP_048582651.1	Xe_019809-T1
OG0009554	XP_001631493.1	Xe_020310-T1
OG0009555	XP_001637780.1	Xe_014845-T1
OG0009556	XP_032235998.2	Xe_020743-T1
OG0009557	XP_048581961.1	Xe_011634-T1
OG0009558	XP_001628163.2	Xe_004959-T1
OG0009559	XP_001639535.2	Xe_004466-T1
OG0009560	XP_032227415.2	Xe_007491-T1
OG0009561	XP_048580336.1	Xe_021479-T1
OG0009562	XP_001629446.2	Xe_008581-T1
OG0009563	XP_001629848.2	Xe_010539-T1
OG0009564	XP_001633436.1	Xe_004455-T1
OG0009565	XP_048582940.1	Xe_020735-T1
OG0009566	XP_032223179.1	Xe_014928-T1
OG0009567	XP_032228423.1	Xe_022076-T1
OG0009568	XP_001634964.2	Xe_009981-T1
OG0009569	XP_001629818.2	Xe_029154-T1
OG0009570	XP_001639596.2	Xe_023063-T1
OG0009571	XP_001639497.2	Xe_026016-T1
OG0009572	XP_001633987.2	Xe_004883-T1
OG0009573	XP_032226624.1	Xe_002386-T1
OG0009574	XP_001623573.3	Xe_019341-T1
OG0009575	XP_048582188.1	Xe_020309-T2
OG0009576	XP_032232147.1	Xe_020724-T1
OG0009577	XP_032228014.2	Xe_018588-T1
OG0009578	XP_032221571.1	Xe_018589-T1
OG0009582	XP_032241153.1	Xe_022173-T1
OG0009583	XP_032222347.2	Xe_009356-T1
OG0009585	XP_048580258.1	Xe_009980-T1
OG0009586	XP_032222440.2	Xe_009762-T1
OG0009587	XP_048579964.1	Xe_001273-T1
OG0009588	XP_032239580.1	Xe_007503-T1
OG0009589	XP_001641605.1	Xe_000783-T1
OG0009590	XP_001640962.2	Xe_009740-T1
OG0009591	XP_001637927.1	Xe_000377-T1
OG0009592	XP_001641604.1	Xe_000802-T1
OG0009593	XP_001638238.3	Xe_000672-T2
OG0009594	XP_032240265.2	Xe_009969-T1
OG0009595	XP_032222201.2	Xe_010020-T1
OG0009596	XP_048579410.1	Xe_014250-T1
OG0009597	XP_001641053.3	Xe_005591-T1
OG0009598	XP_032229506.2	Xe_009923-T2
OG0009599	XP_032218912.2	Xe_009769-T1
OG0009600	XP_048579729.1	Xe_021488-T1
OG0009601	XP_032218915.2	Xe_009320-T1
OG0009602	XP_001629599.2	Xe_020595-T1
OG0009603	XP_048577236.1	Xe_021167-T1
OG0009604	XP_032228771.2	Xe_022136-T1
OG0009605	XP_048580100.1	Xe_022185-T1
OG0009606	XP_032228274.1	Xe_009431-T1
OG0009607	XP_048579719.1	Xe_001268-T1
OG0009608	XP_032222130.2	Xe_022053-T1
OG0009609	XP_048579209.1	Xe_001308-T1
OG0009610	XP_032241207.1	Xe_000363-T1
OG0009611	XP_001636847.2	Xe_022213-T1
OG0009612	XP_001635689.1	Xe_000486-T1
OG0009613	XP_001634289.2	Xe_000487-T1
OG0009614	XP_001635646.1	Xe_009778-T1
OG0009615	XP_001635620.2	Xe_000430-T1
OG0009616	XP_001635840.2	Xe_022250-T1
OG0009617	XP_032241399.1	Xe_022247-T1
OG0009618	XP_032222340.1	Xe_000585-T1
OG0009619	XP_032218312.2	Xe_009918-T1
OG0009620	XP_032240307.2	Xe_009761-T1
OG0009621	XP_032241387.2	Xe_009319-T1
OG0009622	XP_032233896.2	Xe_021531-T1
OG0009623	XP_001626433.1	Xe_009612-T1
OG0009624	XP_032222875.1	Xe_010145-T1
OG0009625	XP_048580021.1	Xe_022065-T1
OG0009626	XP_032218306.2	Xe_009947-T1
OG0009627	XP_001633465.1	Xe_010011-T1
OG0009628	XP_032229906.1	Xe_009605-T1
OG0009629	XP_048580248.1	Xe_023846-T1, Xe_009418-T1
OG0009630	XP_048579223.1	Xe_000473-T1
OG0009631	XP_032226076.1	Xe_022162-T1
OG0009632	XP_032239839.1	Xe_001248-T1
OG0009633	XP_048580182.1	Xe_021149-T1
OG0009634	XP_032239804.2	Xe_009818-T1
OG0009635	XP_001635948.3	Xe_000657-T1
OG0009636	XP_048579541.1	Xe_009988-T1
OG0009637	XP_032222816.1	Xe_000782-T1
OG0009638	XP_032222410.2	Xe_009927-T1
OG0009639	XP_032222404.2	Xe_009914-T1
OG0009640	XP_001629476.2	Xe_022084-T1
OG0009641	XP_032222398.2	Xe_010041-T1
OG0009642	XP_032238540.2	Xe_010184-T1
OG0009643	XP_048577563.1	Xe_009733-T1
OG0009644	XP_001636823.3	Xe_022061-T1
OG0009645	XP_001635895.2	Xe_009343-T1
OG0009646	XP_032242517.1	Xe_021169-T1
OG0009647	XP_032239516.1	Xe_021821-T1
OG0009648	XP_001640995.2	Xe_009729-T1
OG0009649	XP_032241411.2	Xe_009725-T1
OG0009650	XP_001635700.1	Xe_009787-T1
OG0009651	XP_032239509.1	Xe_021954-T1
OG0009652	XP_032238005.2	Xe_014364-T1
OG0009653	XP_001628413.1	Xe_014229-T1
OG0009654	XP_032241427.1	Xe_022201-T1
OG0009655	XP_048578646.1	Xe_009916-T1
OG0009656	XP_001635013.1	Xe_009915-T1
OG0009657	XP_048579960.1	Xe_009946-T1
OG0009658	XP_001637889.3	Xe_000884-T1
OG0009659	XP_048589693.1	Xe_014822-T1
OG0009660	XP_048589464.1	Xe_015872-T1
OG0009661	XP_001632549.1	Xe_015014-T1
OG0009662	XP_001632822.1	Xe_015880-T1
OG0009663	XP_032223224.2	Xe_015319-T1
OG0009664	XP_001631069.2	Xe_016140-T1
OG0009665	XP_032219983.2	Xe_015926-T1
OG0009666	XP_032237457.2	Xe_015878-T1
OG0009667	XP_001631043.2	Xe_016000-T1
OG0009668	XP_032237464.1	Xe_012290-T1
OG0009669	XP_032237465.1	Xe_015879-T1
OG0009670	XP_001620817.3	Xe_014821-T1
OG0009671	XP_032219945.1	Xe_014504-T2
OG0009673	XP_048589348.1	Xe_015873-T1
OG0009675	XP_001641783.2	Xe_014784-T1
OG0009676	XP_032237859.2	Xe_015948-T1
OG0009677	XP_032223170.2	Xe_015022-T1
OG0009678	XP_032237865.2	Xe_015950-T1
OG0009679	XP_001633423.2	Xe_000268-T1
OG0009680	XP_001624285.1	Xe_008284-T1
OG0009681	XP_001639308.1	Xe_007823-T1
OG0009683	XP_048587162.1	Xe_007864-T1
OG0009684	XP_032242460.2	Xe_008570-T1
OG0009685	XP_001639256.1	Xe_007824-T1
OG0009686	XP_001636368.2	Xe_007927-T1
OG0009687	XP_048587216.1	Xe_008200-T1
OG0009688	XP_032220052.2	Xe_008273-T1
OG0009689	XP_001623964.3	Xe_007485-T1
OG0009690	XP_001629610.1	Xe_007798-T1
OG0009693	XP_048580253.1	Xe_009703-T1
OG0009694	XP_032235539.1	Xe_008274-T1
OG0009695	XP_001630974.1	Xe_007868-T1
OG0009696	XP_048587384.1	Xe_007831-T1
OG0009697	XP_001625396.1	Xe_008826-T1
OG0009698	XP_001625397.1	Xe_008276-T1
OG0009699	XP_032218211.2	Xe_014737-T1
OG0009700	XP_048583379.1	Xe_002165-T1
OG0009701	XP_001634161.1	Xe_002364-T1
OG0009702	XP_048583383.1	Xe_001307-T1
OG0009703	XP_032227678.2	Xe_002159-T1
OG0009704	XP_048583969.1	Xe_003110-T1
OG0009705	XP_032239432.1	Xe_001950-T1
OG0009706	XP_001624514.2	Xe_002164-T1
OG0009708	XP_032221354.1	Xe_000925-T1
OG0009709	XP_048589244.1	Xe_015842-T1
OG0009711	XP_048589544.1	Xe_014729-T1
OG0009712	XP_001636562.2	Xe_015100-T1
OG0009713	XP_001636547.2	Xe_016086-T1
OG0009714	XP_001636485.1	Xe_016087-T1
OG0009715	XP_048579621.1	Xe_009982-T1
OG0009716	XP_001636497.3	Xe_015984-T1
OG0009717	XP_048589643.1	Xe_014846-T1
OG0009718	XP_001624855.2	Xe_014847-T1
OG0009719	XP_001629335.3	Xe_025191-T1
